,TDVSID,ScenarioID,CountryID,Year,TechID,JSTypeID,KM_Value,KM_PFix,KM_Unit
0,0,1,9,2012,10,1,25119246.9149828,k,m
1,0,1,9,2012,10,2,18331294.8793173,k,m
2,0,1,9,2012,10,3,3485940.62961638,k,m
3,0,1,9,2012,20,1,26.4137653971375,k,m
4,0,1,9,2012,20,2,19.2759976869183,k,m
5,0,1,9,2012,20,3,3.66558849940191,k,m
6,0,1,9,2012,25,1,1369601.34841502,k,m
7,0,1,9,2012,25,2,999495.27066201,k,m
8,0,1,9,2012,25,3,190067.35237781,k,m
9,0,1,9,2012,30,1,1722555160.52246,k,m
10,0,1,9,2012,30,2,1257070660.59113,k,m
11,0,1,9,2012,30,3,239048764.109612,k,m
12,0,1,9,2012,40,1,712762415.409088,k,m
13,0,1,9,2012,40,2,520153284.072876,k,m
14,0,1,9,2012,40,3,98914086.8186951,k,m
15,0,1,9,2012,70,1,168270587.921143,k,m
16,0,1,9,2012,70,2,173204332.590103,k,m
17,0,1,9,2012,70,3,76662577.688694,k,m
18,0,1,9,2012,80,1,8496561050.41504,k,m
19,0,1,9,2012,80,2,8745682716.36963,k,m
20,0,1,9,2012,80,3,3870957374.57275,k,m
21,0,1,9,2012,90,1,77653743.326664,k,m
22,0,1,9,2012,90,2,79930581.1524391,k,m
23,0,1,9,2012,90,3,35378355.5328846,k,m
24,0,1,9,2012,91,1,9.9781366269812e-09,k,m
25,0,1,9,2012,91,2,1.02706988291126e-08,k,m
26,0,1,9,2012,91,3,4.54595014088778e-09,k,m
27,0,1,9,2012,100,1,3090712547.30225,k,m
28,0,1,9,2012,100,2,3181333303.45154,k,m
29,0,1,9,2012,100,3,1408101081.84814,k,m
30,0,1,9,2012,110,1,7837110519.40918,k,m
31,0,1,9,2012,110,2,8066897392.27295,k,m
32,0,1,9,2012,110,3,3570517778.39661,k,m
33,0,1,9,2012,120,1,7303170680.99976,k,m
34,0,1,9,2012,120,2,7517302036.2854,k,m
35,0,1,9,2012,120,3,3327259302.13928,k,m
36,0,1,9,2012,130,1,256594508.886337,k,m
37,0,1,9,2012,130,2,264117956.161499,k,m
38,0,1,9,2012,130,3,116902172.56546,k,m
39,0,1,9,2012,140,1,16271686553.9551,k,m
40,0,1,9,2012,140,2,16748777389.5264,k,m
41,0,1,9,2012,140,3,7413235187.53052,k,m
42,0,1,9,2012,150,1,118413597.345352,k,m
43,0,1,9,2012,150,2,121885523.200035,k,m
44,0,1,9,2012,150,3,53948178.8873672,k,m
45,0,1,9,2012,160,1,3896121740.34119,k,m
46,0,1,9,2012,160,2,4010357379.91333,k,m
47,0,1,9,2012,160,3,1775038242.34009,k,m
48,0,1,9,2012,161,1,4209287.46461868,k,m
49,0,1,9,2012,161,2,4332705.40088415,k,m
50,0,1,9,2012,161,3,1917713.903822,k,m
51,0,1,9,2012,170,1,15369288444.519,k,m
52,0,1,9,2012,170,2,15819920539.856,k,m
53,0,1,9,2012,170,3,7002110481.26221,k,m
54,0,1,9,2012,181,1,13724637985.2295,k,m
55,0,1,9,2012,181,2,14127048492.4316,k,m
56,0,1,9,2012,181,3,6252822875.97656,k,m
57,0,1,9,2012,190,1,35444315.5229092,k,m
58,0,1,9,2012,190,2,36483552.3068905,k,m
59,0,1,9,2012,190,3,16148114.5769358,k,m
60,0,1,9,2012,191,1,6337256.17080927,k,m
61,0,1,9,2012,191,2,6523066.66597724,k,m
62,0,1,9,2012,191,3,2887197.53734767,k,m
63,0,1,9,2012,200,1,7196011543.27393,k,m
64,0,1,9,2012,200,2,7407001018.52417,k,m
65,0,1,9,2012,200,3,3278438806.53381,k,m
66,0,1,9,2012,210,1,16356891.0211325,k,m
67,0,1,9,2012,210,2,16836481.1688662,k,m
68,0,1,9,2012,210,3,7452053.94923687,k,m
69,0,1,9,2012,220,1,633550286.29303,k,m
70,0,1,9,2012,220,2,652126193.04657,k,m
71,0,1,9,2012,220,3,288639873.26622,k,m
72,0,1,9,2012,230,1,3843384981.1554,k,m
73,0,1,9,2012,230,2,3956074237.82349,k,m
74,0,1,9,2012,230,3,1751011967.659,k,m
75,0,1,9,2012,240,1,4774823665.6189,k,m
76,0,1,9,2012,240,2,4914823055.26733,k,m
77,0,1,9,2012,240,3,2175367116.9281,k,m
78,0,1,9,2012,250,1,42691119.0152168,k,m
79,0,1,9,2012,250,2,43942835.1819515,k,m
80,0,1,9,2012,250,3,19449692.2194958,k,m
81,0,1,9,2012,260,1,10996234893.7988,k,m
82,0,1,9,2012,260,2,11318648338.3179,k,m
83,0,1,9,2012,260,3,5009786605.83496,k,m
84,0,1,9,2012,261,1,5618923.80937934,k,m
85,0,1,9,2012,261,2,5783672.44452238,k,m
86,0,1,9,2012,261,3,2559931.48311973,k,m
87,0,1,9,2012,265,1,10773221969.6045,k,m
88,0,1,9,2012,265,2,11089096069.3359,k,m
89,0,1,9,2012,265,3,4908184051.51367,k,m
90,0,1,9,2012,270,1,19701154.9025774,k,m
91,0,1,9,2012,270,2,20278798.4162569,k,m
92,0,1,9,2012,270,3,8975670.67295313,k,m
93,0,1,9,2012,275,1,4.93713967239332e-10,k,m
94,0,1,9,2012,275,2,5.08189834754163e-10,k,m
95,0,1,9,2012,275,3,2.24931682604547e-10,k,m
96,0,1,9,2012,276,1,183312.164153904,k,m
97,0,1,9,2012,276,2,188686.928595416,k,m
98,0,1,9,2012,276,3,83515.3841762803,k,m
99,0,1,9,2012,280,1,1287412047.38617,k,m
100,0,1,9,2012,280,2,1325159311.29456,k,m
101,0,1,9,2012,280,3,586533427.238464,k,m
102,0,1,9,2012,290,1,4170512676.23901,k,m
103,0,1,9,2012,290,2,4292793273.92578,k,m
104,0,1,9,2012,290,3,1900048375.1297,k,m
105,0,1,9,2012,291,1,13551424.2574573,k,m
106,0,1,9,2012,291,2,13948757.2014332,k,m
107,0,1,9,2012,291,3,6173908.24481845,k,m
108,0,1,9,2012,295,1,5121416568.7561,k,m
109,0,1,9,2012,295,2,5271578311.92017,k,m
110,0,1,9,2012,295,3,2333271741.86707,k,m
111,0,1,9,2012,300,1,8281469345.09277,k,m
112,0,1,9,2012,300,2,8524284362.79297,k,m
113,0,1,9,2012,300,3,3772963523.86475,k,m
114,0,1,9,2012,302,1,8828563.61567974,k,m
115,0,1,9,2012,302,2,9087420.06868124,k,m
116,0,1,9,2012,302,3,4022215.02736211,k,m
117,0,1,9,2012,305,1,7818984031.67725,k,m
118,0,1,9,2012,305,2,8048238754.27246,k,m
119,0,1,9,2012,305,3,3562259435.65369,k,m
120,0,1,9,2012,310,1,6905587.85572648,k,m
121,0,1,9,2012,310,2,7108062.04006076,k,m
122,0,1,9,2012,310,3,3146124.30520356,k,m
123,0,1,9,2012,320,1,481046557.426453,k,m
124,0,1,9,2012,320,2,495151013.13591,k,m
125,0,1,9,2012,320,3,219160526.990891,k,m
126,0,1,9,2012,330,1,3186801.68129504,k,m
127,0,1,9,2012,330,2,3280239.6453917,k,m
128,0,1,9,2012,330,3,1451878.45919281,k,m
129,0,1,9,2012,340,1,411906719.207764,k,m
130,0,1,9,2012,340,2,423983961.343765,k,m
131,0,1,9,2012,340,3,187661036.849022,k,m
132,0,1,9,2012,350,1,1770787954.33044,k,m
133,0,1,9,2012,350,2,1822708010.67352,k,m
134,0,1,9,2012,350,3,806755244.731903,k,m
135,0,1,9,2012,351,1,759.194222155202,k,m
136,0,1,9,2012,351,2,781.453991294256,k,m
137,0,1,9,2012,351,3,345.882114061169,k,m
138,0,1,9,2012,360,1,3872591018.67676,k,m
139,0,1,9,2012,360,2,3986136674.88098,k,m
140,0,1,9,2012,360,3,1764317989.34937,k,m
141,0,1,9,2012,361,1,2316180.84944785,k,m
142,0,1,9,2012,361,2,2384092.19309688,k,m
143,0,1,9,2012,361,3,1055231.43429309,k,m
144,0,1,9,2012,362,1,18341.1957550561,k,m
145,0,1,9,2012,362,2,18878.9654202992,k,m
146,0,1,9,2012,362,3,8356.08534544008,k,m
147,0,1,9,2012,363,1,6956883907.31812,k,m
148,0,1,9,2012,363,2,7160861968.99414,k,m
149,0,1,9,2012,363,3,3169494390.48767,k,m
150,0,1,9,2012,385,1,0.331395216823793,k,m
151,0,1,9,2012,385,2,0.341111833224161,k,m
152,0,1,9,2012,385,3,0.15098071404207,k,m
153,0,1,9,2012,386,1,130729.706143029,k,m
154,0,1,9,2012,386,2,134562.738821842,k,m
155,0,1,9,2012,386,3,59559.2864556238,k,m
156,0,1,9,2012,400,1,77289097.0110893,k,m
157,0,1,9,2012,400,2,79555235.8031273,k,m
158,0,1,9,2012,400,3,35212222.4867344,k,m
159,0,1,9,2012,410,1,4320000.29832125,k,m
160,0,1,9,2012,410,2,4446664.35942054,k,m
161,0,1,9,2012,410,3,1968153.51955593,k,m
162,0,1,9,2012,411,1,1767069.21774894,k,m
163,0,1,9,2012,411,2,1818880.3223893,k,m
164,0,1,9,2012,411,3,805061.019491404,k,m
165,0,1,9,2012,420,1,1.4749644102747e-13,k,m
166,0,1,9,2012,420,2,1.51821077484087e-13,k,m
167,0,1,9,2012,420,3,6.71980622930825e-14,k,m
168,0,1,9,2012,430,1,111478.555481881,k,m
169,0,1,9,2012,430,2,114747.148472816,k,m
170,0,1,9,2012,430,3,50788.6361447163,k,m
171,0,1,9,2012,431,1,22305853.664875,k,m
172,0,1,9,2012,431,2,22959869.3549633,k,m
173,0,1,9,2012,431,3,10162347.9276896,k,m
174,0,1,9,2012,432,1,2.11584131838245e-07,k,m
175,0,1,9,2012,432,2,2.17787840848605e-07,k,m
176,0,1,9,2012,432,3,9.63958434084468e-08,k,m
177,0,1,9,2012,433,1,2.26950381527512e-07,k,m
178,0,1,9,2012,433,2,2.33604645891362e-07,k,m
179,0,1,9,2012,433,3,1.03396577334948e-07,k,m
180,0,1,9,2012,441,1,3.05147258843057e-08,k,m
181,0,1,9,2012,441,2,3.14094275959002e-08,k,m
182,0,1,9,2012,441,3,1.39022376123603e-08,k,m
183,0,1,9,2012,442,1,20274532.9588652,k,m
184,0,1,9,2012,442,2,20868988.7076616,k,m
185,0,1,9,2012,442,3,9236896.41058445,k,m
186,0,1,9,2012,443,1,4.10860980832003e-07,k,m
187,0,1,9,2012,443,2,4.22907562817193e-07,k,m
188,0,1,9,2012,443,3,1.87184606638756e-07,k,m
189,0,1,9,2012,444,1,5.54488943096346e-07,k,m
190,0,1,9,2012,444,2,5.70746787606827e-07,k,m
191,0,1,9,2012,444,3,2.52620217919866e-07,k,m
192,0,1,9,2012,460,1,2016782.29495883,k,m
193,0,1,9,2012,460,2,2075914.99201953,k,m
194,0,1,9,2012,460,3,918828.009162098,k,m
195,0,1,9,2012,461,1,172906652.092934,k,m
196,0,1,9,2012,461,2,177976340.055466,k,m
197,0,1,9,2012,461,3,78774735.3315353,k,m
198,0,1,9,2012,470,1,7148.88665243052,k,m
199,0,1,9,2012,470,2,7358.49471311667,k,m
200,0,1,9,2012,470,3,3256.96919389884,k,m
201,0,1,9,2012,471,1,50552621.4838028,k,m
202,0,1,9,2012,471,2,52034839.9877548,k,m
203,0,1,9,2012,471,3,23031324.1481781,k,m
204,0,1,9,2012,480,1,3.13677389596478e-11,k,m
205,0,1,9,2012,480,2,3.22874507097074e-11,k,m
206,0,1,9,2012,480,3,1.42908617853677e-11,k,m
207,0,1,9,2012,510,1,4.27279525028807e-10,k,m
208,0,1,9,2012,510,2,4.39807485598652e-10,k,m
209,0,1,9,2012,510,3,1.94664743325623e-10,k,m
210,0,1,9,2012,515,1,1473915.0647074,k,m
211,0,1,9,2012,515,2,1517130.76047599,k,m
212,0,1,9,2012,515,3,671502.551995218,k,m
213,0,1,9,2012,520,1,6.16959939062066e-08,k,m
214,0,1,9,2012,520,2,6.35049386441866e-08,k,m
215,0,1,9,2012,520,3,2.81081431537562e-08,k,m
216,0,1,9,2012,521,1,1.07703984717198e-07,k,m
217,0,1,9,2012,521,2,1.10861902215574e-07,k,m
218,0,1,9,2012,521,3,4.90689759764662e-08,k,m
219,0,1,9,2012,530,1,2.97373547795182e-08,k,m
220,0,1,9,2012,530,2,3.06092660108756e-08,k,m
221,0,1,9,2012,530,3,1.35480744428314e-08,k,m
222,0,1,9,2012,531,1,8.5763607921825e-08,k,m
223,0,1,9,2012,531,2,8.82782237490964e-08,k,m
224,0,1,9,2012,531,3,3.90731368571958e-08,k,m
225,0,1,9,2012,540,1,2.96732912954372e-08,k,m
226,0,1,9,2012,540,2,3.05433198637204e-08,k,m
227,0,1,9,2012,540,3,1.35188865477369e-08,k,m
228,0,1,9,2012,541,1,9.38154832660897e-08,k,m
229,0,1,9,2012,541,2,9.65661830576286e-08,k,m
230,0,1,9,2012,541,3,4.27414975854113e-08,k,m
231,0,1,9,2012,550,1,8.05456732085017e-08,k,m
232,0,1,9,2012,550,2,8.29072937096753e-08,k,m
233,0,1,9,2012,550,3,3.66958892598898e-08,k,m
234,0,1,9,2012,551,1,8.46027823548375e-08,k,m
235,0,1,9,2012,551,2,8.7083364662986e-08,k,m
236,0,1,9,2012,551,3,3.85442739694763e-08,k,m
237,0,1,9,2012,600,1,1.22568440461454e-11,k,m
238,0,1,9,2012,600,2,1.26162184793827e-11,k,m
239,0,1,9,2012,600,3,5.58410890723796e-12,k,m
240,0,1,9,2012,610,1,1.44580818391915e-10,k,m
241,0,1,9,2012,610,2,1.48819976859582e-10,k,m
242,0,1,9,2012,610,3,6.58697298837445e-11,k,m
243,0,1,9,2012,611,1,188009.478733875,k,m
244,0,1,9,2012,611,2,193521.991604939,k,m
245,0,1,9,2012,611,3,85655.4470374249,k,m
246,0,1,9,2012,620,1,99067248.404026,k,m
247,0,1,9,2012,620,2,101971931.755543,k,m
248,0,1,9,2012,620,3,45134153.2170773,k,m
249,0,1,9,2012,630,2,55396337.0621204,k,m
250,0,1,9,2012,631,1,1008744.46798116,k,m
251,0,1,9,2012,631,2,1038321.17747515,k,m
252,0,1,9,2012,631,3,459574.977867305,k,m
253,0,1,9,2012,640,2,610227048.397064,k,m
254,0,1,9,2012,641,1,1296.83860450314,k,m
255,0,1,9,2012,641,2,1334.86230424751,k,m
256,0,1,9,2012,641,3,590.828108215646,k,m
257,0,1,9,2012,660,2,17.8988948107417,k,m
258,0,1,9,2012,670,2,604052245.616913,k,m
259,0,1,9,2012,680,1,88727.3490661755,k,m
260,0,1,9,2012,690,2,1488335.89628339,k,m
261,0,1,9,2012,691,2,100.271947189867,k,m
262,0,1,9,2012,700,2,18873250.1119375,k,m
263,0,1,9,2012,720,2,2197473.54276478,k,m
264,0,1,9,2012,730,1,3388151.29362047,k,m
265,0,1,9,2012,810,2,5170121.32331729,k,m
266,0,1,9,2012,811,2,7686.00420997245,k,m
267,0,1,9,2012,850,2,2005951.01341605,k,m
268,0,1,9,2012,852,2,67094.4937155582,k,m
269,0,1,9,2012,853,2,39021.5900551993,k,m
270,0,1,9,2012,854,2,0.00310813484324934,k,m
271,0,1,9,2012,857,2,14308.0733323586,k,m
272,0,1,9,2012,865,2,460964.714875445,k,m
273,0,1,9,2012,870,1,160002112.388611,k,m
274,0,1,9,2012,890,1,614945888.519287,k,m
275,0,1,9,2012,970,1,66080197.6919174,k,m
276,0,1,9,2012,980,1,577161729.335785,k,m
277,0,1,9,2012,981,1,333009.025780484,k,m
278,0,1,9,2012,991,1,253729.929681867,k,m
279,0,1,9,2012,1040,1,626146912.574768,k,m
280,0,1,9,2012,1041,1,369410.932762548,k,m
281,0,1,9,2012,1110,1,2.31859398347467,k,m
282,0,1,9,2012,1130,1,537712574.005127,k,m
283,0,1,9,2012,1131,1,383667.065761983,k,m
284,0,1,9,2012,1132,1,112800568.342209,k,m
285,0,1,9,2012,1142,1,333450.152538717,k,m
286,0,1,9,2012,1150,3,22146.4615606237,k,m
287,0,1,9,2012,1151,3,557771.942112595,k,m
288,0,1,9,2012,1152,3,23704411.4619493,k,m
289,0,1,9,2012,1153,3,93444041.9077873,k,m
290,0,1,9,2012,1158,3,11293482.9667211,k,m
291,0,1,9,2012,1159,3,84184765.8157349,k,m
292,0,1,9,2012,1163,3,92460371.5538979,k,m
293,0,1,9,2012,1164,3,348691.595718265,k,m
294,0,1,9,2012,1166,3,93850120.9020615,k,m
295,0,1,9,2012,1167,3,129262.189147994,k,m
296,0,1,9,2012,1168,3,585.407235575985,k,m
297,0,1,9,2012,1180,3,4322.82740803203,k,m
298,0,1,9,2012,1200,1,29546855.0175428,k,m
299,0,1,9,2012,1200,2,31008804.2169809,k,m
300,0,1,9,2012,1200,3,14724872.0750213,k,m
301,0,1,9,2012,1220,1,1828547000.88501,k,m
302,0,1,9,2012,1220,2,1919021606.44531,k,m
303,0,1,9,2012,1220,3,911268532.276154,k,m
304,0,1,9,2012,1221,1,127309.118397534,k,m
305,0,1,9,2012,1221,2,133608.235046268,k,m
306,0,1,9,2012,1221,3,63445.3463135287,k,m
307,0,1,9,2012,1230,1,93.6610859980647,k,m
308,0,1,9,2012,1230,2,98.2953380912477,k,m
309,0,1,9,2012,1230,3,46.676625231612,k,m
310,0,1,9,2012,1240,1,5669648.29340577,k,m
311,0,1,9,2012,1240,2,5950176.62271857,k,m
312,0,1,9,2012,1240,3,2825506.96283579,k,m
313,0,1,9,2012,1300,1,3.87472276486278,k,m
314,0,1,9,2012,1300,2,4.06644007355794,k,m
315,0,1,9,2012,1300,3,1.93099403134056,k,m
316,0,1,9,2012,1301,1,92154.4633456506,k,m
317,0,1,9,2012,1301,2,96714.1677392647,k,m
318,0,1,9,2012,1301,3,45925.7898910437,k,m
319,0,1,9,2012,1320,1,235803589.224815,k,m
320,0,1,9,2012,1320,2,247470915.317535,k,m
321,0,1,9,2012,1320,3,117514289.915562,k,m
322,0,1,9,2012,1340,1,993727803.230286,k,m
323,0,1,9,2012,1340,2,1042896389.96124,k,m
324,0,1,9,2012,1340,3,495230853.557587,k,m
325,0,1,9,2012,1360,1,12690.5051729409,k,m
326,0,1,9,2012,1360,2,13318.4184960555,k,m
327,0,1,9,2012,1360,3,6324.39741821145,k,m
328,0,1,9,2012,1365,1,553960.213437676,k,m
329,0,1,9,2012,1365,2,581369.560677558,k,m
330,0,1,9,2012,1365,3,276069.738902152,k,m
331,0,1,9,2012,1390,1,2108439922.33276,k,m
332,0,1,9,2012,1390,2,2212763309.47876,k,m
333,0,1,9,2012,1390,3,1050755023.9563,k,m
334,0,1,9,2012,1391,1,12542.0465337811,k,m
335,0,1,9,2012,1391,2,13162.6138681895,k,m
336,0,1,9,2012,1391,3,6250.41184321162,k,m
337,0,1,9,2012,1410,1,22185739.1297817,k,m
338,0,1,9,2012,1410,2,23283466.6967392,k,m
339,0,1,9,2012,1410,3,11056410.1487398,k,m
340,0,1,9,2012,1450,1,211631461.977959,k,m
341,0,1,9,2012,1450,2,222102776.169777,k,m
342,0,1,9,2012,1450,3,105467945.337296,k,m
343,0,1,9,2012,1451,1,900908231.735229,k,m
344,0,1,9,2012,1451,2,945484220.981598,k,m
345,0,1,9,2012,1451,3,448973596.096039,k,m
346,0,1,9,2012,1452,1,1795821428.29895,k,m
347,0,1,9,2012,1452,2,1884676933.28857,k,m
348,0,1,9,2012,1452,3,894959568.977356,k,m
349,0,1,9,2012,1453,1,2297179698.94409,k,m
350,0,1,9,2012,1453,2,2410841941.8335,k,m
351,0,1,9,2012,1453,3,1144814848.89984,k,m
352,0,1,9,2012,1460,1,2667759656.90613,k,m
353,0,1,9,2012,1460,2,2799757719.03992,k,m
354,0,1,9,2012,1460,3,1329495787.62054,k,m
355,0,1,9,2012,1461,1,53663.4761374444,k,m
356,0,1,9,2012,1461,2,56318.6877116095,k,m
357,0,1,9,2012,1461,3,26743.5498244595,k,m
358,0,1,9,2012,1462,1,31.8706696589288,k,m
359,0,1,9,2012,1462,2,33.4475984686833,k,m
360,0,1,9,2012,1462,3,15.8829607244115,k,m
361,0,1,9,2012,1471,1,1551643490.79132,k,m
362,0,1,9,2012,1471,2,1628417253.49426,k,m
363,0,1,9,2012,1471,3,773271858.692169,k,m
364,0,1,9,2012,1510,1,494497.711770236,k,m
365,0,1,9,2012,1510,2,518964.952789247,k,m
366,0,1,9,2012,1510,3,246436.218731105,k,m
367,0,1,9,2012,1520,1,21910935.6403351,k,m
368,0,1,9,2012,1520,2,22995065.8977032,k,m
369,0,1,9,2012,1520,3,10919460.0954652,k,m
370,0,1,9,2012,1530,1,947108983.99353,k,m
371,0,1,9,2012,1530,2,993970990.180969,k,m
372,0,1,9,2012,1530,3,471998065.710068,k,m
373,0,1,9,2012,1550,1,7243936.881423,k,m
374,0,1,9,2012,1550,2,7602359.16823149,k,m
375,0,1,9,2012,1550,3,3610064.04273212,k,m
376,0,1,9,2012,1560,1,19574245.4379797,k,m
377,0,1,9,2012,1560,2,20542757.5856447,k,m
378,0,1,9,2012,1560,3,9754954.83726263,k,m
379,0,1,9,2012,1570,1,595786154.270172,k,m
380,0,1,9,2012,1570,2,625265061.855316,k,m
381,0,1,9,2012,1570,3,296913981.437683,k,m
382,0,1,9,2012,1590,1,1547238349.91455,k,m
383,0,1,9,2012,1590,2,1623794198.03619,k,m
384,0,1,9,2012,1590,3,771076560.020447,k,m
385,0,1,9,2012,1591,1,89432.2001840919,k,m
386,0,1,9,2012,1591,2,93857.2193263099,k,m
387,0,1,9,2012,1591,3,44569.1330241971,k,m
388,0,1,9,2012,1592,1,110657.500044908,k,m
389,0,1,9,2012,1592,2,116132.716357242,k,m
390,0,1,9,2012,1592,3,55146.8983758241,k,m
391,0,1,9,2012,1610,1,1484896302.22321,k,m
392,0,1,9,2012,1610,2,1558367371.55914,k,m
393,0,1,9,2012,1610,3,740007936.954498,k,m
394,0,1,9,2012,1613,1,131.204686226738,k,m
395,0,1,9,2012,1613,2,137.69655993201,k,m
396,0,1,9,2012,1613,3,65.3867289202026,k,m
397,0,1,9,2012,1630,1,22774575.278163,k,m
398,0,1,9,2012,1630,2,23901438.3405447,k,m
399,0,1,9,2012,1630,3,11349860.5787754,k,m
400,0,1,9,2012,1640,1,1111373543.73932,k,m
401,0,1,9,2012,1640,2,1166363120.07904,k,m
402,0,1,9,2012,1640,3,553860366.344452,k,m
403,0,1,9,2012,1650,1,20517351.1058092,k,m
404,0,1,9,2012,1650,2,21532528.1023979,k,m
405,0,1,9,2012,1650,3,10224957.9504132,k,m
406,0,1,9,2012,1660,1,635287344.455719,k,m
407,0,1,9,2012,1660,2,666720688.343048,k,m
408,0,1,9,2012,1660,3,316599667.072296,k,m
409,0,1,9,2012,1670,1,1702675819.39697,k,m
410,0,1,9,2012,1670,2,1786922454.83398,k,m
411,0,1,9,2012,1670,3,848539769.649506,k,m
412,0,1,9,2012,1671,1,77165.1102695614,k,m
413,0,1,9,2012,1671,2,80983.1617516465,k,m
414,0,1,9,2012,1671,3,38455.7461075019,k,m
415,0,1,9,2012,1680,1,189259.430044331,k,m
416,0,1,9,2012,1680,2,198623.791220598,k,m
417,0,1,9,2012,1680,3,94318.6896620318,k,m
