,ScenarioID,Year,FuelTypeID,FuelPriceFactor
0,1,1995,1,1.0
1,1,1995,2,1.0
2,1,1995,3,1.0
3,1,1995,4,1.0
4,1,1996,1,0.986599981784821
5,1,1996,2,0.986599981784821
6,1,1996,3,0.996599972248077
7,1,1996,4,0.993300020694733
8,1,1997,1,0.999199986457825
9,1,1997,2,0.999199986457825
10,1,1997,3,0.999800026416779
11,1,1997,4,0.999599993228912
12,1,1998,1,0.84469997882843
13,1,1998,2,0.84469997882843
14,1,1998,3,0.961199998855591
15,1,1998,4,0.922299981117249
16,1,1999,1,0.925400018692017
17,1,1999,2,0.925400018692017
18,1,1999,3,0.981400012969971
19,1,1999,4,0.962700009346008
20,1,2000,1,1.40559995174408
21,1,2000,2,1.40559995174408
22,1,2000,3,1.10140001773834
23,1,2000,4,1.20280003547668
24,1,2001,1,1.29410004615784
25,1,2001,2,1.29410004615784
26,1,2001,3,1.0735000371933
27,1,2001,4,1.14699995517731
28,1,2002,1,1.17460000514984
29,1,2002,2,1.17460000514984
30,1,2002,3,1.04359996318817
31,1,2002,4,1.08729994297028
32,1,2003,1,1.31690001487732
33,1,2003,2,1.31690001487732
34,1,2003,3,1.07920002937317
35,1,2003,4,1.15840005874634
36,1,2004,1,1.50619995594025
37,1,2004,2,1.50619995594025
38,1,2004,3,1.12650001049042
39,1,2004,4,1.25310003757477
40,1,2005,1,1.93929994106293
41,1,2005,2,1.93929994106293
42,1,2005,3,1.23479998111725
43,1,2005,4,1.4695999622345
44,1,2006,1,2.21449995040894
45,1,2006,2,2.21449995040894
46,1,2006,3,1.30359995365143
47,1,2006,4,1.60720002651215
48,1,2007,1,2.26909995079041
49,1,2007,2,2.26909995079041
50,1,2007,3,1.31729996204376
51,1,2007,4,1.63460004329681
52,1,2008,1,3.20840001106262
53,1,2008,2,3.20840001106262
54,1,2008,3,1.55209994316101
55,1,2008,4,2.10419988632202
56,1,2009,1,3.20840001106262
57,1,2009,2,3.20840001106262
58,1,2009,3,1.55209994316101
59,1,2009,4,2.10419988632202
60,1,2010,1,3.20840001106262
61,1,2010,2,3.20840001106262
62,1,2010,3,1.55209994316101
63,1,2010,4,2.10419988632202
64,1,2011,1,3.20840001106262
65,1,2011,2,3.20840001106262
66,1,2011,3,1.55209994316101
67,1,2011,4,2.10419988632202
68,1,2012,1,3.20840001106262
69,1,2012,2,3.20840001106262
70,1,2012,3,1.55209994316101
71,1,2012,4,2.10419988632202
72,1,2013,1,3.20840001106262
73,1,2013,2,3.20840001106262
74,1,2013,3,1.55209994316101
75,1,2013,4,2.10419988632202
76,1,2014,1,3.20840001106262
77,1,2014,2,3.20840001106262
78,1,2014,3,1.55209994316101
79,1,2014,4,2.10419988632202
80,1,2015,1,3.20840001106262
81,1,2015,2,3.20840001106262
82,1,2015,3,1.55209994316101
83,1,2015,4,2.10419988632202
84,1,2016,1,3.20840001106262
85,1,2016,2,3.20840001106262
86,1,2016,3,1.55209994316101
87,1,2016,4,2.10419988632202
88,1,2017,1,3.20840001106262
89,1,2017,2,3.20840001106262
90,1,2017,3,1.55209994316101
91,1,2017,4,2.10419988632202
92,1,2018,1,3.20840001106262
93,1,2018,2,3.20840001106262
94,1,2018,3,1.55209994316101
95,1,2018,4,2.10419988632202
96,1,2019,1,3.20840001106262
97,1,2019,2,3.20840001106262
98,1,2019,3,1.55209994316101
99,1,2019,4,2.10419988632202
100,1,2020,1,3.20840001106262
101,1,2020,2,3.20840001106262
102,1,2020,3,1.55209994316101
103,1,2020,4,2.10419988632202
104,1,2021,1,3.20840001106262
105,1,2021,2,3.20840001106262
106,1,2021,3,1.55209994316101
107,1,2021,4,2.10419988632202
108,1,2022,1,3.20840001106262
109,1,2022,2,3.20840001106262
110,1,2022,3,1.55209994316101
111,1,2022,4,2.10419988632202
112,1,2023,1,3.20840001106262
113,1,2023,2,3.20840001106262
114,1,2023,3,1.55209994316101
115,1,2023,4,2.10419988632202
116,1,2024,1,3.20840001106262
117,1,2024,2,3.20840001106262
118,1,2024,3,1.55209994316101
119,1,2024,4,2.10419988632202
120,1,2025,1,3.20840001106262
121,1,2025,2,3.20840001106262
122,1,2025,3,1.55209994316101
123,1,2025,4,2.10419988632202
124,1,2026,1,3.20840001106262
125,1,2026,2,3.20840001106262
126,1,2026,3,1.55209994316101
127,1,2026,4,2.10419988632202
128,1,2027,1,3.20840001106262
129,1,2027,2,3.20840001106262
130,1,2027,3,1.55209994316101
131,1,2027,4,2.10419988632202
132,1,2028,1,3.20840001106262
133,1,2028,2,3.20840001106262
134,1,2028,3,1.55209994316101
135,1,2028,4,2.10419988632202
136,1,2029,1,3.20840001106262
137,1,2029,2,3.20840001106262
138,1,2029,3,1.55209994316101
139,1,2029,4,2.10419988632202
140,1,2030,1,3.20840001106262
141,1,2030,2,3.20840001106262
142,1,2030,3,1.55209994316101
143,1,2030,4,2.10419988632202
144,1,2031,1,3.20840001106262
145,1,2031,2,3.20840001106262
146,1,2031,3,1.55209994316101
147,1,2031,4,2.10419988632202
148,1,2032,1,3.20840001106262
149,1,2032,2,3.20840001106262
150,1,2032,3,1.55209994316101
151,1,2032,4,2.10419988632202
152,1,2033,1,3.20840001106262
153,1,2033,2,3.20840001106262
154,1,2033,3,1.55209994316101
155,1,2033,4,2.10419988632202
156,1,2034,1,3.20840001106262
157,1,2034,2,3.20840001106262
158,1,2034,3,1.55209994316101
159,1,2034,4,2.10419988632202
160,1,2035,1,3.20840001106262
161,1,2035,2,3.20840001106262
162,1,2035,3,1.55209994316101
163,1,2035,4,2.10419988632202
164,1,2036,1,3.20840001106262
165,1,2036,2,3.20840001106262
166,1,2036,3,1.55209994316101
167,1,2036,4,2.10419988632202
168,1,2037,1,3.20840001106262
169,1,2037,2,3.20840001106262
170,1,2037,3,1.55209994316101
171,1,2037,4,2.10419988632202
172,1,2038,1,3.20840001106262
173,1,2038,2,3.20840001106262
174,1,2038,3,1.55209994316101
175,1,2038,4,2.10419988632202
176,1,2039,1,3.20840001106262
177,1,2039,2,3.20840001106262
178,1,2039,3,1.55209994316101
179,1,2039,4,2.10419988632202
180,1,2040,1,3.20840001106262
181,1,2040,2,3.20840001106262
182,1,2040,3,1.55209994316101
183,1,2040,4,2.10419988632202
184,1,2041,1,3.20840001106262
185,1,2041,2,3.20840001106262
186,1,2041,3,1.55209994316101
187,1,2041,4,2.10419988632202
188,1,2042,1,3.20840001106262
189,1,2042,2,3.20840001106262
190,1,2042,3,1.55209994316101
191,1,2042,4,2.10419988632202
192,1,2043,1,3.20840001106262
193,1,2043,2,3.20840001106262
194,1,2043,3,1.55209994316101
195,1,2043,4,2.10419988632202
196,1,2044,1,3.20840001106262
197,1,2044,2,3.20840001106262
198,1,2044,3,1.55209994316101
199,1,2044,4,2.10419988632202
200,1,2045,1,3.20840001106262
201,1,2045,2,3.20840001106262
202,1,2045,3,1.55209994316101
203,1,2045,4,2.10419988632202
204,1,2046,1,3.20840001106262
205,1,2046,2,3.20840001106262
206,1,2046,3,1.55209994316101
207,1,2046,4,2.10419988632202
208,1,2047,1,3.20840001106262
209,1,2047,2,3.20840001106262
210,1,2047,3,1.55209994316101
211,1,2047,4,2.10419988632202
212,1,2048,1,3.20840001106262
213,1,2048,2,3.20840001106262
214,1,2048,3,1.55209994316101
215,1,2048,4,2.10419988632202
216,1,2049,1,3.20840001106262
217,1,2049,2,3.20840001106262
218,1,2049,3,1.55209994316101
219,1,2049,4,2.10419988632202
220,1,2050,1,3.20840001106262
221,1,2050,2,3.20840001106262
222,1,2050,3,1.55209994316101
223,1,2050,4,2.10419988632202
224,1,2051,1,3.20840001106262
225,1,2051,2,3.20840001106262
226,1,2051,3,1.55209994316101
227,1,2051,4,2.10419988632202
228,1,2052,1,3.20840001106262
229,1,2052,2,3.20840001106262
230,1,2052,3,1.55209994316101
231,1,2052,4,2.10419988632202
232,1,2053,1,3.20840001106262
233,1,2053,2,3.20840001106262
234,1,2053,3,1.55209994316101
235,1,2053,4,2.10419988632202
236,1,2054,1,3.20840001106262
237,1,2054,2,3.20840001106262
238,1,2054,3,1.55209994316101
239,1,2054,4,2.10419988632202
240,1,2055,1,3.20840001106262
241,1,2055,2,3.20840001106262
242,1,2055,3,1.55209994316101
243,1,2055,4,2.10419988632202
244,1,2056,1,3.20840001106262
245,1,2056,2,3.20840001106262
246,1,2056,3,1.55209994316101
247,1,2056,4,2.10419988632202
248,1,2057,1,3.20840001106262
249,1,2057,2,3.20840001106262
250,1,2057,3,1.55209994316101
251,1,2057,4,2.10419988632202
252,1,2058,1,3.20840001106262
253,1,2058,2,3.20840001106262
254,1,2058,3,1.55209994316101
255,1,2058,4,2.10419988632202
256,1,2059,1,3.20840001106262
257,1,2059,2,3.20840001106262
258,1,2059,3,1.55209994316101
259,1,2059,4,2.10419988632202
260,1,2060,1,3.20840001106262
261,1,2060,2,3.20840001106262
262,1,2060,3,1.55209994316101
263,1,2060,4,2.10419988632202
264,1,2061,1,3.20840001106262
265,1,2061,2,3.20840001106262
266,1,2061,3,1.55209994316101
267,1,2061,4,2.10419988632202
268,1,2062,1,3.20840001106262
269,1,2062,2,3.20840001106262
270,1,2062,3,1.55209994316101
271,1,2062,4,2.10419988632202
272,1,2063,1,3.20840001106262
273,1,2063,2,3.20840001106262
274,1,2063,3,1.55209994316101
275,1,2063,4,2.10419988632202
276,1,2064,1,3.20840001106262
277,1,2064,2,3.20840001106262
278,1,2064,3,1.55209994316101
279,1,2064,4,2.10419988632202
280,1,2065,1,3.20840001106262
281,1,2065,2,3.20840001106262
282,1,2065,3,1.55209994316101
283,1,2065,4,2.10419988632202
284,1,2066,1,3.20840001106262
285,1,2066,2,3.20840001106262
286,1,2066,3,1.55209994316101
287,1,2066,4,2.10419988632202
288,1,2067,1,3.20840001106262
289,1,2067,2,3.20840001106262
290,1,2067,3,1.55209994316101
291,1,2067,4,2.10419988632202
292,1,2068,1,3.20840001106262
293,1,2068,2,3.20840001106262
294,1,2068,3,1.55209994316101
295,1,2068,4,2.10419988632202
296,1,2069,1,3.20840001106262
297,1,2069,2,3.20840001106262
298,1,2069,3,1.55209994316101
299,1,2069,4,2.10419988632202
300,1,2070,1,3.20840001106262
301,1,2070,2,3.20840001106262
302,1,2070,3,1.55209994316101
303,1,2070,4,2.10419988632202
304,1,2071,1,3.20840001106262
305,1,2071,2,3.20840001106262
306,1,2071,3,1.55209994316101
307,1,2071,4,2.10419988632202
308,1,2072,1,3.20840001106262
309,1,2072,2,3.20840001106262
310,1,2072,3,1.55209994316101
311,1,2072,4,2.10419988632202
312,1,2073,1,3.20840001106262
313,1,2073,2,3.20840001106262
314,1,2073,3,1.55209994316101
315,1,2073,4,2.10419988632202
316,1,2074,1,3.20840001106262
