,ScenarioID,CountryID,Year,PassTransIntensity_IX,FreightTransIntensity_IX,ShDe_PassPrivCar_IX,ShDe_PassPublicTrans_IX,ShDe_PassPlane_IX,ShDe_FreightTransRoad_IX,ShDe_FreightTransRail_IX,ShTrip_CarU_IX,ShTrip_CarR_IX,ShTrip_CarH_IX,FreightTrans_EU_CEC_IX
33,2,7,2044,0.826667010784149,0.826667010784149,0.711111009120941,2.29999995231628,1.12999999523163,0.956667006015778,1.21666705608368,0.740000009536743,1.21666705608368,1.43333303928375,1
34,2,7,2045,0.822221994400024,0.822221994400024,0.703703999519348,2.33333301544189,1.13333296775818,0.955555975437164,1.22222197055817,0.733332991600037,1.22222197055817,1.44444394111633,1
35,2,7,2046,0.817777991294861,0.817777991294861,0.696296989917755,2.36666703224182,1.13666701316833,0.954443991184235,1.22777795791626,0.726666986942291,1.22777795791626,1.45555603504181,1
36,2,7,2047,0.813332974910736,0.813332974910736,0.688889026641846,2.40000009536743,1.13999998569489,0.953333020210266,1.23333299160004,0.720000028610229,1.23333299160004,1.46666705608368,1
37,2,7,2048,0.808888971805573,0.808888971805573,0.681482017040253,2.43333292007446,1.14333295822144,0.952221989631653,1.23888897895813,0.713333010673523,1.23888897895813,1.47777795791626,1
38,2,7,2049,0.804444015026093,0.804444015026093,0.674073994159698,2.46666693687439,1.14666700363159,0.951111018657684,1.24444401264191,0.706667006015778,1.24444401264191,1.48888897895813,1
39,2,7,2050,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
40,3,7,2031,1.02311098575592,0.97688901424408,1.03466701507568,0.768889009952545,1.08666694164276,1.02311098575592,0.884443998336792,0.913332998752594,1.04333305358887,1.14444398880005,1
41,3,7,2032,1.02400004863739,0.976000010967255,1.03600001335144,0.759999990463257,1.0900000333786,1.02400004863739,0.879999995231628,0.910000026226044,1.04499995708466,1.14999997615814,1
42,3,7,2033,1.02488899230957,0.97511100769043,1.0373330116272,0.751110970973969,1.09333300590515,1.02488899230957,0.875555992126465,0.906666994094849,1.04666697978973,1.15555596351624,1
43,3,7,2034,1.02577805519104,0.974222004413605,1.03866696357727,0.742222011089325,1.09666705131531,1.02577805519104,0.87111097574234,0.903333008289337,1.0483330488205,1.16111099720001,1
44,3,7,2035,1.02666699886322,0.97333300113678,1.03999996185303,0.733332991600037,1.10000002384186,1.02666699886322,0.866666972637177,0.899999976158142,1.04999995231628,1.16666698455811,1
45,3,7,2036,1.0275559425354,0.972443997859955,1.04133296012878,0.724443972110748,1.10333299636841,1.0275559425354,0.862222015857697,0.896667003631592,1.05166697502136,1.17222201824188,1
46,3,7,2037,1.02844405174255,0.971556007862091,1.04266703128815,0.715556025505066,1.10666704177856,1.02844405174255,0.857778012752533,0.89333301782608,1.05333304405212,1.17777800559998,1
47,3,7,2038,1.02933299541473,0.970667004585266,1.0440000295639,0.706667006015778,1.11000001430511,1.02933299541473,0.853332996368408,0.889999985694885,1.05499994754791,1.18333303928375,1
48,3,7,2039,1.0302220582962,0.969778001308441,1.04533302783966,0.697777986526489,1.11333298683167,1.0302220582962,0.848888993263245,0.886667013168335,1.05666697025299,1.18888902664185,1
49,3,7,2040,1.03111100196838,0.968888998031616,1.04666697978973,0.688889026641846,1.11666703224182,1.03111100196838,0.84444397687912,0.883333027362823,1.05833303928375,1.19444394111633,1
50,3,7,2041,1.03199994564056,0.967999994754791,1.04799997806549,0.680000007152557,1.12000000476837,1.03199994564056,0.839999973773956,0.879999995231628,1.05999994277954,1.20000004768372,1
51,3,7,2042,1.03288900852203,0.967110991477966,1.04933297634125,0.671110987663269,1.12333297729492,1.03288900852203,0.835555970668793,0.876667022705078,1.06166696548462,1.20555603504181,1
52,3,7,2043,1.03377795219421,0.966221988201141,1.05066704750061,0.662222027778625,1.12666702270508,1.03377795219421,0.831111013889313,0.873332977294922,1.06333303451538,1.2111109495163,1
53,3,7,2044,1.03466701507568,0.965332984924316,1.05200004577637,0.653333008289337,1.12999999523163,1.03466701507568,0.826667010784149,0.870000004768372,1.06500005722046,1.21666705608368,1
54,3,7,2045,1.03555595874786,0.964443981647491,1.05333304405212,0.644443988800049,1.13333296775818,1.03555595874786,0.822221994400024,0.866666972637177,1.06666696071625,1.22222197055817,1
55,3,7,2046,1.03644394874573,0.963555991649628,1.0546669960022,0.635555982589722,1.13666701316833,1.03644394874573,0.817777991294861,0.863332986831665,1.06833302974701,1.22777795791626,1
56,3,7,2047,1.0373330116272,0.962666988372803,1.05599999427795,0.626667022705078,1.13999998569489,1.0373330116272,0.813332974910736,0.860000014305115,1.07000005245209,1.23333299160004,1
57,3,7,2048,1.03822195529938,0.961777985095978,1.05733299255371,0.61777800321579,1.14333295822144,1.03822195529938,0.808888971805573,0.85666698217392,1.07166695594788,1.23888897895813,1
58,3,7,2049,1.03911101818085,0.960888981819153,1.05866694450378,0.608888983726501,1.14666700363159,1.03911101818085,0.804444015026093,0.853332996368408,1.07333302497864,1.24444401264191,1
59,3,7,2050,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
60,4,7,2031,1.0,0.884443998336792,0.971110999584198,0.711111009120941,1.57777798175812,1.02311098575592,0.884443998336792,1.0,1.0,1.0,1
61,4,7,2032,1.0,0.879999995231628,0.970000028610229,0.699999988079071,1.60000002384186,1.02400004863739,0.879999995231628,1.0,1.0,1.0,1
62,4,7,2033,1.0,0.875555992126465,0.968888998031616,0.688889026641846,1.62222194671631,1.02488899230957,0.875555992126465,1.0,1.0,1.0,1
63,4,7,2034,1.0,0.87111097574234,0.967778027057648,0.677778005599976,1.64444398880005,1.02577805519104,0.87111097574234,1.0,1.0,1.0,1
64,4,7,2035,1.0,0.866666972637177,0.966666996479034,0.666666984558105,1.66666698455811,1.02666699886322,0.866666972637177,1.0,1.0,1.0,1
65,4,7,2036,1.0,0.862222015857697,0.965556025505066,0.65555602312088,1.68888902664185,1.0275559425354,0.862222015857697,1.0,1.0,1.0,1
66,4,7,2037,1.0,0.857778012752533,0.964443981647491,0.644443988800049,1.7111109495163,1.02844405174255,0.857778012752533,1.0,1.0,1.0,1
67,4,7,2038,1.0,0.853332996368408,0.963333010673523,0.633333027362823,1.73333299160004,1.02933299541473,0.853332996368408,1.0,1.0,1.0,1
68,4,7,2039,1.0,0.848888993263245,0.96222198009491,0.622222006320953,1.75555598735809,1.0302220582962,0.848888993263245,1.0,1.0,1.0,1
69,4,7,2040,1.0,0.84444397687912,0.961111009120941,0.611110985279083,1.77777802944183,1.03111100196838,0.84444397687912,1.0,1.0,1.0,1
70,1,7,2012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
71,1,7,2013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
72,1,7,2014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
73,1,7,2015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
74,1,7,2016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
75,1,7,2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
76,1,7,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
77,1,7,2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
78,1,7,2020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
79,1,7,2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
80,1,7,2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
81,1,7,2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
82,1,7,2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
83,1,7,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
84,1,7,2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
85,1,7,2027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
86,1,7,2028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
87,1,7,2029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
88,1,7,2030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
89,4,7,2041,1.0,0.839999973773956,0.959999978542328,0.600000023841858,1.79999995231628,1.03199994564056,0.839999973773956,1.0,1.0,1.0,1
90,4,7,2042,1.0,0.835555970668793,0.958889007568359,0.588889002799988,1.82222199440002,1.03288900852203,0.835555970668793,1.0,1.0,1.0,1
91,4,7,2043,1.0,0.831111013889313,0.957777976989746,0.577777981758118,1.84444403648376,1.03377795219421,0.831111013889313,1.0,1.0,1.0,1
92,4,7,2044,1.0,0.826667010784149,0.956667006015778,0.566667020320892,1.86666703224182,1.03466701507568,0.826667010784149,1.0,1.0,1.0,1
93,4,7,2045,1.0,0.822221994400024,0.955555975437164,0.555555999279022,1.88888895511627,1.03555595874786,0.822221994400024,1.0,1.0,1.0,1
94,4,7,2046,1.0,0.817777991294861,0.954443991184235,0.544444024562836,1.91111099720001,1.03644394874573,0.817777991294861,1.0,1.0,1.0,1
95,4,7,2047,1.0,0.813332974910736,0.953333020210266,0.533333003520966,1.93333303928375,1.0373330116272,0.813332974910736,1.0,1.0,1.0,1
96,4,7,2048,1.0,0.808888971805573,0.952221989631653,0.522221982479095,1.95555603504181,1.03822195529938,0.808888971805573,1.0,1.0,1.0,1
97,4,7,2049,1.0,0.804444015026093,0.951111018657684,0.51111102104187,1.97777795791626,1.03911101818085,0.804444015026093,1.0,1.0,1.0,1
98,4,7,2050,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
99,2,7,2012,0.968888998031616,0.968888998031616,0.948148012161255,1.23333299160004,1.02333295345306,0.992222011089325,1.0388890504837,0.953333020210266,1.0388890504837,1.07777798175812,1
100,2,7,2013,0.964443981647491,0.964443981647491,0.940741002559662,1.26666700839996,1.02666699886322,0.991110980510712,1.04444396495819,0.946667015552521,1.04444396495819,1.08888900279999,1
101,2,7,2014,0.959999978542328,0.959999978542328,0.933332979679108,1.29999995231628,1.02999997138977,0.990000009536743,1.04999995231628,0.939999997615814,1.04999995231628,1.10000002384186,1
102,2,7,2015,0.955555975437164,0.955555975437164,0.925926029682159,1.33333301544189,1.03333294391632,0.98888897895813,1.05555605888367,0.933332979679108,1.05555605888367,1.11111104488373,1
103,2,7,2016,0.951111018657684,0.951111018657684,0.918519020080566,1.36666703224182,1.03666698932648,0.987778007984161,1.06111097335815,0.926666975021362,1.06111097335815,1.12222194671631,1
104,2,7,2017,0.946667015552521,0.946667015552521,0.911110997200012,1.39999997615814,1.03999996185303,0.986666977405548,1.06666696071625,0.920000016689301,1.06666696071625,1.13333296775818,1
105,2,7,2018,0.942221999168396,0.942221999168396,0.903703987598419,1.43333303928375,1.04333305358887,0.98555600643158,1.07222199440002,0.913332998752594,1.07222199440002,1.14444398880005,1
106,2,7,2019,0.937777996063232,0.937777996063232,0.89629602432251,1.46666705608368,1.04666697978973,0.98444402217865,1.07777798175812,0.906666994094849,1.07777798175812,1.15555596351624,1
107,2,7,2020,0.933332979679108,0.933332979679108,0.888889014720917,1.5,1.04999995231628,0.983332991600037,1.08333301544189,0.899999976158142,1.08333301544189,1.16666698455811,1
108,2,7,2021,0.928888976573944,0.928888976573944,0.881482005119324,1.53333294391632,1.05333304405212,0.982222020626068,1.08888900279999,0.89333301782608,1.08888900279999,1.17777800559998,1
109,2,7,2022,0.924444019794464,0.924444019794464,0.87407398223877,1.56666696071625,1.05666697025299,0.981110990047455,1.09444403648376,0.886667013168335,1.09444403648376,1.18888902664185,1
110,2,7,2023,0.920000016689301,0.920000016689301,0.866666972637177,1.60000002384186,1.05999994277954,0.980000019073486,1.10000002384186,0.879999995231628,1.10000002384186,1.20000004768372,1
111,2,7,2024,0.915556013584137,0.915556013584137,0.859259009361267,1.63333296775818,1.06333303451538,0.978888988494873,1.10555601119995,0.873332977294922,1.10555601119995,1.2111109495163,1
112,2,7,2025,0.911110997200012,0.911110997200012,0.851851999759674,1.66666698455811,1.06666696071625,0.977778017520905,1.11111104488373,0.866666972637177,1.11111104488373,1.22222197055817,1
113,2,7,2026,0.906666994094849,0.906666994094849,0.844444990158081,1.70000004768372,1.07000005245209,0.976666986942291,1.11666703224182,0.860000014305115,1.11666703224182,1.23333299160004,1
114,2,7,2027,0.902221977710724,0.902221977710724,0.837037026882172,1.73333299160004,1.07333302497864,0.975556015968323,1.12222194671631,0.853332996368408,1.12222194671631,1.24444401264191,1
115,2,7,2028,0.89777797460556,0.89777797460556,0.829630017280579,1.76666700839996,1.0766669511795,0.974443972110748,1.12777805328369,0.846666991710663,1.12777805328369,1.25555598735809,1
116,2,7,2029,0.89333301782608,0.89333301782608,0.822221994400024,1.79999995231628,1.08000004291534,0.97333300113678,1.13333296775818,0.839999973773956,1.13333296775818,1.26666700839996,1
117,2,7,2030,0.888889014720917,0.888889014720917,0.814814984798431,1.83333301544189,1.08333301544189,0.972221970558167,1.13888895511627,0.833333015441895,1.13888895511627,1.27777802944183,1
118,3,7,2012,1.00622200965881,0.993777990341187,1.00933301448822,0.937777996063232,1.02333295345306,1.00622200965881,0.968888998031616,0.976666986942291,1.01166701316833,1.0388890504837,1
119,3,7,2013,1.00711095333099,0.992888987064362,1.01066696643829,0.928888976573944,1.02666699886322,1.00711095333099,0.964443981647491,0.97333300113678,1.01333296298981,1.04444396495819,1
120,3,7,2014,1.00800001621246,0.991999983787537,1.01199996471405,0.920000016689301,1.02999997138977,1.00800001621246,0.959999978542328,0.970000028610229,1.01499998569489,1.04999995231628,1
121,3,7,2015,1.00888895988464,0.991110980510712,1.01333296298981,0.911110997200012,1.03333294391632,1.00888895988464,0.955555975437164,0.966666996479034,1.01666700839996,1.05555605888367,1
122,3,7,2016,1.00977802276611,0.990221977233887,1.01466703414917,0.902221977710724,1.03666698932648,1.00977802276611,0.951111018657684,0.963333010673523,1.01833295822144,1.06111097335815,1
123,3,7,2017,1.01066696643829,0.989332973957062,1.01600003242493,0.89333301782608,1.03999996185303,1.01066696643829,0.946667015552521,0.959999978542328,1.01999998092651,1.06666696071625,1
124,3,7,2018,1.01155602931976,0.988443970680237,1.01733303070068,0.884443998336792,1.04333305358887,1.01155602931976,0.942221999168396,0.956667006015778,1.02166700363159,1.07222199440002,1
125,3,7,2019,1.01244401931763,0.987555980682373,1.01866698265076,0.875555992126465,1.04666697978973,1.01244401931763,0.937777996063232,0.953333020210266,1.02333295345306,1.07777798175812,1
126,3,7,2020,1.01333296298981,0.986666977405548,1.01999998092651,0.866666972637177,1.04999995231628,1.01333296298981,0.933332979679108,0.949999988079071,1.02499997615814,1.08333301544189,1
127,3,7,2021,1.01422202587128,0.985777974128723,1.02133297920227,0.857778012752533,1.05333304405212,1.01422202587128,0.928888976573944,0.946667015552521,1.02666699886322,1.08888900279999,1
128,3,7,2022,1.01511096954346,0.984888970851898,1.02266705036163,0.848888993263245,1.05666697025299,1.01511096954346,0.924444019794464,0.943333029747009,1.02833294868469,1.09444403648376,1
129,3,7,2023,1.01600003242493,0.984000027179718,1.02400004863739,0.839999973773956,1.05999994277954,1.01600003242493,0.920000016689301,0.939999997615814,1.02999997138977,1.10000002384186,1
130,3,7,2024,1.01688897609711,0.983111023902893,1.02533304691315,0.831111013889313,1.06333303451538,1.01688897609711,0.915556013584137,0.936667025089264,1.03166699409485,1.10555601119995,1
131,3,7,2025,1.01777803897858,0.982222020626068,1.02666699886322,0.822221994400024,1.06666696071625,1.01777803897858,0.911110997200012,0.933332979679108,1.03333294391632,1.11111104488373,1
132,3,7,2026,1.01866698265076,0.981333017349243,1.02799999713898,0.813332974910736,1.07000005245209,1.01866698265076,0.906666994094849,0.930000007152557,1.0349999666214,1.11666703224182,1
133,3,7,2027,1.01955604553223,0.980444014072418,1.02933299541473,0.804444015026093,1.07333302497864,1.01955604553223,0.902221977710724,0.926666975021362,1.03666698932648,1.12222194671631,1
134,3,7,2028,1.02044403553009,0.979556024074554,1.03066694736481,0.795556008815765,1.0766669511795,1.02044403553009,0.89777797460556,0.923332989215851,1.03833305835724,1.12777805328369,1
135,3,7,2029,1.02133297920227,0.978667020797729,1.03199994564056,0.786666989326477,1.08000004291534,1.02133297920227,0.89333301782608,0.920000016689301,1.03999996185303,1.13333296775818,1
136,3,7,2030,1.02222204208374,0.977778017520905,1.03333294391632,0.777778029441834,1.08333301544189,1.02222204208374,0.888889014720917,0.916666984558105,1.04166698455811,1.13888895511627,1
137,4,7,2012,1.0,0.968888998031616,0.992222011089325,0.922222018241882,1.15555596351624,1.00622200965881,0.968888998031616,1.0,1.0,1.0,1
138,4,7,2013,1.0,0.964443981647491,0.991110980510712,0.911110997200012,1.17777800559998,1.00711095333099,0.964443981647491,1.0,1.0,1.0,1
139,4,7,2014,1.0,0.959999978542328,0.990000009536743,0.899999976158142,1.20000004768372,1.00800001621246,0.959999978542328,1.0,1.0,1.0,1
140,4,7,2015,1.0,0.955555975437164,0.98888897895813,0.888889014720917,1.22222197055817,1.00888895988464,0.955555975437164,1.0,1.0,1.0,1
141,4,7,2016,1.0,0.951111018657684,0.987778007984161,0.877777993679047,1.24444401264191,1.00977802276611,0.951111018657684,1.0,1.0,1.0,1
142,4,7,2017,1.0,0.946667015552521,0.986666977405548,0.866666972637177,1.26666700839996,1.01066696643829,0.946667015552521,1.0,1.0,1.0,1
143,4,7,2018,1.0,0.942221999168396,0.98555600643158,0.855556011199951,1.2888890504837,1.01155602931976,0.942221999168396,1.0,1.0,1.0,1
144,4,7,2019,1.0,0.937777996063232,0.98444402217865,0.84444397687912,1.31111097335815,1.01244401931763,0.937777996063232,1.0,1.0,1.0,1
145,4,7,2020,1.0,0.933332979679108,0.983332991600037,0.833333015441895,1.33333301544189,1.01333296298981,0.933332979679108,1.0,1.0,1.0,1
146,4,7,2021,1.0,0.928888976573944,0.982222020626068,0.822221994400024,1.35555601119995,1.01422202587128,0.928888976573944,1.0,1.0,1.0,1
147,4,7,2022,1.0,0.924444019794464,0.981110990047455,0.811110973358154,1.37777805328369,1.01511096954346,0.924444019794464,1.0,1.0,1.0,1
148,4,7,2023,1.0,0.920000016689301,0.980000019073486,0.800000011920929,1.39999997615814,1.01600003242493,0.920000016689301,1.0,1.0,1.0,1
149,4,7,2024,1.0,0.915556013584137,0.978888988494873,0.788888990879059,1.42222201824188,1.01688897609711,0.915556013584137,1.0,1.0,1.0,1
150,4,7,2025,1.0,0.911110997200012,0.977778017520905,0.777778029441834,1.44444394111633,1.01777803897858,0.911110997200012,1.0,1.0,1.0,1
151,4,7,2026,1.0,0.906666994094849,0.976666986942291,0.766667008399963,1.46666705608368,1.01866698265076,0.906666994094849,1.0,1.0,1.0,1
152,4,7,2027,1.0,0.902221977710724,0.975556015968323,0.755555987358093,1.48888897895813,1.01955604553223,0.902221977710724,1.0,1.0,1.0,1
153,4,7,2028,1.0,0.89777797460556,0.974443972110748,0.744444012641907,1.51111102104187,1.02044403553009,0.89777797460556,1.0,1.0,1.0,1
154,4,7,2029,1.0,0.89333301782608,0.97333300113678,0.733332991600037,1.53333294391632,1.02133297920227,0.89333301782608,1.0,1.0,1.0,1
155,4,7,2030,1.0,0.888889014720917,0.972221970558167,0.722221970558167,1.55555605888367,1.02222204208374,0.888889014720917,1.0,1.0,1.0,1
156,1,7,2051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
157,1,7,2052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
158,1,7,2053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
159,1,7,2054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
160,1,7,2055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
161,1,7,2056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
162,1,7,2057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
163,1,7,2058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164,1,7,2059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
165,1,7,2060,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
166,1,7,2061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
167,1,7,2062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
168,1,7,2063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
169,1,7,2064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
170,1,7,2065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
171,1,7,2066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
172,1,7,2067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
173,1,7,2068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
174,1,7,2069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
175,1,7,2070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
176,1,7,2071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
177,1,7,2072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
178,1,7,2073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
179,1,7,2074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
180,1,7,2075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
181,1,7,2076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
182,1,7,2077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
183,1,7,2078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
184,1,7,2079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
185,1,7,2080,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
186,1,7,2081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
187,1,7,2082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
