,ScenarioID,CountryID,Year,PassTransIntensity_IX,FreightTransIntensity_IX,ShDe_PassPrivCar_IX,ShDe_PassPublicTrans_IX,ShDe_PassPlane_IX,ShDe_FreightTransRoad_IX,ShDe_FreightTransRail_IX,ShTrip_CarU_IX,ShTrip_CarR_IX,ShTrip_CarH_IX,FreightTrans_EU_CEC_IX
188,1,7,2083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
189,1,7,2084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
190,1,7,2085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
191,1,7,2086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
192,1,7,2087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
193,1,7,2088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
194,1,7,2089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
195,1,7,2090,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
196,1,7,2091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
197,1,7,2092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
198,1,7,2093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
199,1,7,2094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
200,1,7,2095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
201,1,7,2096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
202,1,7,2097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
203,1,7,2098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
204,1,7,2099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
205,1,7,2100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
206,2,7,2051,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
207,2,7,2052,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
208,2,7,2053,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
209,2,7,2054,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
210,2,7,2055,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
211,2,7,2056,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
212,2,7,2057,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
213,2,7,2058,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
214,2,7,2059,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
215,2,7,2060,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
216,2,7,2061,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
217,2,7,2062,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
218,2,7,2063,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
219,2,7,2064,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
220,2,7,2065,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
221,2,7,2066,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
222,2,7,2067,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
223,2,7,2068,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
224,2,7,2069,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
225,2,7,2070,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
226,2,7,2071,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
227,2,7,2072,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
228,2,7,2073,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
229,2,7,2074,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
230,2,7,2075,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
231,2,7,2076,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
232,2,7,2077,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
233,2,7,2078,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
234,2,7,2079,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
235,2,7,2080,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
236,2,7,2081,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
237,2,7,2082,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
238,2,7,2083,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
239,2,7,2084,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
240,2,7,2085,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
241,2,7,2086,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
242,2,7,2087,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
243,2,7,2088,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
244,2,7,2089,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
245,2,7,2090,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
246,2,7,2091,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
247,2,7,2092,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
248,2,7,2093,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
249,2,7,2094,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
250,2,7,2095,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
251,2,7,2096,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
252,2,7,2097,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
253,2,7,2098,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
254,2,7,2099,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
255,2,7,2100,0.800000011920929,0.800000011920929,0.666666984558105,2.5,1.14999997615814,0.949999988079071,1.25,0.699999988079071,1.25,1.5,1
256,3,7,2051,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
257,3,7,2052,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
258,3,7,2053,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
259,3,7,2054,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
260,3,7,2055,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
261,3,7,2056,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
262,3,7,2057,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
263,3,7,2058,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
264,3,7,2059,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
265,3,7,2060,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
266,3,7,2061,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
267,3,7,2062,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
268,3,7,2063,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
269,3,7,2064,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
270,3,7,2065,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
271,3,7,2066,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
272,3,7,2067,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
273,3,7,2068,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
274,3,7,2069,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
275,3,7,2070,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
276,3,7,2071,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
277,3,7,2072,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
278,3,7,2073,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
279,3,7,2074,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
280,3,7,2075,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
281,3,7,2076,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
282,3,7,2077,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
283,3,7,2078,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
284,3,7,2079,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
285,3,7,2080,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
286,3,7,2081,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
287,3,7,2082,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
288,3,7,2083,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
289,3,7,2084,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
290,3,7,2085,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
291,3,7,2086,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
292,3,7,2087,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
293,3,7,2088,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
294,3,7,2089,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
295,3,7,2090,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
296,3,7,2091,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
297,3,7,2092,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
298,3,7,2093,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
299,3,7,2094,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
300,3,7,2095,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
301,3,7,2096,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
302,3,7,2097,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
303,3,7,2098,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
304,3,7,2099,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
305,3,7,2100,1.03999996185303,0.959999978542328,1.05999994277954,0.600000023841858,1.14999997615814,1.03999996185303,0.800000011920929,0.850000023841858,1.07500004768372,1.25,1
306,4,7,2051,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
307,4,7,2052,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
308,4,7,2053,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
309,4,7,2054,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
310,4,7,2055,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
311,4,7,2056,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
312,4,7,2057,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
313,4,7,2058,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
314,4,7,2059,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
315,4,7,2060,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
316,4,7,2061,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
317,4,7,2062,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
318,4,7,2063,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
319,4,7,2064,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
320,4,7,2065,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
321,4,7,2066,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
322,4,7,2067,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
323,4,7,2068,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
324,4,7,2069,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
325,4,7,2070,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
326,4,7,2071,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
327,4,7,2072,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
328,4,7,2073,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
329,4,7,2074,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
330,4,7,2075,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
331,4,7,2076,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
332,4,7,2077,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
333,4,7,2078,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
334,4,7,2079,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
335,4,7,2080,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
336,4,7,2081,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
337,4,7,2082,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
338,4,7,2083,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
339,4,7,2084,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
340,4,7,2085,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
341,4,7,2086,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
342,4,7,2087,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
343,4,7,2088,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
344,4,7,2089,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
345,4,7,2090,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
346,4,7,2091,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
347,4,7,2092,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
348,4,7,2093,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
349,4,7,2094,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
350,4,7,2095,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
351,4,7,2096,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
352,4,7,2097,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
353,4,7,2098,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
354,4,7,2099,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
355,4,7,2100,1.0,0.800000011920929,0.949999988079071,0.5,2.0,1.03999996185303,0.800000011920929,1.0,1.0,1.0,1
356,1,7,2051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
357,1,7,2052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
358,1,7,2053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
359,1,7,2054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
360,1,7,2055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
361,1,7,2056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
362,1,7,2057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
363,1,7,2058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
364,1,7,2059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
365,1,7,2060,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
366,1,7,2061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
367,1,7,2062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
368,1,7,2063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
369,1,7,2064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
370,1,7,2065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
371,1,7,2066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
372,1,7,2067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
373,1,7,2068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
374,1,7,2069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
375,1,7,2070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
376,1,7,2071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
377,1,7,2072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
378,1,7,2073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
379,1,7,2074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
380,1,7,2075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
381,1,7,2076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
382,1,7,2077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
383,1,7,2078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
