,CountryID,PolicyID,Year,VehTypeID,JSTypeID,Vignette,ParkingCharge
576,9,0,2084,2,1,0,0
577,9,0,2084,2,3,0,0
578,9,0,2084,3,1,0,0
579,9,0,2084,3,3,0,0
580,9,0,2084,4,1,0,0
581,9,0,2084,4,3,0,0
582,9,0,2084,5,1,0,0
583,9,0,2084,5,3,0,0
584,9,0,2085,2,1,0,0
585,9,0,2085,2,3,0,0
586,9,0,2085,3,1,0,0
587,9,0,2085,3,3,0,0
588,9,0,2085,4,1,0,0
589,9,0,2085,4,3,0,0
590,9,0,2085,5,1,0,0
591,9,0,2085,5,3,0,0
592,9,0,2086,2,1,0,0
593,9,0,2086,2,3,0,0
594,9,0,2086,3,1,0,0
595,9,0,2086,3,3,0,0
596,9,0,2086,4,1,0,0
597,9,0,2086,4,3,0,0
598,9,0,2086,5,1,0,0
599,9,0,2086,5,3,0,0
600,9,0,2087,2,1,0,0
601,9,0,2087,2,3,0,0
602,9,0,2087,3,1,0,0
603,9,0,2087,3,3,0,0
604,9,0,2087,4,1,0,0
605,9,0,2087,4,3,0,0
606,9,0,2087,5,1,0,0
607,9,0,2087,5,3,0,0
608,9,0,2088,2,1,0,0
609,9,0,2088,2,3,0,0
610,9,0,2088,3,1,0,0
611,9,0,2088,3,3,0,0
612,9,0,2088,4,1,0,0
613,9,0,2088,4,3,0,0
614,9,0,2088,5,1,0,0
615,9,0,2088,5,3,0,0
616,9,0,2089,2,1,0,0
617,9,0,2089,2,3,0,0
618,9,0,2089,3,1,0,0
619,9,0,2089,3,3,0,0
620,9,0,2089,4,1,0,0
621,9,0,2089,4,3,0,0
622,9,0,2089,5,1,0,0
623,9,0,2089,5,3,0,0
624,9,0,2090,2,1,0,0
625,9,0,2090,2,3,0,0
626,9,0,2090,3,1,0,0
627,9,0,2090,3,3,0,0
628,9,0,2090,4,1,0,0
629,9,0,2090,4,3,0,0
630,9,0,2090,5,1,0,0
631,9,0,2090,5,3,0,0
632,9,0,2091,2,1,0,0
633,9,0,2091,2,3,0,0
634,9,0,2091,3,1,0,0
635,9,0,2091,3,3,0,0
636,9,0,2091,4,1,0,0
637,9,0,2091,4,3,0,0
638,9,0,2091,5,1,0,0
639,9,0,2091,5,3,0,0
640,9,0,2092,2,1,0,0
641,9,0,2092,2,3,0,0
642,9,0,2092,3,1,0,0
643,9,0,2092,3,3,0,0
644,9,0,2092,4,1,0,0
645,9,0,2092,4,3,0,0
646,9,0,2092,5,1,0,0
647,9,0,2092,5,3,0,0
648,9,0,2093,2,1,0,0
649,9,0,2093,2,3,0,0
650,9,0,2093,3,1,0,0
651,9,0,2093,3,3,0,0
652,9,0,2093,4,1,0,0
653,9,0,2093,4,3,0,0
654,9,0,2093,5,1,0,0
655,9,0,2093,5,3,0,0
656,9,0,2094,2,1,0,0
657,9,0,2094,2,3,0,0
658,9,0,2094,3,1,0,0
659,9,0,2094,3,3,0,0
660,9,0,2094,4,1,0,0
661,9,0,2094,4,3,0,0
662,9,0,2094,5,1,0,0
663,9,0,2094,5,3,0,0
664,9,0,2095,2,1,0,0
665,9,0,2095,2,3,0,0
666,9,0,2095,3,1,0,0
667,9,0,2095,3,3,0,0
668,9,0,2095,4,1,0,0
669,9,0,2095,4,3,0,0
670,9,0,2095,5,1,0,0
671,9,0,2095,5,3,0,0
672,9,0,2096,2,1,0,0
673,9,0,2096,2,3,0,0
674,9,0,2096,3,1,0,0
675,9,0,2096,3,3,0,0
676,9,0,2096,4,1,0,0
677,9,0,2096,4,3,0,0
678,9,0,2096,5,1,0,0
679,9,0,2096,5,3,0,0
680,9,0,2097,2,1,0,0
681,9,0,2097,2,3,0,0
682,9,0,2097,3,1,0,0
683,9,0,2097,3,3,0,0
684,9,0,2097,4,1,0,0
685,9,0,2097,4,3,0,0
686,9,0,2097,5,1,0,0
687,9,0,2097,5,3,0,0
688,9,0,2098,2,1,0,0
689,9,0,2098,2,3,0,0
690,9,0,2098,3,1,0,0
691,9,0,2098,3,3,0,0
692,9,0,2098,4,1,0,0
693,9,0,2098,4,3,0,0
694,9,0,2098,5,1,0,0
695,9,0,2098,5,3,0,0
696,9,0,2099,2,1,0,0
697,9,0,2099,2,3,0,0
698,9,0,2099,3,1,0,0
699,9,0,2099,3,3,0,0
700,9,0,2099,4,1,0,0
701,9,0,2099,4,3,0,0
702,9,0,2099,5,1,0,0
703,9,0,2099,5,3,0,0
704,9,0,2100,2,1,0,0
705,9,0,2100,2,3,0,0
706,9,0,2100,3,1,0,0
707,9,0,2100,3,3,0,0
708,9,0,2100,4,1,0,0
709,9,0,2100,4,3,0,0
710,9,0,2100,5,1,0,0
711,9,0,2100,5,3,0,0
