,LCEIID,TDVSID,VEEMID,ScenarioID,CountryID,Year,VehTypeID,day_night,LEQ,PopN_Value,PopN_PFix,PopN_Unit
281,6,0,7,1,9,2017,5,N,45,8939431.21939982,1,no
282,6,0,7,1,9,2017,5,N,50,3456612.25421398,1,no
283,6,0,7,1,9,2017,5,N,55,1236709.18158513,1,no
284,6,0,7,1,9,2017,5,N,60,419306.417812263,1,no
285,6,0,7,1,9,2017,5,N,65,136847.514075331,1,no
286,6,0,7,1,9,2017,5,N,70,43785.9487419419,1,no
287,6,0,7,1,9,2017,5,N,75,20338.9756964143,1,no
288,6,0,7,1,9,2018,3,D,40,54638644.9750526,1,no
289,6,0,7,1,9,2018,3,D,45,27999939.6650333,1,no
290,6,0,7,1,9,2018,3,D,50,12936984.9901569,1,no
291,6,0,7,1,9,2018,3,D,55,5346009.64667904,1,no
292,6,0,7,1,9,2018,3,D,60,2064999.37176561,1,no
293,6,0,7,1,9,2018,3,D,65,765813.877733314,1,no
294,6,0,7,1,9,2018,3,D,70,269599.316376078,1,no
295,6,0,7,1,9,2018,3,D,75,132646.424859569,1,no
296,6,0,7,1,9,2018,3,N,40,20730973.9969802,1,no
297,6,0,7,1,9,2018,3,N,45,9125018.03956679,1,no
298,6,0,7,1,9,2018,3,N,50,3645299.35657546,1,no
299,6,0,7,1,9,2018,3,N,55,1383996.12106225,1,no
300,6,0,7,1,9,2018,3,N,60,503216.419242844,1,no
301,6,0,7,1,9,2018,3,N,65,173051.355904387,1,no
302,6,0,7,1,9,2018,3,N,70,56840.8309187118,1,no
303,6,0,7,1,9,2018,3,N,75,26703.6504374332,1,no
304,6,0,7,1,9,2018,4,D,40,17948706.1485657,1,no
305,6,0,7,1,9,2018,4,D,45,7612787.49946484,1,no
306,6,0,7,1,9,2018,4,D,50,2862576.29336808,1,no
307,6,0,7,1,9,2018,4,D,55,995278.703018879,1,no
308,6,0,7,1,9,2018,4,D,60,329436.989231607,1,no
309,6,0,7,1,9,2018,4,D,65,106083.850228683,1,no
310,6,0,7,1,9,2018,4,D,70,33758.4921518842,1,no
311,6,0,7,1,9,2018,4,D,75,15648.2196944752,1,no
312,6,0,7,1,9,2018,4,N,40,1947164.44724075,1,no
313,6,0,7,1,9,2018,4,N,45,661531.042252786,1,no
314,6,0,7,1,9,2018,4,N,50,215925.907324813,1,no
315,6,0,7,1,9,2018,4,N,55,69088.6042357272,1,no
316,6,0,7,1,9,2018,4,N,60,21934.1065308953,1,no
317,6,0,7,1,9,2018,4,N,65,6945.01069829159,1,no
318,6,0,7,1,9,2018,4,N,70,2197.09541499996,1,no
319,6,0,7,1,9,2018,4,N,75,1016.24733737991,1,no
320,6,0,7,1,9,2018,5,D,40,100149543.76857,1,no
321,6,0,7,1,9,2018,5,D,45,54421532.0081307,1,no
322,6,0,7,1,9,2018,5,D,50,27915109.1866022,1,no
323,6,0,7,1,9,2018,5,D,55,12845241.865344,1,no
324,6,0,7,1,9,2018,5,D,60,5196294.25515646,1,no
325,6,0,7,1,9,2018,5,D,65,1912209.92569095,1,no
326,6,0,7,1,9,2018,5,D,70,662091.918432678,1,no
327,6,0,7,1,9,2018,5,D,75,322520.863849469,1,no
328,6,0,7,1,9,2018,5,N,40,20513266.2141002,1,no
329,6,0,7,1,9,2018,5,N,45,8934152.89903055,1,no
330,6,0,7,1,9,2018,5,N,50,3454790.90448202,1,no
331,6,0,7,1,9,2018,5,N,55,1236320.77756121,1,no
332,6,0,7,1,9,2018,5,N,60,419286.379224971,1,no
333,6,0,7,1,9,2018,5,N,65,136866.37397059,1,no
334,6,0,7,1,9,2018,5,N,70,43795.6976661272,1,no
335,6,0,7,1,9,2018,5,N,75,20344.2032637546,1,no
336,6,0,7,1,9,2019,3,D,40,55666085.9332413,1,no
337,6,0,7,1,9,2019,3,D,45,28594684.6791118,1,no
338,6,0,7,1,9,2019,3,D,50,13258054.9658198,1,no
339,6,0,7,1,9,2019,3,D,55,5493958.22609522,1,no
340,6,0,7,1,9,2019,3,D,60,2125022.22065244,1,no
341,6,0,7,1,9,2019,3,D,65,789080.966188629,1,no
342,6,0,7,1,9,2019,3,D,70,278260.030478542,1,no
343,6,0,7,1,9,2019,3,D,75,137120.852811716,1,no
344,6,0,7,1,9,2019,3,N,40,21202116.0608264,1,no
345,6,0,7,1,9,2019,3,N,45,9364902.36552947,1,no
346,6,0,7,1,9,2019,3,N,50,3749271.50594147,1,no
347,6,0,7,1,9,2019,3,N,55,1425211.84526899,1,no
348,6,0,7,1,9,2019,3,N,60,519022.178837024,1,no
349,6,0,7,1,9,2019,3,N,65,178787.75536123,1,no
350,6,0,7,1,9,2019,3,N,70,58787.0176909759,1,no
351,6,0,7,1,9,2019,3,N,75,27632.0533862184,1,no
352,6,0,7,1,9,2019,4,D,40,18109847.8358399,1,no
353,6,0,7,1,9,2019,4,D,45,7693806.41139288,1,no
354,6,0,7,1,9,2019,4,D,50,2897158.34011897,1,no
355,6,0,7,1,9,2019,4,D,55,1008439.30530298,1,no
356,6,0,7,1,9,2019,4,D,60,334050.884106625,1,no
357,6,0,7,1,9,2019,4,D,65,107610.111223975,1,no
358,6,0,7,1,9,2019,4,D,70,34249.0670083921,1,no
359,6,0,7,1,9,2019,4,D,75,15876.4633788453,1,no
360,6,0,7,1,9,2019,4,N,40,1970409.50304035,1,no
361,6,0,7,1,9,2019,4,N,45,670086.865897865,1,no
362,6,0,7,1,9,2019,4,N,50,218846.823427444,1,no
363,6,0,7,1,9,2019,4,N,55,70040.8946728662,1,no
364,6,0,7,1,9,2019,4,N,60,22238.4344889467,1,no
365,6,0,7,1,9,2019,4,N,65,7041.57863634961,1,no
366,6,0,7,1,9,2019,4,N,70,2227.66619594259,1,no
367,6,0,7,1,9,2019,4,N,75,1030.39112461699,1,no
368,6,0,7,1,9,2019,5,D,40,101078614.296577,1,no
369,6,0,7,1,9,2019,5,D,45,54956682.9757969,1,no
370,6,0,7,1,9,2019,5,D,50,28225559.5079661,1,no
371,6,0,7,1,9,2019,5,D,55,13014242.4429421,1,no
372,6,0,7,1,9,2019,5,D,60,5274759.83045204,1,no
373,6,0,7,1,9,2019,5,D,65,1943726.16654726,1,no
374,6,0,7,1,9,2019,5,D,70,673769.601918423,1,no
375,6,0,7,1,9,2019,5,D,75,328541.776424996,1,no
376,6,0,7,1,9,2019,5,N,40,20757640.9843516,1,no
377,6,0,7,1,9,2019,5,N,45,9059538.60962808,1,no
378,6,0,7,1,9,2019,5,N,50,3509129.19022247,1,no
379,6,0,7,1,9,2019,5,N,55,1257314.76399704,1,no
380,6,0,7,1,9,2019,5,N,60,426855.173223823,1,no
381,6,0,7,1,9,2019,5,N,65,139431.002339528,1,no
382,6,0,7,1,9,2019,5,N,70,44629.6594248303,1,no
383,6,0,7,1,9,2019,5,N,75,20734.0798405392,1,no
384,6,0,7,1,9,2020,3,D,40,56284699.7445629,1,no
385,6,0,7,1,9,2020,3,D,45,28952931.4152558,1,no
386,6,0,7,1,9,2020,3,D,50,13452019.011317,1,no
387,6,0,7,1,9,2020,3,D,55,5583679.74817025,1,no
388,6,0,7,1,9,2020,3,D,60,2161485.34790753,1,no
389,6,0,7,1,9,2020,3,D,65,803222.207372178,1,no
390,6,0,7,1,9,2020,3,D,70,283530.183668584,1,no
391,6,0,7,1,9,2020,3,D,75,139848.644495302,1,no
392,6,0,7,1,9,2020,3,N,40,21487493.3250628,1,no
393,6,0,7,1,9,2020,3,N,45,9510773.68965748,1,no
394,6,0,7,1,9,2020,3,N,50,3812739.64604195,1,no
395,6,0,7,1,9,2020,3,N,55,1450425.28945427,1,no
396,6,0,7,1,9,2020,3,N,60,528709.610220981,1,no
397,6,0,7,1,9,2020,3,N,65,182311.312376522,1,no
398,6,0,7,1,9,2020,3,N,70,59984.2785272743,1,no
399,6,0,7,1,9,2020,3,N,75,28203.642796566,1,no
400,6,0,7,1,9,2020,4,D,40,18055579.3080944,1,no
401,6,0,7,1,9,2020,4,D,45,7666401.50713901,1,no
402,6,0,7,1,9,2020,4,D,50,2885326.74127954,1,no
403,6,0,7,1,9,2020,4,D,55,1003861.0531793,1,no
404,6,0,7,1,9,2020,4,D,60,332423.323955646,1,no
405,6,0,7,1,9,2020,4,D,65,107067.852288412,1,no
406,6,0,7,1,9,2020,4,D,70,34074.2948693281,1,no
407,6,0,7,1,9,2020,4,D,75,15795.0657623147,1,no
408,6,0,7,1,9,2020,4,N,40,1979976.29515541,1,no
409,6,0,7,1,9,2020,4,N,45,673115.207159637,1,no
410,6,0,7,1,9,2020,4,N,50,219779.907013123,1,no
411,6,0,7,1,9,2020,4,N,55,70331.4241408605,1,no
412,6,0,7,1,9,2020,4,N,60,22329.7515309565,1,no
413,6,0,7,1,9,2020,4,N,65,7070.39622752589,1,no
