,ScenarioID,CountryID,Year,VehTypeID,PSmall,PMedium,PLarge,CSmall,CMedium,CLarge
0,1,7,2012,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
1,1,7,2013,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
2,1,7,2014,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
3,1,7,2015,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
4,1,7,2016,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
5,1,7,2017,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
6,1,7,2018,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
7,1,7,2019,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
8,1,7,2020,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
9,1,7,2021,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
10,1,7,2022,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
11,1,7,2023,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
12,1,7,2024,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
13,1,7,2025,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
14,1,7,2026,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
15,1,7,2027,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
16,1,7,2028,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
17,1,7,2029,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
18,1,7,2030,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
19,1,7,2031,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
20,1,7,2032,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
21,1,7,2033,3,0.164949998259544,0.259299993515015,0.0758000016212463,0.164949998259544,0.259299993515015,0.0758000016212463
