,ScenarioID,CountryID,PolicyID,Year,triplenID,modeID,td
0,1,9,0,2012,1,1,56.2219581604004
1,1,9,0,2012,1,2,1.27308678627014
2,1,9,0,2012,1,3,12.4230842590332
3,1,9,0,2012,1,4,7.45850419998169
4,1,9,0,2012,1,5,0.0384393706917763
5,1,9,0,2012,1,6,0.94607812166214
6,1,9,0,2012,1,7,0.0
7,1,9,0,2012,1,8,0.0
8,1,9,0,2012,1,9,0.272285759449005
9,1,9,0,2012,1,10,0.168154001235962
10,1,9,0,2012,1,11,0.014350407756865
11,1,9,0,2012,1,12,0.00696496572345495
12,1,9,0,2012,2,1,54.3284683227539
13,1,9,0,2012,2,2,6.19523429870605
14,1,9,0,2012,2,3,76.7984237670898
15,1,9,0,2012,2,4,44.0294990539551
16,1,9,0,2012,2,5,0.35546600818634
17,1,9,0,2012,2,6,11.9729080200195
18,1,9,0,2012,2,7,0.0
19,1,9,0,2012,2,8,0.0896298810839653
20,1,9,0,2012,2,9,1.41397953033447
21,1,9,0,2012,2,10,3.0045154094696
22,1,9,0,2012,2,11,0.296927958726883
23,1,9,0,2012,2,12,0.277021437883377
24,1,9,0,2012,3,1,29.3999843597412
25,1,9,0,2012,3,2,15.8468704223633
26,1,9,0,2012,3,3,387.274658203125
27,1,9,0,2012,3,4,210.142669677734
28,1,9,0,2012,3,5,3.15966081619263
29,1,9,0,2012,3,6,79.6604156494141
30,1,9,0,2012,3,7,0.0542500838637352
31,1,9,0,2012,3,8,4.41677713394165
32,1,9,0,2012,3,9,4.94720315933228
33,1,9,0,2012,3,10,11.1579656600952
34,1,9,0,2012,3,11,2.92827558517456
35,1,9,0,2012,3,12,6.25806427001953
36,1,9,0,2012,4,1,8.6700325012207
37,1,9,0,2012,4,2,13.9886808395386
38,1,9,0,2012,4,3,576.319885253906
39,1,9,0,2012,4,4,291.428100585938
40,1,9,0,2012,4,5,5.54154682159424
41,1,9,0,2012,4,6,92.9597473144531
42,1,9,0,2012,4,7,0.177227884531021
43,1,9,0,2012,4,8,27.7435188293457
44,1,9,0,2012,4,9,9.45527267456055
45,1,9,0,2012,4,10,10.9490966796875
46,1,9,0,2012,4,11,5.09513568878174
47,1,9,0,2012,4,12,22.8249568939209
48,1,9,0,2012,5,1,7.92293500900269
49,1,9,0,2012,5,2,11.8377876281738
50,1,9,0,2012,5,3,910.881652832031
51,1,9,0,2012,5,4,426.076599121094
52,1,9,0,2012,5,5,12.9358825683594
53,1,9,0,2012,5,6,76.8837661743164
54,1,9,0,2012,5,7,2.31328725814819
55,1,9,0,2012,5,8,105.933532714844
56,1,9,0,2012,5,9,20.6265773773193
57,1,9,0,2012,5,10,8.54282569885254
58,1,9,0,2012,5,11,5.10894870758057
59,1,9,0,2012,5,12,32.7568473815918
60,1,9,0,2012,6,1,2.38987040519714
61,1,9,0,2012,6,2,3.30794143676758
62,1,9,0,2012,6,3,537.788757324219
63,1,9,0,2012,6,4,265.647979736328
64,1,9,0,2012,6,5,10.9340658187866
65,1,9,0,2012,6,6,21.6910705566406
66,1,9,0,2012,6,7,5.17273139953613
67,1,9,0,2012,6,8,139.228240966797
68,1,9,0,2012,6,9,11.0764188766479
69,1,9,0,2012,6,10,8.26852512359619
70,1,9,0,2012,6,11,1.16107034683228
71,1,9,0,2012,6,12,7.40831756591797
72,1,9,0,2012,7,1,0.913155019283295
73,1,9,0,2012,7,2,0.321054577827454
74,1,9,0,2012,7,3,387.0498046875
75,1,9,0,2012,7,4,245.391738891602
76,1,9,0,2012,7,5,3.46466183662415
77,1,9,0,2012,7,6,4.65572357177734
78,1,9,0,2012,7,7,11.1020803451538
79,1,9,0,2012,7,8,131.834320068359
80,1,9,0,2012,7,9,23.9911251068115
81,1,9,0,2012,7,10,2.58926868438721
82,1,9,0,2012,7,11,0.408972531557083
83,1,9,0,2012,7,12,2.89661002159119
84,1,9,0,2012,8,1,0.592757344245911
85,1,9,0,2012,8,2,0.156501546502113
86,1,9,0,2012,8,3,408.169860839844
87,1,9,0,2012,8,4,332.950317382813
88,1,9,0,2012,8,5,2.13802862167358
89,1,9,0,2012,8,6,2.69002270698547
90,1,9,0,2012,8,7,46.6401062011719
91,1,9,0,2012,8,8,221.572479248047
92,1,9,0,2012,8,9,23.2749271392822
93,1,9,0,2012,8,10,3.76187896728516
94,1,9,0,2012,8,11,14.0861740112305
95,1,9,0,2012,8,12,2.82811188697815
96,1,9,0,2013,1,1,56.2219581604004
97,1,9,0,2013,1,2,1.27308678627014
98,1,9,0,2013,1,3,12.4230842590332
99,1,9,0,2013,1,4,7.45850419998169
100,1,9,0,2013,1,5,0.0384393706917763
101,1,9,0,2013,1,6,0.94607812166214
102,1,9,0,2013,1,7,0.0
103,1,9,0,2013,1,8,0.0
104,1,9,0,2013,1,9,0.272285759449005
105,1,9,0,2013,1,10,0.168154001235962
106,1,9,0,2013,1,11,0.014350407756865
107,1,9,0,2013,1,12,0.00696496572345495
108,1,9,0,2013,2,1,54.3284683227539
109,1,9,0,2013,2,2,6.19523429870605
110,1,9,0,2013,2,3,76.7984237670898
111,1,9,0,2013,2,4,44.0294990539551
112,1,9,0,2013,2,5,0.35546600818634
113,1,9,0,2013,2,6,11.9729080200195
114,1,9,0,2013,2,7,0.0
115,1,9,0,2013,2,8,0.0896298810839653
116,1,9,0,2013,2,9,1.41397953033447
117,1,9,0,2013,2,10,3.0045154094696
118,1,9,0,2013,2,11,0.296927958726883
