,ScenarioID,CountryID,Year,PTT,PTMG
127,2,9,2050,0.5,0.5
128,2,9,2051,0.5,0.5
129,2,9,2052,0.5,0.5
130,2,9,2053,0.5,0.5
131,2,9,2054,0.5,0.5
132,2,9,2055,0.5,0.5
133,2,9,2056,0.5,0.5
134,2,9,2057,0.5,0.5
135,2,9,2058,0.5,0.5
136,2,9,2059,0.5,0.5
137,2,9,2060,0.5,0.5
138,2,9,2061,0.5,0.5
139,2,9,2062,0.5,0.5
140,2,9,2063,0.5,0.5
141,2,9,2064,0.5,0.5
142,2,9,2065,0.5,0.5
143,2,9,2066,0.5,0.5
144,2,9,2067,0.5,0.5
145,2,9,2068,0.5,0.5
146,2,9,2069,0.5,0.5
147,2,9,2070,0.5,0.5
148,2,9,2071,0.5,0.5
149,2,9,2072,0.5,0.5
150,2,9,2073,0.5,0.5
151,2,9,2074,0.5,0.5
152,2,9,2075,0.5,0.5
153,2,9,2076,0.5,0.5
154,2,9,2077,0.5,0.5
155,2,9,2078,0.5,0.5
156,2,9,2079,0.5,0.5
157,2,9,2080,0.5,0.5
158,2,9,2081,0.5,0.5
159,2,9,2082,0.5,0.5
160,2,9,2083,0.5,0.5
161,2,9,2084,0.5,0.5
162,2,9,2085,0.5,0.5
163,2,9,2086,0.5,0.5
164,2,9,2087,0.5,0.5
165,2,9,2088,0.5,0.5
166,2,9,2089,0.5,0.5
167,2,9,2090,0.5,0.5
168,2,9,2091,0.5,0.5
169,2,9,2092,0.5,0.5
170,2,9,2093,0.5,0.5
171,2,9,2094,0.5,0.5
172,2,9,2095,0.5,0.5
173,2,9,2096,0.5,0.5
174,2,9,2097,0.5,0.5
175,2,9,2098,0.5,0.5
176,2,9,2099,0.5,0.5
177,2,9,2100,0.5,0.5
178,3,9,2012,0.922222018241882,0.922222018241882
179,3,9,2013,0.911110997200012,0.911110997200012
180,3,9,2014,0.899999976158142,0.899999976158142
181,3,9,2015,0.888889014720917,0.888889014720917
182,3,9,2016,0.877777993679047,0.877777993679047
183,3,9,2017,0.866666972637177,0.866666972637177
184,3,9,2018,0.855556011199951,0.855556011199951
185,3,9,2019,0.84444397687912,0.84444397687912
186,3,9,2020,0.833333015441895,0.833333015441895
187,3,9,2021,0.822221994400024,0.822221994400024
188,3,9,2022,0.811110973358154,0.811110973358154
189,3,9,2023,0.800000011920929,0.800000011920929
190,3,9,2024,0.788888990879059,0.788888990879059
191,3,9,2025,0.777778029441834,0.777778029441834
192,3,9,2026,0.766667008399963,0.766667008399963
193,3,9,2027,0.755555987358093,0.755555987358093
194,3,9,2028,0.744444012641907,0.744444012641907
195,3,9,2029,0.733332991600037,0.733332991600037
196,3,9,2030,0.722221970558167,0.722221970558167
197,3,9,2031,0.711111009120941,0.711111009120941
198,3,9,2032,0.699999988079071,0.699999988079071
199,3,9,2033,0.688889026641846,0.688889026641846
200,3,9,2034,0.677778005599976,0.677778005599976
201,3,9,2035,0.666666984558105,0.666666984558105
202,3,9,2036,0.65555602312088,0.65555602312088
203,3,9,2037,0.644443988800049,0.644443988800049
204,3,9,2038,0.633333027362823,0.633333027362823
205,3,9,2039,0.622222006320953,0.622222006320953
206,3,9,2040,0.611110985279083,0.611110985279083
207,3,9,2041,0.600000023841858,0.600000023841858
208,3,9,2042,0.588889002799988,0.588889002799988
209,3,9,2043,0.577777981758118,0.577777981758118
210,3,9,2044,0.566667020320892,0.566667020320892
211,3,9,2045,0.555555999279022,0.555555999279022
212,3,9,2046,0.544444024562836,0.544444024562836
213,3,9,2047,0.533333003520966,0.533333003520966
214,3,9,2048,0.522221982479095,0.522221982479095
215,3,9,2049,0.51111102104187,0.51111102104187
216,3,9,2050,0.5,0.5
217,3,9,2051,0.5,0.5
218,3,9,2052,0.5,0.5
219,3,9,2053,0.5,0.5
220,3,9,2054,0.5,0.5
221,3,9,2055,0.5,0.5
222,3,9,2056,0.5,0.5
223,3,9,2057,0.5,0.5
224,3,9,2058,0.5,0.5
225,3,9,2059,0.5,0.5
226,3,9,2060,0.5,0.5
227,3,9,2061,0.5,0.5
228,3,9,2062,0.5,0.5
229,3,9,2063,0.5,0.5
230,3,9,2064,0.5,0.5
231,3,9,2065,0.5,0.5
232,3,9,2066,0.5,0.5
233,3,9,2067,0.5,0.5
234,3,9,2068,0.5,0.5
235,3,9,2069,0.5,0.5
236,3,9,2070,0.5,0.5
237,3,9,2071,0.5,0.5
238,3,9,2072,0.5,0.5
239,3,9,2073,0.5,0.5
240,3,9,2074,0.5,0.5
241,3,9,2075,0.5,0.5
242,3,9,2076,0.5,0.5
243,3,9,2077,0.5,0.5
244,3,9,2078,0.5,0.5
245,3,9,2079,0.5,0.5
246,3,9,2080,0.5,0.5
247,3,9,2081,0.5,0.5
248,3,9,2082,0.5,0.5
249,3,9,2083,0.5,0.5
250,3,9,2084,0.5,0.5
251,3,9,2085,0.5,0.5
252,3,9,2086,0.5,0.5
253,3,9,2087,0.5,0.5
254,3,9,2088,0.5,0.5
255,3,9,2089,0.5,0.5
256,3,9,2090,0.5,0.5
257,3,9,2091,0.5,0.5
258,3,9,2092,0.5,0.5
259,3,9,2093,0.5,0.5
260,3,9,2094,0.5,0.5
261,3,9,2095,0.5,0.5
262,3,9,2096,0.5,0.5
263,3,9,2097,0.5,0.5
264,3,9,2098,0.5,0.5
265,3,9,2099,0.5,0.5
266,3,9,2100,0.5,0.5
267,4,9,2012,0.922222018241882,0.922222018241882
268,4,9,2013,0.911110997200012,0.911110997200012
269,4,9,2014,0.899999976158142,0.899999976158142
270,4,9,2015,0.888889014720917,0.888889014720917
271,4,9,2016,0.877777993679047,0.877777993679047
272,4,9,2017,0.866666972637177,0.866666972637177
273,4,9,2018,0.855556011199951,0.855556011199951
274,4,9,2019,0.84444397687912,0.84444397687912
275,4,9,2020,0.833333015441895,0.833333015441895
276,4,9,2021,0.822221994400024,0.822221994400024
277,4,9,2022,0.811110973358154,0.811110973358154
278,4,9,2023,0.800000011920929,0.800000011920929
279,4,9,2024,0.788888990879059,0.788888990879059
280,4,9,2025,0.777778029441834,0.777778029441834
281,4,9,2026,0.766667008399963,0.766667008399963
282,4,9,2027,0.755555987358093,0.755555987358093
283,4,9,2028,0.744444012641907,0.744444012641907
284,4,9,2029,0.733332991600037,0.733332991600037
285,4,9,2030,0.722221970558167,0.722221970558167
286,4,9,2031,0.711111009120941,0.711111009120941
287,4,9,2032,0.699999988079071,0.699999988079071
288,4,9,2033,0.688889026641846,0.688889026641846
289,4,9,2034,0.677778005599976,0.677778005599976
290,4,9,2035,0.666666984558105,0.666666984558105
291,4,9,2036,0.65555602312088,0.65555602312088
292,4,9,2037,0.644443988800049,0.644443988800049
293,4,9,2038,0.633333027362823,0.633333027362823
294,4,9,2039,0.622222006320953,0.622222006320953
295,4,9,2040,0.611110985279083,0.611110985279083
296,4,9,2041,0.600000023841858,0.600000023841858
297,4,9,2042,0.588889002799988,0.588889002799988
298,4,9,2043,0.577777981758118,0.577777981758118
299,4,9,2044,0.566667020320892,0.566667020320892
300,4,9,2045,0.555555999279022,0.555555999279022
301,4,9,2046,0.544444024562836,0.544444024562836
302,4,9,2047,0.533333003520966,0.533333003520966
303,4,9,2048,0.522221982479095,0.522221982479095
304,4,9,2049,0.51111102104187,0.51111102104187
305,4,9,2050,0.5,0.5
306,4,9,2051,0.5,0.5
307,4,9,2052,0.5,0.5
308,4,9,2053,0.5,0.5
309,4,9,2054,0.5,0.5
310,4,9,2055,0.5,0.5
311,4,9,2056,0.5,0.5
312,4,9,2057,0.5,0.5
313,4,9,2058,0.5,0.5
314,4,9,2059,0.5,0.5
315,4,9,2060,0.5,0.5
316,4,9,2061,0.5,0.5
317,4,9,2062,0.5,0.5
318,4,9,2063,0.5,0.5
319,4,9,2064,0.5,0.5
320,4,9,2065,0.5,0.5
321,4,9,2066,0.5,0.5
322,4,9,2067,0.5,0.5
323,4,9,2068,0.5,0.5
324,4,9,2069,0.5,0.5
325,4,9,2070,0.5,0.5
326,4,9,2071,0.5,0.5
327,4,9,2072,0.5,0.5
328,4,9,2073,0.5,0.5
329,4,9,2074,0.5,0.5
330,4,9,2075,0.5,0.5
331,4,9,2076,0.5,0.5
332,4,9,2077,0.5,0.5
333,4,9,2078,0.5,0.5
334,4,9,2079,0.5,0.5
335,4,9,2080,0.5,0.5
336,4,9,2081,0.5,0.5
337,4,9,2082,0.5,0.5
338,4,9,2083,0.5,0.5
339,4,9,2084,0.5,0.5
340,4,9,2085,0.5,0.5
341,4,9,2086,0.5,0.5
342,4,9,2087,0.5,0.5
343,4,9,2088,0.5,0.5
344,4,9,2089,0.5,0.5
345,4,9,2090,0.5,0.5
346,4,9,2091,0.5,0.5
347,4,9,2092,0.5,0.5
348,4,9,2093,0.5,0.5
349,4,9,2094,0.5,0.5
350,4,9,2095,0.5,0.5
351,4,9,2096,0.5,0.5
352,4,9,2097,0.5,0.5
353,4,9,2098,0.5,0.5
354,4,9,2099,0.5,0.5
355,4,9,2100,0.5,0.5
