,ScenarioID,Year,FuelTypeID,FuelPriceFactor
0,1,2012,1,2.25701835117546
1,1,2012,2,4.21234692982694
2,1,2012,3,1.78182537142733
3,1,2012,4,2.34881164073376
4,1,2013,1,2.18180818288109
5,1,2013,2,4.40065951367906
6,1,2013,3,1.72244996316517
7,1,2013,4,2.51635242114056
8,1,2014,1,2.20759318867877
9,1,2014,2,4.61515706859108
10,1,2014,3,1.74280619000258
11,1,2014,4,2.78757158595356
12,1,2015,1,2.2353616564609
13,1,2015,2,4.82273534753821
14,1,2015,3,1.76472828044286
15,1,2015,4,3.12245101571815
16,1,2016,1,2.26114666225858
17,1,2016,2,4.88500883122235
18,1,2016,3,1.78508450728027
19,1,2016,4,3.24742159692741
20,1,2017,1,2.28891513004071
21,1,2017,2,4.99571724666082
22,1,2017,3,1.80700659772055
23,1,2017,4,3.27857901266205
24,1,2018,1,2.31668359782283
25,1,2018,2,5.10642566209928
26,1,2018,3,1.82892868816084
27,1,2018,4,3.34331779910272
28,1,2019,1,2.34445206560495
29,1,2019,2,5.10642566209928
30,1,2019,3,1.85085077860112
31,1,2019,4,3.32124589121267
32,1,2020,1,2.37420399537151
33,1,2020,2,5.10642566209928
34,1,2020,3,1.87433873264428
35,1,2020,4,3.35202533702474
36,1,2021,1,2.40197246315363
37,1,2021,2,5.10642566209928
38,1,2021,3,1.89626082308457
39,1,2021,4,3.49356102970771
40,1,2022,1,2.4317243929202
41,1,2022,2,5.10642566209928
42,1,2022,3,1.91974877712773
43,1,2022,4,3.62183840342694
44,1,2023,1,2.46147632268676
45,1,2023,2,5.10642566209928
46,1,2023,3,1.94323673117089
47,1,2023,4,3.68929957908691
48,1,2024,1,2.49122825245332
49,1,2024,2,5.10642566209928
50,1,2024,3,1.96672468521405
51,1,2024,4,3.70968428367702
52,1,2025,1,2.52098018221988
53,1,2025,2,5.10642566209928
54,1,2025,3,1.99021263925721
55,1,2025,4,3.78720434006227
56,1,2026,1,2.55073211198644
57,1,2026,2,5.10642566209928
58,1,2026,3,2.01370059330037
59,1,2026,4,3.83898448084829
60,1,2027,1,2.58246750373743
61,1,2027,2,5.10642566209928
62,1,2027,3,2.03875441094641
63,1,2027,4,4.03007471940615
64,1,2028,1,2.61420289548843
65,1,2028,2,5.10642566209928
66,1,2028,3,2.06380822859245
67,1,2028,4,4.03732543180356
68,1,2029,1,2.64593828723943
69,1,2029,2,5.10642566209928
70,1,2029,3,2.08886204623849
71,1,2029,4,3.97322006609272
72,1,2030,1,2.67767367899043
73,1,2030,2,5.10642566209928
74,1,2030,3,2.11391586388453
75,1,2030,4,3.89505075165913
76,1,2031,1,2.710162325106
77,1,2031,2,5.10642566209928
78,1,2031,3,2.13956434560905
79,1,2031,4,3.91818389949452
80,1,2032,1,2.74304516119875
81,1,2032,2,5.10642566209928
82,1,2032,3,2.16552402449427
83,1,2032,4,3.94145443771656
84,1,2033,1,2.77632697003918
85,1,2033,2,5.10642566209928
86,1,2033,3,2.19179867634546
87,1,2033,4,3.96486318230232
88,1,2034,1,2.81001259242791
89,1,2034,2,5.10642566209928
90,1,2034,3,2.21839212278035
91,1,2034,4,3.98841095407506
92,1,2035,1,2.84410692789978
93,1,2035,2,5.10642566209928
94,1,2035,3,2.245308231785
95,1,2035,4,4.01209857873299
96,1,2036,1,2.87861493543646
97,1,2036,2,5.10642566209928
98,1,2036,3,2.27255091827633
99,1,2036,4,4.03592688687826
100,1,2037,1,2.91354163418776
101,1,2037,2,5.10642566209928
102,1,2037,3,2.30012414467162
103,1,2037,4,4.05989671404604
104,1,2038,1,2.94889210420164
105,1,2038,2,5.10642566209928
106,1,2038,3,2.32803192146475
107,1,2038,4,4.08400890073384
108,1,2039,1,2.98467148716309
109,1,2039,2,5.10642566209928
110,1,2039,3,2.35627830780961
111,1,2039,4,4.10826429243098
112,1,2040,1,3.02088498714201
113,1,2040,2,5.10642566209928
114,1,2040,3,2.38486741211043
115,1,2040,4,4.13266373964825
116,1,2041,1,3.05753787135011
117,1,2041,2,5.10642566209928
118,1,2041,3,2.41380339261939
119,1,2041,4,4.15720809794769
120,1,2042,1,3.09463547090701
121,1,2042,2,5.10642566209928
122,1,2042,3,2.44309045804139
123,1,2042,4,4.18189822797266
124,1,2043,1,3.13218318161569
125,1,2043,2,5.10642566209928
126,1,2043,3,2.47273286814625
127,1,2043,4,4.20673499547795
128,1,2044,1,3.17018646474727
129,1,2044,2,5.10642566209928
130,1,2044,3,2.50273493438826
131,1,2044,4,4.23171927136017
132,1,2045,1,3.20865084783535
133,1,2045,2,5.10642566209928
134,1,2045,3,2.53310102053325
135,1,2045,4,4.2568519316883
136,1,2046,1,3.24758192547997
137,1,2046,2,5.10642566209928
138,1,2046,3,2.56383554329337
139,1,2046,4,4.28213385773437
140,1,2047,1,3.28698536016139
141,1,2047,2,5.10642566209928
142,1,2047,3,2.59494297296941
143,1,2047,4,4.30756593600439
144,1,2048,1,3.32686688306361
145,1,2048,2,5.10642566209928
146,1,2048,3,2.62642783410106
147,1,2048,4,4.33314905826945
148,1,2049,1,3.36723229490805
149,1,2049,2,5.10642566209928
150,1,2049,3,2.65829470612497
151,1,2049,4,4.35888412159694
152,1,2050,1,3.4080874667972
153,1,2050,2,5.10642566209928
154,1,2050,3,2.69054822404085
155,1,2050,4,4.38477202838205
156,1,2051,1,3.4080874667972
157,1,2051,2,5.10642566209928
158,1,2051,3,2.69054822404085
159,1,2051,4,4.38477202838205
160,1,2052,1,3.4080874667972
161,1,2052,2,5.10642566209928
162,1,2052,3,2.69054822404085
163,1,2052,4,4.38477202838205
164,1,2053,1,3.4080874667972
165,1,2053,2,5.10642566209928
166,1,2053,3,2.69054822404085
167,1,2053,4,4.38477202838205
168,1,2054,1,3.4080874667972
169,1,2054,2,5.10642566209928
170,1,2054,3,2.69054822404085
171,1,2054,4,4.38477202838205
172,1,2055,1,3.4080874667972
173,1,2055,2,5.10642566209928
174,1,2055,3,2.69054822404085
175,1,2055,4,4.38477202838205
176,1,2056,1,3.4080874667972
177,1,2056,2,5.10642566209928
178,1,2056,3,2.69054822404085
179,1,2056,4,4.38477202838205
180,1,2057,1,3.4080874667972
181,1,2057,2,5.10642566209928
182,1,2057,3,2.69054822404085
183,1,2057,4,4.38477202838205
184,1,2058,1,3.4080874667972
185,1,2058,2,5.10642566209928
186,1,2058,3,2.69054822404085
187,1,2058,4,4.38477202838205
188,1,2059,1,3.4080874667972
189,1,2059,2,5.10642566209928
190,1,2059,3,2.69054822404085
191,1,2059,4,4.38477202838205
192,1,2060,1,3.4080874667972
193,1,2060,2,5.10642566209928
194,1,2060,3,2.69054822404085
195,1,2060,4,4.38477202838205
196,1,2061,1,3.4080874667972
197,1,2061,2,5.10642566209928
198,1,2061,3,2.69054822404085
199,1,2061,4,4.38477202838205
200,1,2062,1,3.4080874667972
201,1,2062,2,5.10642566209928
202,1,2062,3,2.69054822404085
203,1,2062,4,4.38477202838205
204,1,2063,1,3.4080874667972
205,1,2063,2,5.10642566209928
206,1,2063,3,2.69054822404085
207,1,2063,4,4.38477202838205
208,1,2064,1,3.4080874667972
209,1,2064,2,5.10642566209928
210,1,2064,3,2.69054822404085
211,1,2064,4,4.38477202838205
212,1,2065,1,3.4080874667972
213,1,2065,2,5.10642566209928
214,1,2065,3,2.69054822404085
215,1,2065,4,4.38477202838205
216,1,2066,1,3.4080874667972
217,1,2066,2,5.10642566209928
218,1,2066,3,2.69054822404085
219,1,2066,4,4.38477202838205
220,1,2067,1,3.4080874667972
221,1,2067,2,5.10642566209928
222,1,2067,3,2.69054822404085
223,1,2067,4,4.38477202838205
224,1,2068,1,3.4080874667972
225,1,2068,2,5.10642566209928
226,1,2068,3,2.69054822404085
227,1,2068,4,4.38477202838205
228,1,2069,1,3.4080874667972
229,1,2069,2,5.10642566209928
230,1,2069,3,2.69054822404085
231,1,2069,4,4.38477202838205
232,1,2070,1,3.4080874667972
233,1,2070,2,5.10642566209928
234,1,2070,3,2.69054822404085
235,1,2070,4,4.38477202838205
236,1,2071,1,3.4080874667972
237,1,2071,2,5.10642566209928
238,1,2071,3,2.69054822404085
239,1,2071,4,4.38477202838205
240,1,2072,1,3.4080874667972
241,1,2072,2,5.10642566209928
242,1,2072,3,2.69054822404085
243,1,2072,4,4.38477202838205
244,1,2073,1,3.4080874667972
245,1,2073,2,5.10642566209928
246,1,2073,3,2.69054822404085
247,1,2073,4,4.38477202838205
248,1,2074,1,3.4080874667972
249,1,2074,2,5.10642566209928
250,1,2074,3,2.69054822404085
251,1,2074,4,4.38477202838205
252,1,2075,1,3.4080874667972
253,1,2075,2,5.10642566209928
254,1,2075,3,2.69054822404085
255,1,2075,4,4.38477202838205
256,1,2076,1,3.4080874667972
257,1,2076,2,5.10642566209928
258,1,2076,3,2.69054822404085
259,1,2076,4,4.38477202838205
260,1,2077,1,3.4080874667972
261,1,2077,2,5.10642566209928
262,1,2077,3,2.69054822404085
263,1,2077,4,4.38477202838205
264,1,2078,1,3.4080874667972
265,1,2078,2,5.10642566209928
266,1,2078,3,2.69054822404085
267,1,2078,4,4.38477202838205
268,1,2079,1,3.4080874667972
269,1,2079,2,5.10642566209928
270,1,2079,3,2.69054822404085
271,1,2079,4,4.38477202838205
272,1,2080,1,3.4080874667972
273,1,2080,2,5.10642566209928
274,1,2080,3,2.69054822404085
275,1,2080,4,4.38477202838205
276,1,2081,1,3.4080874667972
277,1,2081,2,5.10642566209928
278,1,2081,3,2.69054822404085
279,1,2081,4,4.38477202838205
280,1,2082,1,3.4080874667972
281,1,2082,2,5.10642566209928
282,1,2082,3,2.69054822404085
