,ScenarioID,Year,FuelTypeID,FuelPriceFactor
283,1,2082,4,4.38477202838205
284,1,2083,1,3.4080874667972
285,1,2083,2,5.10642566209928
286,1,2083,3,2.69054822404085
287,1,2083,4,4.38477202838205
288,1,2084,1,3.4080874667972
289,1,2084,2,5.10642566209928
290,1,2084,3,2.69054822404085
291,1,2084,4,4.38477202838205
292,1,2085,1,3.4080874667972
293,1,2085,2,5.10642566209928
294,1,2085,3,2.69054822404085
295,1,2085,4,4.38477202838205
296,1,2086,1,3.4080874667972
297,1,2086,2,5.10642566209928
298,1,2086,3,2.69054822404085
299,1,2086,4,4.38477202838205
300,1,2087,1,3.4080874667972
301,1,2087,2,5.10642566209928
302,1,2087,3,2.69054822404085
303,1,2087,4,4.38477202838205
304,1,2088,1,3.4080874667972
305,1,2088,2,5.10642566209928
306,1,2088,3,2.69054822404085
307,1,2088,4,4.38477202838205
308,1,2089,1,3.4080874667972
309,1,2089,2,5.10642566209928
310,1,2089,3,2.69054822404085
311,1,2089,4,4.38477202838205
312,1,2090,1,3.4080874667972
313,1,2090,2,5.10642566209928
314,1,2090,3,2.69054822404085
315,1,2090,4,4.38477202838205
316,1,2091,1,3.4080874667972
317,1,2091,2,5.10642566209928
318,1,2091,3,2.69054822404085
319,1,2091,4,4.38477202838205
320,1,2092,1,3.4080874667972
321,1,2092,2,5.10642566209928
322,1,2092,3,2.69054822404085
323,1,2092,4,4.38477202838205
324,1,2093,1,3.4080874667972
325,1,2093,2,5.10642566209928
326,1,2093,3,2.69054822404085
327,1,2093,4,4.38477202838205
328,1,2094,1,3.4080874667972
329,1,2094,2,5.10642566209928
330,1,2094,3,2.69054822404085
331,1,2094,4,4.38477202838205
332,1,2095,1,3.4080874667972
333,1,2095,2,5.10642566209928
334,1,2095,3,2.69054822404085
335,1,2095,4,4.38477202838205
336,1,2096,1,3.4080874667972
337,1,2096,2,5.10642566209928
338,1,2096,3,2.69054822404085
339,1,2096,4,4.38477202838205
340,1,2097,1,3.4080874667972
341,1,2097,2,5.10642566209928
342,1,2097,3,2.69054822404085
343,1,2097,4,4.38477202838205
344,1,2098,1,3.4080874667972
345,1,2098,2,5.10642566209928
346,1,2098,3,2.69054822404085
347,1,2098,4,4.38477202838205
348,1,2099,1,3.4080874667972
349,1,2099,2,5.10642566209928
350,1,2099,3,2.69054822404085
351,1,2099,4,4.38477202838205
352,1,2100,1,3.4080874667972
353,1,2100,2,5.10642566209928
354,1,2100,3,2.69054822404085
355,1,2100,4,4.38477202838205
