,ScenarioID,CountryID,TechID,Year,Age,TransTypeID,VehTypeID,MassCatID,EngineID,FuelID,NumVeh
324,1,9,190,2012,20,1,3,3,1,1,193.14924621582
325,1,9,190,2012,21,1,3,3,1,1,35.7340927124023
326,1,9,190,2012,22,1,3,3,1,1,5.53658580780029
327,1,9,190,2012,23,1,3,3,1,1,0.485207110643387
328,1,9,190,2012,24,1,3,3,1,1,0.0200348943471909
329,1,9,190,2012,25,1,3,3,1,1,0.000400110438931733
330,1,9,190,2012,26,1,3,3,1,1,3.71954956790432e-06
331,1,9,190,2012,27,1,3,3,1,1,1.44721417072446e-08
332,1,9,190,2012,28,1,3,3,1,1,1.89143319062612e-11
333,1,9,190,2012,29,1,3,3,1,1,7.786304627856e-15
334,1,9,190,2012,30,1,3,3,1,1,6.62580769641713e-19
335,1,9,190,2012,31,1,3,3,1,1,1.20628499661081e-23
336,1,9,190,2012,32,1,3,3,1,1,3.68473701692372e-29
337,1,9,190,2012,33,1,3,3,1,1,1.32211259029778e-35
338,1,9,190,2013,18,1,3,3,1,1,2828.95385742188
339,1,9,190,2013,19,1,3,3,1,1,898.317810058594
340,1,9,190,2013,20,1,3,3,1,1,216.013168334961
341,1,9,190,2013,21,1,3,3,1,1,35.8634071350098
342,1,9,190,2013,22,1,3,3,1,1,4.43786478042603
343,1,9,190,2013,23,1,3,3,1,1,0.425791203975677
344,1,9,190,2013,24,1,3,3,1,1,0.0211509335786104
345,1,9,190,2013,25,1,3,3,1,1,0.000447452941443771
346,1,9,190,2013,26,1,3,3,1,1,4.0810168684402e-06
347,1,9,190,2013,27,1,3,3,1,1,1.5210117609854e-08
348,1,9,190,2013,28,1,3,3,1,1,2.04817378335331e-11
349,1,9,190,2013,29,1,3,3,1,1,7.85108824876085e-15
350,1,9,190,2013,30,1,3,3,1,1,7.8757758296825e-19
351,1,9,190,2013,31,1,3,3,1,1,1.32696123024527e-23
352,1,9,190,2013,32,1,3,3,1,1,3.81070998810021e-29
353,1,9,190,2013,33,1,3,3,1,1,1.31776461003358e-35
354,1,9,191,2012,0,1,3,3,14,1,286.921752929688
355,1,9,191,2012,1,1,3,3,14,1,267.31298828125
356,1,9,191,2012,2,1,3,3,14,1,181.265029907227
357,1,9,191,2012,3,1,3,3,14,1,126.97248840332
358,1,9,191,2013,1,1,3,3,14,1,286.718933105469
359,1,9,191,2013,2,1,3,3,14,1,266.914672851563
360,1,9,191,2013,3,1,3,3,14,1,180.740737915039
361,1,9,191,2013,4,1,3,3,14,1,126.30542755127
362,1,9,200,2012,0,1,3,3,14,1,274760.15625
363,1,9,200,2012,1,1,3,3,14,1,255098.234375
364,1,9,200,2012,2,1,3,3,14,1,232921.8125
365,1,9,200,2012,3,1,3,3,14,1,227556.515625
366,1,9,200,2013,1,1,3,3,14,1,274565.9375
367,1,9,200,2013,2,1,3,3,14,1,254718.109375
368,1,9,200,2013,3,1,3,3,14,1,232248.09375
369,1,9,200,2013,4,1,3,3,14,1,226361.015625
370,1,9,210,2012,17,1,3,3,3,1,3030.98095703125
371,1,9,210,2012,18,1,3,3,3,1,1209.34936523438
372,1,9,210,2012,19,1,3,3,3,1,383.907104492188
373,1,9,210,2012,20,1,3,3,3,1,89.1347732543945
374,1,9,210,2012,21,1,3,3,3,1,16.4906196594238
375,1,9,210,2012,22,1,3,3,3,1,2.55503106117249
376,1,9,210,2012,23,1,3,3,3,1,0.223913997411728
377,1,9,210,2012,24,1,3,3,3,1,0.0092457290738821
378,1,9,210,2012,25,1,3,3,3,1,0.000184643518878147
379,1,9,210,2012,26,1,3,3,3,1,1.71650253832922e-06
380,1,9,210,2012,27,1,3,3,3,1,6.67862565251198e-09
381,1,9,210,2012,28,1,3,3,3,1,8.72861158351945e-12
382,1,9,210,2012,29,1,3,3,3,1,3.5932331938983e-15
383,1,9,210,2012,30,1,3,3,3,1,3.05768735146905e-19
384,1,9,210,2012,31,1,3,3,3,1,5.56677920456118e-24
385,1,9,210,2012,32,1,3,3,3,1,1.70043725167352e-29
386,1,9,210,2012,33,1,3,3,3,1,6.10129996951694e-36
387,1,9,210,2013,18,1,3,3,3,1,1305.50939941406
388,1,9,210,2013,19,1,3,3,3,1,414.556976318359
389,1,9,210,2013,20,1,3,3,3,1,99.6860275268555
390,1,9,210,2013,21,1,3,3,3,1,16.55029296875
391,1,9,210,2013,22,1,3,3,3,1,2.04799222946167
392,1,9,210,2013,23,1,3,3,3,1,0.196494698524475
393,1,9,210,2013,24,1,3,3,3,1,0.00976075977087021
394,1,9,210,2013,25,1,3,3,3,1,0.000206491167773493
395,1,9,210,2013,26,1,3,3,3,1,1.88331318895507e-06
396,1,9,210,2013,27,1,3,3,3,1,7.0191843448697e-09
397,1,9,210,2013,28,1,3,3,3,1,9.45194270074445e-12
398,1,9,210,2013,29,1,3,3,3,1,3.62313091583754e-15
399,1,9,210,2013,30,1,3,3,3,1,3.63452226862078e-19
400,1,9,210,2013,31,1,3,3,3,1,6.12367950490648e-24
401,1,9,210,2013,32,1,3,3,3,1,1.75857129658157e-29
402,1,9,210,2013,33,1,3,3,3,1,6.08123750093049e-36
403,1,9,220,2012,13,1,3,3,4,1,68360.484375
404,1,9,220,2012,14,1,3,3,4,1,44500.25390625
405,1,9,220,2012,15,1,3,3,4,1,27498.681640625
406,1,9,220,2012,16,1,3,3,4,1,15089.716796875
407,1,9,220,2013,14,1,3,3,4,1,51186.5234375
408,1,9,220,2013,15,1,3,3,4,1,30282.7421875
409,1,9,220,2013,16,1,3,3,4,1,16587.15234375
410,1,9,220,2013,17,1,3,3,4,1,7829.826171875
411,1,9,230,2012,8,1,3,3,5,1,208690.0
412,1,9,230,2012,9,1,3,3,5,1,173766.453125
413,1,9,230,2012,10,1,3,3,5,1,159509.5
414,1,9,230,2012,11,1,3,3,5,1,134180.875
415,1,9,230,2012,12,1,3,3,5,1,97373.1640625
416,1,9,230,2013,9,1,3,3,5,1,197684.78125
417,1,9,230,2013,10,1,3,3,5,1,160601.265625
418,1,9,230,2013,11,1,3,3,5,1,142595.9375
419,1,9,230,2013,12,1,3,3,5,1,114756.2265625
420,1,9,230,2013,13,1,3,3,5,1,78583.71875
421,1,9,240,2012,4,1,3,3,6,1,222179.5
422,1,9,240,2012,5,1,3,3,6,1,199084.421875
423,1,9,240,2012,6,1,3,3,6,1,181719.109375
424,1,9,240,2012,7,1,3,3,6,1,187679.53125
425,1,9,240,2013,5,1,3,3,6,1,220172.375
426,1,9,240,2013,6,1,3,3,6,1,196131.296875
427,1,9,240,2013,7,1,3,3,6,1,177465.046875
428,1,9,240,2013,8,1,3,3,6,1,180982.265625
429,1,9,250,2012,17,1,3,2,1,2,7653.5009765625
430,1,9,250,2012,18,1,3,2,1,2,3053.71630859375
431,1,9,250,2012,19,1,3,2,1,2,969.400146484375
432,1,9,250,2012,20,1,3,2,1,2,225.073364257813
433,1,9,250,2012,21,1,3,2,1,2,41.6402969360352
434,1,9,250,2012,22,1,3,2,1,2,6.45168590545654
