,TDVSID,ScenarioID,CountryID,Year,TechID,FuelID,flag,NumVeh,VehKM,TransFlow,VehKM_pctJST1,VehKM_pctJST2,VehKM_pctJST3,VehKM_pctJST5,VehKM_pctJST6,VehKM_pctJST7,VehKM_pctJST8,VehKM_pctJST9,AveTripLength,AveTripLength_JST1,AveTripLength_JST2,AveTripLength_JST3,AveTripNumber,AveTripNumber_JST1,AveTripNumber_JST2,AveTripNumber_JST3,LoadFactor,LoadFactor_JST1,LoadFactor_JST2,LoadFactor_JST3,LoadFactor_JST5,LoadFactor_JST6,LoadFactor_JST7,VehKM_pctJST1_c,VehKM_pctJST2_c,VehKM_pctJST3_c
15,0,1,9,2012,161,1,1,667.934614914739,10459706.7693248,17.9112477899046,40.2428821137056,41.4228189798845,18.3342989064099,,,,,,,5.0,8.39999961853027,15.1999998092651,,841857.492923737,515798.285433998,126165.389992509,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
16,0,1,9,2012,170,1,1,3362460.125,38191319465.6372,65398.9831128496,40.2428841411139,41.4228174391565,18.3342984197296,,,,,,,5.0,8.39999961853027,15.1999998092651,,3073857688.90381,1883323959.31988,460665169.021521,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
17,0,1,9,2012,181,1,1,2598988.0,34104509353.6377,58400.7115359652,40.242883552188,41.4228169827777,18.3342994650343,,,,,,,5.0,8.39999961853027,15.1999998092651,,2744927597.0459,1681791563.56955,411369931.213102,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
18,0,1,9,2012,190,1,1,10255.3461638472,88075982.4067354,150.821698926856,40.2428841034405,41.422816197961,18.3342996985985,,,,,,,5.0,8.39999961853027,15.1999998092651,,7088863.10458183,4343280.23377624,1062375.97233999,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269682,32.8947372548798
19,0,1,9,2012,191,1,1,862.472259521484,15747520.3741342,26.9661230202818,40.2428828174017,41.4228177579728,18.3342994246255,,,,,,,5.0,8.39999961853027,15.1999998092651,,1267451.23416185,776555.590739249,189947.208787976,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
20,0,1,9,2012,200,1,1,990336.71875,17881451368.3319,30620.2758227031,40.2428829463926,41.4228177900704,18.3342992635371,,,,,,,5.0,8.39999961853027,15.1999998092651,,1439202308.65479,881785875.583189,215686766.294263,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
21,0,1,9,2012,210,1,1,4732.651196826,40645426.1392355,69.6014061542476,40.2428823481887,41.4228186738426,18.3342989779687,,,,,,,5.0,8.39999961853027,15.1999998092651,,3271378.20422649,2004343.08731695,490266.713338673,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
22,0,1,9,2012,220,1,1,155449.13671875,1574316352.60582,2695.86623345099,40.242882902434,41.4228177181267,18.3342993794393,,,,,,,5.0,8.39999961853027,15.1999998092651,,126710057.258606,77634074.1263832,18989465.5847482,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
23,0,1,9,2012,230,1,1,773519.9921875,9550471186.63788,16354.2687865672,40.2428833724214,41.422817372178,18.3342992554006,,,,,,,5.0,8.39999961853027,15.1999998092651,,768676996.231079,470961240.176303,115198157.212586,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
24,0,1,9,2012,240,1,1,790662.5625,11865013837.8143,20317.701783284,40.2428832438553,41.4228177265464,18.3342990295983,,,,,,,5.0,8.39999961853027,15.1999998092651,,954964733.123779,585098009.341013,143116259.488511,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
25,0,1,9,2012,250,2,1,11950.371998803,106083646.416664,181.658101831103,40.2428842307505,41.4228174334784,18.3342983357711,,,,,,,5.0,8.39999961853027,15.1999998092651,,8538223.80304337,5231290.14018218,1279585.03049719,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
26,0,1,9,2012,260,2,1,1210162.34375,27324669837.9517,46790.884585809,40.2428829296447,41.4228183009817,18.3342987693736,,,,,,,5.0,8.39999961853027,15.1999998092651,,2199246978.75977,1347458196.70624,329591228.203914,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
27,0,1,9,2012,261,8,1,750.469477943187,13962527.7370214,23.9094937923723,40.2428837758427,41.4228179413893,18.334298282768,,,,,,,5.0,8.39999961853027,15.1999998092651,,1123784.76187587,688532.46514008,168416.547055436,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
28,0,1,9,2012,265,2,1,2014742.78125,26770502090.4541,45841.9253021978,40.2428835036532,41.4228169194112,18.3342995769356,,,,,,,5.0,8.39999961853027,15.1999998092651,,2154644393.9209,1320130544.39593,322906849.546267,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
29,0,1,9,2012,270,2,1,5514.8738227667,48955623.9917874,83.8318254387261,40.2428838531041,41.4228167526958,18.3342993942,,,,,,,5.0,8.39999961853027,15.1999998092651,,3940230.98051548,2414142.77823563,590504.656946247,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
30,0,1,9,2012,276,12,1,37.5315344095129,455514.4769256,0.780024989995952,40.2428843515865,41.422817090012,18.3342985584015,,,,,,,5.0,8.39999961853027,15.1999998092651,,36662.4328307807,22462.7306147938,5494.43323843818,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
31,0,1,9,2012,280,2,1,294191.203125,3199104785.91919,5478.16107947803,40.2428846048649,41.4228166931957,18.3342987019394,,,,,,,5.0,8.39999961853027,15.1999998092651,,257482409.477234,157757068.032631,38587725.9604269,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
32,0,1,9,2012,290,2,1,743285.3125,10363354325.2945,17746.2534417598,40.2428841601969,41.4228167751448,18.3342990646584,,,,,,,5.0,8.39999961853027,15.1999998092651,,834102535.247803,511046841.5327,125003184.142906,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
33,0,1,9,2012,291,8,1,1489.5565185547,33674089.7037089,57.6636590378849,40.2428822180298,41.4228189215071,18.3342988604632,,,,,,,5.0,8.39999961853027,15.1999998092651,,2710284.85149145,1660566.40891536,406178.179098078,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
34,0,1,9,2012,295,2,1,1228245.65625,12726266622.5433,21792.5148327537,40.2428828552438,41.4228183981473,18.3342987466089,,,,,,,5.0,8.39999961853027,15.1999998092651,,1024283313.75122,627568875.156987,153504721.785906,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
35,0,1,9,2012,300,2,1,1151043.71875,20578717231.7505,35239.0857282182,40.2428841984157,41.4228169170867,18.3342988844976,,,,,,,5.0,8.39999961853027,15.1999998092651,,1656293869.01855,1014795803.56034,248221287.579553,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
36,0,1,9,2012,302,1,1,1597.63095219113,21938198.7117231,37.567067782647,40.2428828897517,41.4228177440348,18.3342993662135,,,,,,,5.0,8.39999961853027,15.1999998092651,,1765712.72313595,1081835.77159153,264619.413015412,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
37,0,1,9,2012,305,2,1,1649053.59375,19429482221.6034,33271.1306517006,40.2428842029739,41.4228164316377,18.3342993653884,,,,,,,5.0,8.39999961853027,15.1999998092651,,1563796806.33545,958123704.734244,234359176.339089,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
38,0,1,9,2012,310,2,1,1683.43207858989,17159774.2009908,29.3844726731854,40.2428830055803,41.4228180208242,18.3342989735955,,,,,,,5.0,8.39999961853027,15.1999998092651,,1381117.5711453,846197.900340433,206981.864781725,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
39,0,1,9,2012,320,1,1,78050.5073242188,1195358097.55325,2046.93645387224,40.2428827320528,41.4228183294547,18.3342989384925,,,,,,,5.0,8.39999961853027,15.1999998092651,,96209311.4852905,58946551.8597899,14418455.9040127,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
40,0,1,9,2012,330,2,1,776.872894146108,7918919.78587955,13.560393005398,40.2428837197911,41.4228169256215,18.3342993545874,,,,,,,5.0,8.39999961853027,15.1999998092651,,637360.336259007,390504.737423505,95518.3208823346,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
41,0,1,9,2012,340,2,1,83063.8149414063,1023551717.40055,1752.73445426874,40.2428829149793,41.4228176393989,18.3342994456218,,,,,,,5.0,8.39999961853027,15.1999998092651,,82381343.8415527,50474283.4045448,12346121.0002538,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
42,0,1,9,2012,350,2,1,284679.3359375,4400251209.73587,7535.00948865451,40.2428831884064,41.4228171028202,18.3342997087734,,,,,,,5.0,8.39999961853027,15.1999998092651,,354157590.866089,216989058.743843,53076003.6089044,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
43,0,1,9,2012,351,8,1,0.0859603753769009,1886.53032751063,0.00323050281469734,40.2428845740846,41.422816262139,18.3342991637764,,,,,,,5.0,8.39999961853027,15.1999998092651,,151.83884443104,93.0302412836282,22.7554025264091,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
44,0,1,9,2012,360,2,1,497313.953125,9623045682.9071,16478.5456725807,40.2428830360375,41.4228177463746,18.3342992175879,,,,,,,5.0,8.39999961853027,15.1999998092651,,774518203.735352,474540101.893293,116073553.38741,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
45,0,1,9,2012,361,8,1,239.137653350834,5755504.47683781,9.85575113280172,40.2428815539798,41.4228188457034,18.3342996003168,,,,,,,5.0,8.39999961853027,15.1999998092651,,463236.169889569,283820.512067358,69423.1215483224,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
46,0,1,9,2012,362,1,1,2.84775835049895,45576.2465207954,0.0780449646219323,40.2428834210545,41.4228175014043,18.3342990775412,,,,,,,5.0,8.39999961853027,15.1999998092651,,3668.23915101122,2247.49598543463,549.742463835206,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
47,0,1,9,2012,363,2,1,722397.171875,17287240266.7999,29602.746123853,40.2428831898564,41.4228173987177,18.3342994114258,,,,,,,5.0,8.39999961853027,15.1999998092651,,1391376781.46362,852483606.451289,208519370.411815,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
48,0,1,9,2012,386,7,1,17.9598117470744,324851.731420495,0.556277530983556,40.2428842140939,41.4228171829138,18.3342986029922,,,,,,,5.0,8.39999961853027,15.1999998092651,,26145.9412286058,16019.3743967557,3918.37415809173,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
49,0,1,9,2012,400,1,1,10287.5742797852,192056555.300951,328.878488425626,40.2428841285724,41.4228171896892,18.3342986817384,,,,,,,5.0,8.39999961853027,15.1999998092651,,15457819.4022179,9470861.83523504,2316593.613723,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
50,0,1,9,2012,410,7,1,810.632774353027,10734818.1772977,18.3823497726564,40.2428828040823,41.4228195203573,18.3342976755604,,,,,,,5.0,8.39999961853027,15.1999998092651,,864000.059664249,529364.828732999,129483.785806118,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
51,0,1,9,2012,411,7,1,302.794429779053,4391010.55962965,7.51918575884617,40.2428824470415,41.4228182257597,18.3342993271987,,,,,,,5.0,8.39999961853027,15.1999998092651,,353413.843549788,216533.381546456,52964.5414206308,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
52,0,1,9,2012,430,5,1,31.6192090449381,277014.340099413,0.474360572079188,40.2428825315954,41.4228189167521,18.3342985516525,,,,,,,5.0,8.39999961853027,15.1999998092651,,22295.7110963762,13660.3754385518,3341.35768302827,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
53,0,1,9,2012,431,5,1,4814.02209472657,55428070.9475279,94.9152720197782,40.2428828634345,41.4228187315029,18.3342984050626,,,,,,,5.0,8.39999961853027,15.1999998092651,,4461170.73297501,2733317.90448111,668575.52994804,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
54,0,1,9,2012,442,5,1,4014.39215087891,50380418.0771112,86.2716490852807,40.242883510481,41.4228176426007,18.3342988469183,,,,,,,5.0,8.39999961853027,15.1999998092651,,4054906.59177303,2484403.53040314,607690.560953436,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
55,0,1,9,2012,460,2,1,259.159735848996,5011525.29614046,8.58175791770698,40.2428836688108,41.4228177919857,18.3342985392036,,,,,,,5.0,8.39999961853027,15.1999998092651,,403356.458991766,247132.748368238,60449.211887623,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
56,0,1,9,2012,461,2,1,18361.3522949219,429657727.479935,735.747778734064,40.2428819579437,41.4228183673893,18.334299674667,,,,,,,5.0,8.39999961853027,15.1999998092651,,34581330.4185867,21187660.4926091,5182548.44210711,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
57,0,1,9,2012,470,2,1,0.853465996780912,17764.350559446,0.0304197518834943,40.2428821054151,41.4228186304501,18.3342992641348,,,,,,,5.0,8.39999961853027,15.1999998092651,,1429.7773304861,876.011315153389,214.27429176108,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
58,0,1,9,2012,471,2,1,5061.26073455811,125618785.619736,215.110159961704,40.2428834464553,41.422817241102,18.3342993124427,,,,,,,5.0,8.39999961853027,15.1999998092651,,10110524.2967606,6194624.0893829,1515218.71297257,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
59,0,1,9,2012,515,12,1,234.541530481396,3662548.37717861,6.27176391966803,40.2428831764076,41.4228183286057,18.3342984949867,,,,,,,5.0,8.39999961853027,15.1999998092651,,294783.01294148,180610.813020661,44177.8000277279,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
60,0,1,9,2012,611,2,1,19.2615614609479,467186.917376239,0.800012928265639,40.2428817548556,41.4228190917192,18.3342991534252,,,,,,,5.0,8.39999961853027,15.1999998092651,,37601.895746775,23038.3333801626,5635.22684949073,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
61,0,1,9,2012,620,1,1,20717.2717285156,246173333.376646,421.548296775102,40.24288376209,41.4228179619786,18.3342982759314,,,,,,,5.0,8.39999961853027,15.1999998092651,,19813449.6808052,12139516.2364763,2969352.22259449,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
62,0,1,9,2012,630,2,1,3965.31263418303,55396337.0621204,259.496099081252,,100.0,,,,,,,,,21.2388000488281,,,,2608261.15104262,,,,0.468435483,,,,,,23.5418196343719,
63,0,1,9,2012,631,2,1,103.787086486816,2506640.62332362,4.2923824075317,40.2428835867042,41.4228177670885,18.3342986462073,,,,,,,5.0,8.39999961853027,15.1999998092651,,201748.893596232,123609.669598631,30235.1962917244,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
64,0,1,9,2012,640,1,1,43680.5241616959,610227048.397064,2858.52002155543,,100.0,,,,,,,,,21.2388000488281,,,,28731710.2187576,,,,0.468435483,,,,,,23.5418196343719,
65,0,1,9,2012,641,12,1,0.167391415090936,3222.52901696629,0.00551827283555546,40.242883700206,41.4228172103212,18.3342990894728,,,,,,,5.0,8.39999961853027,15.1999998092651,,259.367720900627,158.912186293773,38.8702707651028,,0.342480878,0.342480878,0.342480878,,,,100.0,59.5238122269681,32.8947372548798
66,0,1,9,2012,660,5,1,0.00128121676243609,17.8988948107417,8.38447743583598e-05,,100.0,,,,,,,,,21.2388000488281,,,,0.842745106578151,,,,0.468435483,,,,,,23.5418196343719,
67,0,1,9,2012,670,1,1,43238.525390625,604052245.616913,2829.59505432793,,100.0,,,,,,,,,21.2388000488281,,,,28440978.0321013,,,,0.468435483,,,,,,23.5418196343719,
68,0,1,9,2012,680,12,1,2.24231715500355,88727.3490661755,0.76576292668859,100.0,,,,,,,,,8.20590019226074,,,,10812.6283512267,,,,0.221295317,,,,,,60.9317671779102,,
69,0,1,9,2012,690,2,1,106.53623008728,1488335.89628339,6.97189344441747,,100.0,,,,,,,,,21.2388000488281,,,,70076.2704513294,,,,0.468435483,,,,,,23.5418196343719,
70,0,1,9,2012,691,8,1,0.00717754329525633,100.271947189867,0.000469709380132359,,100.0,,,,,,,,,21.2388000488281,,,,4.72116819026223,,,,0.468435483,,,,,,23.5418196343719,
71,0,1,9,2012,700,2,1,1350.96178378652,18873250.1119375,88.4090003196526,,100.0,,,,,,,,,21.2388000488281,,,,888621.300099243,,,,0.468435483,,,,,,23.5418196343719,
72,0,1,9,2012,720,2,1,157.296851396561,2197473.54276478,10.2937458038474,,100.0,,,,,,,,,21.2388000488281,,,,103465.051590145,,,,0.468435483,,,,,,23.5418196343719,
73,0,1,9,2012,730,12,1,85.6253457069397,3388151.29362047,29.2414985680624,100.0,,,,,,,,,8.20590019226074,,,,412892.091572835,,,,0.221295317,,,,,,60.9317671779102,,
74,0,1,9,2012,810,2,1,370.081270217896,5170121.32331729,24.2186827925673,,100.0,,,,,,,,,21.2388000488281,,,,243428.127362711,,,,0.468435483,,,,,,23.5418196343719,
75,0,1,9,2012,811,8,1,0.550170087255538,7686.00420997245,0.0360039709443848,,100.0,,,,,,,,,21.2388000488281,,,,361.885049640389,,,,0.468435483,,,,,,23.5418196343719,
76,0,1,9,2012,850,2,1,143.587520599365,2005951.01341605,9.39658631843888,,100.0,,,,,,,,,21.2388000488281,,,,94447.4739064523,,,,0.468435483,,,,,,23.5418196343719,
77,0,1,9,2012,852,2,1,4.80267560482025,67094.4937155582,0.31429441570288,,100.0,,,,,,,,,21.2388000488281,,,,3159.05293902234,,,,0.468435483,,,,,,23.5418196343719,
78,0,1,9,2012,853,7,1,2.79319542646408,39021.5900551993,0.182790973849353,,100.0,,,,,,,,,21.2388000488281,,,,1837.2784698518,,,,0.468435483,,,,,,23.5418196343719,
79,0,1,9,2012,857,7,1,1.02418296039104,14308.0733323586,0.0670240924224283,,100.0,,,,,,,,,21.2388000488281,,,,673.676163411505,,,,0.468435483,,,,,,23.5418196343719,
80,0,1,9,2012,865,2,1,32.9962096214294,460964.714875445,2.15932228858636,,100.0,,,,,,,,,21.2388000488281,,,,21703.8963508147,,,,0.468435483,,,,,,23.5418196343719,
81,0,1,9,2012,870,2,1,4043.57267590364,160002112.388611,1380.90100908658,100.0,,,,,,,,,8.20590019226074,,,,19498422.9200733,,,,0.221295317,,,,,,60.9317671779102,,
82,0,1,9,2012,890,2,1,15540.9091796875,614945888.519287,5307.30116817117,100.0,,,,,,,,,8.20590019226074,,,,74939479.4125406,,,,0.221295317,,,,,,60.9317671779102,,
83,0,1,9,2012,970,2,1,1669.97846001267,66080197.6919174,570.306293530566,100.0,,,,,,,,,8.20590019226074,,,,8052766.44166838,,,,0.221295317,,,,,,60.9317671779102,,
84,0,1,9,2012,980,2,1,14586.0280151367,577161729.335785,4981.2043262916,100.0,,,,,,,,,8.20590019226074,,,,70334968.2317761,,,,0.221295317,,,,,,60.9317671779102,,
85,0,1,9,2012,981,2,1,8.41580274701118,333009.025780484,2.87404017903418,100.0,,,,,,,,,8.20590019226074,,,,40581.6568539983,,,,0.221295317,,,,,,60.9317671779102,,
86,0,1,9,2012,991,10,1,6.4122613966465,253729.929681867,2.18982056363213,100.0,,,,,,,,,8.20590019226074,,,,30920.4260028861,,,,0.221295317,,,,,,60.9317671779102,,
87,0,1,9,2012,1040,2,1,15823.9825439453,626146912.574768,5403.97180076538,100.0,,,,,,,,,8.20590019226074,,,,76304475.7923461,,,,0.221295317,,,,,,60.9317671779102,,
88,0,1,9,2012,1041,8,1,9.33575141429901,369410.932762548,3.1882074692892,100.0,,,,,,,,,8.20590019226074,,,,45017.7218961245,,,,0.221295317,,,,,,60.9317671779102,,
89,0,1,9,2012,1130,2,1,13589.0695800781,537712574.005127,4640.73770625467,100.0,,,,,,,,,8.20590019226074,,,,65527554.7358304,,,,0.221295317,,,,,,60.9317671779102,,
90,0,1,9,2012,1131,8,1,9.69603234529495,383667.065761983,3.31124527267006,100.0,,,,,,,,,8.20590019226074,,,,46755.0246496823,,,,0.221295317,,,,,,60.9317671779102,,
91,0,1,9,2012,1132,2,1,2850.69541168213,112800568.342209,973.527263633702,100.0,,,,,,,,,8.20590019226074,,,,13746275.9355268,,,,0.221295317,,,,,,60.9317671779102,,
92,0,1,9,2012,1142,2,1,8.42695063352585,333450.152538717,2.87784733118039,100.0,,,,,,,,,8.20590019226074,,,,40635.4141198555,,,,0.221295317,,,,,,60.9317671779102,,
93,0,1,9,2012,1150,12,1,0.222771801054478,22146.4615606237,0.482929777094313,,,100.0,,,,,,,,,158.164703369141,,,,140.021516108661,,,,0.335479727,,,,,,3.1612615795387
94,0,1,9,2012,1151,12,1,5.61064135283232,557771.942112595,12.1628766264326,,,100.0,,,,,,,,,158.164703369141,,,,3526.52602149046,,,,0.335479727,,,,,,3.1612615795387
95,0,1,9,2012,1152,2,1,238.443260918533,23704411.4619493,516.902716586779,,,100.0,,,,,,,,,158.164703369141,,,,149871.690440475,,,,0.335479727,,,,,,3.1612615795387
96,0,1,9,2012,1153,2,1,939.955871582031,93444041.9077873,2037.65780848507,,,100.0,,,,,,,,,158.164703369141,,,,590802.119039785,,,,0.335479727,,,,,,3.1612615795387
97,0,1,9,2012,1158,2,1,113.601416858685,11293482.9667211,246.267747866057,,,100.0,,,,,,,,,158.164703369141,,,,71403.3076037401,,,,0.335479727,,,,,,3.1612615795387
98,0,1,9,2012,1159,2,1,846.816623687744,84184765.8157349,1835.74834647241,,,100.0,,,,,,,,,158.164703369141,,,,532260.131511492,,,,0.335479727,,,,,,3.1612615795387
