,CountryID,PolicyID,Year,VehTypeID,JSType_VSMID,Subsidy
331,9,0,2059,4,3,0
332,9,0,2059,6,4,0
333,9,0,2059,6,10,0
334,9,0,2059,6,11,0
335,9,0,2059,6,12,0
336,9,0,2060,4,1,0
337,9,0,2060,4,2,0
338,9,0,2060,4,3,0
339,9,0,2060,6,4,0
340,9,0,2060,6,10,0
341,9,0,2060,6,11,0
342,9,0,2060,6,12,0
343,9,0,2061,4,1,0
344,9,0,2061,4,2,0
345,9,0,2061,4,3,0
346,9,0,2061,6,4,0
347,9,0,2061,6,10,0
348,9,0,2061,6,11,0
349,9,0,2061,6,12,0
350,9,0,2062,4,1,0
351,9,0,2062,4,2,0
352,9,0,2062,4,3,0
353,9,0,2062,6,4,0
354,9,0,2062,6,10,0
355,9,0,2062,6,11,0
356,9,0,2062,6,12,0
357,9,0,2063,4,1,0
358,9,0,2063,4,2,0
359,9,0,2063,4,3,0
360,9,0,2063,6,4,0
361,9,0,2063,6,10,0
362,9,0,2063,6,11,0
363,9,0,2063,6,12,0
364,9,0,2064,4,1,0
365,9,0,2064,4,2,0
366,9,0,2064,4,3,0
367,9,0,2064,6,4,0
368,9,0,2064,6,10,0
369,9,0,2064,6,11,0
370,9,0,2064,6,12,0
371,9,0,2065,4,1,0
372,9,0,2065,4,2,0
373,9,0,2065,4,3,0
374,9,0,2065,6,4,0
375,9,0,2065,6,10,0
376,9,0,2065,6,11,0
377,9,0,2065,6,12,0
378,9,0,2066,4,1,0
379,9,0,2066,4,2,0
380,9,0,2066,4,3,0
381,9,0,2066,6,4,0
382,9,0,2066,6,10,0
383,9,0,2066,6,11,0
384,9,0,2066,6,12,0
385,9,0,2067,4,1,0
386,9,0,2067,4,2,0
387,9,0,2067,4,3,0
388,9,0,2067,6,4,0
389,9,0,2067,6,10,0
390,9,0,2067,6,11,0
391,9,0,2067,6,12,0
392,9,0,2068,4,1,0
393,9,0,2068,4,2,0
394,9,0,2068,4,3,0
395,9,0,2068,6,4,0
396,9,0,2068,6,10,0
397,9,0,2068,6,11,0
398,9,0,2068,6,12,0
399,9,0,2069,4,1,0
400,9,0,2069,4,2,0
401,9,0,2069,4,3,0
402,9,0,2069,6,4,0
403,9,0,2069,6,10,0
404,9,0,2069,6,11,0
405,9,0,2069,6,12,0
406,9,0,2070,4,1,0
407,9,0,2070,4,2,0
408,9,0,2070,4,3,0
409,9,0,2070,6,4,0
410,9,0,2070,6,10,0
411,9,0,2070,6,11,0
412,9,0,2070,6,12,0
413,9,0,2071,4,1,0
414,9,0,2071,4,2,0
415,9,0,2071,4,3,0
416,9,0,2071,6,4,0
417,9,0,2071,6,10,0
418,9,0,2071,6,11,0
419,9,0,2071,6,12,0
420,9,0,2072,4,1,0
421,9,0,2072,4,2,0
422,9,0,2072,4,3,0
423,9,0,2072,6,4,0
424,9,0,2072,6,10,0
425,9,0,2072,6,11,0
426,9,0,2072,6,12,0
427,9,0,2073,4,1,0
428,9,0,2073,4,2,0
429,9,0,2073,4,3,0
430,9,0,2073,6,4,0
431,9,0,2073,6,10,0
432,9,0,2073,6,11,0
