,CountryID,PolicyID,Year,MassCatID,TransTypeID,RollInv
543,9,0,2089,33,1,182015008
544,9,0,2089,33,2,0
545,9,0,2089,34,1,65000000
546,9,0,2090,31,1,78765000
547,9,0,2090,32,1,865235008
548,9,0,2090,32,2,247800000
549,9,0,2090,33,1,182015008
550,9,0,2090,33,2,0
551,9,0,2090,34,1,65000000
552,9,0,2091,31,1,78765000
553,9,0,2091,32,1,865235008
554,9,0,2091,32,2,247800000
555,9,0,2091,33,1,182015008
556,9,0,2091,33,2,0
557,9,0,2091,34,1,65000000
558,9,0,2092,31,1,78765000
559,9,0,2092,32,1,865235008
560,9,0,2092,32,2,247800000
561,9,0,2092,33,1,182015008
562,9,0,2092,33,2,0
563,9,0,2092,34,1,65000000
564,9,0,2093,31,1,78765000
565,9,0,2093,32,1,865235008
566,9,0,2093,32,2,247800000
567,9,0,2093,33,1,182015008
568,9,0,2093,33,2,0
569,9,0,2093,34,1,65000000
570,9,0,2094,31,1,78765000
571,9,0,2094,32,1,865235008
572,9,0,2094,32,2,247800000
573,9,0,2094,33,1,182015008
574,9,0,2094,33,2,0
575,9,0,2094,34,1,65000000
576,9,0,2095,31,1,78765000
577,9,0,2095,32,1,865235008
578,9,0,2095,32,2,247800000
579,9,0,2095,33,1,182015008
580,9,0,2095,33,2,0
581,9,0,2095,34,1,65000000
582,9,0,2096,31,1,78765000
583,9,0,2096,32,1,865235008
584,9,0,2096,32,2,247800000
585,9,0,2096,33,1,182015008
586,9,0,2096,33,2,0
587,9,0,2096,34,1,65000000
588,9,0,2097,31,1,78765000
589,9,0,2097,32,1,865235008
590,9,0,2097,32,2,247800000
591,9,0,2097,33,1,182015008
592,9,0,2097,33,2,0
593,9,0,2097,34,1,65000000
594,9,0,2098,31,1,78765000
595,9,0,2098,32,1,865235008
596,9,0,2098,32,2,247800000
597,9,0,2098,33,1,182015008
598,9,0,2098,33,2,0
599,9,0,2098,34,1,65000000
600,9,0,2099,31,1,78765000
601,9,0,2099,32,1,865235008
602,9,0,2099,32,2,247800000
603,9,0,2099,33,1,182015008
604,9,0,2099,33,2,0
605,9,0,2099,34,1,65000000
606,9,0,2100,31,1,78765000
607,9,0,2100,32,1,865235008
608,9,0,2100,32,2,247800000
609,9,0,2100,33,1,182015008
610,9,0,2100,33,2,0
611,9,0,2100,34,1,65000000
