,ScenarioID,CountryID,Year,AvailableVehiclesID,JSType_VSMID,LoadFactor
65,1,7,2014,9,5,1.0
66,1,7,2014,9,6,1.0
67,1,7,2014,9,7,1.0
68,1,7,2014,10,9,1.0
69,1,7,2014,10,13,1.0
70,1,7,2014,11,9,1.0
71,1,7,2014,11,13,1.0
72,1,7,2015,4,1,1.0
73,1,7,2015,4,2,1.0
74,1,7,2015,4,3,1.0
75,1,7,2015,5,1,1.0
76,1,7,2015,5,2,1.0
77,1,7,2015,5,3,1.0
78,1,7,2015,6,1,1.0
79,1,7,2015,6,2,1.0
80,1,7,2015,6,3,1.0
81,1,7,2015,7,4,1.0
82,1,7,2015,7,10,1.0
83,1,7,2015,7,11,1.0
84,1,7,2015,7,12,1.0
85,1,7,2015,8,4,1.0
86,1,7,2015,8,10,1.0
87,1,7,2015,8,11,1.0
88,1,7,2015,8,12,1.0
89,1,7,2015,9,5,1.0
90,1,7,2015,9,6,1.0
91,1,7,2015,9,7,1.0
92,1,7,2015,10,9,1.0
93,1,7,2015,10,13,1.0
94,1,7,2015,11,9,1.0
95,1,7,2015,11,13,1.0
96,1,7,2016,4,1,1.0
97,1,7,2016,4,2,1.0
98,1,7,2016,4,3,1.0
99,1,7,2016,5,1,1.0
100,1,7,2016,5,2,1.0
101,1,7,2016,5,3,1.0
102,1,7,2016,6,1,1.0
103,1,7,2016,6,2,1.0
104,1,7,2016,6,3,1.0
105,1,7,2016,7,4,1.0
106,1,7,2016,7,10,1.0
107,1,7,2016,7,11,1.0
108,1,7,2016,7,12,1.0
109,1,7,2016,8,4,1.0
110,1,7,2016,8,10,1.0
111,1,7,2016,8,11,1.0
112,1,7,2016,8,12,1.0
113,1,7,2016,9,5,1.0
114,1,7,2016,9,6,1.0
115,1,7,2016,9,7,1.0
116,1,7,2016,10,9,1.0
117,1,7,2016,10,13,1.0
118,1,7,2016,11,9,1.0
119,1,7,2016,11,13,1.0
120,1,7,2017,4,1,1.0
121,1,7,2017,4,2,1.0
122,1,7,2017,4,3,1.0
123,1,7,2017,5,1,1.0
124,1,7,2017,5,2,1.0
125,1,7,2017,5,3,1.0
126,1,7,2017,6,1,1.0
127,1,7,2017,6,2,1.0
128,1,7,2017,6,3,1.0
129,1,7,2017,7,4,1.0
130,1,7,2017,7,10,1.0
131,1,7,2017,7,11,1.0
132,1,7,2017,7,12,1.0
133,1,7,2017,8,4,1.0
134,1,7,2017,8,10,1.0
135,1,7,2017,8,11,1.0
136,1,7,2017,8,12,1.0
137,1,7,2017,9,5,1.0
138,1,7,2017,9,6,1.0
139,1,7,2017,9,7,1.0
140,1,7,2017,10,9,1.0
141,1,7,2017,10,13,1.0
142,1,7,2017,11,9,1.0
143,1,7,2017,11,13,1.0
144,1,7,2018,4,1,1.0
145,1,7,2018,4,2,1.0
146,1,7,2018,4,3,1.0
147,1,7,2018,5,1,1.0
148,1,7,2018,5,2,1.0
149,1,7,2018,5,3,1.0
150,1,7,2018,6,1,1.0
151,1,7,2018,6,2,1.0
152,1,7,2018,6,3,1.0
153,1,7,2018,7,4,1.0
154,1,7,2018,7,10,1.0
155,1,7,2018,7,11,1.0
156,1,7,2018,7,12,1.0
157,1,7,2018,8,4,1.0
158,1,7,2018,8,10,1.0
159,1,7,2018,8,11,1.0
160,1,7,2018,8,12,1.0
161,1,7,2018,9,5,1.0
162,1,7,2018,9,6,1.0
163,1,7,2018,9,7,1.0
164,1,7,2018,10,9,1.0
165,1,7,2018,10,13,1.0
166,1,7,2018,11,9,1.0
167,1,7,2018,11,13,1.0
168,1,7,2019,4,1,1.0
169,1,7,2019,4,2,1.0
170,1,7,2019,4,3,1.0
171,1,7,2019,5,1,1.0
172,1,7,2019,5,2,1.0
173,1,7,2019,5,3,1.0
174,1,7,2019,6,1,1.0
175,1,7,2019,6,2,1.0
176,1,7,2019,6,3,1.0
177,1,7,2019,7,4,1.0
178,1,7,2019,7,10,1.0
179,1,7,2019,7,11,1.0
180,1,7,2019,7,12,1.0
181,1,7,2019,8,4,1.0
182,1,7,2019,8,10,1.0
183,1,7,2019,8,11,1.0
184,1,7,2019,8,12,1.0
185,1,7,2019,9,5,1.0
186,1,7,2019,9,6,1.0
187,1,7,2019,9,7,1.0
188,1,7,2019,10,9,1.0
189,1,7,2019,10,13,1.0
190,1,7,2019,11,9,1.0
191,1,7,2019,11,13,1.0
192,1,7,2020,4,1,1.0
193,1,7,2020,4,2,1.0
194,1,7,2020,4,3,1.0
195,1,7,2020,5,1,1.0
196,1,7,2020,5,2,1.0
197,1,7,2020,5,3,1.0
198,1,7,2020,6,1,1.0
199,1,7,2020,6,2,1.0
200,1,7,2020,6,3,1.0
201,1,7,2020,7,4,1.0
202,1,7,2020,7,10,1.0
203,1,7,2020,7,11,1.0
204,1,7,2020,7,12,1.0
205,1,7,2020,8,4,1.0
206,1,7,2020,8,10,1.0
207,1,7,2020,8,11,1.0
208,1,7,2020,8,12,1.0
209,1,7,2020,9,5,1.0
210,1,7,2020,9,6,1.0
211,1,7,2020,9,7,1.0
212,1,7,2020,10,9,1.0
213,1,7,2020,10,13,1.0
214,1,7,2020,11,9,1.0
215,1,7,2020,11,13,1.0
216,1,7,2021,4,1,1.0
217,1,7,2021,4,2,1.0
218,1,7,2021,4,3,1.0
219,1,7,2021,5,1,1.0
220,1,7,2021,5,2,1.0
221,1,7,2021,5,3,1.0
222,1,7,2021,6,1,1.0
223,1,7,2021,6,2,1.0
224,1,7,2021,6,3,1.0
225,1,7,2021,7,4,1.0
226,1,7,2021,7,10,1.0
227,1,7,2021,7,11,1.0
228,1,7,2021,7,12,1.0
229,1,7,2021,8,4,1.0
230,1,7,2021,8,10,1.0
231,1,7,2021,8,11,1.0
232,1,7,2021,8,12,1.0
233,1,7,2021,9,5,1.0
234,1,7,2021,9,6,1.0
235,1,7,2021,9,7,1.0
236,1,7,2021,10,9,1.0
237,1,7,2021,10,13,1.0
238,1,7,2021,11,9,1.0
239,1,7,2021,11,13,1.0
240,1,7,2022,4,1,1.0
241,1,7,2022,4,2,1.0
242,1,7,2022,4,3,1.0
243,1,7,2022,5,1,1.0
244,1,7,2022,5,2,1.0
245,1,7,2022,5,3,1.0
246,1,7,2022,6,1,1.0
247,1,7,2022,6,2,1.0
248,1,7,2022,6,3,1.0
249,1,7,2022,7,4,1.0
250,1,7,2022,7,10,1.0
251,1,7,2022,7,11,1.0
252,1,7,2022,7,12,1.0
253,1,7,2022,8,4,1.0
254,1,7,2022,8,10,1.0
255,1,7,2022,8,11,1.0
256,1,7,2022,8,12,1.0
257,1,7,2022,9,5,1.0
258,1,7,2022,9,6,1.0
259,1,7,2022,9,7,1.0
260,1,7,2022,10,9,1.0
261,1,7,2022,10,13,1.0
262,1,7,2022,11,9,1.0
263,1,7,2022,11,13,1.0
264,1,7,2023,4,1,1.0
265,1,7,2023,4,2,1.0
266,1,7,2023,4,3,1.0
267,1,7,2023,5,1,1.0
268,1,7,2023,5,2,1.0
269,1,7,2023,5,3,1.0
270,1,7,2023,6,1,1.0
271,1,7,2023,6,2,1.0
272,1,7,2023,6,3,1.0
273,1,7,2023,7,4,1.0
274,1,7,2023,7,10,1.0
275,1,7,2023,7,11,1.0
276,1,7,2023,7,12,1.0
277,1,7,2023,8,4,1.0
278,1,7,2023,8,10,1.0
279,1,7,2023,8,11,1.0
280,1,7,2023,8,12,1.0
281,1,7,2023,9,5,1.0
282,1,7,2023,9,6,1.0
283,1,7,2023,9,7,1.0
284,1,7,2023,10,9,1.0
285,1,7,2023,10,13,1.0
286,1,7,2023,11,9,1.0
287,1,7,2023,11,13,1.0
288,1,7,2024,4,1,1.0
289,1,7,2024,4,2,1.0
290,1,7,2024,4,3,1.0
291,1,7,2024,5,1,1.0
292,1,7,2024,5,2,1.0
293,1,7,2024,5,3,1.0
294,1,7,2024,6,1,1.0
295,1,7,2024,6,2,1.0
296,1,7,2024,6,3,1.0
297,1,7,2024,7,4,1.0
298,1,7,2024,7,10,1.0
299,1,7,2024,7,11,1.0
300,1,7,2024,7,12,1.0
301,1,7,2024,8,4,1.0
302,1,7,2024,8,10,1.0
303,1,7,2024,8,11,1.0
304,1,7,2024,8,12,1.0
305,1,7,2024,9,5,1.0
306,1,7,2024,9,6,1.0
307,1,7,2024,9,7,1.0
308,1,7,2024,10,9,1.0
309,1,7,2024,10,13,1.0
310,1,7,2024,11,9,1.0
311,1,7,2024,11,13,1.0
312,1,7,2025,4,1,1.0
313,1,7,2025,4,2,1.0
314,1,7,2025,4,3,1.0
315,1,7,2025,5,1,1.0
316,1,7,2025,5,2,1.0
317,1,7,2025,5,3,1.0
318,1,7,2025,6,1,1.0
319,1,7,2025,6,2,1.0
320,1,7,2025,6,3,1.0
321,1,7,2025,7,4,1.0
322,1,7,2025,7,10,1.0
323,1,7,2025,7,11,1.0
324,1,7,2025,7,12,1.0
325,1,7,2025,8,4,1.0
326,1,7,2025,8,10,1.0
327,1,7,2025,8,11,1.0
328,1,7,2025,8,12,1.0
329,1,7,2025,9,5,1.0
330,1,7,2025,9,6,1.0
331,1,7,2025,9,7,1.0
332,1,7,2025,10,9,1.0
333,1,7,2025,10,13,1.0
334,1,7,2025,11,9,1.0
335,1,7,2025,11,13,1.0
336,1,7,2026,4,1,1.0
337,1,7,2026,4,2,1.0
338,1,7,2026,4,3,1.0
339,1,7,2026,5,1,1.0
340,1,7,2026,5,2,1.0
341,1,7,2026,5,3,1.0
342,1,7,2026,6,1,1.0
343,1,7,2026,6,2,1.0
344,1,7,2026,6,3,1.0
345,1,7,2026,7,4,1.0
346,1,7,2026,7,10,1.0
347,1,7,2026,7,11,1.0
348,1,7,2026,7,12,1.0
349,1,7,2026,8,4,1.0
350,1,7,2026,8,10,1.0
351,1,7,2026,8,11,1.0
352,1,7,2026,8,12,1.0
353,1,7,2026,9,5,1.0
354,1,7,2026,9,6,1.0
355,1,7,2026,9,7,1.0
356,1,7,2026,10,9,1.0
357,1,7,2026,10,13,1.0
358,1,7,2026,11,9,1.0
359,1,7,2026,11,13,1.0
360,1,7,2027,4,1,1.0
361,1,7,2027,4,2,1.0
362,1,7,2027,4,3,1.0
363,1,7,2027,5,1,1.0
364,1,7,2027,5,2,1.0
365,1,7,2027,5,3,1.0
366,1,7,2027,6,1,1.0
367,1,7,2027,6,2,1.0
368,1,7,2027,6,3,1.0
369,1,7,2027,7,4,1.0
370,1,7,2027,7,10,1.0
371,1,7,2027,7,11,1.0
372,1,7,2027,7,12,1.0
373,1,7,2027,8,4,1.0
374,1,7,2027,8,10,1.0
375,1,7,2027,8,11,1.0
376,1,7,2027,8,12,1.0
377,1,7,2027,9,5,1.0
378,1,7,2027,9,6,1.0
379,1,7,2027,9,7,1.0
380,1,7,2027,10,9,1.0
381,1,7,2027,10,13,1.0
382,1,7,2027,11,9,1.0
383,1,7,2027,11,13,1.0
384,1,7,2028,4,1,1.0
385,1,7,2028,4,2,1.0
386,1,7,2028,4,3,1.0
387,1,7,2028,5,1,1.0
388,1,7,2028,5,2,1.0
389,1,7,2028,5,3,1.0
390,1,7,2028,6,1,1.0
391,1,7,2028,6,2,1.0
392,1,7,2028,6,3,1.0
393,1,7,2028,7,4,1.0
394,1,7,2028,7,10,1.0
395,1,7,2028,7,11,1.0
396,1,7,2028,7,12,1.0
397,1,7,2028,8,4,1.0
398,1,7,2028,8,10,1.0
399,1,7,2028,8,11,1.0
400,1,7,2028,8,12,1.0
401,1,7,2028,9,5,1.0
402,1,7,2028,9,6,1.0
403,1,7,2028,9,7,1.0
404,1,7,2028,10,9,1.0
405,1,7,2028,10,13,1.0
406,1,7,2028,11,9,1.0
407,1,7,2028,11,13,1.0
408,1,7,2029,4,1,1.0
409,1,7,2029,4,2,1.0
410,1,7,2029,4,3,1.0
411,1,7,2029,5,1,1.0
412,1,7,2029,5,2,1.0
413,1,7,2029,5,3,1.0
414,1,7,2029,6,1,1.0
415,1,7,2029,6,2,1.0
416,1,7,2029,6,3,1.0
417,1,7,2029,7,4,1.0
418,1,7,2029,7,10,1.0
419,1,7,2029,7,11,1.0
420,1,7,2029,7,12,1.0
421,1,7,2029,8,4,1.0
422,1,7,2029,8,10,1.0
423,1,7,2029,8,11,1.0
424,1,7,2029,8,12,1.0
425,1,7,2029,9,5,1.0
426,1,7,2029,9,6,1.0
427,1,7,2029,9,7,1.0
428,1,7,2029,10,9,1.0
429,1,7,2029,10,13,1.0
430,1,7,2029,11,9,1.0
431,1,7,2029,11,13,1.0
432,1,7,2030,4,1,1.0
433,1,7,2030,4,2,1.0
434,1,7,2030,4,3,1.0
435,1,7,2030,5,1,1.0
436,1,7,2030,5,2,1.0
437,1,7,2030,5,3,1.0
438,1,7,2030,6,1,1.0
439,1,7,2030,6,2,1.0
440,1,7,2030,6,3,1.0
441,1,7,2030,7,4,1.0
442,1,7,2030,7,10,1.0
443,1,7,2030,7,11,1.0
444,1,7,2030,7,12,1.0
445,1,7,2030,8,4,1.0
446,1,7,2030,8,10,1.0
447,1,7,2030,8,11,1.0
448,1,7,2030,8,12,1.0
449,1,7,2030,9,5,1.0
450,1,7,2030,9,6,1.0
451,1,7,2030,9,7,1.0
452,1,7,2030,10,9,1.0
453,1,7,2030,10,13,1.0
454,1,7,2030,11,9,1.0
455,1,7,2030,11,13,1.0
456,1,7,2031,4,1,1.0
457,1,7,2031,4,2,1.0
458,1,7,2031,4,3,1.0
459,1,7,2031,5,1,1.0
460,1,7,2031,5,2,1.0
461,1,7,2031,5,3,1.0
462,1,7,2031,6,1,1.0
463,1,7,2031,6,2,1.0
464,1,7,2031,6,3,1.0
465,1,7,2031,7,4,1.0
466,1,7,2031,7,10,1.0
467,1,7,2031,7,11,1.0
468,1,7,2031,7,12,1.0
469,1,7,2031,8,4,1.0
470,1,7,2031,8,10,1.0
471,1,7,2031,8,11,1.0
472,1,7,2031,8,12,1.0
473,1,7,2031,9,5,1.0
474,1,7,2031,9,6,1.0
475,1,7,2031,9,7,1.0
476,1,7,2031,10,9,1.0
477,1,7,2031,10,13,1.0
478,1,7,2031,11,9,1.0
479,1,7,2031,11,13,1.0
480,1,7,2032,4,1,1.0
481,1,7,2032,4,2,1.0
482,1,7,2032,4,3,1.0
483,1,7,2032,5,1,1.0
484,1,7,2032,5,2,1.0
485,1,7,2032,5,3,1.0
486,1,7,2032,6,1,1.0
487,1,7,2032,6,2,1.0
488,1,7,2032,6,3,1.0
489,1,7,2032,7,4,1.0
490,1,7,2032,7,10,1.0
491,1,7,2032,7,11,1.0
492,1,7,2032,7,12,1.0
493,1,7,2032,8,4,1.0
494,1,7,2032,8,10,1.0
495,1,7,2032,8,11,1.0
496,1,7,2032,8,12,1.0
497,1,7,2032,9,5,1.0
498,1,7,2032,9,6,1.0
499,1,7,2032,9,7,1.0
500,1,7,2032,10,9,1.0
501,1,7,2032,10,13,1.0
502,1,7,2032,11,9,1.0
503,1,7,2032,11,13,1.0
504,1,7,2033,4,1,1.0
505,1,7,2033,4,2,1.0
506,1,7,2033,4,3,1.0
507,1,7,2033,5,1,1.0
508,1,7,2033,5,2,1.0
509,1,7,2033,5,3,1.0
510,1,7,2033,6,1,1.0
511,1,7,2033,6,2,1.0
512,1,7,2033,6,3,1.0
513,1,7,2033,7,4,1.0
514,1,7,2033,7,10,1.0
515,1,7,2033,7,11,1.0
516,1,7,2033,7,12,1.0
517,1,7,2033,8,4,1.0
518,1,7,2033,8,10,1.0
519,1,7,2033,8,11,1.0
520,1,7,2033,8,12,1.0
521,1,7,2033,9,5,1.0
522,1,7,2033,9,6,1.0
523,1,7,2033,9,7,1.0
524,1,7,2033,10,9,1.0
525,1,7,2033,10,13,1.0
526,1,7,2033,11,9,1.0
527,1,7,2033,11,13,1.0
528,1,7,2034,4,1,1.0
529,1,7,2034,4,2,1.0
530,1,7,2034,4,3,1.0
531,1,7,2034,5,1,1.0
532,1,7,2034,5,2,1.0
533,1,7,2034,5,3,1.0
534,1,7,2034,6,1,1.0
535,1,7,2034,6,2,1.0
536,1,7,2034,6,3,1.0
537,1,7,2034,7,4,1.0
538,1,7,2034,7,10,1.0
539,1,7,2034,7,11,1.0
540,1,7,2034,7,12,1.0
541,1,7,2034,8,4,1.0
542,1,7,2034,8,10,1.0
543,1,7,2034,8,11,1.0
544,1,7,2034,8,12,1.0
545,1,7,2034,9,5,1.0
546,1,7,2034,9,6,1.0
547,1,7,2034,9,7,1.0
548,1,7,2034,10,9,1.0
549,1,7,2034,10,13,1.0
550,1,7,2034,11,9,1.0
551,1,7,2034,11,13,1.0
552,1,7,2035,4,1,1.0
553,1,7,2035,4,2,1.0
554,1,7,2035,4,3,1.0
555,1,7,2035,5,1,1.0
556,1,7,2035,5,2,1.0
557,1,7,2035,5,3,1.0
558,1,7,2035,6,1,1.0
559,1,7,2035,6,2,1.0
560,1,7,2035,6,3,1.0
561,1,7,2035,7,4,1.0
562,1,7,2035,7,10,1.0
563,1,7,2035,7,11,1.0
564,1,7,2035,7,12,1.0
565,1,7,2035,8,4,1.0
566,1,7,2035,8,10,1.0
567,1,7,2035,8,11,1.0
568,1,7,2035,8,12,1.0
569,1,7,2035,9,5,1.0
570,1,7,2035,9,6,1.0
571,1,7,2035,9,7,1.0
572,1,7,2035,10,9,1.0
573,1,7,2035,10,13,1.0
574,1,7,2035,11,9,1.0
575,1,7,2035,11,13,1.0
576,1,7,2036,4,1,1.0
577,1,7,2036,4,2,1.0
578,1,7,2036,4,3,1.0
579,1,7,2036,5,1,1.0
580,1,7,2036,5,2,1.0
581,1,7,2036,5,3,1.0
582,1,7,2036,6,1,1.0
583,1,7,2036,6,2,1.0
584,1,7,2036,6,3,1.0
585,1,7,2036,7,4,1.0
586,1,7,2036,7,10,1.0
587,1,7,2036,7,11,1.0
588,1,7,2036,7,12,1.0
589,1,7,2036,8,4,1.0
590,1,7,2036,8,10,1.0
591,1,7,2036,8,11,1.0
592,1,7,2036,8,12,1.0
593,1,7,2036,9,5,1.0
594,1,7,2036,9,6,1.0
595,1,7,2036,9,7,1.0
596,1,7,2036,10,9,1.0
597,1,7,2036,10,13,1.0
598,1,7,2036,11,9,1.0
599,1,7,2036,11,13,1.0
600,1,7,2037,4,1,1.0
601,1,7,2037,4,2,1.0
602,1,7,2037,4,3,1.0
603,1,7,2037,5,1,1.0
604,1,7,2037,5,2,1.0
605,1,7,2037,5,3,1.0
606,1,7,2037,6,1,1.0
607,1,7,2037,6,2,1.0
608,1,7,2037,6,3,1.0
609,1,7,2037,7,4,1.0
610,1,7,2037,7,10,1.0
611,1,7,2037,7,11,1.0
612,1,7,2037,7,12,1.0
613,1,7,2037,8,4,1.0
614,1,7,2037,8,10,1.0
615,1,7,2037,8,11,1.0
616,1,7,2037,8,12,1.0
617,1,7,2037,9,5,1.0
618,1,7,2037,9,6,1.0
619,1,7,2037,9,7,1.0
620,1,7,2037,10,9,1.0
621,1,7,2037,10,13,1.0
622,1,7,2037,11,9,1.0
623,1,7,2037,11,13,1.0
624,1,7,2038,4,1,1.0
625,1,7,2038,4,2,1.0
626,1,7,2038,4,3,1.0
627,1,7,2038,5,1,1.0
628,1,7,2038,5,2,1.0
629,1,7,2038,5,3,1.0
630,1,7,2038,6,1,1.0
631,1,7,2038,6,2,1.0
632,1,7,2038,6,3,1.0
633,1,7,2038,7,4,1.0
634,1,7,2038,7,10,1.0
635,1,7,2038,7,11,1.0
636,1,7,2038,7,12,1.0
637,1,7,2038,8,4,1.0
638,1,7,2038,8,10,1.0
639,1,7,2038,8,11,1.0
640,1,7,2038,8,12,1.0
641,1,7,2038,9,5,1.0
642,1,7,2038,9,6,1.0
643,1,7,2038,9,7,1.0
644,1,7,2038,10,9,1.0
645,1,7,2038,10,13,1.0
646,1,7,2038,11,9,1.0
647,1,7,2038,11,13,1.0
648,1,7,2039,4,1,1.0
649,1,7,2039,4,2,1.0
650,1,7,2039,4,3,1.0
651,1,7,2039,5,1,1.0
652,1,7,2039,5,2,1.0
653,1,7,2039,5,3,1.0
654,1,7,2039,6,1,1.0
655,1,7,2039,6,2,1.0
656,1,7,2039,6,3,1.0
657,1,7,2039,7,4,1.0
658,1,7,2039,7,10,1.0
659,1,7,2039,7,11,1.0
660,1,7,2039,7,12,1.0
661,1,7,2039,8,4,1.0
662,1,7,2039,8,10,1.0
663,1,7,2039,8,11,1.0
664,1,7,2039,8,12,1.0
665,1,7,2039,9,5,1.0
666,1,7,2039,9,6,1.0
667,1,7,2039,9,7,1.0
668,1,7,2039,10,9,1.0
669,1,7,2039,10,13,1.0
670,1,7,2039,11,9,1.0
671,1,7,2039,11,13,1.0
672,1,7,2040,4,1,1.0
673,1,7,2040,4,2,1.0
674,1,7,2040,4,3,1.0
675,1,7,2040,5,1,1.0
676,1,7,2040,5,2,1.0
677,1,7,2040,5,3,1.0
678,1,7,2040,6,1,1.0
679,1,7,2040,6,2,1.0
680,1,7,2040,6,3,1.0
681,1,7,2040,7,4,1.0
682,1,7,2040,7,10,1.0
683,1,7,2040,7,11,1.0
684,1,7,2040,7,12,1.0
685,1,7,2040,8,4,1.0
686,1,7,2040,8,10,1.0
687,1,7,2040,8,11,1.0
688,1,7,2040,8,12,1.0
689,1,7,2040,9,5,1.0
690,1,7,2040,9,6,1.0
691,1,7,2040,9,7,1.0
692,1,7,2040,10,9,1.0
693,1,7,2040,10,13,1.0
694,1,7,2040,11,9,1.0
695,1,7,2040,11,13,1.0
696,1,7,2041,4,1,1.0
697,1,7,2041,4,2,1.0
698,1,7,2041,4,3,1.0
699,1,7,2041,5,1,1.0
700,1,7,2041,5,2,1.0
701,1,7,2041,5,3,1.0
702,1,7,2041,6,1,1.0
703,1,7,2041,6,2,1.0
704,1,7,2041,6,3,1.0
705,1,7,2041,7,4,1.0
706,1,7,2041,7,10,1.0
707,1,7,2041,7,11,1.0
708,1,7,2041,7,12,1.0
709,1,7,2041,8,4,1.0
710,1,7,2041,8,10,1.0
711,1,7,2041,8,11,1.0
712,1,7,2041,8,12,1.0
713,1,7,2041,9,5,1.0
714,1,7,2041,9,6,1.0
715,1,7,2041,9,7,1.0
716,1,7,2041,10,9,1.0
717,1,7,2041,10,13,1.0
718,1,7,2041,11,9,1.0
719,1,7,2041,11,13,1.0
720,1,7,2042,4,1,1.0
721,1,7,2042,4,2,1.0
722,1,7,2042,4,3,1.0
723,1,7,2042,5,1,1.0
724,1,7,2042,5,2,1.0
725,1,7,2042,5,3,1.0
726,1,7,2042,6,1,1.0
727,1,7,2042,6,2,1.0
728,1,7,2042,6,3,1.0
729,1,7,2042,7,4,1.0
730,1,7,2042,7,10,1.0
731,1,7,2042,7,11,1.0
732,1,7,2042,7,12,1.0
733,1,7,2042,8,4,1.0
734,1,7,2042,8,10,1.0
735,1,7,2042,8,11,1.0
736,1,7,2042,8,12,1.0
737,1,7,2042,9,5,1.0
738,1,7,2042,9,6,1.0
739,1,7,2042,9,7,1.0
740,1,7,2042,10,9,1.0
741,1,7,2042,10,13,1.0
742,1,7,2042,11,9,1.0
743,1,7,2042,11,13,1.0
744,1,7,2043,4,1,1.0
745,1,7,2043,4,2,1.0
746,1,7,2043,4,3,1.0
747,1,7,2043,5,1,1.0
748,1,7,2043,5,2,1.0
749,1,7,2043,5,3,1.0
750,1,7,2043,6,1,1.0
751,1,7,2043,6,2,1.0
752,1,7,2043,6,3,1.0
753,1,7,2043,7,4,1.0
754,1,7,2043,7,10,1.0
755,1,7,2043,7,11,1.0
756,1,7,2043,7,12,1.0
757,1,7,2043,8,4,1.0
758,1,7,2043,8,10,1.0
759,1,7,2043,8,11,1.0
760,1,7,2043,8,12,1.0
761,1,7,2043,9,5,1.0
762,1,7,2043,9,6,1.0
763,1,7,2043,9,7,1.0
764,1,7,2043,10,9,1.0
765,1,7,2043,10,13,1.0
766,1,7,2043,11,9,1.0
767,1,7,2043,11,13,1.0
768,1,7,2044,4,1,1.0
769,1,7,2044,4,2,1.0
770,1,7,2044,4,3,1.0
771,1,7,2044,5,1,1.0
772,1,7,2044,5,2,1.0
773,1,7,2044,5,3,1.0
774,1,7,2044,6,1,1.0
775,1,7,2044,6,2,1.0
776,1,7,2044,6,3,1.0
777,1,7,2044,7,4,1.0
778,1,7,2044,7,10,1.0
779,1,7,2044,7,11,1.0
780,1,7,2044,7,12,1.0
781,1,7,2044,8,4,1.0
782,1,7,2044,8,10,1.0
783,1,7,2044,8,11,1.0
784,1,7,2044,8,12,1.0
785,1,7,2044,9,5,1.0
786,1,7,2044,9,6,1.0
787,1,7,2044,9,7,1.0
788,1,7,2044,10,9,1.0
789,1,7,2044,10,13,1.0
790,1,7,2044,11,9,1.0
791,1,7,2044,11,13,1.0
792,1,7,2045,4,1,1.0
793,1,7,2045,4,2,1.0
794,1,7,2045,4,3,1.0
795,1,7,2045,5,1,1.0
796,1,7,2045,5,2,1.0
797,1,7,2045,5,3,1.0
798,1,7,2045,6,1,1.0
799,1,7,2045,6,2,1.0
800,1,7,2045,6,3,1.0
801,1,7,2045,7,4,1.0
802,1,7,2045,7,10,1.0
803,1,7,2045,7,11,1.0
804,1,7,2045,7,12,1.0
805,1,7,2045,8,4,1.0
806,1,7,2045,8,10,1.0
807,1,7,2045,8,11,1.0
808,1,7,2045,8,12,1.0
809,1,7,2045,9,5,1.0
810,1,7,2045,9,6,1.0
811,1,7,2045,9,7,1.0
812,1,7,2045,10,9,1.0
813,1,7,2045,10,13,1.0
814,1,7,2045,11,9,1.0
815,1,7,2045,11,13,1.0
816,1,7,2046,4,1,1.0
817,1,7,2046,4,2,1.0
