,TDVSID,ScenarioID,CountryID,Year,TechID,VehCatID,TypID,NVVehType_Value,NVVehType_PFix,NVVehType_Unit
55,0,1,9,2012,230,T,26,1237632.00594215,1,no
56,0,1,9,2012,240,S,26,71777.9247263345,1,no
57,0,1,9,2012,240,T,26,1265060.11885086,1,no
58,0,1,9,2012,250,S,26,881.463825155942,1,no
59,0,1,9,2012,250,T,26,15535.4830286058,1,no
60,0,1,9,2012,260,N,26,391500.348139852,1,no
61,0,1,9,2012,260,S,26,89262.0186792845,1,no
62,0,1,9,2012,260,T,26,1573210.98916996,1,no
63,0,1,9,2012,261,S,26,55.354904161715,1,no
64,0,1,9,2012,261,T,26,975.610285540969,1,no
65,0,1,9,2012,265,N,26,499933.280506291,1,no
66,0,1,9,2012,265,S,26,102882.578257465,1,no
67,0,1,9,2012,265,T,26,1813268.45508979,1,no
68,0,1,9,2012,270,S,26,406.779117466403,1,no
69,0,1,9,2012,270,T,26,7169.33570662704,1,no
70,0,1,9,2012,275,S,26,5.97101420478117e-15,1,no
71,0,1,9,2012,276,N,26,27.977507803771,1,no
72,0,1,9,2012,276,S,26,1.91654292644432,1,no
73,0,1,9,2012,276,T,26,33.7783800737401,1,no
74,0,1,9,2012,280,S,26,21699.6511288322,1,no
75,0,1,9,2012,280,T,26,382448.55003437,1,no
76,0,1,9,2012,290,S,26,54824.9974815933,1,no
77,0,1,9,2012,290,T,26,966270.870807394,1,no
78,0,1,9,2012,291,S,26,109.870235567788,1,no
79,0,1,9,2012,291,T,26,1936.42340309352,1,no
80,0,1,9,2012,295,S,26,62720.2047946445,1,no
81,0,1,9,2012,295,T,26,1105421.06134134,1,no
82,0,1,9,2012,300,S,26,84901.4071990997,1,no
83,0,1,9,2012,300,T,26,1496356.77948896,1,no
84,0,1,9,2012,302,S,91,130.935387316159,1,no
85,0,1,9,2012,302,T,91,2307.68912965232,1,no
86,0,1,9,2012,305,S,26,84208.7074283879,1,no
87,0,1,9,2012,305,T,26,1484148.1950585,1,no
88,0,1,9,2012,310,S,26,152.825322393991,1,no
89,0,1,9,2012,310,T,26,2693.49136587997,1,no
90,0,1,9,2012,320,N,91,45005.7935952631,1,no
91,0,1,9,2012,320,S,91,6396.70469122001,1,no
92,0,1,9,2012,320,T,91,112739.620541854,1,no
93,0,1,9,2012,330,S,26,70.5260711239872,1,no
94,0,1,9,2012,330,T,26,1242.99664915587,1,no
95,0,1,9,2012,340,S,26,7540.69882541888,1,no
96,0,1,9,2012,340,T,26,132902.105886646,1,no
97,0,1,9,2012,350,S,26,25843.7580267559,1,no
98,0,1,9,2012,350,T,26,455486.944287284,1,no
99,0,1,9,2012,351,S,26,0.00780365436013754,1,no
100,0,1,9,2012,351,T,26,0.137536602652497,1,no
101,0,1,9,2012,360,S,26,45147.1527624809,1,no
102,0,1,9,2012,360,T,26,795702.336856889,1,no
103,0,1,9,2012,361,S,26,21.7093932298691,1,no
104,0,1,9,2012,361,T,26,382.62025106282,1,no
105,0,1,9,2012,362,S,91,0.287250212150491,1,no
106,0,1,9,2012,362,T,91,5.06268172155322,1,no
107,0,1,9,2012,363,N,26,324111.204829633,1,no
108,0,1,9,2012,363,S,26,65580.6563819198,1,no
109,0,1,9,2012,363,T,26,1155835.49222329,1,no
110,0,1,9,2012,385,S,26,4.67110194235416e-06,1,no
111,0,1,9,2012,386,S,26,1.63042753865135,1,no
112,0,1,9,2012,386,T,26,28.7356992235143,1,no
113,0,1,9,2012,400,N,91,8549.48472888125,1,no
114,0,1,9,2012,400,S,91,1037.69615629938,1,no
115,0,1,9,2012,400,T,91,18289.0216988615,1,no
116,0,1,9,2012,410,S,26,59.7925709885486,1,no
117,0,1,9,2012,410,T,26,1053.82256800495,1,no
118,0,1,9,2012,411,S,26,22.3342282847505,1,no
119,0,1,9,2012,411,T,26,393.632744274406,1,no
120,0,1,9,2012,420,S,26,1.38793671980485e-18,1,no
121,0,1,9,2012,430,S,26,2.33224446535623,1,no
122,0,1,9,2012,430,T,26,41.1049702506981,1,no
123,0,1,9,2012,431,S,26,355.084036750314,1,no
124,0,1,9,2012,431,T,26,6258.22849359407,1,no
125,0,1,9,2012,432,S,26,2.94672467385535e-12,1,no
126,0,1,9,2012,433,S,26,2.77413951037586e-12,1,no
127,0,1,9,2012,441,S,26,6.7229811688231e-13,1,no
128,0,1,9,2012,442,S,26,364.434527817642,1,no
129,0,1,9,2012,442,T,26,6423.02753711683,1,no
130,0,1,9,2012,443,S,26,6.13744571841939e-12,1,no
131,0,1,9,2012,444,S,26,6.93328116574312e-12,1,no
132,0,1,9,2012,460,S,91,21.239686389152,1,no
133,0,1,9,2012,460,T,91,374.341836856668,1,no
134,0,1,9,2012,461,N,91,11250.7452195695,1,no
135,0,1,9,2012,461,S,91,1504.82235655661,1,no
136,0,1,9,2012,461,T,91,26521.9530446595,1,no
137,0,1,9,2012,470,S,91,0.0860881642557888,1,no
138,0,1,9,2012,470,T,91,1.5172729459692,1,no
139,0,1,9,2012,471,N,91,4004.17160671335,1,no
140,0,1,9,2012,471,S,91,510.523731585598,1,no
141,0,1,9,2012,471,T,91,8997.79723387448,1,no
142,0,1,9,2012,480,S,26,5.04240734544781e-16,1,no
143,0,1,9,2012,510,S,26,5.90106355186791e-15,1,no
144,0,1,9,2012,515,N,26,211.492115655601,1,no
145,0,1,9,2012,515,S,26,17.2998693795279,1,no
146,0,1,9,2012,515,T,26,304.903978442003,1,no
147,0,1,9,2012,520,S,26,7.48719110301231e-13,1,no
148,0,1,9,2012,521,S,26,1.16601149345887e-12,1,no
149,0,1,9,2012,530,S,26,4.14624447214967e-13,1,no
150,0,1,9,2012,531,S,26,1.04318835524536e-12,1,no
151,0,1,9,2012,540,S,26,4.44103215900168e-13,1,no
152,0,1,9,2012,541,S,26,1.16400411810965e-12,1,no
153,0,1,9,2012,550,S,26,9.77525312389278e-13,1,no
154,0,1,9,2012,551,S,26,9.20775888919779e-13,1,no
155,0,1,9,2012,600,S,26,1.88871302738491e-16,1,no
156,0,1,9,2012,610,S,26,1.98153976141223e-15,1,no
157,0,1,9,2012,611,N,92,23.5708672763189,1,no
158,0,1,9,2012,611,S,92,1.77592477796366,1,no
159,0,1,9,2012,611,T,92,31.3000357595549,1,no
160,0,1,9,2012,620,N,91,9046.3779296875,1,no
161,0,1,9,2012,620,S,91,1175.47201789524,1,no
162,0,1,9,2012,620,T,91,20717.2717285156,1,no
163,0,1,9,2012,630,S,27,74.0193363693478,1,no
164,0,1,9,2012,630,T,27,968.472208513748,1,no
165,0,1,9,2012,631,N,92,65.0167541503906,1,no
166,0,1,9,2012,631,S,92,11.777498271281,1,no
167,0,1,9,2012,631,T,92,207.574172973633,1,no
168,0,1,9,2012,640,S,27,815.37162614673,1,no
169,0,1,9,2012,640,T,27,10668.357732815,1,no
170,0,1,9,2012,641,N,26,0.267799309906353,1,no
171,0,1,9,2012,641,S,26,0.015196126593172,1,no
172,0,1,9,2012,641,T,26,0.26782626813642,1,no
173,0,1,9,2012,660,S,27,2.39161002548144e-05,1,no
174,0,1,9,2012,660,T,27,0.000312919293375454,1,no
175,0,1,9,2012,670,N,27,1524.55157928317,1,no
176,0,1,9,2012,670,S,27,807.120963783137,1,no
177,0,1,9,2012,670,T,27,10560.4057084805,1,no
178,0,1,9,2012,680,S,27,0.133941380611196,1,no
179,0,1,9,2012,680,T,27,1.75249483519584,1,no
180,0,1,9,2012,690,N,27,6.58312218211415,1,no
181,0,1,9,2012,690,S,27,1.98868078707679,1,no
182,0,1,9,2012,690,T,27,26.0199857004755,1,no
183,0,1,9,2012,691,S,27,0.00013398111082018,1,no
184,0,1,9,2012,691,T,27,0.00175301466697394,1,no
185,0,1,9,2012,700,S,27,25.2180102608306,1,no
186,0,1,9,2012,700,T,27,329.953540379791,1,no
187,0,1,9,2012,720,S,27,2.93621452517833,1,no
188,0,1,9,2012,720,T,27,38.4175582401895,1,no
189,0,1,9,2012,730,N,27,34.7853908573976,1,no
190,0,1,9,2012,730,S,27,5.11469887018739,1,no
191,0,1,9,2012,730,T,27,66.9209419276072,1,no
192,0,1,9,2012,810,S,27,6.90819931525972,1,no
193,0,1,9,2012,810,T,27,90.3871795650589,1,no
194,0,1,9,2012,811,N,27,0.0035623788851211,1,no
195,0,1,9,2012,811,S,27,0.0102698648267645,1,no
196,0,1,9,2012,811,T,27,0.134371356969272,1,no
197,0,1,9,2012,850,S,27,2.68030643890827,1,no
198,0,1,9,2012,850,T,27,35.0692457364162,1,no
199,0,1,9,2012,853,S,27,0.0521397657361171,1,no
200,0,1,9,2012,853,T,27,0.682198957065463,1,no
201,0,1,9,2012,854,S,27,4.15301969473183e-09,1,no
202,0,1,9,2012,857,N,27,0.0926717999642978,1,no
203,0,1,9,2012,857,S,27,0.0191181251121094,1,no
204,0,1,9,2012,857,T,27,0.250142378439833,1,no
205,0,1,9,2012,870,S,27,241.536620100195,1,no
206,0,1,9,2012,870,T,27,3160.27561687585,1,no
207,0,1,9,2012,890,N,27,3497.34162261032,1,no
208,0,1,9,2012,890,S,27,928.312405243699,1,no
209,0,1,9,2012,890,T,27,12146.0797866512,1,no
210,0,1,9,2012,970,S,27,99.7536053389831,1,no
211,0,1,9,2012,970,T,27,1305.18050023832,1,no
212,0,1,9,2012,980,S,27,871.274041507256,1,no
213,0,1,9,2012,980,T,27,11399.7873608154,1,no
214,0,1,9,2012,991,N,27,2.28928251194608,1,no
215,0,1,9,2012,991,S,27,0.383026612622668,1,no
216,0,1,9,2012,991,T,27,5.01153681782846,1,no
217,0,1,9,2012,1040,S,27,945.221359063342,1,no
218,0,1,9,2012,1040,T,27,12367.3172720517,1,no
219,0,1,9,2012,1041,S,27,0.557656810805676,1,no
220,0,1,9,2012,1041,T,27,7.29640590748875,1,no
221,0,1,9,2012,1110,S,27,3.50011208176771e-06,1,no
222,0,1,9,2012,1130,S,27,811.722256468394,1,no
223,0,1,9,2012,1130,T,27,10620.6092216095,1,no
224,0,1,9,2012,1131,N,27,0.595754174141898,1,no
225,0,1,9,2012,1131,S,27,0.579177640362638,1,no
226,0,1,9,2012,1131,T,27,7.57798537513053,1,no
227,0,1,9,2012,1150,S,10,0.0133069323079019,1,no
228,0,1,9,2012,1150,T,10,0.174108479660911,1,no
229,0,1,9,2012,1151,N,10,2.35968465765738,1,no
230,0,1,9,2012,1151,S,10,0.335143067177506,1,no
231,0,1,9,2012,1151,T,10,4.38502643171334,1,no
232,0,1,9,2012,1152,S,10,14.2430429583069,1,no
233,0,1,9,2012,1152,T,10,186.356592025592,1,no
234,0,1,9,2012,1153,N,10,206.388268799757,1,no
235,0,1,9,2012,1153,S,10,56.1468242225967,1,no
236,0,1,9,2012,1153,T,10,734.627484155739,1,no
237,0,1,9,2012,1158,S,10,6.78580662841881,1,no
238,0,1,9,2012,1158,T,10,88.7857883402136,1,no
239,0,1,9,2012,1159,S,10,50.5832939145794,1,no
240,0,1,9,2012,1159,T,10,661.834012222236,1,no
241,0,1,9,2012,1163,S,10,55.5557754265738,1,no
242,0,1,9,2012,1163,T,10,726.894176064899,1,no
243,0,1,9,2012,1164,S,10,0.209514978393118,1,no
244,0,1,9,2012,1164,T,10,2.74130306746603,1,no
245,0,1,9,2012,1166,S,10,56.3908226253128,1,no
246,0,1,9,2012,1166,T,10,737.819969843171,1,no
247,0,1,9,2012,1167,N,10,0.0419303650049603,1,no
248,0,1,9,2012,1167,S,10,0.0776685290779379,1,no
249,0,1,9,2012,1167,T,10,1.01621840423949,1,no
250,0,1,9,2012,1200,S,20,195.275348537352,1,no
251,0,1,9,2012,1200,T,20,3361.69474544791,1,no
252,0,1,9,2012,1220,N,20,79034.375,1,no
253,0,1,9,2012,1220,S,20,12084.8783371982,1,no
254,0,1,9,2012,1220,T,20,208043.013671875,1,no
255,0,1,9,2012,1230,S,20,0.000619006690067998,1,no
256,0,1,9,2012,1230,T,20,0.010656294063665,1,no
257,0,1,9,2012,1240,S,20,37.4707397402088,1,no
258,0,1,9,2012,1240,T,20,645.064468383789,1,no
259,0,1,9,2012,1300,S,20,2.56080676215686e-05,1,no
260,0,1,9,2012,1320,S,20,1558.42736603294,1,no
261,0,1,9,2012,1320,T,20,26828.5634966007,1,no
262,0,1,9,2012,1340,S,20,6567.5530452803,1,no
263,0,1,9,2012,1340,T,20,113061.421875,1,no
264,0,1,9,2012,1360,S,20,0.0838716257039673,1,no
265,0,1,9,2012,1360,T,20,1.44386275857687,1,no
266,0,1,9,2012,1365,N,20,34.5036392211914,1,no
267,0,1,9,2012,1365,S,20,3.66112635007502,1,no
268,0,1,9,2012,1365,T,20,63.0268454551697,1,no
269,0,1,9,2012,1390,S,20,13934.6926500038,1,no
270,0,1,9,2012,1390,T,20,239887.84765625,1,no
271,0,1,9,2012,1391,S,20,0.0828904593187905,1,no
272,0,1,9,2012,1391,T,20,1.42697183042765,1,no
273,0,1,9,2012,1410,S,20,146.625684176042,1,no
274,0,1,9,2012,1410,T,20,2524.18339403462,1,no
275,0,1,9,2012,1450,S,20,1398.67364191977,1,no
276,0,1,9,2012,1450,T,20,24078.3789037191,1,no
277,0,1,9,2012,1451,S,20,5954.10792586622,1,no
278,0,1,9,2012,1451,T,20,102500.87109375,1,no
279,0,1,9,2012,1452,S,20,11868.595162682,1,no
280,0,1,9,2012,1452,T,20,204319.666015625,1,no
281,0,1,9,2012,1453,S,20,15182.0752610937,1,no
282,0,1,9,2012,1453,T,20,261361.728515625,1,no
283,0,1,9,2012,1460,S,20,17631.240550146,1,no
284,0,1,9,2012,1460,T,20,303524.48046875,1,no
285,0,1,9,2012,1461,N,20,3.15510582923889,1,no
286,0,1,9,2012,1461,S,20,0.354662238723996,1,no
287,0,1,9,2012,1461,T,20,6.10556423664093,1,no
288,0,1,9,2012,1471,N,20,66646.0703125,1,no
289,0,1,9,2012,1471,S,20,10254.8212725225,1,no
290,0,1,9,2012,1471,T,20,176538.303710938,1,no
291,0,1,9,2012,1510,N,20,28.9989223480225,1,no
292,0,1,9,2012,1510,S,20,3.26813835430655,1,no
293,0,1,9,2012,1510,T,20,56.2614974975586,1,no
294,0,1,9,2012,1520,S,22,51.6972296017625,1,no
295,0,1,9,2012,1520,T,22,889.975649298185,1,no
296,0,1,9,2012,1530,N,22,14158.2774061798,1,no
297,0,1,9,2012,1530,S,22,2234.63356219065,1,no
298,0,1,9,2012,1530,T,22,38469.5557339176,1,no
299,0,1,9,2012,1550,S,22,17.0915320129117,1,no
300,0,1,9,2012,1550,T,22,294.233316134472,1,no
301,0,1,9,2012,1560,S,22,46.1839810343222,1,no
302,0,1,9,2012,1560,T,22,795.06423893157,1,no
303,0,1,9,2012,1570,S,22,1405.71330472726,1,no
304,0,1,9,2012,1570,T,22,24199.5677667627,1,no
305,0,1,9,2012,1590,S,22,3650.59437583328,1,no
306,0,1,9,2012,1590,T,22,62845.5359210537,1,no
307,0,1,9,2012,1591,S,22,0.211008659957913,1,no
308,0,1,9,2012,1591,T,22,3.63254608806313,1,no
309,0,1,9,2012,1592,N,22,1.93750656527613,1,no
310,0,1,9,2012,1592,S,22,0.261088170994408,1,no
311,0,1,9,2012,1592,T,22,4.4946724668763,1,no
312,0,1,9,2012,1610,S,22,3503.50278266654,1,no
313,0,1,9,2012,1610,T,22,60313.3318330728,1,no
314,0,1,9,2012,1613,N,22,0.00328909021287202,1,no
315,0,1,9,2012,1613,S,22,0.000309567746387367,1,no
316,0,1,9,2012,1613,T,22,0.00532925571089945,1,no
317,0,1,9,2012,1630,S,24,51.3189265042475,1,no
318,0,1,9,2012,1630,T,24,883.46310409149,1,no
319,0,1,9,2012,1640,N,24,16163.1005859375,1,no
320,0,1,9,2012,1640,S,24,2504.30563326807,1,no
321,0,1,9,2012,1640,T,24,43112.0013427734,1,no
322,0,1,9,2012,1650,S,24,46.2326247496051,1,no
323,0,1,9,2012,1650,T,24,795.901647868697,1,no
324,0,1,9,2012,1660,S,24,1431.52017273657,1,no
325,0,1,9,2012,1660,T,24,24643.8369140625,1,no
326,0,1,9,2012,1670,S,24,3836.71236449161,1,no
327,0,1,9,2012,1670,T,24,66049.5853271484,1,no
328,0,1,9,2012,1671,S,24,0.173879457866845,1,no
329,0,1,9,2012,1671,T,24,2.9933612421155,1,no
330,0,1,9,2012,1680,N,24,3.67203211784363,1,no
331,0,1,9,2012,1680,S,24,0.426466374645408,1,no
332,0,1,9,2012,1680,T,24,7.3416833281517,1,no
333,0,1,9,2012,1682,S,24,3800.27251682982,1,no
334,0,1,9,2012,1682,T,24,65422.2678222656,1,no
335,0,1,9,2012,1685,N,24,0.0038735355483368,1,no
336,0,1,9,2012,1685,S,24,0.000355099774129779,1,no
337,0,1,9,2012,1685,T,24,0.00611309647501912,1,no
338,0,1,9,2012,1730,S,24,20.0820318396361,1,no
339,0,1,9,2012,1730,T,24,345.715224266052,1,no
340,0,1,9,2012,2010,S,33,5.86348323003133e-05,1,no
341,0,1,9,2012,2020,S,33,502.431028103348,1,no
342,0,1,9,2012,2020,T,33,3481.90355093949,1,no
343,0,1,9,2012,2030,N,33,218.135222340585,1,no
344,0,1,9,2012,2030,S,33,395.840325734123,1,no
345,0,1,9,2012,2030,T,33,2743.21799149551,1,no
346,0,1,9,2012,2040,S,33,7.21252395334471e-05,1,no
347,0,1,9,2012,2070,S,4,22.569383944536,1,no
348,0,1,9,2012,2070,T,4,156.216838805499,1,no
349,0,1,9,2012,2080,S,25,288.490054146804,1,no
350,0,1,9,2012,2080,S,28,288.490054146804,1,no
351,0,1,9,2012,2080,T,25,1999.26853191452,1,no
352,0,1,9,2012,2080,T,28,1999.26853191452,1,no
353,0,1,9,2012,2090,S,4,3.5135365041496,1,no
354,0,1,9,2012,2090,T,4,24.3193862559485,1,no
355,0,1,9,2012,2100,S,25,335.373069964468,1,no
356,0,1,9,2012,2100,S,28,335.373069964468,1,no
357,0,1,9,2012,2100,T,25,2324.17310612147,1,no
358,0,1,9,2012,2100,T,28,2324.17310612147,1,no
359,0,1,9,2012,2110,N,25,193.265528668939,1,no
360,0,1,9,2012,2110,N,28,193.265528668939,1,no
361,0,1,9,2012,2110,S,25,329.186407394377,1,no
362,0,1,9,2012,2110,S,28,329.186407394377,1,no
363,0,1,9,2012,2110,T,25,2281.29883847804,1,no
364,0,1,9,2012,2110,T,28,2281.29883847804,1,no
365,0,1,9,2012,2120,N,25,77.6848902533099,1,no
366,0,1,9,2012,2120,N,28,77.6848902533099,1,no
367,0,1,9,2012,2120,S,25,162.61027954893,1,no
368,0,1,9,2012,2120,S,28,162.61027954893,1,no
369,0,1,9,2012,2120,T,25,1126.90753180199,1,no
370,0,1,9,2012,2120,T,28,1126.90753180199,1,no
371,0,1,9,2012,2130,N,4,9.48126936133528,1,no
372,0,1,9,2012,2130,S,4,17.5851968113411,1,no
373,0,1,9,2012,2130,T,4,121.718158652058,1,no
374,0,1,9,2012,2140,N,4,1.86488458088466,1,no
375,0,1,9,2012,2140,S,4,3.11071723396789,1,no
376,0,1,9,2012,2140,T,4,21.5312218491411,1,no
377,0,1,9,2012,2190,S,25,22.6477195461676,1,no
378,0,1,9,2012,2190,S,30,22.6477195461676,1,no
379,0,1,9,2012,2190,T,25,156.951244444764,1,no
380,0,1,9,2012,2190,T,30,156.951244444764,1,no
381,0,1,9,2012,2210,S,25,28.6029249347127,1,no
382,0,1,9,2012,2210,S,30,28.6029249347127,1,no
383,0,1,9,2012,2210,T,25,198.221487779903,1,no
384,0,1,9,2012,2210,T,30,198.221487779903,1,no
385,0,1,9,2012,2240,N,25,3.17177323504139,1,no
386,0,1,9,2012,2240,N,30,3.17177323504139,1,no
387,0,1,9,2012,2240,S,25,8.43874177793574,1,no
388,0,1,9,2012,2240,S,30,8.43874177793574,1,no
389,0,1,9,2012,2240,T,25,58.4814299247696,1,no
390,0,1,9,2012,2240,T,30,58.4814299247696,1,no
391,0,1,9,2012,2250,N,25,19.1483625325909,1,no
392,0,1,9,2012,2250,N,30,19.1483625325909,1,no
393,0,1,9,2012,2250,S,25,32.1279277759704,1,no
394,0,1,9,2012,2250,S,30,32.1279277759704,1,no
395,0,1,9,2012,2250,T,25,222.65015405153,1,no
396,0,1,9,2012,2250,T,30,222.65015405153,1,no
397,0,1,9,2012,2320,S,18,0.873294038188721,1,no
398,0,1,9,2012,2320,T,18,6.05202593490729,1,no
399,0,1,9,2012,3010,S,9,36.5248049107355,1,no
400,0,1,9,2012,3010,T,9,321.370263610736,1,no
401,0,1,9,2012,3020,N,9,14.4228021722091,1,no
402,0,1,9,2012,3020,S,9,4.15187999920954,1,no
403,0,1,9,2012,3020,T,9,36.5310854660837,1,no
404,0,1,9,2012,3030,S,16,16.379243888666,1,no
405,0,1,9,2012,3030,T,16,144.115812229786,1,no
406,0,1,9,2012,3040,N,16,6.48744253173539,1,no
407,0,1,9,2012,3040,S,16,1.91626323131581,1,no
408,0,1,9,2012,3040,T,16,16.8605971010817,1,no
409,0,1,9,2012,4010,N,13,1.05140471458435,1,no
410,0,1,9,2012,4010,S,13,3.30101333860943,1,no
411,0,1,9,2012,4010,T,13,29.1810901013207,1,no
412,0,1,9,2012,4040,S,14,0.705352572123514,1,no
413,0,1,9,2012,4040,T,14,8.57288843538247,1,no
414,0,1,9,2012,4050,S,13,16.509700779943,1,no
415,0,1,9,2012,4050,T,13,145.946416020333,1,no
416,0,1,9,2012,4060,N,14,0.393890412648519,1,no
417,0,1,9,2012,4060,S,14,0.637880478657266,1,no
418,0,1,9,2012,4060,T,14,7.75282942851385,1,no
419,0,1,9,2012,4070,N,13,7.67932891845703,1,no
420,0,1,9,2012,4070,S,13,6.92934516374275,1,no
421,0,1,9,2012,4070,T,13,61.2556887308757,1,no
422,0,1,9,2012,4120,S,14,3.52423381369829,1,no
423,0,1,9,2012,4120,T,14,42.8337040213519,1,no
424,0,1,9,2012,4130,S,13,30.6173247333055,1,no
425,0,1,9,2012,4130,T,13,270.658376703304,1,no
426,0,1,9,2012,4140,N,14,2.14088863134384,1,no
427,0,1,9,2012,4140,S,14,3.36229626974769,1,no
428,0,1,9,2012,4140,T,14,40.8655074730516,1,no
429,0,1,9,2012,4150,N,13,13.9287438869476,1,no
430,0,1,9,2012,4150,S,13,12.3727463294775,1,no
431,0,1,9,2012,4150,T,13,109.375573015213,1,no
432,0,1,9,2012,4200,S,14,3.71956103400715,1,no
433,0,1,9,2012,4200,T,14,45.2077202712113,1,no
434,0,1,9,2012,4210,S,13,29.476150377951,1,no
435,0,1,9,2012,4210,T,13,260.570349704011,1,no
436,0,1,9,2012,4220,N,13,13.9705467224121,1,no
437,0,1,9,2012,4220,S,13,12.3596590319704,1,no
438,0,1,9,2012,4220,T,13,109.259880781174,1,no
439,0,1,9,2012,4230,N,14,2.25367337465286,1,no
440,0,1,9,2012,4230,S,14,3.52974391868087,1,no
441,0,1,9,2012,4230,T,14,42.90067409724,1,no
442,0,1,9,2012,4275,S,13,1.93994176273536,1,no
443,0,1,9,2012,4275,T,13,17.1491628669221,1,no
444,0,1,9,2013,10,S,26,373.250800232569,1,no
445,0,1,9,2013,10,T,26,205.774334331345,1,no
446,0,1,9,2013,20,S,26,0.000108787531555876,1,no
447,0,1,9,2013,20,T,26,0.000500077639224406,1,no
448,0,1,9,2013,25,N,26,12.641504647241,1,no
449,0,1,9,2013,25,S,26,0.374159503594071,1,no
450,0,1,9,2013,25,T,26,43.838100572545,1,no
451,0,1,9,2013,30,S,26,6984.8696835097,1,no
452,0,1,9,2013,30,T,26,32721.8432564465,1,no
453,0,1,9,2013,40,N,26,3872.31499395004,1,no
454,0,1,9,2013,40,S,26,227.309653855509,1,no
455,0,1,9,2013,40,T,26,20074.930296553,1,no
456,0,1,9,2013,70,S,26,30977.3015290459,1,no
457,0,1,9,2013,70,T,26,19679.2304683906,1,no
458,0,1,9,2013,80,N,26,350849.690705657,1,no
459,0,1,9,2013,80,S,26,4238.85926270857,1,no
460,0,1,9,2013,80,T,26,1971942.36026137,1,no
461,0,1,9,2013,90,S,26,14295.4484136452,1,no
462,0,1,9,2013,90,T,26,9081.59913661988,1,no
463,0,1,9,2013,91,N,92,0.00136758379972865,1,no
464,0,1,9,2013,91,S,92,5.69173590930416e-15,1,no
465,0,1,9,2013,91,T,92,0.00136758380209969,1,no
466,0,1,9,2013,100,S,26,272448.639657576,1,no
467,0,1,9,2013,100,T,26,569946.423182826,1,no
468,0,1,9,2013,110,S,26,199394.713467844,1,no
469,0,1,9,2013,110,T,26,1693642.68013379,1,no
