,GEO_CODE,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
14839,E01015980,88,7,89,19,4,9,544,43,7,31,3
14840,E01015989,71,3,110,27,3,11,427,47,9,45,3
14841,E01015990,73,3,113,28,3,12,436,48,9,46,3
14842,E01015991,76,3,118,29,3,12,456,50,9,48,3
14843,E01015992,89,3,138,34,3,14,534,58,11,57,4
14844,E01015997,68,5,102,52,3,12,645,62,11,37,3
14845,E01015999,68,5,101,52,3,12,641,62,11,36,3
14846,E01016000,75,6,112,58,4,13,711,69,12,40,3
14847,E01016001,71,5,106,55,3,12,675,65,11,38,3
14848,E01016002,71,5,105,54,3,12,668,64,11,38,3
14849,E01016026,64,0,44,20,1,11,438,36,6,21,3
14850,E01016027,72,0,49,23,2,13,493,40,7,24,3
14851,E01016028,76,0,52,24,2,13,519,43,8,25,4
14852,E01016029,64,0,44,20,1,11,439,36,7,21,3
14853,E01016031,106,1,182,77,6,23,807,127,33,200,6
14854,E01016035,108,1,185,79,7,24,821,129,34,203,6
14855,E01016037,114,1,194,83,7,25,862,136,36,214,7
14856,E01016039,98,1,168,71,6,22,745,117,31,185,6
14857,E01016044,121,1,194,82,9,20,869,128,36,310,5
14858,E01016046,119,1,192,81,9,20,858,126,35,306,5
14859,E01016047,124,1,200,84,9,21,895,132,37,319,5
14860,E01016048,121,1,195,82,9,20,871,128,36,311,5
14861,E01016051,71,1,50,29,0,7,448,37,4,37,3
14862,E01016052,77,1,55,32,1,7,487,40,5,40,3
14863,E01016053,74,1,53,31,0,7,471,38,4,39,3
14864,E01016054,72,1,51,30,0,7,455,37,4,37,3
14865,E01016085,78,1,55,32,1,7,492,40,5,40,3
14866,E01016050,84,1,60,35,1,8,529,43,5,44,3
14867,E01016161,93,1,82,89,5,19,835,120,27,157,7
14868,E01016162,97,1,86,94,6,20,879,126,28,165,7
14869,E01016164,96,1,85,92,6,20,867,124,28,163,7
14870,E01016165,87,1,77,84,5,18,784,112,25,147,7
14871,E01016169,61,2,35,56,4,10,518,65,8,48,5
14872,E01016170,59,2,34,54,4,9,500,63,7,46,4
14873,E01016172,49,2,28,45,3,8,414,52,6,38,4
14874,E01016080,56,2,32,52,4,9,478,60,7,44,4
14875,E01016081,50,2,29,47,3,8,428,54,6,40,4
14876,E01016082,60,2,34,55,4,9,506,64,7,47,4
14877,E01023430,27,0,33,16,1,4,197,22,6,36,2
14878,E01023431,26,0,32,15,1,4,191,21,6,35,2
14879,E01023432,27,0,34,16,1,4,203,23,6,37,2
14880,E01023433,31,0,38,18,2,4,226,25,7,41,3
14881,E01024625,32,0,39,19,2,5,234,26,7,43,3
14882,E01024626,33,0,40,19,2,5,243,27,7,44,3
14883,E01017565,33,0,41,19,2,5,244,27,7,44,3
14884,E01017623,32,0,40,19,2,5,239,27,7,44,3
14885,E01017624,33,0,41,20,2,5,247,28,7,45,3
14886,E01017625,36,0,45,21,2,5,269,30,8,49,3
14887,E01017626,37,0,46,22,2,5,277,31,8,51,3
14888,E01016201,40,0,17,4,0,3,231,14,6,20,3
14889,E01016202,35,0,15,4,0,2,207,13,5,18,3
14890,E01016180,40,0,17,4,0,3,232,14,6,20,3
14891,E01016181,40,0,17,4,0,3,236,15,6,21,3
14892,E01016182,36,0,15,4,0,2,211,13,5,18,3
14893,E01016183,33,0,14,4,0,2,193,12,5,17,2
14894,E01016222,38,0,16,4,0,3,224,14,6,19,3
14895,E01016200,41,0,17,4,0,3,238,15,6,21,3
14896,E01016189,0,0,0,0,0,0,0,0,0,0,0
14897,E01016190,66,0,30,30,6,8,491,58,27,108,3
14898,E01016191,68,0,31,31,6,8,510,60,28,112,3
14899,E01016226,63,0,28,28,5,8,466,55,25,102,3
14900,E01016192,97,1,37,23,3,11,793,61,30,53,3
14901,E01016194,92,1,35,22,2,11,757,58,28,51,3
14902,E01016195,81,1,31,19,2,9,662,51,25,44,3
14903,E01016196,106,0,28,15,1,10,698,47,45,226,26
14904,E01016197,68,0,18,10,1,6,447,30,29,145,17
14905,E01016198,60,0,16,9,1,6,399,27,26,129,15
14906,E01016199,69,0,18,10,1,6,455,31,30,147,17
14907,E01016206,61,1,22,3,1,6,350,21,13,96,1
14908,E01016207,72,2,25,4,1,7,409,25,15,112,2
14909,E01016208,71,2,25,4,1,7,406,25,15,112,2
14910,E01016230,66,1,23,3,1,6,375,23,14,103,1
14911,E01016209,94,0,26,75,2,16,758,91,60,135,2
14912,E01016210,81,0,22,65,1,13,653,78,52,116,1
14913,E01016211,0,0,0,0,0,0,0,0,0,0,0
14914,E01016212,60,2,20,46,4,9,546,58,34,49,2
14915,E01016213,53,1,18,41,3,8,485,52,30,43,1
14916,E01016214,63,2,21,47,4,10,567,60,35,51,2
14917,E01016215,55,1,18,42,3,9,497,53,31,44,1
14918,E01016231,55,0,21,31,8,10,492,57,34,95,2
14919,E01016232,55,0,21,31,8,10,494,58,34,96,2
14920,E01016233,61,0,23,34,9,11,540,63,38,104,2
14921,E01016193,50,1,18,12,2,8,475,35,16,27,1
14922,E01016234,47,1,17,11,2,8,447,33,15,25,1
14923,E01016235,54,1,20,13,2,9,520,38,17,29,1
14924,E01016236,56,1,21,13,2,9,536,39,18,30,1
14925,E01016237,49,1,18,11,2,8,467,34,15,26,1
14926,E01016254,117,1,25,9,0,6,394,36,8,41,3
14927,E01016255,132,2,28,10,0,6,444,40,10,46,3
14928,E01016256,153,2,72,7,0,5,450,23,8,30,7
14929,E01016257,123,1,57,6,0,4,362,18,7,25,6
14930,E01016258,97,1,34,143,1,16,763,83,18,44,3
14931,E01016259,94,1,33,139,1,15,741,81,18,43,3
14932,E01016261,98,1,34,145,1,16,772,84,19,45,3
14933,E01016262,81,1,29,120,1,13,641,70,15,37,3
14934,E01016265,226,3,44,15,0,7,902,58,21,84,14
14935,E01016266,221,3,43,15,0,6,883,57,20,82,13
14936,E01016267,82,1,24,39,0,6,542,33,9,28,4
14937,E01016268,90,1,27,43,0,6,593,37,9,31,4
14938,E01016269,84,1,25,40,0,6,557,34,9,29,4
14939,E01016270,90,1,26,42,0,6,591,36,9,31,4
14940,E01016260,242,2,61,355,3,34,1625,170,51,104,3
14941,E01016273,233,1,58,342,3,33,1562,164,49,100,3
14942,E01016277,64,1,12,7,0,3,282,17,18,88,3
14943,E01016326,57,1,11,7,0,3,251,15,16,78,2
14944,E01016278,53,1,10,6,0,3,235,14,15,73,2
14945,E01016324,59,0,12,5,0,6,293,24,6,16,4
14946,E01016283,80,0,16,6,0,8,393,32,8,21,5
14947,E01016284,58,0,12,5,0,6,285,23,6,15,4
14948,E01016287,90,0,18,10,1,2,325,24,2,45,0
14949,E01016288,94,0,19,10,1,2,341,26,2,47,0
14950,E01023011,88,0,17,9,1,2,316,24,2,44,0
14951,E01016319,69,1,23,24,1,6,409,39,22,38,1
14952,E01016289,63,1,21,22,1,6,375,36,20,34,1
14953,E01016290,71,1,23,25,1,7,421,41,23,39,1
14954,E01016291,69,1,23,24,1,7,414,40,22,38,1
14955,E01016292,68,1,23,24,1,6,408,39,22,37,1
14956,E01016293,126,5,44,34,6,8,770,81,42,181,6
14957,E01016294,118,4,41,31,6,8,717,76,39,169,6
14958,E01016296,98,3,40,12,2,8,531,52,9,121,6
14959,E01016297,96,2,39,12,2,8,515,51,8,117,5
14960,E01016298,66,2,27,8,1,5,357,35,6,81,4
14961,E01016299,91,2,37,11,2,7,488,48,8,111,5
14962,E01016301,182,5,53,16,1,8,686,58,7,62,6
14963,E01016302,128,4,37,11,1,6,480,41,5,43,4
14964,E01016300,124,3,36,11,1,6,468,40,5,42,4
14965,E01016310,63,2,35,15,4,7,382,36,38,172,1
14966,E01016311,68,2,38,16,5,7,412,39,41,185,1
14967,E01016312,81,2,46,19,6,9,495,47,49,223,1
14968,E01016313,95,0,109,9,0,5,411,30,15,96,5
14969,E01016314,80,0,91,7,0,4,343,26,12,80,4
14970,E01016316,146,1,79,96,1,14,803,62,27,35,8
14971,E01016317,130,1,70,85,1,12,713,55,24,31,7
14972,E01016318,134,1,72,88,1,13,739,57,25,32,8
14973,E01023132,51,0,23,15,1,2,306,28,21,77,2
14974,E01023133,55,0,24,17,1,2,330,30,23,84,2
14975,E01023134,63,0,28,19,1,2,377,34,26,95,2
14976,E01023135,51,0,23,15,1,2,304,28,21,77,2
14977,E01023147,53,0,23,16,1,2,315,29,22,80,2
14978,E01016323,172,1,43,25,5,10,861,90,55,142,10
14979,E01016325,173,2,44,26,5,11,869,91,55,143,11
14980,E01016309,109,0,35,23,0,5,552,52,15,37,3
14981,E01016328,87,0,28,18,0,4,438,41,12,29,3
14982,E01016331,63,0,19,27,2,7,453,41,22,41,3
14983,E01016333,49,0,15,21,2,6,351,32,17,32,2
14984,E01016334,49,0,15,21,2,6,350,32,17,32,2
14985,E01016335,56,0,17,24,2,6,399,37,19,36,2
14986,E01016336,53,0,16,23,2,6,381,35,19,35,2
14987,E01016340,132,0,29,76,5,26,1269,125,89,89,0
14988,E01016343,124,0,27,71,5,24,1197,117,84,84,0
14989,E01016271,20,0,19,7,0,2,139,12,5,27,0
14990,E01016272,20,0,19,7,0,2,141,12,5,27,0
14991,E01016274,19,0,18,7,0,2,135,11,5,26,0
14992,E01016275,20,0,19,7,0,2,138,12,5,26,0
14993,E01016276,19,0,18,7,0,2,135,11,5,26,0
14994,E01016344,20,0,18,7,0,2,137,12,5,26,0
14995,E01016345,16,0,15,6,0,1,113,10,4,22,0
14996,E01016356,38,1,50,77,2,5,245,24,24,119,3
14997,E01016357,38,1,50,77,2,5,246,24,24,119,3
14998,E01016359,40,1,52,80,2,5,254,25,25,124,3
14999,E01016360,40,1,52,80,2,5,256,25,25,124,3
15000,E01016361,40,1,52,81,2,5,257,26,26,125,3
15001,E01016400,38,1,50,77,2,5,246,24,24,120,3
15002,E01021084,43,1,56,87,3,6,277,28,28,135,4
15003,E01021085,37,1,48,74,2,5,235,23,23,114,3
15004,E01021086,37,1,49,75,2,5,238,24,24,116,3
15005,E01016362,34,1,39,34,1,3,201,19,16,84,1
15006,E01016363,35,1,40,35,1,3,207,19,17,87,1
15007,E01016365,36,1,42,36,1,3,215,20,18,90,1
15008,E01016366,39,1,44,38,1,3,228,21,19,96,1
15009,E01016367,37,1,43,37,1,3,220,20,18,92,1
15010,E01016427,38,1,43,38,1,3,223,21,18,94,1
15011,E01016429,38,1,43,38,1,3,224,21,18,94,1
15012,E01000866,41,1,47,41,1,4,241,22,20,101,1
15013,E01000870,38,1,44,38,1,3,226,21,19,95,1
15014,E01000925,36,1,41,36,1,3,211,19,17,88,1
15015,E01000926,34,1,39,34,1,3,200,18,16,84,1
15016,E01016374,64,1,88,96,3,8,396,39,53,275,4
15017,E01016375,52,1,72,78,2,7,321,32,43,223,3
15018,E01016376,57,1,79,85,3,7,352,35,47,244,4
15019,E01016377,64,1,87,95,3,8,391,39,53,271,4
15020,E01016379,62,1,85,93,3,8,384,38,52,266,4
15021,E01016380,71,1,54,123,1,8,511,54,25,52,2
15022,E01016381,62,1,47,108,1,7,449,47,22,46,2
15023,E01016382,66,1,50,115,1,7,479,50,24,49,2
15024,E01016383,66,1,50,115,1,7,477,50,24,49,2
15025,E01016384,73,1,55,127,1,8,526,55,26,54,2
15026,E01016385,67,1,51,117,1,7,485,51,24,50,2
15027,E01012924,21,0,25,26,1,3,129,14,10,59,1
15028,E01013069,20,0,24,25,1,3,124,13,10,56,1
15029,E01016388,20,0,23,25,1,3,120,13,9,55,1
15030,E01016389,19,0,22,24,1,3,116,12,9,53,1
15031,E01016390,18,0,21,23,1,2,111,12,9,50,1
15032,E01016391,19,0,23,24,1,3,118,13,9,54,1
15033,E01016392,20,0,24,26,1,3,126,13,10,57,1
15034,E01016393,18,0,22,23,1,3,112,12,9,51,1
15035,E01026164,16,0,19,20,1,2,98,10,8,45,1
15036,E01026165,18,0,22,23,1,3,114,12,9,52,1
15037,E01026166,16,0,19,21,1,2,101,11,8,46,1
15038,E01026167,19,0,22,23,1,3,115,12,9,52,1
15039,E01026168,19,0,22,24,1,3,116,12,9,53,1
15040,E01013036,18,0,22,23,1,3,114,12,9,52,1
15041,E01013037,19,0,22,24,1,3,115,12,9,52,1
15042,E01013038,18,0,21,23,1,2,111,12,9,50,1
15043,E01013040,18,0,21,23,1,2,110,12,9,50,1
15044,E01013041,18,0,21,23,1,3,112,12,9,51,1
15045,E01013045,19,0,22,24,1,3,116,12,9,53,1
15046,E01016394,47,2,35,134,2,11,407,48,34,88,2
15047,E01016395,41,1,30,117,2,10,354,42,30,76,1
15048,E01016396,47,2,34,134,2,11,405,48,34,88,2
15049,E01016397,50,2,37,142,2,12,430,51,36,93,2
15050,E01016398,45,1,33,129,2,11,390,46,33,84,2
15051,E01016399,50,2,37,144,3,12,435,52,37,94,2
15052,E01016407,70,1,30,95,3,8,454,40,23,47,3
15053,E01016408,73,1,31,99,3,9,473,41,24,49,3
15054,E01016409,80,1,34,108,3,9,517,45,27,54,4
15055,E01016410,65,1,28,87,3,8,417,36,22,43,3
15056,E01016411,76,1,32,101,3,9,487,42,25,51,4
15057,E01016412,78,1,33,105,3,9,504,44,26,52,4
15058,E01016413,57,3,70,99,5,5,360,36,55,250,5
15059,E01016414,46,2,57,81,4,4,295,30,45,205,4
15060,E01016415,44,2,54,77,4,4,281,28,43,196,4
15061,E01016416,44,2,54,77,4,4,280,28,43,195,4
15062,E01016417,49,3,60,86,4,5,312,31,48,217,4
15063,E01016418,45,2,55,78,4,4,283,28,44,197,4
15064,E01016419,52,1,25,126,1,9,369,43,27,53,3
15065,E01016420,46,0,22,111,1,8,324,38,24,47,2
15066,E01016421,46,0,22,110,1,8,323,38,24,47,2
15067,E01016422,46,0,22,112,1,8,327,38,24,47,2
15068,E01016423,49,1,24,120,1,8,351,41,26,51,2
15069,E01016424,45,0,22,109,1,7,318,37,24,46,2
15070,E01016431,63,1,31,127,2,12,473,52,17,51,3
15071,E01016432,58,0,28,118,2,11,439,48,16,47,2
15072,E01016433,58,0,28,118,2,11,438,48,16,47,2
15073,E01016434,73,1,36,148,2,14,549,60,20,59,3
15074,E01016435,59,0,29,120,2,11,447,49,16,48,2
15075,E01016436,64,1,31,129,2,12,480,53,17,51,3
15076,E01016437,24,0,11,66,0,5,203,32,17,51,1
15077,E01016438,26,0,12,71,0,6,217,34,18,54,1
15078,E01016439,29,0,13,78,1,6,241,38,20,60,1
15079,E01016440,28,0,13,76,1,6,235,37,20,58,1
15080,E01016441,31,0,14,84,1,7,259,40,22,64,1
15081,E01016442,30,0,13,80,1,7,248,39,21,62,1
15082,E01016443,31,0,14,84,1,7,259,41,22,64,1
15083,E01027923,42,0,19,114,1,9,351,55,29,87,1
15084,E01027924,31,0,14,84,1,7,259,41,22,65,1
15085,E01016451,43,2,20,34,6,7,393,43,22,59,2
15086,E01016452,48,2,22,37,7,7,436,47,25,65,3
15087,E01016453,47,2,21,36,6,7,423,46,24,63,3
15088,E01016454,45,2,20,35,6,7,404,44,23,61,2
15089,E01016455,41,2,19,32,6,6,374,41,21,56,2
15090,E01016450,45,2,20,35,6,7,404,44,23,61,2
15091,E01016462,52,6,52,35,9,6,403,59,24,125,5
15092,E01016463,49,6,49,33,9,6,376,55,22,117,5
15093,E01016464,47,6,48,32,8,6,367,54,22,114,5
15094,E01016466,0,0,0,0,0,0,0,0,0,0,0
15095,E01016474,45,5,46,31,8,6,351,51,21,109,4
15096,E01016475,45,5,45,30,8,5,345,50,20,107,4
15097,E01016483,62,4,24,48,8,6,503,69,28,111,2
15098,E01016484,54,3,21,42,7,6,439,60,24,97,2
15099,E01016485,61,4,24,47,8,6,495,68,27,110,2
15100,E01016486,70,4,27,53,9,7,561,77,31,124,2
15101,E01016488,61,4,24,47,8,6,493,68,27,109,2
15102,E01016489,0,0,0,0,0,0,0,0,0,0,0
15103,E01016490,131,14,68,89,9,13,1027,98,38,108,10
15104,E01016492,124,13,65,84,9,13,970,93,36,102,9
15105,E01016493,47,1,43,21,6,6,431,39,21,59,1
15106,E01016494,55,2,50,24,7,6,502,45,25,69,1
15107,E01016495,52,1,46,23,7,6,470,42,23,64,1
15108,E01016496,46,1,42,20,6,5,424,38,21,58,1
15109,E01016497,56,2,50,24,7,7,508,46,25,70,1
15110,E01016498,60,2,54,26,8,7,545,49,27,75,1
15111,E01016499,49,1,45,22,7,6,451,40,22,62,1
15112,E01016501,54,2,27,49,4,11,492,58,24,60,2
15113,E01016502,54,2,27,49,4,11,498,58,24,61,2
15114,E01016503,55,2,27,50,4,11,506,59,25,62,2
15115,E01016505,56,2,28,51,4,11,511,60,25,63,2
15116,E01016500,50,2,25,45,4,10,455,53,22,56,2
15117,E01016516,64,4,37,44,7,6,508,71,34,106,4
15118,E01016517,57,4,34,40,7,5,456,64,31,96,3
15119,E01016518,63,4,37,44,7,5,499,70,34,105,3
15120,E01016519,65,4,38,45,8,6,514,72,35,108,4
15121,E01016521,61,4,36,42,7,5,485,68,33,102,3
15122,E01016530,110,1,58,6,1,7,454,22,11,51,4
15123,E01016531,114,1,60,6,1,7,471,23,11,52,4
15124,E01016532,147,2,78,8,2,9,606,29,14,67,5
15125,E01016533,140,2,74,8,2,9,579,28,14,64,5
15126,E01016534,94,6,78,15,5,8,599,43,20,120,4
15127,E01016535,76,5,63,12,4,6,483,34,16,97,3
15128,E01016537,90,6,75,14,4,7,570,41,19,114,4
15129,E01016538,95,6,79,15,5,8,602,43,20,121,4
15130,E01016558,101,2,31,8,1,7,457,28,12,24,3
15131,E01016539,95,2,29,8,1,6,429,27,11,22,3
15132,E01016540,94,2,29,8,1,6,423,26,11,22,3
15133,E01016541,92,2,28,8,1,6,413,26,11,21,3
15134,E01016542,78,2,24,6,1,5,351,22,9,18,2
15135,E01016543,98,2,30,8,1,6,443,27,12,23,3
15136,E01016551,88,0,33,27,5,7,589,49,50,84,2
15137,E01016553,85,0,32,26,4,6,571,47,48,82,2
15138,E01016554,90,0,34,27,5,7,605,50,51,87,2
15139,E01016555,82,0,31,25,4,6,546,45,46,78,2
15140,E01016556,102,3,34,59,7,26,785,90,101,131,3
15141,E01016557,105,3,35,61,8,26,804,93,104,135,3
15142,E01016559,78,1,41,20,3,7,560,42,19,44,2
15143,E01016560,78,1,41,20,3,7,561,42,19,44,2
15144,E01016561,87,1,45,22,3,8,621,46,21,48,3
15145,E01016562,73,1,38,19,2,6,526,39,18,41,2
15146,E01016563,75,1,39,19,2,7,537,40,18,42,2
15147,E01016564,89,6,62,12,5,9,543,34,16,32,5
15148,E01016565,85,5,60,11,4,9,524,33,15,31,5
15149,E01016566,92,6,65,12,5,10,564,35,16,33,5
15150,E01016570,74,3,35,14,3,7,505,42,17,70,1
15151,E01016571,69,2,33,13,3,7,467,39,16,65,1
15152,E01016572,66,2,32,12,3,7,450,38,15,62,1
15153,E01016573,69,2,33,13,3,7,466,39,16,65,1
15154,E01016574,68,2,33,13,3,7,463,39,16,64,1
15155,E01016575,111,4,49,7,0,8,580,29,11,26,5
15156,E01016576,100,4,44,6,0,7,522,26,10,23,5
15157,E01016577,107,4,47,7,0,8,559,28,11,25,5
15158,E01016587,84,2,30,10,2,6,520,33,22,43,6
15159,E01016588,94,2,34,11,2,7,580,37,24,48,7
15160,E01016589,83,2,30,10,2,6,515,33,21,42,6
15161,E01016601,80,2,37,17,1,11,473,35,21,46,1
15162,E01016602,80,2,38,17,1,11,474,35,22,46,1
15163,E01016598,71,2,33,15,1,9,422,31,19,41,1
15164,E01016599,78,2,37,17,1,10,464,34,21,45,1
15165,E01016600,55,1,26,12,1,7,327,24,15,31,1
15166,E01016610,98,0,20,22,0,13,625,41,96,111,6
15167,E01016611,261,0,43,19,0,12,592,37,69,296,20
15168,E01016612,263,0,44,19,0,12,596,37,69,299,20
15169,E01016619,82,0,58,21,0,3,566,32,6,21,1
15170,E01016620,83,0,58,21,0,3,566,33,7,22,2
15171,E01016621,58,1,19,53,0,6,459,29,21,33,3
15172,E01016622,50,1,16,46,0,5,400,26,18,29,2
15173,E01016623,55,1,18,51,0,6,440,28,20,31,2
15174,E01016624,53,1,17,49,0,6,423,27,19,30,2
15175,E01016684,51,1,16,47,0,6,408,26,19,29,2
15176,E01016625,95,1,88,15,3,9,682,42,22,93,4
15177,E01016626,87,1,81,14,3,8,625,39,20,85,3
15178,E01016627,100,1,93,16,3,10,718,45,23,98,4
15179,E01016628,97,1,90,15,3,9,697,43,22,95,4
15180,E01016629,70,1,42,12,0,7,444,30,14,33,2
15181,E01016630,84,1,50,15,0,8,533,36,17,40,2
15182,E01016631,75,1,45,13,0,7,478,32,16,36,2
15183,E01016632,81,1,49,14,0,8,517,35,17,39,2
15184,E01016633,69,1,41,12,0,7,440,29,14,33,2
15185,E01016634,78,1,47,14,0,8,497,33,16,37,2
15186,E01016635,76,1,45,13,0,7,479,32,16,36,2
15187,E01016636,91,1,32,9,2,7,587,31,12,15,1
15188,E01016637,73,1,26,7,1,6,471,25,10,12,1
15189,E01016638,85,1,30,8,1,7,549,29,11,14,1
15190,E01016639,102,1,36,10,2,8,660,35,13,16,1
15191,E01016640,109,0,35,8,2,6,568,43,12,24,4
15192,E01016641,98,0,32,7,2,5,510,38,11,21,4
15193,E01016642,86,0,28,6,2,5,446,34,10,19,3
15194,E01016643,103,0,33,8,2,6,533,40,11,22,4
15195,E01016656,120,0,70,6,0,7,483,21,8,29,3
15196,E01016657,127,0,74,6,0,8,513,23,9,30,3
15197,E01016658,65,1,24,64,2,11,527,41,25,31,1
15198,E01016659,66,1,25,65,2,11,538,41,25,32,1
15199,E01016660,75,2,28,73,2,12,607,47,29,36,1
15200,E01016661,65,1,24,64,2,11,529,41,25,31,1
15201,E01016662,69,2,26,68,2,11,565,43,27,33,1
15202,E01016663,69,2,26,68,2,11,565,43,27,33,1
15203,E01016670,80,1,51,15,2,7,588,40,20,83,3
15204,E01016671,75,1,48,14,2,6,551,38,18,77,2
15205,E01016672,85,1,54,16,2,7,623,43,21,88,3
15206,E01016673,78,1,49,14,2,7,568,39,19,80,3
15207,E01016674,73,1,47,13,2,6,537,37,18,75,2
15208,E01016685,169,3,48,85,0,12,882,47,61,96,15
15209,E01016686,53,1,36,56,0,9,420,34,33,45,2
15210,E01016687,57,1,39,61,0,9,452,36,36,48,2
15211,E01016688,82,1,55,86,0,13,644,52,51,68,3
15212,E01016689,66,1,44,69,0,11,516,42,41,55,2
15213,E01016690,94,2,31,18,5,5,482,27,10,24,3
15214,E01016691,80,1,26,16,4,4,413,23,9,21,3
15215,E01023226,317,9,493,38,9,23,1846,92,55,128,6
15216,E01016696,149,3,106,22,5,12,882,46,34,140,3
15217,E01016697,0,0,0,0,0,0,0,0,0,0,0
15218,E01016698,0,0,0,0,0,0,0,0,0,0,0
15219,E01016699,153,3,109,22,6,13,899,47,35,142,3
15220,E01016701,94,1,68,19,1,8,574,35,18,40,4
15221,E01016702,93,1,68,19,1,7,571,35,18,40,4
15222,E01016703,86,1,63,17,1,7,529,33,17,37,3
15223,E01016704,92,1,67,18,1,7,563,35,18,39,3
15224,E01016700,108,1,78,22,1,9,660,41,21,46,4
15225,E01016705,107,0,32,7,0,6,573,27,11,34,1
15226,E01016706,117,0,35,7,0,7,632,30,12,37,2
15227,E01016707,107,0,32,7,0,6,577,27,11,34,1
15228,E01016708,108,0,33,7,0,6,581,28,11,34,1
15229,E01016709,109,0,33,7,0,6,584,28,11,34,1
15230,E01016717,44,1,22,34,6,5,330,55,21,62,3
15231,E01016719,42,1,21,33,6,5,313,52,20,59,2
15232,E01016720,43,1,21,34,6,5,322,54,20,60,2
15233,E01016722,47,1,23,36,6,6,349,58,22,65,3
15234,E01016723,47,1,23,37,6,6,350,58,22,66,3
15235,E01016724,41,1,20,32,6,5,306,51,19,57,2
15236,E01019602,51,1,25,40,7,6,383,64,24,72,3
15237,E01029536,41,1,20,32,6,5,307,51,19,57,2
15238,E01029537,42,1,20,32,6,5,311,52,20,58,2
15239,E01029538,46,1,22,36,6,6,342,57,22,64,3
15240,E01029539,42,1,21,33,6,5,314,52,20,59,2
15241,E01016769,63,1,28,44,12,6,387,65,29,85,3
15242,E01016725,62,1,27,43,12,6,382,64,29,84,3
15243,E01016726,69,1,30,48,13,7,425,72,32,94,3
15244,E01016727,66,1,29,46,13,7,407,69,31,90,3
15245,E01016728,69,1,30,48,13,7,422,71,32,93,3
15246,E01016729,70,1,31,49,13,7,431,73,32,95,3
15247,E01016731,66,1,29,46,13,7,408,69,31,90,3
15248,E01016732,63,1,28,44,12,6,387,65,29,85,3
15249,E01016733,62,1,27,43,12,6,383,65,29,84,3
15250,E01016734,36,1,10,1,1,2,204,14,6,22,3
15251,E01016735,39,1,11,1,1,2,223,15,7,25,3
15252,E01016736,40,1,11,1,1,2,230,16,7,25,3
15253,E01016826,43,1,12,2,1,2,247,17,8,27,4
15254,E01016827,44,1,12,2,1,2,253,17,8,28,4
15255,E01016828,44,1,12,2,1,2,251,17,8,28,4
15256,E01016711,34,0,15,34,3,4,307,49,11,33,1
15257,E01016713,35,0,16,36,3,4,321,51,12,35,1
15258,E01016715,35,0,16,35,3,4,313,50,11,34,1
15259,E01016737,31,0,14,31,3,3,278,45,10,30,1
15260,E01016738,33,0,15,34,3,4,300,48,11,32,1
15261,E01016739,35,0,16,35,3,4,316,51,12,34,1
15262,E01016740,33,0,15,34,3,4,299,48,11,32,1
15263,E01016741,34,0,15,34,3,4,307,49,11,33,1
15264,E01016742,42,2,18,63,9,5,372,78,23,69,1
15265,E01016743,46,2,20,69,10,6,410,86,25,76,1
15266,E01016744,41,2,18,62,9,5,365,77,22,67,1
15267,E01016745,46,2,20,69,10,6,408,86,25,75,1
15268,E01016746,43,2,19,64,10,5,379,80,23,70,1
15269,E01016751,103,1,68,29,6,8,845,77,18,28,1
15270,E01016752,110,1,73,31,6,9,906,82,20,30,1
15271,E01016753,101,1,67,29,6,8,831,76,18,27,1
15272,E01016747,0,0,0,0,0,0,0,0,0,0,0
15273,E01016748,100,1,66,28,6,8,820,75,18,27,1
15274,E01016749,0,0,0,0,0,0,0,0,0,0,0
15275,E01016750,112,1,74,32,6,9,920,84,20,30,1
15276,E01016754,76,1,36,38,8,9,622,83,23,28,4
15277,E01016755,71,1,34,35,8,8,581,77,22,27,4
15278,E01016756,75,1,35,37,8,9,613,82,23,28,4
15279,E01016757,71,1,33,35,8,8,579,77,22,26,4
15280,E01016758,74,1,35,37,8,8,603,80,23,28,4
15281,E01016759,85,2,28,16,2,12,499,49,13,22,0
15282,E01016760,91,2,29,17,2,13,534,52,14,23,0
15283,E01016761,86,2,28,16,2,12,505,50,13,22,0
15284,E01016762,66,1,23,37,3,5,482,66,27,41,3
15285,E01016763,68,1,24,38,3,5,495,67,28,42,3
15286,E01016764,71,2,25,39,3,6,517,70,29,44,4
15287,E01016765,71,2,25,39,3,6,518,71,29,44,4
15288,E01016766,68,2,24,38,3,5,497,68,28,42,4
15289,E01016767,64,1,22,36,3,5,468,64,26,40,3
15290,E01016768,55,2,19,27,4,4,361,48,17,35,0
15291,E01016770,62,2,21,30,5,5,402,54,19,39,0
15292,E01016771,55,2,19,27,4,4,360,48,17,35,0
15293,E01016772,57,2,19,28,4,5,369,49,17,36,0
15294,E01016773,61,2,20,30,5,5,396,53,19,39,0
15295,E01016718,69,2,23,34,5,6,448,60,21,44,0
15296,E01016721,66,2,22,32,5,5,429,57,20,42,0
15297,E01016774,79,2,54,30,7,11,605,60,27,45,5
15298,E01016775,83,2,56,32,8,12,637,63,28,47,5
15299,E01016776,81,2,55,31,8,11,618,61,27,46,5
15300,E01016777,78,2,53,30,7,11,595,59,26,44,5
15301,E01016778,78,2,53,30,7,11,595,59,26,44,5
