,GEO_CODE,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
0,E01000001,104,244,34,33,25,10,79,6,19,507,6
1,E01000002,94,191,24,46,15,6,55,3,19,400,11
2,E01000003,100,202,25,49,15,6,58,3,21,421,11
3,E01000005,32,110,13,46,3,0,22,3,4,147,0
4,E01009921,2,8,5,5,0,0,11,1,0,3,0
5,E01009922,2,7,5,4,0,0,9,1,0,3,0
6,E01009923,2,9,6,5,0,0,11,1,0,3,0
7,E01009924,2,8,5,4,0,0,10,1,0,3,0
8,E01009925,2,8,5,4,0,0,10,1,0,3,0
9,E01009926,2,8,5,4,0,0,10,1,0,3,0
10,E01009927,2,8,5,4,0,0,10,1,0,3,0
11,E01009928,2,9,6,5,0,0,11,1,0,3,0
12,E01016351,0,0,0,0,0,0,0,0,0,0,0
13,E01016352,0,0,0,0,0,0,0,0,0,0,0
14,E01016353,3,9,6,5,0,0,12,1,0,4,0
15,E01016354,0,0,0,0,0,0,0,0,0,0,0
16,E01016355,3,9,6,5,0,0,11,1,0,3,0
17,E01016358,2,8,5,5,0,0,11,1,0,3,0
18,E01016378,2,8,5,4,0,0,10,1,0,3,0
19,E01020430,2,8,5,4,0,0,10,1,0,3,0
20,E01020431,2,7,4,4,0,0,9,1,0,3,0
21,E01020441,3,11,7,6,0,0,14,1,1,4,0
22,E01023151,2,7,4,4,0,0,9,1,0,3,0
23,E01023152,2,9,5,5,0,0,11,1,0,3,0
24,E01028354,2,9,5,5,0,0,11,1,0,3,0
25,E01028355,2,8,5,4,0,0,11,1,0,3,0
26,E01028356,2,9,5,5,0,0,11,1,0,3,0
27,E01028375,2,8,5,4,0,0,10,1,0,3,0
28,E01028376,2,8,5,4,0,0,10,1,0,3,0
29,E01028705,2,8,5,4,0,0,10,1,0,3,0
30,E01028706,2,8,5,5,0,0,11,1,0,3,0
31,E01028707,3,9,6,5,0,0,12,1,0,4,0
32,E01028687,0,0,0,0,0,0,0,0,0,0,0
33,E01028688,2,7,5,4,0,0,9,1,0,3,0
34,E01028689,2,8,5,4,0,0,11,1,0,3,0
35,E01028699,2,9,6,5,0,0,11,1,0,3,0
36,E01023150,2,8,5,4,0,0,10,1,0,3,0
37,E01014370,3,9,6,5,0,0,12,1,0,4,0
38,E01014371,3,10,6,5,0,0,12,1,0,4,0
39,E01014372,3,11,7,6,0,0,13,1,1,4,0
40,E01014210,2,9,5,5,0,0,11,1,0,3,0
41,E01014211,2,8,5,4,0,0,11,1,0,3,0
42,E01014212,2,8,5,4,0,0,10,1,0,3,0
43,E01014213,2,8,5,4,0,0,10,1,0,3,0
44,E01014214,2,9,5,5,0,0,11,1,0,3,0
45,E01014215,2,9,5,5,0,0,11,1,0,3,0
46,E01014216,2,8,5,4,0,0,10,1,0,3,0
47,E01014217,2,9,5,5,0,0,11,1,0,3,0
48,E01000006,3,9,6,5,0,0,12,1,0,3,0
49,E01000007,2,9,5,5,0,0,11,1,0,3,0
50,E01000008,2,8,5,4,0,0,10,1,0,3,0
51,E01000009,2,9,6,5,0,0,11,1,0,3,0
52,E01000010,2,8,5,4,0,0,10,1,0,3,0
53,E01000011,2,8,5,4,0,0,10,1,0,3,0
54,E01000012,2,8,5,4,0,0,10,1,0,3,0
55,E01000050,2,9,5,5,0,0,11,1,0,3,0
56,E01026871,2,8,5,4,0,0,10,1,0,3,0
57,E01026122,2,9,5,5,0,0,11,1,0,3,0
58,E01026123,2,7,4,4,0,0,9,1,0,3,0
59,E01026124,2,8,5,4,0,0,11,1,0,3,0
60,E01026125,3,9,6,5,0,0,12,1,0,4,0
61,E01026126,2,8,5,4,0,0,10,1,0,3,0
62,E01024551,3,10,6,5,0,0,13,1,0,4,0
63,E01024552,2,9,5,5,0,0,11,1,0,3,0
64,E01024553,2,9,6,5,0,0,11,1,0,3,0
65,E01017944,2,7,4,4,0,0,9,1,0,3,0
66,E01017945,2,7,5,4,0,0,9,1,0,3,0
67,E01017946,2,8,5,4,0,0,11,1,0,3,0
68,E01017947,2,8,5,4,0,0,11,1,0,3,0
69,E01017948,2,9,5,5,0,0,11,1,0,3,0
70,E01032225,2,7,4,4,0,0,8,1,0,3,0
71,E01032226,2,9,5,5,0,0,11,1,0,3,0
72,E01032227,2,7,4,4,0,0,9,1,0,3,0
73,E01032244,2,7,5,4,0,0,9,1,0,3,0
74,E01031043,2,8,5,4,0,0,10,1,0,3,0
75,E01031044,2,8,5,4,0,0,10,1,0,3,0
76,E01031045,2,8,5,4,0,0,11,1,0,3,0
77,E01031046,2,9,5,5,0,0,11,1,0,3,0
78,E01031047,2,8,5,5,0,0,11,1,0,3,0
79,E01031254,2,9,5,5,0,0,11,1,0,3,0
80,E01031255,2,9,5,5,0,0,11,1,0,3,0
81,E01031304,2,8,5,4,0,0,11,1,0,3,0
82,E01031256,2,9,5,5,0,0,11,1,0,3,0
83,E01031257,2,8,5,4,0,0,10,1,0,3,0
84,E01031258,2,8,5,4,0,0,11,1,0,3,0
85,E01003355,3,9,6,5,0,0,12,1,0,3,0
86,E01003356,3,10,6,5,0,0,12,1,0,4,0
87,E01003357,3,10,6,5,0,0,12,1,0,4,0
88,E01003358,3,9,6,5,0,0,11,1,0,3,0
89,E01003359,3,9,6,5,0,0,12,1,0,4,0
90,E01003360,2,9,6,5,0,0,11,1,0,3,0
91,E01003975,2,9,5,5,0,0,11,1,0,3,0
92,E01003976,2,9,5,5,0,0,11,1,0,3,0
93,E01003981,2,9,6,5,0,0,11,1,0,3,0
94,E01003982,0,0,0,0,0,0,0,0,0,0,0
95,E01003941,2,6,4,3,0,0,8,1,0,2,0
96,E01013551,2,8,5,4,0,0,11,1,0,3,0
97,E01013453,3,9,6,5,0,0,11,1,0,3,0
98,E01013554,2,9,5,5,0,0,11,1,0,3,0
99,E01013456,3,9,6,5,0,0,12,1,0,4,0
100,E01013457,3,9,6,5,0,0,12,1,0,4,0
101,E01013460,3,10,6,5,0,0,13,1,0,4,0
102,E01013522,2,9,5,5,0,0,11,1,0,3,0
103,E01013524,3,11,7,6,0,0,13,1,1,4,0
104,E01013547,2,8,5,4,0,0,10,1,0,3,0
105,E01013606,3,10,6,5,0,0,12,1,0,4,0
106,E01013607,3,9,6,5,0,0,12,1,0,4,0
107,E01013715,2,8,5,4,0,0,10,1,0,3,0
108,E01013716,2,9,6,5,0,0,11,1,0,3,0
109,E01013719,2,8,5,4,0,0,10,1,0,3,0
110,E01013923,0,0,0,0,0,0,0,0,0,0,0
111,E01013926,2,9,5,5,0,0,11,1,0,3,0
112,E01013927,0,0,0,0,0,0,0,0,0,0,0
113,E01013928,2,9,5,5,0,0,11,1,0,3,0
114,E01013974,3,11,7,6,0,0,14,1,1,4,0
115,E01013686,2,8,5,4,0,0,11,1,0,3,0
116,E01013975,4,14,9,8,0,0,18,2,1,5,0
117,E01013977,3,9,6,5,0,0,11,1,0,3,0
118,E01013978,2,9,5,5,0,0,11,1,0,3,0
119,E01013979,2,9,5,5,0,0,11,1,0,3,0
120,E01029405,2,9,6,5,0,0,11,1,0,3,0
121,E01029406,2,6,4,3,0,0,8,1,0,2,0
122,E01000015,77,194,100,123,10,23,496,57,24,95,1
123,E01000016,80,203,105,129,10,24,520,60,25,99,1
124,E01000018,75,189,97,120,9,23,484,55,24,92,1
125,E01000019,55,141,133,136,7,23,433,56,19,58,2
126,E01000020,60,153,144,147,7,25,469,61,20,63,2
127,E01000021,58,147,138,142,7,24,451,58,20,60,2
128,E01000022,53,135,127,130,7,22,415,54,18,55,2
129,E01000026,0,0,0,0,0,0,0,0,0,0,0
130,E01000110,38,51,75,55,6,9,244,25,5,37,1
131,E01000112,41,55,81,60,6,10,266,27,6,40,1
132,E01000113,41,55,82,60,7,10,267,27,6,40,1
133,E01000029,45,60,89,65,7,11,291,30,6,44,1
134,E01000031,40,53,79,58,6,10,257,26,5,39,1
135,E01000032,42,56,83,61,7,10,271,27,6,41,1
136,E01000033,25,50,47,38,3,6,170,17,6,25,2
137,E01000034,30,60,57,46,3,7,206,20,7,31,3
138,E01000035,28,56,54,43,3,7,193,19,7,29,2
139,E01000036,27,54,52,42,3,7,186,18,6,28,2
140,E01000037,32,64,61,49,4,8,221,22,8,33,3
141,E01000038,31,61,58,47,3,7,211,21,7,32,3
142,E01000039,31,62,58,47,3,8,211,21,7,32,3
143,E01031347,32,63,60,48,3,8,215,21,7,32,3
144,E01031348,31,61,58,47,3,7,209,20,7,31,3
145,E01031349,26,51,49,39,3,6,175,17,6,26,2
146,E01000040,48,218,105,103,10,14,419,46,18,73,3
147,E01000042,45,203,97,96,10,13,389,43,16,68,3
148,E01000043,43,195,93,92,9,12,374,41,16,65,3
149,E01000044,54,244,117,116,12,15,469,52,20,82,3
150,E01000051,53,168,84,100,1,4,242,29,12,83,4
151,E01000052,58,184,92,109,1,4,263,32,13,91,5
152,E01000047,0,0,0,0,0,0,0,0,0,0,0
153,E01000048,54,172,86,102,1,4,246,30,12,85,4
154,E01000049,53,168,84,100,1,4,242,29,12,83,4
155,E01000053,42,116,54,56,4,14,280,34,16,50,1
156,E01000056,43,118,55,57,4,14,284,34,16,51,1
157,E01000058,46,125,58,61,5,15,303,37,17,54,1
158,E01000059,47,130,61,63,5,16,314,38,18,56,1
159,E01000084,41,111,52,54,4,14,269,32,15,48,1
160,E01000086,41,112,52,55,4,14,270,33,15,49,1
161,E01012415,5,11,7,12,1,1,36,4,2,6,0
162,E01012416,5,11,7,12,1,1,36,4,2,6,0
163,E01012418,5,12,7,13,1,1,38,4,2,6,0
164,E01012428,5,13,8,14,1,1,41,5,2,7,0
165,E01000060,5,13,8,14,1,1,41,5,2,7,0
166,E01000061,5,13,8,15,1,1,43,5,2,7,0
167,E01000062,5,13,8,15,1,1,43,5,2,7,0
168,E01000064,5,13,8,14,1,1,41,5,2,7,0
169,E01000111,6,14,8,15,1,1,44,5,2,7,0
170,E01000114,6,15,9,16,1,2,48,6,2,8,0
171,E01026329,6,15,9,17,1,2,50,6,2,8,0
172,E01024357,5,11,7,13,1,1,37,4,2,6,0
173,E01024358,5,13,8,14,1,1,41,5,2,7,0
174,E01024360,5,12,7,13,1,1,39,5,2,6,0
175,E01024367,5,12,7,13,1,1,37,4,2,6,0
176,E01024368,0,0,0,0,0,0,0,0,0,0,0
177,E01024369,5,12,7,13,1,1,39,5,2,6,0
178,E01024144,5,11,7,13,1,1,37,4,2,6,0
179,E01024145,5,12,7,14,1,1,40,5,2,6,0
180,E01024146,5,12,7,13,1,1,37,4,2,6,0
181,E01024147,5,13,8,14,1,1,42,5,2,7,0
182,W01001769,5,13,8,14,1,1,41,5,2,7,0
183,W01001770,5,12,7,13,1,1,38,4,2,6,0
184,W01001771,5,12,8,14,1,1,40,5,2,6,0
185,W01001772,5,11,7,13,1,1,37,4,2,6,0
186,W01001773,5,12,7,13,1,1,38,5,2,6,0
187,W01001774,5,11,7,12,1,1,36,4,2,6,0
188,W01001775,5,12,7,13,1,1,38,5,2,6,0
189,W01001776,4,11,7,12,0,1,35,4,2,6,0
190,E01031086,6,15,9,16,1,2,47,6,2,8,0
191,E01031087,5,12,7,13,1,1,39,5,2,6,0
192,E01031088,5,12,7,13,1,1,37,4,2,6,0
193,E01031089,5,12,7,13,1,1,38,5,2,6,0
194,E01031106,5,12,7,13,1,1,37,4,2,6,0
195,E01029430,5,12,7,13,1,1,39,5,2,6,0
196,E01029431,5,12,7,13,1,1,39,5,2,6,0
197,E01029432,5,12,8,14,1,1,40,5,2,6,0
198,E01029433,5,12,7,13,1,1,38,4,2,6,0
199,E01009154,0,0,0,0,0,0,0,0,0,0,0
200,E01009155,11,38,20,12,2,2,68,6,2,10,0
201,E01009156,0,0,0,0,0,0,0,0,0,0,0
202,E01009157,11,37,19,11,2,2,65,6,2,9,0
203,E01009158,11,39,20,12,2,2,68,6,2,10,0
204,E01009159,10,33,17,10,2,2,59,5,2,8,0
205,E01009160,12,41,21,12,3,2,72,6,2,10,0
206,E01009161,11,39,20,12,2,2,69,6,2,10,0
207,E01009162,12,41,21,12,3,2,71,6,2,10,0
208,E01009163,10,36,19,11,2,2,63,5,2,9,0
209,E01009164,11,40,20,12,2,2,70,6,2,10,0
210,E01009165,10,34,17,10,2,2,59,5,2,8,0
211,E01009166,9,33,17,10,2,2,58,5,2,8,0
212,E01009167,11,38,20,12,2,2,68,6,2,10,0
213,E01009168,11,38,20,12,2,2,68,6,2,10,0
214,E01009169,11,38,19,11,2,2,66,6,2,9,0
215,E01009170,11,38,20,11,2,2,66,6,2,9,0
216,E01009171,11,39,20,12,2,2,68,6,2,10,0
217,E01009172,11,36,19,11,2,2,64,5,2,9,0
218,E01009173,12,43,22,13,3,2,75,6,2,11,0
219,E01009174,10,34,17,10,2,2,59,5,2,8,0
220,E01000066,11,37,19,11,2,2,65,6,2,9,0
221,E01000067,11,38,19,11,2,2,66,6,2,9,0
222,E01000068,11,37,19,11,2,2,66,6,2,9,0
223,E01000069,10,35,18,11,2,2,62,5,2,9,0
224,E01000070,11,39,20,12,2,2,68,6,2,10,0
225,E01000071,11,39,20,12,2,2,69,6,2,10,0
226,E01000072,61,138,103,141,7,18,481,48,18,64,2
227,E01000075,67,152,113,155,8,20,529,53,19,70,3
228,E01000076,68,154,115,158,8,20,538,54,20,72,3
229,E01000087,37,105,46,59,6,13,282,29,8,57,2
230,E01000088,42,121,53,68,7,15,325,34,9,66,2
231,E01000089,44,125,55,70,7,16,336,35,10,68,2
232,E01000090,40,114,50,64,6,15,307,32,9,62,2
233,E01024233,43,124,54,69,7,16,332,34,10,67,2
234,E01024235,40,115,50,64,7,15,310,32,9,63,2
235,E01016364,20,55,26,33,2,4,121,12,4,21,1
236,E01016386,20,56,26,34,2,5,123,12,4,21,1
237,E01016387,21,58,28,35,2,5,129,13,5,22,1
238,E01016425,22,60,28,36,2,5,132,13,5,23,1
239,E01016426,20,55,26,33,2,5,121,12,4,21,1
240,E01016428,22,60,28,36,2,5,133,13,5,23,1
241,E01016430,19,53,25,32,2,4,116,12,4,20,1
242,E01000091,20,56,26,34,2,5,124,12,5,21,1
243,E01000092,20,54,26,33,2,4,120,12,4,21,1
244,E01000093,19,52,24,31,2,4,114,11,4,20,1
245,E01000094,19,51,24,31,2,4,114,11,4,20,1
246,E01000102,32,43,80,61,4,9,252,26,6,39,1
247,E01000063,34,46,84,65,5,9,267,27,7,41,1
248,E01000065,34,46,85,65,5,9,268,27,7,41,1
249,E01000078,34,46,85,65,5,9,269,28,7,41,1
250,E01000082,32,43,79,61,4,9,250,26,6,38,1
251,E01000083,32,44,80,62,4,9,254,26,7,39,1
252,E01012290,9,33,12,14,1,2,62,6,3,11,1
253,E01012291,8,30,11,13,1,2,57,6,2,10,1
254,E01012292,8,30,11,13,1,2,56,6,2,10,1
255,E01006204,7,26,10,11,1,2,49,5,2,9,0
256,E01006205,6,22,8,9,1,1,42,4,2,8,0
257,E01006206,7,27,10,11,1,2,50,5,2,9,0
258,E01006207,7,27,10,11,1,2,50,5,2,9,0
259,E01006208,7,27,10,11,1,2,51,5,2,9,0
260,E01006209,8,28,10,12,1,2,52,5,2,10,1
261,E01006210,8,29,11,12,1,2,55,5,2,10,1
262,E01006211,7,27,10,11,1,2,51,5,2,9,0
263,E01000103,7,28,10,12,1,2,52,5,2,10,0
264,E01000104,8,31,11,13,1,2,59,6,2,11,1
265,E01000105,9,32,12,13,1,2,60,6,2,11,1
266,E01000106,8,32,12,13,1,2,59,6,2,11,1
267,E01000107,7,27,10,11,1,2,51,5,2,9,0
268,E01000108,7,27,10,11,1,2,51,5,2,9,0
269,E01000085,8,28,10,12,1,2,53,5,2,10,1
270,E01001451,7,27,10,11,1,2,50,5,2,9,0
271,E01001402,8,29,11,12,1,2,55,6,2,10,1
272,E01001403,8,28,10,12,1,2,53,5,2,10,1
273,E01001404,7,27,10,12,1,2,51,5,2,9,0
274,E01001455,7,27,10,11,1,2,50,5,2,9,0
275,E01003460,7,27,10,11,1,2,51,5,2,9,0
276,E01003461,8,29,11,12,1,2,54,5,2,10,1
277,E01003462,7,27,10,11,1,2,51,5,2,9,0
278,E01003464,7,27,10,11,1,2,51,5,2,9,0
279,E01003465,7,26,9,11,1,2,48,5,2,9,0
280,E01003474,7,26,9,11,1,2,49,5,2,9,0
281,E01003476,7,27,10,11,1,2,50,5,2,9,0
282,E01000115,61,141,30,47,7,7,320,21,4,30,2
283,E01000116,69,159,34,53,7,8,362,24,5,34,3
284,E01000117,65,150,32,50,7,7,342,23,5,32,2
285,E01000118,69,159,33,53,7,8,361,24,5,34,3
286,E01000119,63,145,31,48,7,7,330,22,5,31,2
287,E01000120,62,142,30,47,7,7,324,22,4,30,2
288,E01000121,55,127,27,42,6,6,290,19,4,27,2
289,E01000122,59,136,29,45,6,6,310,21,4,29,2
290,E01000123,66,153,32,51,7,7,347,23,5,33,2
291,E01000124,60,138,29,46,6,7,314,21,4,29,2
292,E01000125,51,127,28,83,6,7,229,22,7,43,3
293,E01000127,49,122,27,80,6,7,221,21,7,42,3
294,E01000128,55,136,30,89,7,7,246,24,7,46,3
295,E01000129,50,124,28,82,6,7,224,22,7,42,3
296,E01000226,54,134,30,88,7,7,242,23,7,46,3
297,E01000130,53,130,29,86,6,7,235,23,7,44,3
298,E01000132,49,121,27,79,6,6,218,21,7,41,3
299,E01000133,54,133,30,87,7,7,240,23,7,45,3
300,E01000134,52,130,29,85,6,7,235,23,7,44,3
301,E01000235,48,120,27,79,6,6,217,21,6,41,3
302,E01000135,97,223,49,109,4,8,226,16,11,38,4
303,E01000136,97,223,50,109,4,8,226,16,11,38,4
304,E01000137,103,236,52,116,4,8,239,17,11,41,4
305,E01000138,94,216,48,106,3,7,219,16,10,37,4
306,E01000139,93,214,47,105,3,7,217,16,10,37,4
307,E01000140,97,222,49,109,4,8,225,16,10,38,4
308,E01000142,106,243,54,119,4,8,246,18,11,42,4
309,E01000143,94,215,48,105,3,7,218,16,10,37,4
310,E01000144,99,226,50,111,4,8,229,17,11,39,4
311,E01000146,100,230,51,113,4,8,234,17,11,40,4
312,E01000151,51,138,30,72,8,7,219,18,4,49,2
313,E01000152,51,138,30,72,8,7,219,18,4,49,2
314,E01000153,49,133,29,69,8,7,211,18,3,47,2
315,E01000154,50,136,30,71,8,7,216,18,3,48,2
316,E01000155,49,134,29,70,8,7,212,18,3,47,2
317,E01000126,50,134,30,70,8,7,213,18,3,47,2
318,E01000131,49,132,29,69,8,6,209,17,3,46,2
319,E01000147,47,128,28,67,8,6,203,17,3,45,2
320,E01000148,46,125,27,65,8,6,198,16,3,44,2
321,E01000149,0,0,0,0,0,0,0,0,0,0,0
322,E01000150,47,127,28,66,8,6,201,17,3,45,2
323,E01000166,70,90,77,54,5,8,355,24,7,49,2
324,E01000167,68,87,74,53,4,8,344,23,7,47,2
325,E01000168,71,92,78,56,5,8,362,24,7,50,2
326,E01000169,68,87,74,53,4,8,344,23,7,47,2
327,E01000170,72,93,80,57,5,8,369,25,7,51,2
328,E01000171,70,90,77,54,5,8,355,24,7,49,2
329,E01000172,75,97,83,59,5,9,384,26,7,53,2
330,E01000173,76,99,84,60,5,9,389,26,7,53,2
331,E01000174,73,94,80,57,5,8,371,25,7,51,2
332,E01000175,70,90,77,54,5,8,355,24,7,49,2
333,E01000176,68,275,17,50,2,10,217,17,11,38,3
334,E01000177,62,254,16,46,2,9,200,16,10,35,2
335,E01000178,67,272,17,49,2,9,214,17,11,37,2
336,E01000179,65,263,16,48,2,9,207,16,11,36,2
337,E01000180,65,265,17,48,2,9,208,16,11,36,2
338,E01000181,67,273,17,49,2,9,215,17,11,37,2
339,E01000297,59,241,15,44,2,8,190,15,10,33,2
340,E01000182,66,268,17,49,2,9,211,16,11,37,2
341,E01000183,60,244,15,44,2,8,192,15,10,33,2
342,E01000184,60,243,15,44,2,8,191,15,10,33,2
343,E01000185,62,251,16,45,2,9,197,15,10,34,2
344,E01000186,80,115,28,51,9,5,315,20,3,34,2
345,E01000187,86,123,30,54,10,6,337,22,3,36,2
346,E01000188,82,117,28,51,9,5,319,21,3,34,2
347,E01000189,83,119,29,52,9,6,326,21,3,35,2
348,E01000190,83,119,29,52,9,5,325,21,3,35,2
349,E01000191,75,107,26,47,8,5,293,19,3,31,2
350,E01000192,80,115,28,50,9,5,315,20,3,34,2
351,E01000193,77,110,27,48,9,5,300,19,3,32,2
352,E01000194,76,108,26,47,8,5,296,19,3,32,2
353,E01000195,81,115,28,51,9,5,316,20,3,34,2
354,E01000205,106,210,14,43,3,8,261,17,8,24,4
355,E01000206,112,222,15,46,3,9,275,18,8,25,4
356,E01000207,111,218,15,45,3,9,271,18,8,24,4
357,E01000208,106,210,14,43,3,8,261,17,8,24,4
358,E01000209,108,213,15,44,3,8,264,17,8,24,4
359,E01000210,101,199,14,41,3,8,247,16,7,22,3
360,E01000211,113,222,15,46,3,9,276,18,8,25,4
361,E01000212,99,195,13,40,3,8,242,16,7,22,3
362,E01000213,99,196,14,41,3,8,244,16,7,22,3
363,E01000214,110,218,15,45,3,8,270,18,8,24,4
364,E01000215,73,192,26,70,2,7,210,18,7,38,2
365,E01000216,71,188,26,69,2,6,206,18,7,37,2
366,E01000217,61,161,22,59,1,6,177,15,6,32,2
367,E01000218,61,160,22,59,1,6,175,15,6,32,2
368,E01000219,60,159,22,58,1,5,174,15,6,32,2
369,E01000220,61,160,22,59,1,5,175,15,6,32,2
370,E01000221,55,144,20,53,1,5,158,14,5,29,2
371,E01000222,60,158,21,58,1,5,174,15,6,32,2
372,E01000223,54,142,19,52,1,5,155,13,5,28,2
373,E01000224,58,153,21,56,1,5,168,15,6,31,2
374,E01000141,63,167,23,61,2,6,183,16,6,33,2
375,E01000145,61,161,22,59,1,6,177,15,6,32,2
376,E01012401,48,62,43,41,5,5,236,15,3,22,1
377,E01006134,36,47,32,31,4,3,176,11,2,16,1
378,E01006135,40,52,35,34,4,4,196,13,3,18,1
379,E01006136,38,50,34,33,4,4,188,12,2,18,1
380,E01006137,35,46,31,30,4,3,172,11,2,16,1
381,E01006138,39,50,34,33,4,4,190,12,2,18,1
382,E01006139,35,46,31,30,4,3,173,11,2,16,1
383,E01006140,38,50,34,33,4,4,188,12,2,18,1
384,E01000258,41,53,36,35,4,4,201,13,3,19,1
385,E01000264,39,50,34,33,4,4,190,12,2,18,1
386,E01000227,46,60,41,40,5,4,228,15,3,21,1
387,E01000228,35,45,31,30,4,3,172,11,2,16,1
388,E01000229,40,52,35,34,4,4,195,12,3,18,1
389,E01000230,42,55,37,36,4,4,207,13,3,19,1
390,E01000231,41,54,37,35,4,4,203,13,3,19,1
391,E01000232,40,53,36,35,4,4,198,13,3,19,1
392,E01000233,40,52,36,34,4,4,198,13,3,18,1
393,E01000234,40,52,35,34,4,4,196,13,3,18,1
394,E01008735,43,97,14,31,2,4,148,12,3,26,1
395,E01008736,40,90,13,29,2,3,136,11,3,24,1
396,E01008737,42,95,14,30,2,3,145,12,3,26,1
397,E01008738,42,95,14,30,2,3,144,11,3,25,1
398,E01008739,45,102,15,32,2,4,155,12,3,27,1
399,E01008740,41,92,14,29,2,3,140,11,3,25,1
400,E01008741,41,92,14,29,2,3,140,11,3,25,1
401,E01000225,45,103,15,33,2,4,156,12,3,27,2
402,E01000236,48,107,16,34,2,4,163,13,3,29,2
403,E01000237,44,100,15,32,2,4,152,12,3,27,1
404,E01000238,46,103,15,33,2,4,157,13,3,28,2
405,E01000239,42,96,14,31,2,3,146,12,3,26,1
406,E01000241,43,98,14,31,2,4,148,12,3,26,1
407,E01000242,43,97,14,31,2,4,147,12,3,26,1
408,E01000243,44,99,15,32,2,4,151,12,3,27,1
409,E01000244,41,93,14,30,2,3,142,11,3,25,1
410,E01000245,45,101,15,32,2,4,154,12,3,27,1
411,E01000198,47,106,16,34,2,4,161,13,3,28,2
412,E01012622,62,67,44,36,3,5,236,15,3,50,1
413,E01012623,51,56,36,30,2,4,195,13,2,42,1
414,E01012624,53,58,38,31,2,4,203,13,2,43,1
415,E01012625,56,61,40,33,2,5,214,14,2,46,1
416,E01000255,51,55,36,30,2,4,193,12,2,41,1
417,E01000256,55,60,39,32,2,4,209,13,2,45,1
418,E01000257,52,57,37,31,2,4,200,13,2,43,1
419,E01000259,57,62,40,33,3,5,216,14,3,46,1
420,E01000260,50,55,36,29,2,4,192,12,2,41,1
421,E01000261,51,56,36,30,2,4,196,13,2,42,1
422,E01000262,61,66,43,35,3,5,232,15,3,50,1
423,E01000263,51,56,36,30,2,4,195,13,2,42,1
424,E01000240,52,57,37,30,2,4,198,13,2,42,1
425,E01024222,52,57,37,30,2,4,198,13,2,42,1
426,E01024224,54,59,38,32,2,4,207,13,2,44,1
427,E01024225,53,58,38,31,2,4,203,13,2,44,1
428,E01000320,78,176,19,29,3,8,262,16,4,27,4
429,E01000321,81,180,19,30,3,8,269,16,4,28,4
430,E01000275,81,182,19,30,3,8,271,16,4,28,4
431,E01000276,73,164,18,27,3,7,245,15,4,25,3
432,E01000277,81,182,20,30,3,8,272,16,4,28,4
433,E01000278,71,159,17,26,2,7,237,14,4,24,3
434,E01000279,76,171,18,28,3,8,254,15,4,26,3
435,E01000280,74,166,18,28,3,8,248,15,4,26,3
436,E01000282,81,180,19,30,3,8,269,16,4,28,4
437,E01000283,71,158,17,26,2,7,236,14,4,24,3
438,E01000284,79,177,19,29,3,8,264,16,4,27,4
439,E01020567,0,0,0,0,0,0,0,0,0,0,0
440,E01020568,0,0,0,0,0,0,0,0,0,0,0
441,E01020569,662,1021,258,700,55,97,3292,230,48,552,20
442,E01000305,59,130,46,68,2,5,216,20,5,50,2
443,E01000306,65,144,51,76,2,5,240,22,5,55,3
444,E01000307,62,138,49,72,2,5,229,21,5,53,2
445,E01000308,72,159,56,83,2,6,264,24,6,61,3
446,E01000309,63,140,49,73,2,5,233,21,5,54,2
447,E01000310,68,149,53,78,2,6,248,23,5,57,3
448,E01000311,59,130,46,68,2,5,217,20,5,50,2
449,E01000312,60,133,47,70,2,5,221,20,5,51,2
450,E01000313,65,143,51,75,2,5,238,22,5,55,3
451,E01000314,64,142,50,74,2,5,236,22,5,54,3
452,E01000315,50,127,12,53,2,7,191,14,6,35,1
453,E01000318,50,128,12,53,2,7,193,14,6,35,1
454,E01000322,46,116,11,48,2,6,174,12,5,32,1
455,E01000323,49,124,12,52,2,7,187,13,5,34,1
456,E01000324,47,120,11,50,2,6,181,13,5,33,1
457,E01000156,44,112,10,47,2,6,168,12,5,31,1
458,E01000157,42,106,10,44,2,6,160,11,5,29,1
459,E01000160,44,111,10,46,2,6,167,12,5,31,1
460,E01000162,43,110,10,46,2,6,166,12,5,30,1
461,E01000163,43,110,10,46,2,6,166,12,5,30,1
462,E01000164,46,117,11,49,2,6,176,12,5,32,1
463,E01000165,44,112,10,47,2,6,169,12,5,31,1
464,E01027995,44,112,10,47,2,6,169,12,5,31,1
465,E01027996,52,132,12,55,3,7,199,14,6,36,1
466,E01027997,49,126,12,52,2,7,189,13,5,34,1
467,E01027998,52,133,12,56,3,7,200,14,6,37,1
468,E01000325,101,9,331,87,9,28,680,53,12,105,3
469,E01000327,92,8,299,79,8,26,616,48,11,95,3
470,E01000328,90,8,292,77,8,25,601,47,11,93,3
471,E01000329,80,7,262,69,7,22,539,42,10,83,3
472,E01000332,37,5,132,54,4,12,279,27,6,36,2
473,E01000333,39,6,140,58,4,13,296,28,6,38,2
474,E01000334,38,6,136,56,4,13,288,27,6,37,2
475,E01000335,38,6,136,56,4,13,288,27,6,37,2
476,E01000336,40,6,144,59,4,14,305,29,6,39,2
477,E01000337,38,6,138,57,4,13,292,28,6,37,2
478,E01000338,39,6,140,58,4,13,296,28,6,38,2
