CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Under 10 km,10 km to 30 km,30 km and over,Work from home,Other
23917,16UDGF,16UDGF : Castle,Standard Table (ST) wards,SWARD,1945,147,155,,273
23918,16UDGG,16UDGG : Currock,Standard Table (ST) wards,SWARD,2188,151,170,,266
23919,16UDGH,16UDGH : Dalston,Standard Table (ST) wards,SWARD,1543,253,150,,490
23920,16UDGJ,16UDGJ : Denton Holme,Standard Table (ST) wards,SWARD,2279,184,150,,231
23921,16UDGK,16UDGK : Great Corby and Geltsdale,Standard Table (ST) wards,SWARD,450,277,69,,263
23922,16UDGL,16UDGL : Harraby,Standard Table (ST) wards,SWARD,2017,141,126,,238
23923,16UDGM,16UDGM : Hayton,Standard Table (ST) wards,SWARD,520,244,64,,192
23924,16UDGN,16UDGN : Irthing,Standard Table (ST) wards,SWARD,270,365,119,,313
23925,16UDGP,16UDGP : Longtown & Rockcliffe,Standard Table (ST) wards,SWARD,888,537,98,,398
23926,16UDGQ,16UDGQ : Lyne,Standard Table (ST) wards,SWARD,190,338,62,,386
23927,16UDGR,16UDGR : Morton,Standard Table (ST) wards,SWARD,1891,97,86,,217
23928,16UDGS,16UDGS : St Aidans,Standard Table (ST) wards,SWARD,2250,164,168,,302
23929,16UDGT,16UDGT : Stanwix Rural,Standard Table (ST) wards,SWARD,1205,233,153,,413
23930,16UDGU,16UDGU : Stanwix Urban,Standard Table (ST) wards,SWARD,1996,157,196,,301
23931,16UDGW,16UDGW : Upperby,Standard Table (ST) wards,SWARD,1658,100,105,,169
23932,16UDGX,16UDGX : Wetheral,Standard Table (ST) wards,SWARD,1326,184,119,,303
23933,16UDGY,16UDGY : Yewdale,Standard Table (ST) wards,SWARD,2518,153,162,,273
23934,16UEGD,16UEGD : Arlecdon,Standard Table (ST) wards,SWARD,346,302,55,,101
23935,16UEGE,16UEGE : Beckermet,Standard Table (ST) wards,SWARD,813,171,60,,200
23936,16UEGF,16UEGF : Bootle,Standard Table (ST) wards,SWARD,191,214,40,,178
23937,16UEGG,16UEGG : Bransty,Standard Table (ST) wards,SWARD,1180,768,128,,194
23938,16UEGH,16UEGH : Cleator Moor North,Standard Table (ST) wards,SWARD,877,617,97,,146
23939,16UEGJ,16UEGJ : Cleator Moor South,Standard Table (ST) wards,SWARD,624,286,68,,82
23940,16UEGK,16UEGK : Distington,Standard Table (ST) wards,SWARD,932,356,92,,217
23941,16UEGL,16UEGL : Egremont North,Standard Table (ST) wards,SWARD,1162,284,70,,170
23942,16UEGM,16UEGM : Egremont South,Standard Table (ST) wards,SWARD,1290,109,98,,151
23943,16UEGN,16UEGN : Ennerdale,Standard Table (ST) wards,SWARD,147,229,43,,121
23944,16UEGP,16UEGP : Frizington,Standard Table (ST) wards,SWARD,431,401,53,,97
23945,16UEGQ,16UEGQ : Gosforth,Standard Table (ST) wards,SWARD,394,89,36,,138
23946,16UEGR,16UEGR : Harbour,Standard Table (ST) wards,SWARD,784,567,85,,167
23947,16UEGS,16UEGS : Haverigg,Standard Table (ST) wards,SWARD,313,154,64,,93
23948,16UEGT,16UEGT : Hensingham,Standard Table (ST) wards,SWARD,892,531,88,,144
23949,16UEGU,16UEGU : Hillcrest,Standard Table (ST) wards,SWARD,693,592,43,,88
23950,16UEGW,16UEGW : Holborn Hill,Standard Table (ST) wards,SWARD,458,346,90,,109
23951,16UEGX,16UEGX : Kells,Standard Table (ST) wards,SWARD,586,319,48,,84
23952,16UEGY,16UEGY : Millom Without,Standard Table (ST) wards,SWARD,212,183,59,,213
23953,16UEGZ,16UEGZ : Mirehouse,Standard Table (ST) wards,SWARD,844,496,84,,119
23954,16UEHA,16UEHA : Moresby,Standard Table (ST) wards,SWARD,325,179,22,,53
23955,16UEHB,16UEHB : Newtown,Standard Table (ST) wards,SWARD,665,476,126,,146
23956,16UEHC,16UEHC : St Bees,Standard Table (ST) wards,SWARD,493,149,45,,72
23957,16UEHD,16UEHD : Sandwith,Standard Table (ST) wards,SWARD,472,218,66,,95
23958,16UEHE,16UEHE : Seascale,Standard Table (ST) wards,SWARD,676,219,75,,253
23959,16UFGF,16UFGF : Alston Moor,Standard Table (ST) wards,SWARD,387,136,163,,274
23960,16UFGG,16UFGG : Appleby (Appleby),Standard Table (ST) wards,SWARD,273,137,39,,103
23961,16UFGH,16UFGH : Appleby (Bongate),Standard Table (ST) wards,SWARD,359,185,72,,121
23962,16UFGJ,16UFGJ : Askham,Standard Table (ST) wards,SWARD,290,98,80,,213
23963,16UFGK,16UFGK : Brough,Standard Table (ST) wards,SWARD,347,190,161,,368
23964,16UFGL,16UFGL : Crosby Ravensworth,Standard Table (ST) wards,SWARD,192,159,64,,268
23965,16UFGM,16UFGM : Dacre,Standard Table (ST) wards,SWARD,328,101,71,,151
23966,16UFGN,16UFGN : Eamont,Standard Table (ST) wards,SWARD,320,61,88,,135
23967,16UFGP,16UFGP : Greystoke,Standard Table (ST) wards,SWARD,277,161,65,,230
23968,16UFGQ,16UFGQ : Hartside,Standard Table (ST) wards,SWARD,174,158,66,,190
23969,16UFGR,16UFGR : Hesket,Standard Table (ST) wards,SWARD,367,531,88,,430
23970,16UFGS,16UFGS : Kirkby Stephen,Standard Table (ST) wards,SWARD,490,139,201,,305
23971,16UFGT,16UFGT : Kirkby Thore,Standard Table (ST) wards,SWARD,249,177,86,,174
23972,16UFGU,16UFGU : Kirkoswald,Standard Table (ST) wards,SWARD,112,354,52,,231
23973,16UFGW,16UFGW : Langwathby,Standard Table (ST) wards,SWARD,329,128,46,,200
23974,16UFGX,16UFGX : Lazonby,Standard Table (ST) wards,SWARD,216,230,55,,165
23975,16UFGY,16UFGY : Long Marton,Standard Table (ST) wards,SWARD,185,176,52,,189
23976,16UFGZ,16UFGZ : Morland,Standard Table (ST) wards,SWARD,199,152,87,,216
23977,16UFHA,16UFHA : Orton with Tebay,Standard Table (ST) wards,SWARD,160,261,98,,221
23978,16UFHB,16UFHB : Penrith Carleton,Standard Table (ST) wards,SWARD,487,101,49,,92
23979,16UFHC,16UFHC : Penrith East,Standard Table (ST) wards,SWARD,843,172,78,,165
23980,16UFHD,16UFHD : Penrith North,Standard Table (ST) wards,SWARD,1328,271,132,,335
23981,16UFHE,16UFHE : Penrith Pategill,Standard Table (ST) wards,SWARD,400,78,26,,58
23982,16UFHF,16UFHF : Penrith South,Standard Table (ST) wards,SWARD,727,168,63,,163
23983,16UFHG,16UFHG : Penrith West,Standard Table (ST) wards,SWARD,1090,222,105,,187
23984,16UFHJ,16UFHJ : Shap,Standard Table (ST) wards,SWARD,250,217,58,,143
23985,16UFHK,16UFHK : Skelton,Standard Table (ST) wards,SWARD,192,226,40,,277
23986,16UFHL,16UFHL : Ullswater,Standard Table (ST) wards,SWARD,255,151,62,,279
23987,16UFHM,16UFHM : Warcop,Standard Table (ST) wards,SWARD,205,129,66,,254
23988,16UGHB,16UGHB : Arnside & Beetham,Standard Table (ST) wards,SWARD,486,586,161,,359
23989,16UGHC,16UGHC : Broughton,Standard Table (ST) wards,SWARD,335,407,83,,284
23990,16UGHD,16UGHD : Burneside,Standard Table (ST) wards,SWARD,580,139,95,,206
23991,16UGHE,16UGHE : Burton & Holme,Standard Table (ST) wards,SWARD,389,527,147,,282
23992,16UGHF,16UGHF : Cartmel,Standard Table (ST) wards,SWARD,332,189,52,,197
23993,16UGHG,16UGHG : Coniston,Standard Table (ST) wards,SWARD,374,215,69,,274
23994,16UGHH,16UGHH : Crake Valley,Standard Table (ST) wards,SWARD,339,275,55,,262
23995,16UGHJ,16UGHJ : Crooklands,Standard Table (ST) wards,SWARD,492,235,115,,304
23996,16UGHK,16UGHK : Grange,Standard Table (ST) wards,SWARD,575,395,118,,306
23997,16UGHL,16UGHL : Hawkshead,Standard Table (ST) wards,SWARD,371,126,92,,295
23998,16UGHM,16UGHM : Holker,Standard Table (ST) wards,SWARD,380,177,38,,198
23999,16UGHN,16UGHN : Kendal Castle,Standard Table (ST) wards,SWARD,632,92,77,,115
24000,16UGHP,16UGHP : Kendal Far Cross,Standard Table (ST) wards,SWARD,693,107,72,,100
24001,16UGHQ,16UGHQ : Kendal Fell,Standard Table (ST) wards,SWARD,517,128,123,,142
24002,16UGHR,16UGHR : Kendal Glebelands,Standard Table (ST) wards,SWARD,636,132,81,,111
24003,16UGHS,16UGHS : Kendal Heron Hill,Standard Table (ST) wards,SWARD,671,150,104,,128
24004,16UGHT,16UGHT : Kendal Highgate,Standard Table (ST) wards,SWARD,532,133,86,,129
24005,16UGHU,16UGHU : Kendal Kirkland,Standard Table (ST) wards,SWARD,618,92,49,,99
24006,16UGHW,16UGHW : Kendal Mintsfeet,Standard Table (ST) wards,SWARD,784,103,86,,163
24007,16UGHX,16UGHX : Kendal Nether,Standard Table (ST) wards,SWARD,598,88,76,,81
24008,16UGHY,16UGHY : Kendal Oxenholme,Standard Table (ST) wards,SWARD,757,147,75,,157
24009,16UGHZ,16UGHZ : Kendal Parks,Standard Table (ST) wards,SWARD,797,179,132,,133
24010,16UGJA,16UGJA : Kendal Stonecross,Standard Table (ST) wards,SWARD,528,96,75,,123
24011,16UGJB,16UGJB : Kendal Strickland,Standard Table (ST) wards,SWARD,588,132,78,,113
24012,16UGJC,16UGJC : Kendal Underley,Standard Table (ST) wards,SWARD,582,135,82,,107
24013,16UGJD,16UGJD : Kirkby Lonsdale,Standard Table (ST) wards,SWARD,429,272,112,,273
24014,16UGJE,16UGJE : Lakes Ambleside,Standard Table (ST) wards,SWARD,1063,137,184,,413
24015,16UGJF,16UGJF : Lakes Grasmere,Standard Table (ST) wards,SWARD,525,94,70,,225
24016,16UGJG,16UGJG : Levens,Standard Table (ST) wards,SWARD,381,138,53,,186
24017,16UGJH,16UGJH : Low Furness & Swarthmoor,Standard Table (ST) wards,SWARD,1066,266,121,,313
24018,16UGJJ,16UGJJ : Lyth Valley,Standard Table (ST) wards,SWARD,313,305,89,,297
24019,16UGJK,16UGJK : Milnthorpe,Standard Table (ST) wards,SWARD,427,330,90,,171
24020,16UGJL,16UGJL : Natland,Standard Table (ST) wards,SWARD,431,152,101,,224
24021,16UGJM,16UGJM : Sedbergh,Standard Table (ST) wards,SWARD,585,378,167,,549
24022,16UGJN,16UGJN : Staveley-in-Cartmel,Standard Table (ST) wards,SWARD,279,275,68,,208
24023,16UGJP,16UGJP : Staveley-in-Westmorland,Standard Table (ST) wards,SWARD,515,125,107,,235
24024,16UGJQ,16UGJQ : Ulverston Central,Standard Table (ST) wards,SWARD,439,196,50,,83
24025,16UGJR,16UGJR : Ulverston East,Standard Table (ST) wards,SWARD,497,240,34,,133
24026,16UGJS,16UGJS : Ulverston North,Standard Table (ST) wards,SWARD,382,311,69,,112
24027,16UGJT,16UGJT : Ulverston South,Standard Table (ST) wards,SWARD,481,264,24,,72
24028,16UGJU,16UGJU : Ulverston Town,Standard Table (ST) wards,SWARD,396,300,38,,115
24029,16UGJW,16UGJW : Ulverston West,Standard Table (ST) wards,SWARD,427,238,52,,120
24030,16UGJX,16UGJX : Whinfell,Standard Table (ST) wards,SWARD,472,140,114,,420
24031,16UGJY,16UGJY : Windermere Applethwaite,Standard Table (ST) wards,SWARD,453,108,65,,259
24032,16UGJZ,16UGJZ : Windermere Bowness North,Standard Table (ST) wards,SWARD,516,143,88,,219
24033,16UGKA,16UGKA : Windermere Bowness South,Standard Table (ST) wards,SWARD,520,129,84,,207
24034,16UGKB,16UGKB : Windermere Town,Standard Table (ST) wards,SWARD,711,194,59,,175
24035,17UBGC,17UBGC : Alfreton,Standard Table (ST) wards,SWARD,2103,611,127,,345
24036,17UBGD,17UBGD : Alport,Standard Table (ST) wards,SWARD,411,305,51,,334
24037,17UBGE,17UBGE : Belper Central,Standard Table (ST) wards,SWARD,1213,779,100,,301
24038,17UBGF,17UBGF : Belper East,Standard Table (ST) wards,SWARD,1491,1332,215,,312
24039,17UBGG,17UBGG : Belper North,Standard Table (ST) wards,SWARD,1108,807,115,,278
24040,17UBGH,17UBGH : Belper South,Standard Table (ST) wards,SWARD,1154,779,118,,283
24041,17UBGJ,17UBGJ : Codnor and Waingroves,Standard Table (ST) wards,SWARD,1507,521,86,,285
24042,17UBGK,17UBGK : Crich,Standard Table (ST) wards,SWARD,495,369,82,,207
24043,17UBGL,17UBGL : Duffield,Standard Table (ST) wards,SWARD,1029,455,142,,283
24044,17UBGM,17UBGM : Heage and Ambergate,Standard Table (ST) wards,SWARD,1126,736,93,,356
24045,17UBGN,17UBGN : Heanor and Loscoe,Standard Table (ST) wards,SWARD,1452,535,89,,276
24046,17UBGP,17UBGP : Heanor East,Standard Table (ST) wards,SWARD,1418,684,97,,268
24047,17UBGQ,17UBGQ : Heanor West,Standard Table (ST) wards,SWARD,1599,669,84,,288
24048,17UBGR,17UBGR : Ironville and Riddings,Standard Table (ST) wards,SWARD,1534,572,99,,278
24049,17UBGS,"17UBGS : Kilburn, Denby and Holbrook",Standard Table (ST) wards,SWARD,1883,1180,142,,457
24050,17UBGT,17UBGT : Langley Mill and Aldercar,Standard Table (ST) wards,SWARD,1186,482,64,,260
24051,17UBGU,17UBGU : Ripley,Standard Table (ST) wards,SWARD,2412,999,134,,458
24052,17UBGW,17UBGW : Ripley and Marehay,Standard Table (ST) wards,SWARD,1562,637,89,,296
24053,17UBGX,"17UBGX : Shipley Park, Horsley and Horsley Woodhouse",Standard Table (ST) wards,SWARD,1247,747,116,,356
24054,17UBGY,17UBGY : Somercotes,Standard Table (ST) wards,SWARD,1685,477,92,,253
24055,17UBGZ,17UBGZ : South West Parishes,Standard Table (ST) wards,SWARD,576,273,93,,281
24056,17UBHA,17UBHA : Swanwick,Standard Table (ST) wards,SWARD,1575,777,122,,340
24057,17UBHB,17UBHB : Wingfield,Standard Table (ST) wards,SWARD,458,300,64,,193
24058,17UCGB,17UCGB : Barlborough,Standard Table (ST) wards,SWARD,429,648,193,,237
24059,17UCGC,17UCGC : Blackwell,Standard Table (ST) wards,SWARD,1092,395,89,,240
24060,17UCGD,17UCGD : Bolsover North West,Standard Table (ST) wards,SWARD,850,334,80,,188
24061,17UCGE,17UCGE : Bolsover South,Standard Table (ST) wards,SWARD,800,450,94,,176
24062,17UCGF,17UCGF : Bolsover West,Standard Table (ST) wards,SWARD,952,405,109,,135
24063,17UCGG,17UCGG : Clowne North,Standard Table (ST) wards,SWARD,680,593,104,,194
24064,17UCGH,17UCGH : Clowne South,Standard Table (ST) wards,SWARD,751,676,125,,185
24065,17UCGJ,17UCGJ : Elmton-with-Creswell,Standard Table (ST) wards,SWARD,959,605,124,,217
24066,17UCGK,17UCGK : Pinxton,Standard Table (ST) wards,SWARD,1132,277,93,,188
24067,17UCGL,17UCGL : Pleasley,Standard Table (ST) wards,SWARD,841,385,114,,179
24068,17UCGM,17UCGM : Scarcliffe,Standard Table (ST) wards,SWARD,699,429,122,,188
24069,17UCGN,17UCGN : Shirebrook East,Standard Table (ST) wards,SWARD,373,134,34,,52
24070,17UCGP,17UCGP : Shirebrook Langwith,Standard Table (ST) wards,SWARD,349,169,47,,82
24071,17UCGQ,17UCGQ : Shirebrook North West,Standard Table (ST) wards,SWARD,359,154,52,,66
24072,17UCGR,17UCGR : Shirebrook South East,Standard Table (ST) wards,SWARD,443,176,52,,71
24073,17UCGS,17UCGS : Shirebrook South West,Standard Table (ST) wards,SWARD,440,215,47,,85
24074,17UCGT,17UCGT : South Normanton East,Standard Table (ST) wards,SWARD,1227,402,129,,171
24075,17UCGU,17UCGU : South Normanton West,Standard Table (ST) wards,SWARD,1609,716,191,,308
24076,17UCGW,17UCGW : Tibshelf,Standard Table (ST) wards,SWARD,979,479,120,,269
24077,17UCGX,17UCGX : Whitwell,Standard Table (ST) wards,SWARD,929,444,101,,195
24078,17UDFX,17UDFX : Barrow Hill and New Whittington,Standard Table (ST) wards,SWARD,1709,424,133,,346
24079,17UDFY,17UDFY : Brimington North,Standard Table (ST) wards,SWARD,1398,252,98,,200
24080,17UDFZ,17UDFZ : Brimington South,Standard Table (ST) wards,SWARD,1785,419,156,,270
24081,17UDGA,17UDGA : Brockwell,Standard Table (ST) wards,SWARD,1892,473,194,,344
24082,17UDGB,17UDGB : Dunston,Standard Table (ST) wards,SWARD,1664,375,152,,253
24083,17UDGC,17UDGC : Hasland,Standard Table (ST) wards,SWARD,1819,443,202,,308
24084,17UDGD,17UDGD : Hollingwood and Inkersall,Standard Table (ST) wards,SWARD,2196,438,207,,324
24085,17UDGE,17UDGE : Holmebrook,Standard Table (ST) wards,SWARD,1164,279,112,,214
24086,17UDGF,17UDGF : Linacre,Standard Table (ST) wards,SWARD,1207,525,178,,259
24087,17UDGG,17UDGG : Loundsley Green,Standard Table (ST) wards,SWARD,1081,220,51,,186
24088,17UDGH,17UDGH : Lowgates and Woodthorpe,Standard Table (ST) wards,SWARD,1143,234,82,,214
24089,17UDGJ,17UDGJ : Middlecroft and Poolsbrook,Standard Table (ST) wards,SWARD,958,162,53,,170
24090,17UDGK,17UDGK : Moor,Standard Table (ST) wards,SWARD,1224,256,121,,182
24091,17UDGL,17UDGL : Old Whittington,Standard Table (ST) wards,SWARD,1147,271,68,,177
24092,17UDGM,17UDGM : Rother,Standard Table (ST) wards,SWARD,1547,283,100,,229
24093,17UDGN,17UDGN : St Helen's,Standard Table (ST) wards,SWARD,1146,205,101,,200
24094,17UDGP,17UDGP : St Leonard's,Standard Table (ST) wards,SWARD,1958,436,208,,330
24095,17UDGQ,17UDGQ : Walton,Standard Table (ST) wards,SWARD,1763,648,245,,387
24096,17UDGR,17UDGR : West,Standard Table (ST) wards,SWARD,1635,573,208,,386
24097,17UFGC,17UFGC : Ashbourne North,Standard Table (ST) wards,SWARD,922,341,128,,234
24098,17UFGD,17UFGD : Ashbourne South,Standard Table (ST) wards,SWARD,1067,456,156,,245
24099,17UFGE,17UFGE : Bakewell,Standard Table (ST) wards,SWARD,945,589,154,,411
24100,17UFGF,17UFGF : Bradwell,Standard Table (ST) wards,SWARD,404,284,41,,199
24101,17UFGG,17UFGG : Brailsford,Standard Table (ST) wards,SWARD,189,261,86,,213
24102,17UFGH,17UFGH : Calver,Standard Table (ST) wards,SWARD,311,319,74,,164
24103,17UFGJ,17UFGJ : Carsington Water,Standard Table (ST) wards,SWARD,325,266,85,,277
24104,17UFGK,17UFGK : Chatsworth,Standard Table (ST) wards,SWARD,331,265,57,,147
24105,17UFGL,17UFGL : Clifton and Bradley,Standard Table (ST) wards,SWARD,306,255,76,,243
24106,17UFGM,17UFGM : Darley Dale,Standard Table (ST) wards,SWARD,1456,508,161,,320
24107,17UFGN,17UFGN : Dovedale and Parwich,Standard Table (ST) wards,SWARD,337,212,70,,274
24108,17UFGP,17UFGP : Doveridge and Sudbury,Standard Table (ST) wards,SWARD,417,324,144,,225
24109,17UFGQ,17UFGQ : Hartington and Taddington,Standard Table (ST) wards,SWARD,334,165,80,,258
24110,17UFGR,17UFGR : Hathersage and Eyam,Standard Table (ST) wards,SWARD,589,682,140,,340
24111,17UFGS,17UFGS : Hulland,Standard Table (ST) wards,SWARD,293,323,60,,214
24112,17UFGT,17UFGT : Lathkill and Bradford,Standard Table (ST) wards,SWARD,347,164,62,,194
24113,17UFGU,17UFGU : Litton and Longstone,Standard Table (ST) wards,SWARD,279,275,59,,194
24114,17UFGW,17UFGW : Masson,Standard Table (ST) wards,SWARD,739,419,140,,288
24115,17UFGX,17UFGX : Matlock All Saints,Standard Table (ST) wards,SWARD,1528,733,158,,352
24116,17UFGY,17UFGY : Matlock St Giles,Standard Table (ST) wards,SWARD,1281,603,165,,382
24117,17UFGZ,17UFGZ : Norbury,Standard Table (ST) wards,SWARD,229,250,76,,256
24118,17UFHA,17UFHA : Stanton,Standard Table (ST) wards,SWARD,494,216,78,,186
24119,17UFHB,17UFHB : Tideswell,Standard Table (ST) wards,SWARD,451,214,73,,190
24120,17UFHC,17UFHC : Winster and South Darley,Standard Table (ST) wards,SWARD,401,218,85,,189
24121,17UFHD,17UFHD : Wirksworth,Standard Table (ST) wards,SWARD,1359,743,166,,452
24122,17UGGC,17UGGC : Abbotsford,Standard Table (ST) wards,SWARD,1438,1124,155,,300
24123,17UGGD,17UGGD : Breaston,Standard Table (ST) wards,SWARD,1160,567,102,,314
24124,17UGGE,17UGGE : Cotmanhay,Standard Table (ST) wards,SWARD,1339,459,60,,234
24125,17UGGF,17UGGF : Derby Road East,Standard Table (ST) wards,SWARD,1544,426,82,,244
24126,17UGGG,17UGGG : Derby Road West,Standard Table (ST) wards,SWARD,1769,657,154,,333
24127,17UGGH,17UGGH : Draycott,Standard Table (ST) wards,SWARD,1094,410,103,,305
24128,17UGGJ,17UGGJ : Hallam Fields,Standard Table (ST) wards,SWARD,1529,476,90,,260
24129,17UGGK,17UGGK : Ilkeston Central,Standard Table (ST) wards,SWARD,1370,353,55,,236
24130,17UGGL,17UGGL : Ilkeston North,Standard Table (ST) wards,SWARD,925,297,34,,155
24131,17UGGM,17UGGM : Kirk Hallam,Standard Table (ST) wards,SWARD,1686,459,88,,229
24132,17UGGN,17UGGN : Little Eaton and Breadsall,Standard Table (ST) wards,SWARD,1125,315,90,,259
24133,17UGGP,17UGGP : Little Hallam,Standard Table (ST) wards,SWARD,1119,390,63,,222
24134,17UGGQ,17UGGQ : Long Eaton Central,Standard Table (ST) wards,SWARD,1912,776,144,,314
24135,17UGGR,17UGGR : Nottingham Road,Standard Table (ST) wards,SWARD,2123,568,140,,294
24136,17UGGS,17UGGS : Ockbrook And Borrowash,Standard Table (ST) wards,SWARD,2205,646,170,,435
24137,17UGGT,17UGGT : Old Park,Standard Table (ST) wards,SWARD,1373,276,58,,196
24138,17UGGU,17UGGU : Sandiacre North,Standard Table (ST) wards,SWARD,1184,371,116,,220
24139,17UGGW,17UGGW : Sandiacre South,Standard Table (ST) wards,SWARD,1330,513,134,,292
24140,17UGGX,17UGGX : Sawley,Standard Table (ST) wards,SWARD,1757,839,155,,353
24141,17UGGY,17UGGY : Stanley,Standard Table (ST) wards,SWARD,558,232,44,,144
24142,17UGGZ,17UGGZ : West Hallam and Dale Abbey,Standard Table (ST) wards,SWARD,1451,779,112,,354
24143,17UGHA,17UGHA : Wilsthorpe,Standard Table (ST) wards,SWARD,2066,1031,214,,362
24144,17UHGC,17UHGC : Barms,Standard Table (ST) wards,SWARD,638,144,61,,150
24145,17UHGD,17UHGD : Blackbrook,Standard Table (ST) wards,SWARD,735,719,151,,364
24146,17UHGE,17UHGE : Burbage,Standard Table (ST) wards,SWARD,570,199,69,,137
24147,17UHGF,17UHGF : Buxton Central,Standard Table (ST) wards,SWARD,1118,303,166,,288
24148,17UHGG,17UHGG : Chapel East,Standard Table (ST) wards,SWARD,519,271,78,,148
24149,17UHGH,17UHGH : Chapel West,Standard Table (ST) wards,SWARD,1265,470,133,,306
24150,17UHGJ,17UHGJ : Corbar,Standard Table (ST) wards,SWARD,902,244,183,,247
24151,17UHGK,17UHGK : Cote Heath,Standard Table (ST) wards,SWARD,1323,311,106,,220
24152,17UHGL,17UHGL : Dinting,Standard Table (ST) wards,SWARD,395,309,53,,139
24153,17UHGM,17UHGM : Gamesley,Standard Table (ST) wards,SWARD,557,122,35,,79
24154,17UHGN,17UHGN : Hadfield North,Standard Table (ST) wards,SWARD,481,223,36,,92
24155,17UHGP,17UHGP : Hadfield South,Standard Table (ST) wards,SWARD,1240,691,101,,271
24156,17UHGQ,17UHGQ : Hayfield,Standard Table (ST) wards,SWARD,366,430,76,,190
24157,17UHGR,17UHGR : Hope Valley,Standard Table (ST) wards,SWARD,624,632,166,,463
24158,17UHGS,17UHGS : Howard Town,Standard Table (ST) wards,SWARD,1121,702,129,,276
24159,17UHGT,17UHGT : Limestone Peak,Standard Table (ST) wards,SWARD,646,203,71,,192
24160,17UHGU,17UHGU : New Mills East,Standard Table (ST) wards,SWARD,1027,414,89,,216
24161,17UHGW,17UHGW : New Mills West,Standard Table (ST) wards,SWARD,1012,780,104,,297
24162,17UHGX,17UHGX : Old Glossop,Standard Table (ST) wards,SWARD,775,833,141,,277
24163,17UHGY,17UHGY : Padfield,Standard Table (ST) wards,SWARD,554,560,93,,161
24164,17UHGZ,17UHGZ : St John's,Standard Table (ST) wards,SWARD,405,330,63,,218
24165,17UHHA,17UHHA : Sett,Standard Table (ST) wards,SWARD,444,451,84,,203
24166,17UHHB,17UHHB : Simmondley,Standard Table (ST) wards,SWARD,1062,944,164,,261
24167,17UHHC,17UHHC : Stone Bench,Standard Table (ST) wards,SWARD,1364,226,91,,210
24168,17UHHD,17UHHD : Temple,Standard Table (ST) wards,SWARD,500,174,112,,133
24169,17UHHE,17UHHE : Tintwistle,Standard Table (ST) wards,SWARD,583,364,62,,133
24170,17UHHF,17UHHF : Whaley Bridge,Standard Table (ST) wards,SWARD,1285,1128,188,,511
24171,17UHHG,17UHHG : Whitfield,Standard Table (ST) wards,SWARD,464,314,73,,111
24172,17UJGD,17UJGD : Ashover,Standard Table (ST) wards,SWARD,332,217,45,,235
24173,17UJGE,17UJGE : Barlow and Holmesfield,Standard Table (ST) wards,SWARD,383,246,54,,204
24174,17UJGF,17UJGF : Brampton and Walton,Standard Table (ST) wards,SWARD,836,377,132,,305
24175,17UJGG,17UJGG : Clay Cross North,Standard Table (ST) wards,SWARD,1287,434,113,,270
24176,17UJGH,17UJGH : Clay Cross South,Standard Table (ST) wards,SWARD,914,303,64,,159
24177,17UJGJ,17UJGJ : Coal Aston,Standard Table (ST) wards,SWARD,1023,236,97,,252
24178,17UJGK,17UJGK : Dronfield North,Standard Table (ST) wards,SWARD,1213,247,97,,233
24179,17UJGL,17UJGL : Dronfield South,Standard Table (ST) wards,SWARD,1706,590,202,,350
24180,17UJGM,17UJGM : Dronfield Woodhouse,Standard Table (ST) wards,SWARD,1074,389,110,,242
24181,17UJGN,17UJGN : Eckington North,Standard Table (ST) wards,SWARD,912,649,117,,203
24182,17UJGP,17UJGP : Eckington South,Standard Table (ST) wards,SWARD,798,424,68,,172
24183,17UJGQ,17UJGQ : Gosforth Valley,Standard Table (ST) wards,SWARD,1620,503,191,,357
24184,17UJGR,17UJGR : Grassmoor,Standard Table (ST) wards,SWARD,1086,264,77,,198
24185,17UJGS,17UJGS : Holmewood and Heath,Standard Table (ST) wards,SWARD,812,277,77,,182
24186,17UJGT,17UJGT : Killamarsh East,Standard Table (ST) wards,SWARD,743,817,124,,205
24187,17UJGU,17UJGU : Killamarsh West,Standard Table (ST) wards,SWARD,1131,1365,166,,320
24188,17UJGW,17UJGW : North Wingfield Central,Standard Table (ST) wards,SWARD,1447,561,133,,274
24189,17UJGX,17UJGX : Pilsley and Morton,Standard Table (ST) wards,SWARD,1177,604,109,,328
24190,17UJGY,17UJGY : Renishaw,Standard Table (ST) wards,SWARD,392,233,61,,96
24191,17UJGZ,17UJGZ : Ridgeway and Marsh Lane,Standard Table (ST) wards,SWARD,469,116,27,,178
24192,17UJHA,17UJHA : Shirland,Standard Table (ST) wards,SWARD,1261,667,118,,366
24193,17UJHB,17UJHB : Sutton,Standard Table (ST) wards,SWARD,1119,309,142,,237
24194,17UJHC,17UJHC : Tupton,Standard Table (ST) wards,SWARD,1027,291,106,,193
24195,17UJHD,17UJHD : Unstone,Standard Table (ST) wards,SWARD,479,144,33,,140
24196,17UJHE,17UJHE : Wingerworth,Standard Table (ST) wards,SWARD,1512,648,246,,379
24197,17UKFW,17UKFW : Aston,Standard Table (ST) wards,SWARD,1781,768,286,,448
24198,17UKFX,17UKFX : Church Gresley,Standard Table (ST) wards,SWARD,1472,381,188,,271
24199,17UKFY,17UKFY : Etwall,Standard Table (ST) wards,SWARD,1139,439,177,,312
24200,17UKFZ,17UKFZ : Hartshorne and Ticknall,Standard Table (ST) wards,SWARD,986,380,177,,328
