CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Under 10 km,10 km to 30 km,30 km and over,Work from home,Other
21487,00ETNU,00ETNU : Windmill Hill,Standard Table (ST) wards,SWARD,512,98,27,,33
21488,00EUNB,00EUNB : Appleton,Standard Table (ST) wards,SWARD,2320,1499,352,,676
21489,00EUNC,00EUNC : Bewsey and Whitecross,Standard Table (ST) wards,SWARD,2955,554,136,,394
21490,00EUND,00EUND : Birchwood,Standard Table (ST) wards,SWARD,3279,1522,348,,669
21491,00EUNE,00EUNE : Burtonwood and Winwick,Standard Table (ST) wards,SWARD,1665,494,129,,343
21492,00EUNF,"00EUNF : Culcheth, Glazebury and Croft",Standard Table (ST) wards,SWARD,2487,1442,345,,724
21493,00EUNG,00EUNG : Fairfield and Howley,Standard Table (ST) wards,SWARD,3512,739,180,,472
21494,00EUNH,00EUNH : Grappenhall and Thelwall,Standard Table (ST) wards,SWARD,2476,1179,298,,635
21495,00EUNJ,00EUNJ : Great Sankey North,Standard Table (ST) wards,SWARD,2067,824,230,,318
21496,00EUNK,00EUNK : Great Sankey South,Standard Table (ST) wards,SWARD,3548,992,261,,489
21497,00EUNL,"00EUNL : Hatton, Stretton and Walton",Standard Table (ST) wards,SWARD,666,448,108,,220
21498,00EUNM,00EUNM : Latchford East,Standard Table (ST) wards,SWARD,2235,492,92,,298
21499,00EUNN,00EUNN : Latchford West,Standard Table (ST) wards,SWARD,2235,534,126,,307
21500,00EUNP,00EUNP : Lymm,Standard Table (ST) wards,SWARD,2036,1897,426,,844
21501,00EUNQ,00EUNQ : Orford,Standard Table (ST) wards,SWARD,3535,610,132,,428
21502,00EUNR,00EUNR : Penketh and Cuerdley,Standard Table (ST) wards,SWARD,2671,909,226,,462
21503,00EUNS,00EUNS : Poplars and Hulme,Standard Table (ST) wards,SWARD,3033,674,160,,462
21504,00EUNT,00EUNT : Poulton North,Standard Table (ST) wards,SWARD,3105,899,226,,455
21505,00EUNU,00EUNU : Poulton South,Standard Table (ST) wards,SWARD,2096,599,136,,339
21506,00EUNW,00EUNW : Rixton and Woolston,Standard Table (ST) wards,SWARD,3035,1252,256,,646
21507,00EUNX,00EUNX : Stockton Heath,Standard Table (ST) wards,SWARD,1671,854,234,,465
21508,00EUNY,00EUNY : Westbrook,Standard Table (ST) wards,SWARD,1991,925,248,,387
21509,00EUNZ,00EUNZ : Whittle Hall,Standard Table (ST) wards,SWARD,2552,1228,354,,504
21510,00EXMZ,00EXMZ : Audley,Standard Table (ST) wards,SWARD,1574,209,68,,192
21511,00EXNA,00EXNA : Bastwell,Standard Table (ST) wards,SWARD,1257,216,79,,221
21512,00EXNB,00EXNB : Beardwood with Lammack,Standard Table (ST) wards,SWARD,1698,465,207,,358
21513,00EXNC,00EXNC : Corporation Park,Standard Table (ST) wards,SWARD,1539,403,113,,288
21514,00EXND,00EXND : Earcroft,Standard Table (ST) wards,SWARD,1205,200,46,,195
21515,00EXNE,00EXNE : East Rural,Standard Table (ST) wards,SWARD,629,205,49,,159
21516,00EXNF,00EXNF : Ewood,Standard Table (ST) wards,SWARD,2129,281,96,,262
21517,00EXNG,00EXNG : Fernhurst,Standard Table (ST) wards,SWARD,1392,435,167,,222
21518,00EXNH,00EXNH : Higher Croft,Standard Table (ST) wards,SWARD,1878,409,150,,232
21519,00EXNJ,00EXNJ : Little Harwood,Standard Table (ST) wards,SWARD,1543,220,96,,239
21520,00EXNK,00EXNK : Livesey with Pleasington,Standard Table (ST) wards,SWARD,2065,646,188,,371
21521,00EXNL,00EXNL : Marsh House,Standard Table (ST) wards,SWARD,2046,491,86,,321
21522,00EXNM,00EXNM : Meadowhead,Standard Table (ST) wards,SWARD,1852,346,116,,254
21523,00EXNN,00EXNN : Mill Hill,Standard Table (ST) wards,SWARD,1972,323,105,,235
21524,00EXNP,00EXNP : North Turton with Tockholes,Standard Table (ST) wards,SWARD,939,807,140,,398
21525,00EXNQ,00EXNQ : Queen's Park,Standard Table (ST) wards,SWARD,1362,228,76,,215
21526,00EXNR,00EXNR : Roe Lee,Standard Table (ST) wards,SWARD,1835,432,161,,333
21527,00EXNS,00EXNS : Shadsworth with Whitebirk,Standard Table (ST) wards,SWARD,1966,240,82,,231
21528,00EXNT,00EXNT : Shear Brow,Standard Table (ST) wards,SWARD,1267,304,119,,280
21529,00EXNU,00EXNU : Sudell,Standard Table (ST) wards,SWARD,1998,302,70,,268
21530,00EXNW,00EXNW : Sunnyhurst,Standard Table (ST) wards,SWARD,1942,435,94,,317
21531,00EXNX,00EXNX : Wensley Fold,Standard Table (ST) wards,SWARD,1384,225,81,,186
21532,00EXNY,00EXNY : Whitehall,Standard Table (ST) wards,SWARD,1360,430,88,,209
21533,00EYMZ,00EYMZ : Anchorsholme,Standard Table (ST) wards,SWARD,1840,310,156,,290
21534,00EYNA,00EYNA : Bispham,Standard Table (ST) wards,SWARD,1740,280,149,,389
21535,00EYNB,00EYNB : Bloomfield,Standard Table (ST) wards,SWARD,1820,169,102,,824
21536,00EYNC,00EYNC : Brunswick,Standard Table (ST) wards,SWARD,2098,265,113,,331
21537,00EYND,00EYND : Claremont,Standard Table (ST) wards,SWARD,2007,246,93,,520
21538,00EYNE,00EYNE : Clifton,Standard Table (ST) wards,SWARD,2077,215,115,,278
21539,00EYNF,00EYNF : Greenlands,Standard Table (ST) wards,SWARD,2028,325,143,,319
21540,00EYNG,00EYNG : Hawes Side,Standard Table (ST) wards,SWARD,2245,245,124,,340
21541,00EYNH,00EYNH : Highfield,Standard Table (ST) wards,SWARD,2027,336,134,,348
21542,00EYNJ,00EYNJ : Ingthorpe,Standard Table (ST) wards,SWARD,1927,334,101,,282
21543,00EYNK,00EYNK : Layton,Standard Table (ST) wards,SWARD,2244,328,127,,343
21544,00EYNL,00EYNL : Marton,Standard Table (ST) wards,SWARD,2320,347,162,,403
21545,00EYNM,00EYNM : Norbreck,Standard Table (ST) wards,SWARD,1785,336,148,,354
21546,00EYNN,00EYNN : Park,Standard Table (ST) wards,SWARD,2023,227,122,,273
21547,00EYNP,00EYNP : Squires Gate,Standard Table (ST) wards,SWARD,1876,336,135,,314
21548,00EYNQ,00EYNQ : Stanley,Standard Table (ST) wards,SWARD,1978,274,141,,390
21549,00EYNR,00EYNR : Talbot,Standard Table (ST) wards,SWARD,1933,228,112,,757
21550,00EYNS,00EYNS : Tyldesley,Standard Table (ST) wards,SWARD,2006,251,135,,386
21551,00EYNT,00EYNT : Victoria,Standard Table (ST) wards,SWARD,1971,225,115,,330
21552,00EYNU,00EYNU : Warbreck,Standard Table (ST) wards,SWARD,2036,279,133,,578
21553,00EYNW,00EYNW : Waterloo,Standard Table (ST) wards,SWARD,1999,240,108,,625
21554,00FAMX,00FAMX : Avenue,Standard Table (ST) wards,SWARD,4315,389,235,,534
21555,00FAMY,00FAMY : Beverley,Standard Table (ST) wards,SWARD,3381,196,189,,429
21556,00FAMZ,00FAMZ : Boothferry,Standard Table (ST) wards,SWARD,4567,428,249,,524
21557,00FANA,00FANA : Bransholme East,Standard Table (ST) wards,SWARD,2439,152,138,,261
21558,00FANB,00FANB : Bransholme West,Standard Table (ST) wards,SWARD,2414,95,96,,230
21559,00FANC,00FANC : Bricknell,Standard Table (ST) wards,SWARD,2989,191,145,,360
21560,00FAND,00FAND : Derringham,Standard Table (ST) wards,SWARD,4099,383,173,,462
21561,00FANE,00FANE : Drypool,Standard Table (ST) wards,SWARD,4768,373,280,,502
21562,00FANF,00FANF : Holderness,Standard Table (ST) wards,SWARD,5398,439,269,,610
21563,00FANG,00FANG : Ings,Standard Table (ST) wards,SWARD,3751,357,202,,402
21564,00FANH,00FANH : Kings Park,Standard Table (ST) wards,SWARD,2618,181,166,,264
21565,00FANJ,00FANJ : Longhill,Standard Table (ST) wards,SWARD,3232,289,133,,344
21566,00FANK,00FANK : Marfleet,Standard Table (ST) wards,SWARD,3114,248,130,,328
21567,00FANL,00FANL : Myton,Standard Table (ST) wards,SWARD,3128,204,187,,388
21568,00FANM,00FANM : Newington,Standard Table (ST) wards,SWARD,3498,274,176,,365
21569,00FANN,00FANN : Newland,Standard Table (ST) wards,SWARD,2777,158,226,,274
21570,00FANP,00FANP : Orchard Park and Greenwood,Standard Table (ST) wards,SWARD,3106,137,109,,352
21571,00FANQ,00FANQ : Pickering,Standard Table (ST) wards,SWARD,3493,401,236,,359
21572,00FANR,00FANR : St Andrew's,Standard Table (ST) wards,SWARD,1887,109,88,,230
21573,00FANS,00FANS : Southcoates East,Standard Table (ST) wards,SWARD,1923,165,106,,232
21574,00FANT,00FANT : Southcoates West,Standard Table (ST) wards,SWARD,3151,245,129,,320
21575,00FANU,00FANU : Sutton,Standard Table (ST) wards,SWARD,4973,350,264,,503
21576,00FANW,00FANW : University,Standard Table (ST) wards,SWARD,2387,124,153,,310
21577,00FBND,00FBND : Beverley Rural,Standard Table (ST) wards,SWARD,2559,2826,658,,1128
21578,00FBNE,00FBNE : Bridlington Central and Old Town,Standard Table (ST) wards,SWARD,2338,385,464,,568
21579,00FBNF,00FBNF : Bridlington North,Standard Table (ST) wards,SWARD,2449,487,701,,724
21580,00FBNG,00FBNG : Bridlington South,Standard Table (ST) wards,SWARD,3350,477,863,,899
21581,00FBNH,00FBNH : Cottingham North,Standard Table (ST) wards,SWARD,2698,293,394,,531
21582,00FBNJ,00FBNJ : Cottingham South,Standard Table (ST) wards,SWARD,2815,233,219,,400
21583,00FBNK,00FBNK : Dale,Standard Table (ST) wards,SWARD,2778,2998,735,,976
21584,00FBNL,00FBNL : Driffield and Rural,Standard Table (ST) wards,SWARD,2627,1797,698,,867
21585,00FBNM,00FBNM : East Wolds and Coastal,Standard Table (ST) wards,SWARD,2160,1984,602,,1393
21586,00FBNN,00FBNN : Goole North,Standard Table (ST) wards,SWARD,2639,673,574,,427
21587,00FBNP,00FBNP : Goole South,Standard Table (ST) wards,SWARD,2277,571,486,,372
21588,00FBNQ,00FBNQ : Hessle,Standard Table (ST) wards,SWARD,5035,920,468,,773
21589,00FBNR,00FBNR : Howden,Standard Table (ST) wards,SWARD,1080,381,482,,314
21590,00FBNS,00FBNS : Howdenshire,Standard Table (ST) wards,SWARD,2496,2402,814,,1275
21591,00FBNT,00FBNT : Mid Holderness,Standard Table (ST) wards,SWARD,2639,2573,374,,1035
21592,00FBNU,00FBNU : Minster and Woodmansey,Standard Table (ST) wards,SWARD,3839,2094,541,,784
21593,00FBNW,00FBNW : North Holderness,Standard Table (ST) wards,SWARD,1480,1484,332,,654
21594,00FBNX,00FBNX : Pocklington Provincial,Standard Table (ST) wards,SWARD,2717,2743,1029,,1187
21595,00FBNY,00FBNY : St Mary's,Standard Table (ST) wards,SWARD,3258,2749,662,,810
21596,00FBNZ,"00FBNZ : Snaith, Airmyn and Rawcliffe and Marshland",Standard Table (ST) wards,SWARD,1851,1003,731,,688
21597,00FBPA,00FBPA : South East Holderness,Standard Table (ST) wards,SWARD,2015,2202,603,,1028
21598,00FBPB,00FBPB : South Hunsley,Standard Table (ST) wards,SWARD,1798,1498,338,,651
21599,00FBPC,00FBPC : South West Holderness,Standard Table (ST) wards,SWARD,3371,2017,404,,750
21600,00FBPD,00FBPD : Tranby,Standard Table (ST) wards,SWARD,3426,523,275,,532
21601,00FBPE,00FBPE : Willerby and Kirk Ella,Standard Table (ST) wards,SWARD,4588,649,403,,849
21602,00FBPF,00FBPF : Wolds Weighton,Standard Table (ST) wards,SWARD,2137,2595,893,,1494
21603,00FCMQ,00FCMQ : Croft Baker,Standard Table (ST) wards,SWARD,3278,459,282,,540
21604,00FCMR,00FCMR : East Marsh,Standard Table (ST) wards,SWARD,2896,286,192,,377
21605,00FCMS,00FCMS : Freshney,Standard Table (ST) wards,SWARD,3639,350,278,,457
21606,00FCMT,00FCMT : Haverstoe,Standard Table (ST) wards,SWARD,3414,574,346,,552
21607,00FCMU,00FCMU : Heneage,Standard Table (ST) wards,SWARD,3549,400,273,,476
21608,00FCMW,00FCMW : Humberston and New Waltham,Standard Table (ST) wards,SWARD,3176,479,317,,607
21609,00FCMX,00FCMX : Immingham,Standard Table (ST) wards,SWARD,3134,1099,264,,509
21610,00FCMY,00FCMY : Park,Standard Table (ST) wards,SWARD,3765,547,343,,522
21611,00FCMZ,00FCMZ : Scartho,Standard Table (ST) wards,SWARD,2940,515,295,,495
21612,00FCNA,00FCNA : Sidney Sussex,Standard Table (ST) wards,SWARD,4064,490,310,,568
21613,00FCNB,00FCNB : South,Standard Table (ST) wards,SWARD,2977,344,270,,411
21614,00FCNC,00FCNC : Waltham,Standard Table (ST) wards,SWARD,2174,416,227,,394
21615,00FCND,00FCND : West Marsh,Standard Table (ST) wards,SWARD,2384,179,125,,282
21616,00FCNE,00FCNE : Wolds,Standard Table (ST) wards,SWARD,2197,348,207,,458
21617,00FCNF,00FCNF : Yarborough,Standard Table (ST) wards,SWARD,4121,384,354,,495
21618,00FDMR,00FDMR : Ashby,Standard Table (ST) wards,SWARD,2980,254,242,,349
21619,00FDMS,00FDMS : Axholme Central,Standard Table (ST) wards,SWARD,953,1191,499,,582
21620,00FDMT,00FDMT : Axholme North,Standard Table (ST) wards,SWARD,1367,991,341,,466
21621,00FDMU,00FDMU : Axholme South,Standard Table (ST) wards,SWARD,951,1118,425,,623
21622,00FDMW,00FDMW : Barton,Standard Table (ST) wards,SWARD,2186,1289,213,,499
21623,00FDMX,00FDMX : Bottesford,Standard Table (ST) wards,SWARD,4206,511,497,,523
21624,00FDMY,00FDMY : Brigg and Wolds,Standard Table (ST) wards,SWARD,1919,1853,308,,683
21625,00FDMZ,00FDMZ : Broughton and Appleby,Standard Table (ST) wards,SWARD,1943,455,260,,402
21626,00FDNA,00FDNA : Brumby,Standard Table (ST) wards,SWARD,3478,291,305,,404
21627,00FDNB,00FDNB : Burringham and Gunness,Standard Table (ST) wards,SWARD,1219,119,132,,174
21628,00FDNC,00FDNC : Burton upon Stather and Winterton,Standard Table (ST) wards,SWARD,2995,1100,428,,637
21629,00FDND,00FDND : Crosby and Park,Standard Table (ST) wards,SWARD,3440,351,320,,466
21630,00FDNE,00FDNE : Ferry,Standard Table (ST) wards,SWARD,2111,1643,323,,724
21631,00FDNF,00FDNF : Frodingham,Standard Table (ST) wards,SWARD,2493,199,204,,279
21632,00FDNG,00FDNG : Kingsway with Lincoln Gardens,Standard Table (ST) wards,SWARD,3318,296,329,,396
21633,00FDNH,00FDNH : Ridge,Standard Table (ST) wards,SWARD,2826,1557,603,,876
21634,00FDNJ,00FDNJ : Town,Standard Table (ST) wards,SWARD,2181,236,237,,273
21635,00FFNG,00FFNG : Acomb,Standard Table (ST) wards,SWARD,2583,419,285,,403
21636,00FFNH,00FFNH : Bishopthorpe,Standard Table (ST) wards,SWARD,1077,226,251,,270
21637,00FFNJ,00FFNJ : Clifton,Standard Table (ST) wards,SWARD,4209,367,541,,632
21638,00FFNK,00FFNK : Derwent,Standard Table (ST) wards,SWARD,1028,182,204,,257
21639,00FFNL,00FFNL : Dringhouses and Woodthorpe,Standard Table (ST) wards,SWARD,3521,563,616,,607
21640,00FFNM,00FFNM : Fishergate,Standard Table (ST) wards,SWARD,2777,237,394,,415
21641,00FFNN,00FFNN : Fulford,Standard Table (ST) wards,SWARD,824,97,119,,127
21642,00FFNP,00FFNP : Guildhall,Standard Table (ST) wards,SWARD,2457,210,397,,399
21643,00FFNQ,00FFNQ : Haxby and Wigginton,Standard Table (ST) wards,SWARD,4538,587,580,,742
21644,00FFNR,00FFNR : Heslington,Standard Table (ST) wards,SWARD,534,50,277,,150
21645,00FFNS,00FFNS : Heworth,Standard Table (ST) wards,SWARD,3913,320,421,,549
21646,00FFNT,00FFNT : Heworth Without,Standard Table (ST) wards,SWARD,1296,95,141,,209
21647,00FFNU,00FFNU : Holgate,Standard Table (ST) wards,SWARD,4378,628,554,,643
21648,00FFNW,00FFNW : Hull Road,Standard Table (ST) wards,SWARD,2872,228,289,,344
21649,00FFNX,00FFNX : Huntington and New Earswick,Standard Table (ST) wards,SWARD,4295,359,371,,579
21650,00FFNY,00FFNY : Micklegate,Standard Table (ST) wards,SWARD,3905,500,781,,657
21651,00FFNZ,00FFNZ : Osbaldwick,Standard Table (ST) wards,SWARD,1060,70,102,,186
21652,00FFPA,00FFPA : Rural West York,Standard Table (ST) wards,SWARD,2889,705,697,,763
21653,00FFPB,"00FFPB : Skelton, Rawcliffe and Clifton Without",Standard Table (ST) wards,SWARD,4529,544,681,,699
21654,00FFPC,00FFPC : Strensall,Standard Table (ST) wards,SWARD,2484,561,480,,557
21655,00FFPD,00FFPD : Westfield,Standard Table (ST) wards,SWARD,4176,674,453,,538
21656,00FFPE,00FFPE : Wheldrake,Standard Table (ST) wards,SWARD,708,632,278,,343
21657,00FKMX,00FKMX : Abbey,Standard Table (ST) wards,SWARD,3632,717,324,,499
21658,00FKMY,00FKMY : Allestree,Standard Table (ST) wards,SWARD,3778,861,330,,745
21659,00FKMZ,00FKMZ : Alvaston,Standard Table (ST) wards,SWARD,4412,644,235,,555
21660,00FKNA,00FKNA : Arboretum,Standard Table (ST) wards,SWARD,2974,562,210,,485
21661,00FKNB,00FKNB : Blagreaves,Standard Table (ST) wards,SWARD,4074,735,284,,574
21662,00FKNC,00FKNC : Boulton,Standard Table (ST) wards,SWARD,4255,616,186,,536
21663,00FKND,00FKND : Chaddesden,Standard Table (ST) wards,SWARD,4265,835,191,,536
21664,00FKNE,00FKNE : Chellaston,Standard Table (ST) wards,SWARD,4044,761,334,,559
21665,00FKNF,00FKNF : Darley,Standard Table (ST) wards,SWARD,3581,829,479,,620
21666,00FKNG,00FKNG : Derwent,Standard Table (ST) wards,SWARD,3968,734,190,,509
21667,00FKNH,00FKNH : Littleover,Standard Table (ST) wards,SWARD,3931,957,426,,661
21668,00FKNJ,00FKNJ : Mackworth,Standard Table (ST) wards,SWARD,3754,667,239,,513
21669,00FKNK,00FKNK : Mickleover,Standard Table (ST) wards,SWARD,4648,966,375,,712
21670,00FKNL,00FKNL : Normanton,Standard Table (ST) wards,SWARD,3319,567,188,,528
21671,00FKNM,00FKNM : Oakwood,Standard Table (ST) wards,SWARD,4841,1329,465,,725
21672,00FKNN,00FKNN : Sinfin,Standard Table (ST) wards,SWARD,3989,590,215,,507
21673,00FKNP,00FKNP : Spondon,Standard Table (ST) wards,SWARD,4093,776,230,,549
21674,00FNNF,00FNNF : Abbey,Standard Table (ST) wards,SWARD,3919,283,197,,493
21675,00FNNG,00FNNG : Aylestone,Standard Table (ST) wards,SWARD,3994,402,265,,594
21676,00FNNH,00FNNH : Beaumont Leys,Standard Table (ST) wards,SWARD,4519,501,338,,564
21677,00FNNJ,00FNNJ : Belgrave,Standard Table (ST) wards,SWARD,2960,186,140,,403
21678,00FNNK,00FNNK : Braunstone Park and Rowley Fields,Standard Table (ST) wards,SWARD,4620,365,284,,565
21679,00FNNL,00FNNL : Castle,Standard Table (ST) wards,SWARD,4339,367,594,,503
21680,00FNNM,00FNNM : Charnwood,Standard Table (ST) wards,SWARD,2866,163,148,,361
21681,00FNNN,00FNNN : Coleman,Standard Table (ST) wards,SWARD,3672,168,150,,515
21682,00FNNP,00FNNP : Evington,Standard Table (ST) wards,SWARD,3043,224,207,,446
21683,00FNNQ,00FNNQ : Eyres Monsell,Standard Table (ST) wards,SWARD,3059,320,135,,384
21684,00FNNR,00FNNR : Fosse,Standard Table (ST) wards,SWARD,4177,339,270,,516
21685,00FNNS,00FNNS : Freemen,Standard Table (ST) wards,SWARD,2960,247,181,,362
21686,00FNNT,00FNNT : Humberstone and Hamilton,Standard Table (ST) wards,SWARD,3984,466,328,,604
21687,00FNNU,00FNNU : Knighton,Standard Table (ST) wards,SWARD,5440,525,719,,836
21688,00FNNW,00FNNW : Latimer,Standard Table (ST) wards,SWARD,3290,157,166,,544
21689,00FNNX,00FNNX : New Parks,Standard Table (ST) wards,SWARD,4606,342,182,,562
21690,00FNNY,00FNNY : Rushey Mead,Standard Table (ST) wards,SWARD,5330,449,287,,756
21691,00FNNZ,00FNNZ : Spinney Hills,Standard Table (ST) wards,SWARD,5115,218,253,,759
21692,00FNPA,00FNPA : Stoneygate,Standard Table (ST) wards,SWARD,5072,282,435,,712
21693,00FNPB,00FNPB : Thurncourt,Standard Table (ST) wards,SWARD,2974,270,123,,436
21694,00FNPC,00FNPC : Westcotes,Standard Table (ST) wards,SWARD,3257,315,306,,358
21695,00FNPD,00FNPD : Western Park,Standard Table (ST) wards,SWARD,3641,327,303,,544
21696,00FPMS,00FPMS : Braunston and Belton,Standard Table (ST) wards,SWARD,206,164,102,,139
21697,00FPMT,00FPMT : Cottesmore,Standard Table (ST) wards,SWARD,1031,210,163,,200
21698,00FPMU,00FPMU : Exton,Standard Table (ST) wards,SWARD,347,153,125,,190
21699,00FPMW,00FPMW : Greetham,Standard Table (ST) wards,SWARD,278,148,103,,169
21700,00FPMX,00FPMX : Ketton,Standard Table (ST) wards,SWARD,391,332,157,,222
21701,00FPMY,00FPMY : Langham,Standard Table (ST) wards,SWARD,219,107,78,,100
21702,00FPMZ,00FPMZ : Lyddington,Standard Table (ST) wards,SWARD,216,160,113,,154
21703,00FPNA,00FPNA : Martinsthorpe,Standard Table (ST) wards,SWARD,171,149,94,,146
21704,00FPNB,00FPNB : Normanton,Standard Table (ST) wards,SWARD,740,331,176,,263
21705,00FPNC,00FPNC : Oakham North East,Standard Table (ST) wards,SWARD,640,270,228,,192
21706,00FPND,00FPND : Oakham North West,Standard Table (ST) wards,SWARD,890,275,159,,189
21707,00FPNE,00FPNE : Oakham South East,Standard Table (ST) wards,SWARD,445,214,162,,129
21708,00FPNF,00FPNF : Oakham South West,Standard Table (ST) wards,SWARD,612,235,117,,178
21709,00FPNG,00FPNG : Ryhall and Casterton,Standard Table (ST) wards,SWARD,613,405,161,,217
21710,00FPNH,00FPNH : Uppingham,Standard Table (ST) wards,SWARD,764,393,172,,285
21711,00FPNJ,00FPNJ : Whissendine,Standard Table (ST) wards,SWARD,270,95,85,,130
21712,00FYNE,00FYNE : Arboretum,Standard Table (ST) wards,SWARD,2461,206,268,,337
21713,00FYNF,00FYNF : Aspley,Standard Table (ST) wards,SWARD,3829,302,163,,456
21714,00FYNG,00FYNG : Basford,Standard Table (ST) wards,SWARD,4956,494,304,,580
21715,00FYNH,00FYNH : Berridge,Standard Table (ST) wards,SWARD,4884,458,396,,697
21716,00FYNJ,00FYNJ : Bestwood,Standard Table (ST) wards,SWARD,4388,405,198,,543
21717,00FYNK,00FYNK : Bilborough,Standard Table (ST) wards,SWARD,4155,331,188,,471
21718,00FYNL,00FYNL : Bridge,Standard Table (ST) wards,SWARD,2769,280,243,,390
21719,00FYNM,00FYNM : Bulwell,Standard Table (ST) wards,SWARD,4469,516,193,,539
21720,00FYNN,00FYNN : Bulwell Forest,Standard Table (ST) wards,SWARD,4979,565,243,,704
21721,00FYNP,00FYNP : Clifton North,Standard Table (ST) wards,SWARD,3927,443,286,,537
21722,00FYNQ,00FYNQ : Clifton South,Standard Table (ST) wards,SWARD,3798,564,182,,497
21723,00FYNR,00FYNR : Dales,Standard Table (ST) wards,SWARD,4382,403,218,,609
21724,00FYNS,00FYNS : Dunkirk and Lenton,Standard Table (ST) wards,SWARD,2356,210,221,,279
21725,00FYNT,00FYNT : Leen Valley,Standard Table (ST) wards,SWARD,2815,220,164,,423
21726,00FYNU,00FYNU : Mapperley,Standard Table (ST) wards,SWARD,4994,604,409,,798
21727,00FYNW,00FYNW : Radford and Park,Standard Table (ST) wards,SWARD,3852,405,419,,582
21728,00FYNX,00FYNX : St Ann's,Standard Table (ST) wards,SWARD,3622,243,168,,435
21729,00FYNY,00FYNY : Sherwood,Standard Table (ST) wards,SWARD,5024,597,369,,751
21730,00FYNZ,00FYNZ : Wollaton East and Lenton Abbey,Standard Table (ST) wards,SWARD,1478,156,378,,236
21731,00FYPA,00FYPA : Wollaton West,Standard Table (ST) wards,SWARD,4574,600,354,,750
21732,00GANY,00GANY : Aylestone,Standard Table (ST) wards,SWARD,1920,221,161,,352
21733,00GANZ,00GANZ : Backbury,Standard Table (ST) wards,SWARD,651,244,124,,319
21734,00GAPA,00GAPA : Belmont,Standard Table (ST) wards,SWARD,3307,348,291,,546
21735,00GAPB,00GAPB : Bircher,Standard Table (ST) wards,SWARD,471,237,101,,394
21736,00GAPC,00GAPC : Bringsty,Standard Table (ST) wards,SWARD,343,462,178,,448
21737,00GAPD,00GAPD : Bromyard,Standard Table (ST) wards,SWARD,989,861,162,,605
21738,00GAPE,"00GAPE : Burghill, Holmer and Lyde",Standard Table (ST) wards,SWARD,988,131,119,,305
21739,00GAPF,00GAPF : Castle,Standard Table (ST) wards,SWARD,331,441,118,,538
21740,00GAPG,00GAPG : Central,Standard Table (ST) wards,SWARD,843,101,76,,172
21741,00GAPH,00GAPH : Credenhill,Standard Table (ST) wards,SWARD,973,183,125,,267
21742,00GAPJ,00GAPJ : Frome,Standard Table (ST) wards,SWARD,414,569,165,,471
21743,00GAPK,00GAPK : Golden Cross with Weobley,Standard Table (ST) wards,SWARD,359,464,115,,375
21744,00GAPL,00GAPL : Golden Valley North,Standard Table (ST) wards,SWARD,312,440,126,,450
21745,00GAPM,00GAPM : Golden Valley South,Standard Table (ST) wards,SWARD,281,404,128,,570
21746,00GAPN,00GAPN : Hagley,Standard Table (ST) wards,SWARD,1014,207,165,,335
21747,00GAPP,00GAPP : Hampton Court,Standard Table (ST) wards,SWARD,375,392,102,,429
21748,00GAPQ,00GAPQ : Hollington,Standard Table (ST) wards,SWARD,488,134,69,,258
21749,00GAPR,00GAPR : Hope End,Standard Table (ST) wards,SWARD,1008,599,267,,670
21750,00GAPS,00GAPS : Kerne Bridge,Standard Table (ST) wards,SWARD,554,259,193,,363
21751,00GAPT,00GAPT : Kington Town,Standard Table (ST) wards,SWARD,662,272,98,,354
21752,00GAPU,00GAPU : Ledbury,Standard Table (ST) wards,SWARD,1870,1363,324,,696
21753,00GAPW,00GAPW : Leominster North,Standard Table (ST) wards,SWARD,1277,645,178,,390
21754,00GAPX,00GAPX : Leominster South,Standard Table (ST) wards,SWARD,1277,567,127,,463
21755,00GAPY,00GAPY : Llangarron,Standard Table (ST) wards,SWARD,510,331,198,,488
21756,00GAPZ,00GAPZ : Mortimer,Standard Table (ST) wards,SWARD,384,371,202,,499
21757,00GAQA,00GAQA : Old Gore,Standard Table (ST) wards,SWARD,479,396,119,,462
21758,00GAQB,00GAQB : Pembridge and Lyonshall with Titley,Standard Table (ST) wards,SWARD,452,421,104,,467
21759,00GAQC,00GAQC : Penyard,Standard Table (ST) wards,SWARD,473,418,139,,395
21760,00GAQD,00GAQD : Pontrilas,Standard Table (ST) wards,SWARD,419,401,173,,540
21761,00GAQE,00GAQE : Ross-on-Wye East,Standard Table (ST) wards,SWARD,1092,399,162,,353
21762,00GAQF,00GAQF : Ross-on-Wye West,Standard Table (ST) wards,SWARD,1546,453,213,,382
21763,00GAQG,00GAQG : St Martins and Hinton,Standard Table (ST) wards,SWARD,3402,362,286,,655
21764,00GAQH,00GAQH : St Nicholas,Standard Table (ST) wards,SWARD,2272,249,171,,398
21765,00GAQJ,00GAQJ : Stoney Street,Standard Table (ST) wards,SWARD,686,162,86,,307
21766,00GAQK,00GAQK : Sutton Walls,Standard Table (ST) wards,SWARD,837,187,120,,279
21767,00GAQL,00GAQL : Three Elms,Standard Table (ST) wards,SWARD,3870,433,288,,620
21768,00GAQM,00GAQM : Tupsley,Standard Table (ST) wards,SWARD,3190,363,283,,609
21769,00GAQN,00GAQN : Upton,Standard Table (ST) wards,SWARD,435,275,161,,454
21770,00GAQP,00GAQP : Valletts,Standard Table (ST) wards,SWARD,623,325,113,,411
