,GEO_CODE,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km and over,Work or study mainly at or from home,Other (including no fixed place of work; working on an offshore installation and working outside the UK)
2178,S01002179,91,169,82,36,19,22,22
2179,S01002180,232,63,41,12,27,29,13
2180,S01002181,111,140,155,43,15,20,52
2181,S01002182,316,106,44,21,38,51,55
2182,S01002183,227,191,91,24,22,16,34
2183,S01002184,184,195,35,18,13,33,25
2184,S01002185,155,192,56,24,12,17,33
2185,S01002186,251,156,54,39,35,34,32
2186,S01002187,365,126,72,25,49,62,36
2187,S01002188,243,141,46,15,20,20,22
2188,S01002189,252,155,71,15,27,26,32
2189,S01002190,259,138,67,18,28,55,35
2190,S01002191,144,145,73,30,17,16,43
2191,S01002192,173,124,111,21,13,17,38
2192,S01002193,213,236,59,20,20,37,18
2193,S01002194,166,119,104,24,6,20,29
2194,S01002195,307,119,71,34,43,36,32
2195,S01002196,112,119,149,28,18,22,27
2196,S01002197,127,159,68,18,22,10,31
2197,S01002198,248,207,76,35,24,18,38
2198,S01002199,328,100,67,20,48,59,31
2199,S01002200,139,194,71,20,30,28,23
2200,S01002201,334,134,87,13,53,41,85
2201,S01002202,275,134,58,26,23,37,39
2202,S01002203,190,106,50,12,20,31,24
2203,S01002204,128,143,34,17,9,19,37
2204,S01002205,268,137,85,27,39,31,24
2205,S01002206,158,112,58,19,18,15,17
2206,S01002207,125,145,158,45,27,54,44
2207,S01002208,243,75,50,9,21,27,26
2208,S01002209,235,268,98,26,34,23,34
2209,S01002210,225,102,27,15,16,45,28
2210,S01002211,104,97,37,7,5,10,25
2211,S01002212,233,204,82,35,11,13,42
2212,S01002213,130,111,108,159,27,25,34
2213,S01002214,277,132,52,19,55,40,35
2214,S01002215,146,182,117,24,19,32,40
2215,S01002216,166,220,65,16,25,15,51
2216,S01002217,211,210,83,38,14,23,36
2217,S01002218,212,104,47,16,31,30,25
2218,S01002219,108,150,77,19,18,29,24
2219,S01002220,68,151,225,25,27,40,35
2220,S01002221,196,161,73,17,21,21,40
2221,S01002222,174,197,56,18,21,37,21
2222,S01002223,176,158,40,15,11,21,25
2223,S01002224,63,128,138,37,22,46,21
2224,S01002225,225,139,72,19,31,18,29
2225,S01002226,343,190,92,33,27,44,51
2226,S01002227,144,107,63,31,6,22,38
2227,S01002228,124,224,111,50,14,37,44
2228,S01002229,115,147,111,18,16,29,17
2229,S01002230,338,146,98,19,47,49,43
2230,S01002231,278,122,32,21,38,368,30
2231,S01002232,196,120,38,11,4,16,38
2232,S01002233,240,180,91,18,29,32,52
2233,S01002234,172,171,97,19,21,13,33
2234,S01002235,324,197,84,20,31,36,42
2235,S01002236,221,192,71,10,12,22,53
2236,S01002237,286,250,109,51,23,24,63
2237,S01002238,87,78,42,14,6,9,17
2238,S01002239,216,129,58,28,4,32,32
2239,S01002240,198,139,52,17,22,37,36
2240,S01002241,223,168,55,11,6,18,41
2241,S01002242,145,190,80,25,24,29,23
2242,S01002243,233,148,64,20,30,54,35
2243,S01002244,197,175,62,15,23,12,36
2244,S01002245,315,224,91,35,35,37,41
2245,S01002246,211,196,103,32,26,27,54
2246,S01002247,198,160,72,13,6,27,39
2247,S01002248,309,204,65,34,24,76,52
2248,S01002249,151,177,71,11,12,22,28
2249,S01002250,275,216,100,29,27,22,70
2250,S01002251,91,85,113,231,32,33,32
2251,S01002252,126,105,49,12,21,21,22
2252,S01002253,219,186,66,22,6,29,50
2253,S01002254,173,189,62,25,30,22,47
2254,S01002255,296,198,84,27,22,24,45
2255,S01002256,139,233,82,27,28,21,33
2256,S01002257,200,140,82,21,21,21,37
2257,S01002258,192,124,100,12,16,33,21
2258,S01002259,131,95,40,33,16,11,22
2259,S01002260,59,150,187,37,45,45,29
2260,S01002261,237,230,92,44,26,41,42
2261,S01002262,131,201,76,16,15,21,27
2262,S01002263,87,104,145,23,23,44,29
2263,S01002264,215,196,100,38,18,30,36
2264,S01002265,277,169,67,8,6,52,28
2265,S01002266,142,152,68,20,15,13,23
2266,S01002267,240,209,75,18,9,49,67
2267,S01002268,127,132,91,17,20,21,28
2268,S01002269,189,229,71,27,32,44,23
2269,S01002270,189,226,104,16,32,44,46
2270,S01002271,227,190,69,23,16,28,32
2271,S01002272,174,148,45,9,17,11,30
2272,S01002273,173,171,70,31,30,35,38
2273,S01002274,194,175,66,19,25,18,39
2274,S01002275,197,161,122,10,15,36,46
2275,S01002276,106,118,203,34,19,44,23
2276,S01002277,193,162,56,15,13,28,39
2277,S01002278,260,189,112,20,14,33,65
2278,S01002279,233,165,67,12,9,52,49
2279,S01002280,189,231,45,20,22,18,31
2280,S01002281,192,89,76,8,9,41,29
2281,S01002282,187,121,83,8,10,31,35
2282,S01002283,150,206,48,18,17,32,21
2283,S01002284,271,239,100,22,23,14,34
2284,S01002285,156,150,47,19,12,23,29
2285,S01002286,158,194,71,39,24,22,27
2286,S01002287,143,239,69,18,22,16,17
2287,S01002288,156,226,76,42,37,29,32
2288,S01002289,134,138,66,18,16,16,36
2289,S01002290,157,175,66,22,22,13,33
2290,S01002291,151,123,67,9,3,33,46
2291,S01002292,168,185,79,20,22,25,40
2292,S01002293,213,254,73,15,23,20,83
2293,S01002294,139,148,49,16,20,35,12
2294,S01002295,96,97,206,35,23,30,28
2295,S01002296,158,98,48,10,6,24,19
2296,S01002297,207,186,64,18,22,17,49
2297,S01002298,206,177,60,31,29,42,26
2298,S01002299,208,154,108,16,23,26,33
2299,S01002300,127,228,58,17,25,29,23
2300,S01002301,223,248,110,28,11,33,39
2301,S01002302,249,177,72,20,12,43,46
2302,S01002303,191,194,87,13,9,20,40
2303,S01002304,115,270,81,45,34,33,44
2304,S01002305,166,179,97,17,21,34,32
2305,S01002306,231,118,76,14,18,26,25
2306,S01002307,132,208,75,40,36,32,37
2307,S01002308,191,253,75,27,29,36,43
2308,S01002309,133,157,57,5,7,15,29
2309,S01002310,145,161,73,16,19,22,53
2310,S01002311,235,62,138,21,28,60,19
2311,S01002312,138,137,64,11,5,21,20
2312,S01002313,181,189,57,25,28,34,16
2313,S01002314,161,232,56,11,27,30,27
2314,S01002315,151,122,37,7,8,23,28
2315,S01002316,112,234,63,12,35,43,16
2316,S01002317,162,250,85,34,27,34,52
2317,S01002318,203,182,86,20,11,28,42
2318,S01002319,200,202,65,15,15,26,36
2319,S01002320,92,188,61,24,12,25,25
2320,S01002321,169,139,65,8,7,29,23
2321,S01002322,91,220,70,28,22,28,31
2322,S01002323,141,222,48,18,23,28,18
2323,S01002324,125,152,47,4,6,21,54
2324,S01002325,75,106,70,11,9,12,23
2325,S01002326,169,186,65,27,12,28,37
2326,S01002327,143,83,125,88,13,45,27
2327,S01002328,166,20,130,199,22,20,34
2328,S01002329,182,22,92,166,21,19,33
2329,S01002330,184,24,80,180,22,26,29
2330,S01002331,180,19,81,115,17,23,26
2331,S01002332,252,15,153,290,36,28,39
2332,S01002333,206,20,95,249,32,34,41
2333,S01002334,136,12,117,190,60,31,33
2334,S01002335,187,19,123,251,43,29,42
2335,S01002336,249,23,131,315,41,33,52
2336,S01002337,209,36,101,327,36,22,46
2337,S01002338,152,10,43,106,8,11,25
2338,S01002339,153,94,20,3,41,47,53
2339,S01002340,68,38,106,3,38,33,58
2340,S01002341,39,43,37,9,115,45,41
2341,S01002342,85,81,19,5,127,39,28
2342,S01002343,68,76,91,101,105,43,61
2343,S01002344,65,115,114,6,21,40,28
2344,S01002345,239,52,68,19,46,32,40
2345,S01002346,134,33,94,112,105,70,68
2346,S01002347,60,40,69,143,85,62,38
2347,S01002348,81,46,89,100,66,90,67
2348,S01002349,235,30,62,24,68,89,76
2349,S01002350,80,18,41,231,60,67,69
2350,S01002351,38,48,13,16,130,52,46
2351,S01002352,76,35,218,30,46,50,44
2352,S01002353,80,15,246,79,26,24,41
2353,S01002354,173,230,8,2,23,44,39
2354,S01002355,395,38,3,0,31,34,50
2355,S01002356,362,6,7,3,22,30,30
2356,S01002357,352,17,0,3,32,13,30
2357,S01002358,67,20,12,30,137,62,33
2358,S01002359,387,15,4,6,17,31,39
2359,S01002360,300,5,1,4,23,19,33
2360,S01002361,284,40,0,5,24,31,32
2361,S01002362,51,34,228,65,22,24,40
2362,S01002363,324,168,10,11,38,46,49
2363,S01002364,369,23,1,3,28,26,43
2364,S01002365,32,15,10,214,19,30,40
2365,S01002366,77,207,4,10,35,28,32
2366,S01002367,66,181,168,4,40,40,44
2367,S01002368,133,8,273,18,28,40,58
2368,S01002369,76,16,18,7,115,40,39
2369,S01002370,84,35,9,85,112,45,52
2370,S01002371,50,20,13,199,24,26,42
2371,S01002372,87,8,13,110,160,45,57
2372,S01002373,41,23,3,13,195,36,45
2373,S01002374,67,35,0,3,153,48,53
2374,S01002375,127,9,173,86,57,43,43
2375,S01002376,118,43,195,64,53,35,44
2376,S01002377,112,8,177,60,63,33,39
2377,S01002378,57,46,103,45,81,42,28
2378,S01002379,130,225,83,46,55,28,49
2379,S01002380,104,139,78,33,48,18,42
2380,S01002381,143,69,203,52,56,20,32
2381,S01002382,107,52,122,22,28,11,23
2382,S01002383,75,63,84,33,78,40,30
2383,S01002384,109,67,101,43,38,15,22
2384,S01002385,163,71,112,68,34,18,38
2385,S01002386,145,260,71,75,110,15,43
2386,S01002387,88,87,89,35,80,21,32
2387,S01002388,119,259,87,64,109,28,35
2388,S01002389,93,169,66,39,120,26,42
2389,S01002390,96,102,83,44,97,21,29
2390,S01002391,150,96,63,57,140,39,21
2391,S01002392,163,221,55,54,115,23,51
2392,S01002393,68,100,51,25,53,19,19
2393,S01002394,74,108,75,62,54,24,36
2394,S01002395,126,127,98,36,92,28,34
2395,S01002396,130,153,61,31,68,21,34
2396,S01002397,144,162,63,71,164,26,44
2397,S01002398,92,147,103,71,131,19,39
2398,S01002399,233,174,57,59,53,20,47
2399,S01002400,130,206,127,80,133,17,24
2400,S01002401,208,130,92,73,205,35,34
2401,S01002402,187,224,40,41,39,29,46
2402,S01002403,174,143,40,44,46,13,34
2403,S01002404,160,216,72,60,134,20,39
2404,S01002405,100,155,113,66,132,26,35
2405,S01002406,163,172,49,23,41,17,43
2406,S01002407,229,162,56,45,50,25,28
2407,S01002408,137,199,56,43,43,16,42
2408,S01002409,60,112,66,45,105,14,25
2409,S01002410,121,58,44,46,76,7,37
2410,S01002411,107,66,106,51,48,32,37
2411,S01002412,107,126,123,190,163,34,72
2412,S01002413,142,158,35,43,60,18,17
2413,S01002414,136,105,27,20,21,15,21
2414,S01002415,121,106,71,97,34,25,33
2415,S01002416,84,109,55,37,73,17,13
2416,S01002417,101,133,66,34,71,20,27
2417,S01002418,234,190,46,43,53,26,43
2418,S01002419,146,38,29,29,84,20,16
2419,S01002420,95,92,66,74,36,15,28
2420,S01002421,191,72,83,117,113,37,41
2421,S01002422,127,42,20,28,102,13,21
2422,S01002423,135,50,41,30,47,15,12
2423,S01002424,247,99,65,48,56,17,37
2424,S01002425,164,72,135,66,71,19,38
2425,S01002426,93,54,37,32,64,6,23
2426,S01002427,154,143,39,38,60,8,31
2427,S01002428,68,47,39,91,38,26,14
2428,S01002429,33,28,8,16,13,3,16
2429,S01002430,120,33,20,34,97,14,27
2430,S01002431,132,57,111,60,64,15,38
2431,S01002432,73,55,54,125,94,44,33
2432,S01002433,136,43,22,25,26,9,17
2433,S01002434,207,139,45,49,42,13,37
2434,S01002435,122,169,52,43,44,19,41
2435,S01002436,162,72,33,25,33,11,30
2436,S01002437,109,60,10,27,48,11,26
2437,S01002438,155,141,51,24,35,15,37
2438,S01002439,200,116,54,22,45,29,27
2439,S01002440,262,167,44,40,46,12,40
2440,S01002441,157,74,35,30,73,18,17
2441,S01002442,107,44,17,36,76,9,24
2442,S01002443,158,99,36,29,36,17,17
2443,S01002444,115,71,38,13,14,13,23
2444,S01002445,217,91,28,24,38,16,19
2445,S01002446,184,63,34,56,102,33,33
2446,S01002447,261,91,21,31,35,19,38
2447,S01002448,157,96,44,23,29,8,18
2448,S01002449,82,54,66,64,106,11,21
2449,S01002450,127,82,55,37,64,9,25
2450,S01002451,267,110,117,140,92,42,44
2451,S01002452,161,50,28,26,28,15,14
2452,S01002453,190,47,72,120,87,15,37
2453,S01002454,224,120,57,36,55,23,27
2454,S01002455,183,28,58,102,60,21,27
2455,S01002456,209,61,106,53,46,27,40
2456,S01002457,193,154,60,32,43,9,37
2457,S01002458,246,109,20,30,26,33,27
2458,S01002459,132,66,22,35,39,14,27
2459,S01002460,160,138,37,40,27,14,25
2460,S01002461,100,29,51,90,73,11,24
2461,S01002462,198,73,9,30,73,18,39
2462,S01002463,299,130,44,38,28,25,24
2463,S01002464,149,74,19,15,19,16,21
2464,S01002465,161,50,118,83,82,17,45
2465,S01002466,187,82,87,127,50,28,44
2466,S01002467,121,52,27,24,35,8,22
2467,S01002468,108,87,34,23,36,11,22
2468,S01002469,143,48,66,83,33,14,30
2469,S01002470,156,127,112,59,40,27,50
2470,S01002471,151,72,21,26,21,14,16
2471,S01002472,164,67,36,28,23,9,9
2472,S01002473,274,74,75,36,38,25,23
2473,S01002474,142,79,22,40,64,18,33
2474,S01002475,135,60,19,27,31,18,24
2475,S01002476,264,96,30,55,126,23,43
2476,S01002477,157,71,63,84,66,12,39
2477,S01002478,208,62,152,116,80,34,45
2478,S01002479,151,138,37,29,23,26,25
2479,S01002480,171,40,13,23,25,15,18
2480,S01002481,225,81,108,67,45,26,37
2481,S01002482,200,86,67,38,35,38,22
2482,S01002483,148,73,30,35,31,4,28
2483,S01002484,195,53,38,106,62,18,30
2484,S01002485,189,64,117,107,97,26,36
2485,S01002486,113,20,26,56,21,19,17
2486,S01002487,140,50,15,25,21,9,27
2487,S01002488,147,70,39,26,29,6,20
2488,S01002489,153,51,12,15,22,7,22
2489,S01002490,158,56,31,19,27,20,13
2490,S01002491,83,38,33,48,24,10,18
2491,S01002492,132,25,46,91,65,17,24
2492,S01002493,277,103,37,30,84,22,34
2493,S01002494,168,26,113,114,70,25,37
2494,S01002495,225,83,30,21,28,9,19
2495,S01002496,173,93,17,37,21,6,35
2496,S01002497,165,87,20,43,93,12,20
2497,S01002498,183,43,107,128,90,16,39
2498,S01002499,202,73,41,46,33,12,27
2499,S01002500,152,71,25,19,33,11,13
2500,S01002501,107,19,32,47,70,11,23
2501,S01002502,191,68,61,66,49,30,24
2502,S01002503,89,32,42,60,58,21,17
2503,S01002504,129,73,119,51,78,23,40
2504,S01002505,177,26,32,67,63,18,31
2505,S01002506,187,48,128,129,63,21,38
2506,S01002507,138,59,38,16,26,11,17
2507,S01002508,252,72,48,54,81,15,29
2508,S01002509,239,45,71,140,101,28,45
2509,S01002510,264,78,107,62,78,22,43
2510,S01002511,133,34,34,22,38,8,12
2511,S01002512,95,29,43,50,54,10,33
2512,S01002513,184,97,29,73,143,11,29
2513,S01002514,152,86,25,25,28,11,20
2514,S01002515,129,45,25,29,35,20,22
2515,S01002516,122,119,55,46,93,21,33
2516,S01002517,130,39,93,62,40,11,30
2517,S01002518,162,129,42,40,64,17,28
2518,S01002519,183,115,30,42,31,15,30
2519,S01002520,122,120,15,21,20,12,25
2520,S01002521,143,50,33,41,45,12,23
2521,S01002522,162,32,100,97,73,24,37
2522,S01002523,148,66,53,46,82,29,11
2523,S01002524,146,73,71,43,60,18,30
2524,S01002525,139,29,88,59,26,11,32
2525,S01002526,144,69,43,43,74,16,26
2526,S01002527,158,185,46,65,98,29,36
2527,S01002528,116,59,107,97,65,25,38
2528,S01002529,219,171,24,33,28,22,20
2529,S01002530,176,41,99,71,34,17,35
2530,S01002531,175,205,34,41,41,22,39
2531,S01002532,189,51,91,60,43,16,36
2532,S01002533,276,93,58,28,27,37,20
2533,S01002534,285,156,62,33,41,28,38
2534,S01002535,99,28,52,46,46,14,24
2535,S01002536,104,97,21,18,23,11,14
2536,S01002537,180,33,92,59,21,16,24
2537,S01002538,175,218,51,65,112,34,44
2538,S01002539,167,87,51,37,31,20,25
2539,S01002540,120,25,101,40,27,10,23
2540,S01002541,158,194,94,66,113,22,37
2541,S01002542,125,165,34,39,53,9,20
2542,S01002543,153,21,55,53,10,10,24
2543,S01002544,140,211,30,44,50,19,39
2544,S01002545,88,32,84,57,44,20,25
2545,S01002546,143,117,53,32,52,23,28
2546,S01002547,177,162,39,47,51,20,39
2547,S01002548,190,139,73,54,76,24,39
2548,S01002549,115,123,52,37,64,9,22
2549,S01002550,132,116,33,49,61,16,21
2550,S01002551,121,75,45,36,39,6,32
2551,S01002552,138,24,102,48,26,13,29
2552,S01002553,177,96,56,52,69,18,24
2553,S01002554,143,176,38,56,86,11,31
2554,S01002555,124,29,109,85,73,12,35
2555,S01002556,194,150,34,25,28,19,30
2556,S01002557,225,141,66,35,45,24,34
2557,S01002558,117,110,17,20,15,19,24
2558,S01002559,128,150,58,46,59,17,25
2559,S01002560,116,23,91,57,40,11,25
2560,S01002561,102,147,51,47,49,11,40
2561,S01002562,149,104,53,26,53,16,25
2562,S01002563,119,195,88,57,70,40,38
2563,S01002564,112,72,65,42,74,18,30
2564,S01002565,199,186,102,81,107,18,43
2565,S01002566,168,181,93,59,74,37,35
2566,S01002567,73,94,73,58,118,16,18
2567,S01002568,86,66,137,91,69,30,34
2568,S01002569,118,178,125,61,66,49,61
2569,S01002570,99,16,166,52,60,20,27
2570,S01002571,80,15,148,42,57,18,31
2571,S01002572,58,63,52,119,29,43,30
2572,S01002573,68,71,62,84,31,21,22
2573,S01002574,158,84,50,109,55,17,37
2574,S01002575,226,131,63,80,56,16,59
2575,S01002576,109,64,101,146,56,30,26
2576,S01002577,223,116,79,61,26,32,37
2577,S01002578,98,78,85,164,78,44,37
2578,S01002579,96,46,103,183,76,18,21
2579,S01002580,167,118,58,72,28,23,25
2580,S01002581,184,24,87,201,48,35,27
2581,S01002582,167,65,49,66,23,33,28
2582,S01002583,226,142,60,60,45,21,40
2583,S01002584,215,156,52,101,58,26,30
2584,S01002585,212,84,58,159,54,26,34
2585,S01002586,114,73,57,64,31,21,34
2586,S01002587,160,50,109,127,46,17,31
2587,S01002588,199,66,100,132,49,9,31
2588,S01002589,82,119,72,110,59,27,34
2589,S01002590,111,75,79,132,49,32,32
2590,S01002591,151,91,24,46,21,9,17
2591,S01002592,222,163,38,81,50,16,28
2592,S01002593,212,112,52,58,31,19,27
2593,S01002594,117,48,74,204,60,24,31
2594,S01002595,161,116,30,62,31,10,17
2595,S01002596,137,86,81,118,44,35,33
2596,S01002597,155,91,16,31,12,21,19
2597,S01002598,216,124,62,155,50,28,29
2598,S01002599,166,83,17,48,15,15,20
2599,S01002600,198,45,98,227,68,13,38
2600,S01002601,173,88,33,59,22,22,17
2601,S01002602,134,63,64,61,21,19,15
2602,S01002603,172,132,20,57,27,19,24
2603,S01002604,97,149,128,174,61,40,40
2604,S01002605,178,103,20,57,17,11,18
2605,S01002606,207,116,14,58,21,9,18
2606,S01002607,241,158,29,73,38,27,41
2607,S01002608,80,116,90,109,39,20,17
2608,S01002609,145,140,27,74,32,16,20
2609,S01002610,239,155,24,84,52,26,27
2610,S01002611,261,172,36,98,65,28,21
2611,S01002612,62,85,73,79,70,35,30
2612,S01002613,80,44,129,176,55,55,23
2613,S01002614,147,35,132,199,61,34,32
2614,S01002615,62,48,92,53,84,17,30
2615,S01002616,157,121,21,87,52,16,20
2616,S01002617,128,17,103,168,68,25,48
2617,S01002618,128,19,116,114,28,33,20
2618,S01002619,238,94,25,98,59,26,22
2619,S01002620,132,10,113,135,33,28,32
2620,S01002621,174,129,12,91,34,17,37
2621,S01002622,129,143,26,234,79,38,28
2622,S01002623,149,155,27,97,55,16,27
2623,S01002624,215,137,26,110,63,21,31
2624,S01002625,263,180,41,123,72,32,36
2625,S01002626,267,88,34,48,31,20,26
2626,S01002627,131,299,96,89,130,27,47
2627,S01002628,142,100,123,80,120,23,33
2628,S01002629,210,91,19,111,54,41,34
2629,S01002630,104,7,104,97,14,21,22
2630,S01002631,90,57,143,60,111,13,32
2631,S01002632,162,103,24,68,34,18,26
2632,S01002633,300,214,50,86,42,16,31
2633,S01002634,77,86,109,148,37,35,22
2634,S01002635,75,5,105,107,37,41,23
2635,S01002636,112,10,93,88,15,11,28
2636,S01002637,221,119,31,50,34,19,40
2637,S01002638,271,71,20,51,31,23,31
2638,S01002639,285,115,45,94,139,25,39
2639,S01002640,154,11,141,158,36,18,36
2640,S01002641,144,161,188,77,123,23,60
2641,S01002642,159,54,19,32,21,19,18
2642,S01002643,126,41,27,34,21,7,21
2643,S01002644,129,8,150,104,25,31,27
2644,S01002645,181,90,21,30,26,8,26
2645,S01002646,154,71,23,84,77,12,30
2646,S01002647,109,15,105,155,50,30,35
2647,S01002648,79,175,94,105,46,27,37
2648,S01002649,276,78,34,44,19,27,20
2649,S01002650,62,119,58,66,78,29,25
2650,S01002651,227,72,13,47,19,18,22
2651,S01002652,278,66,31,73,58,19,22
2652,S01002653,259,80,31,41,30,11,35
2653,S01002654,104,79,48,91,30,21,26
2654,S01002655,266,74,18,26,24,15,30
2655,S01002656,306,128,27,48,23,37,31
2656,S01002657,76,104,60,158,41,18,35
2657,S01002658,299,86,52,101,109,25,33
2658,S01002659,108,203,69,68,114,45,23
2659,S01002660,302,68,36,55,46,30,38
2660,S01002661,107,39,94,120,93,20,36
2661,S01002662,148,17,149,106,34,29,26
2662,S01002663,241,53,25,82,78,23,28
2663,S01002664,327,77,50,111,88,23,35
2664,S01002665,122,27,94,119,60,31,30
2665,S01002666,62,43,123,102,128,47,41
2666,S01002667,151,83,34,42,28,12,17
2667,S01002668,62,15,21,97,66,49,27
2668,S01002669,216,68,69,54,119,31,44
2669,S01002670,232,48,20,83,61,24,23
2670,S01002671,196,102,53,82,136,24,38
2671,S01002672,159,95,29,33,26,15,22
2672,S01002673,120,56,35,34,61,15,20
2673,S01002674,135,30,105,112,50,29,40
2674,S01002675,199,98,38,97,66,27,32
2675,S01002676,204,58,42,68,92,17,30
2676,S01002677,220,90,78,49,103,31,35
2677,S01002678,174,147,62,145,77,36,44
2678,S01002679,196,97,53,42,73,15,40
2679,S01002680,254,73,63,78,121,18,49
2680,S01002681,148,87,48,72,69,18,13
2681,S01002682,108,130,37,31,17,14,20
2682,S01002683,128,30,98,118,75,38,27
2683,S01002684,160,58,45,50,76,22,24
2684,S01002685,240,87,56,35,53,21,27
2685,S01002686,140,121,53,128,44,38,48
2686,S01002687,183,110,71,30,94,29,51
2687,S01002688,188,104,80,51,89,15,40
2688,S01002689,192,93,54,47,116,27,37
2689,S01002690,118,53,40,46,54,7,24
2690,S01002691,197,154,79,139,145,26,32
2691,S01002692,268,109,60,53,91,25,45
2692,S01002693,120,100,46,31,65,15,31
2693,S01002694,139,22,199,53,35,30,33
2694,S01002695,55,49,131,84,23,47,28
2695,S01002696,119,110,124,59,42,22,36
2696,S01002697,95,102,180,64,150,39,49
2697,S01002698,76,120,105,82,35,19,35
2698,S01002699,165,57,33,11,19,14,24
2699,S01002700,139,26,212,52,64,23,38
2700,S01002701,129,21,219,163,118,41,56
2701,S01002702,82,12,118,45,33,11,18
2702,S01002703,190,141,73,56,80,27,48
2703,S01002704,120,122,65,37,42,9,26
2704,S01002705,89,49,94,51,20,27,45
2705,S01002706,144,103,24,101,30,17,46
2706,S01002707,210,66,152,55,27,23,44
2707,S01002708,70,34,95,146,49,27,28
2708,S01002709,121,84,25,54,22,16,28
2709,S01002710,27,168,69,49,34,14,47
2710,S01002711,212,69,138,63,45,21,28
2711,S01002712,124,98,129,53,36,22,28
2712,S01002713,152,44,15,42,19,31,45
2713,S01002714,243,83,32,106,21,32,34
2714,S01002715,201,44,155,59,37,15,34
2715,S01002716,43,100,72,38,86,39,34
2716,S01002717,232,53,36,89,29,16,28
2717,S01002718,183,36,122,60,34,35,63
2718,S01002719,236,32,112,42,28,16,48
2719,S01002720,199,55,45,64,35,32,24
2720,S01002721,154,30,125,52,22,23,34
2721,S01002722,181,40,37,78,56,28,26
2722,S01002723,97,18,90,49,17,12,32
2723,S01002724,219,61,49,62,42,19,28
2724,S01002725,193,46,137,67,57,32,53
2725,S01002726,228,47,39,75,47,42,20
2726,S01002727,94,296,89,125,76,26,53
2727,S01002728,175,25,144,80,54,40,41
2728,S01002729,243,155,88,119,60,32,35
2729,S01002730,224,44,67,74,51,22,42
2730,S01002731,222,45,38,54,24,25,36
2731,S01002732,170,28,68,68,54,14,28
2732,S01002733,129,33,32,44,17,12,29
2733,S01002734,188,34,118,83,47,14,39
2734,S01002735,194,43,56,89,68,16,33
2735,S01002736,161,46,117,81,50,16,22
2736,S01002737,250,33,76,89,46,28,26
2737,S01002738,201,82,46,47,30,20,37
2738,S01002739,93,11,142,127,91,36,40
