GEO_CODE,Pop
S01003954,546
S01003950,663
S01003951,543
S01003952,524
S01003957,687
S01003965,543
S01003966,916
S01003958,762
S01003962,575
S01003964,535
S01003961,565
S01003960,890
S01003968,902
S01003969,775
S01003972,632
S01003971,652
S01003980,558
S01003981,579
S01003978,610
S01003977,595
S01003976,708
S01003979,645
S01003982,726
S01003984,654
S01003986,582
S01003985,862
S01003983,725
S01003987,546
S01003989,800
S01003991,593
S01003994,679
S01004008,645
S01004010,775
S01004001,798
S01003996,512
S01003995,876
S01004000,769
S01003992,923
S01003975,655
S01003993,652
S01004002,879
S01004004,785
S01003998,599
S01004007,584
S01004005,635
S01003999,868
S01003997,938
S01004003,549
S01004006,576
S01004009,648
S01003988,525
S01003974,813
S01003990,506
S01003967,513
S01003970,593
S01003973,544
S01004014,667
S01004011,1115
S01004015,944
S01004013,530
S01004017,972
S01004020,771
S01004032,578
S01004024,949
S01004021,810
S01004019,527
S01004012,729
S01004016,608
S01004018,854
S01004022,651
S01004023,603
S01004043,805
S01004082,740
S01004099,774
S01004096,748
S01004111,851
S01004103,787
S01004105,799
S01004113,736
S01004119,592
S01004117,736
S01004118,893
S01004114,644
S01004107,689
S01004098,630
S01004100,800
S01004081,888
S01004079,818
S01004066,756
S01004073,823
S01004087,612
S01004074,886
S01004088,569
S01004056,769
S01004054,950
S01004058,827
S01004071,858
S01004077,952
S01004089,792
S01004097,844
S01004076,630
S01004090,707
S01004083,896
S01004108,786
S01004109,615
S01004120,720
S01004115,773
S01004116,683
S01004112,874
S01004104,796
S01004110,563
S01004106,801
S01004101,744
S01004093,553
S01004102,785
S01004095,520
S01004092,697
S01004091,712
S01004085,559
S01004072,1083
S01004067,787
S01004059,610
S01004064,691
S01004055,916
S01004062,958
S01004068,813
S01004065,918
S01004070,754
S01004069,787
S01004080,767
S01004078,712
S01004086,773
S01004094,580
S01004084,757
S01004075,640
S01004063,909
S01004060,934
S01004051,685
S01004045,656
S01004047,746
S01004050,783
S01004053,932
S01004061,829
S01004052,762
S01004057,983
S01004049,844
S01004048,953
S01004046,592
S01004044,739
S01004042,711
S01004040,742
S01004037,717
S01004034,792
S01004041,681
S01004039,800
S01004035,751
S01004038,715
S01004036,710
S01004033,971
S01004029,928
S01004026,668
S01004025,853
S01004027,778
S01004031,596
S01004028,775
S01004030,832
S01004122,626
S01004121,597
S01004144,868
S01004159,607
S01004124,973
S01004125,632
S01004126,695
S01004129,842
S01004131,796
S01004130,572
S01004128,741
S01004127,963
S01004134,712
S01004136,633
S01004135,660
S01004140,600
S01004133,908
S01004132,580
S01004141,710
S01004148,976
S01004151,650
S01004143,888
S01004145,691
S01004142,577
S01004139,610
S01004150,579
S01004161,632
S01004154,670
S01004157,654
S01004158,627
S01004166,529
S01004178,563
S01004183,959
S01004213,599
S01004208,865
S01004196,694
S01004202,561
S01004193,767
S01004197,698
S01004201,755
S01004210,696
S01004203,873
S01004198,702
S01004173,588
S01004169,592
S01004179,523
S01004187,721
S01004177,509
S01004190,806
S01004174,760
S01004186,724
S01004191,759
S01004194,794
S01004206,714
S01004199,823
S01004204,734
S01004228,760
S01004195,612
S01004189,630
S01004180,869
S01004162,708
S01004181,739
S01004160,629
S01004176,640
S01004211,730
S01004217,574
S01004200,806
S01004209,587
S01004214,711
S01004215,620
S01004220,786
S01004232,680
S01004229,703
S01004231,766
S01004230,729
S01004226,752
S01004227,603
S01004224,750
S01004221,902
S01004219,679
S01004222,551
S01004225,836
S01004223,809
S01004218,855
S01004216,886
S01004212,809
S01004164,956
S01004137,530
S01004123,509
S01004155,929
S01004205,718
S01004207,793
S01004192,863
S01004188,781
S01004185,828
S01004175,631
S01004182,906
S01004172,751
S01004168,695
S01004165,1000
S01004170,600
S01004184,874
S01004171,626
S01004167,676
S01004163,719
S01004156,804
S01004153,800
S01004152,754
S01004149,634
S01004146,722
S01004147,847
S01004138,707
S01004233,633
S01004235,623
S01004234,979
S01004236,888
S01004237,658
S01004240,642
S01004245,894
S01004239,676
S01004244,611
S01004241,514
S01004238,562
S01004243,580
S01004253,557
S01004252,552
S01004246,575
S01004251,910
S01004249,895
S01004247,850
S01004248,928
S01004250,1014
S01004281,583
S01004329,524
S01004331,569
S01004335,528
S01004333,531
S01004332,575
S01004327,700
S01004326,804
S01004290,700
S01004324,849
S01004328,667
S01004323,648
S01004321,785
S01004317,884
S01004325,996
S01004322,976
S01004320,918
S01004318,618
S01004314,771
S01004301,634
S01004319,872
S01004287,646
S01004275,585
S01004269,796
S01004264,703
S01004258,709
S01004257,531
S01004255,695
S01004298,997
S01004313,966
S01004304,938
S01004334,1690
S01004278,916
S01004279,929
S01004303,606
S01004297,772
S01004300,550
S01004299,548
S01004295,850
S01004292,774
S01004289,613
S01004291,827
S01004283,738
S01004282,989
S01004280,998
S01004277,794
S01004284,960
S01004288,735
S01004294,774
S01004296,911
S01004293,817
S01004302,762
S01004305,660
S01004308,990
S01004311,783
S01004315,557
S01004316,535
S01004310,810
S01004309,870
S01004306,576
S01004348,580
S01004347,793
S01004346,555
S01004344,769
S01004337,700
S01004345,951
S01004343,547
S01004342,801
S01004340,577
S01004341,600
S01004339,921
S01004338,703
S01004330,992
S01004336,995
S01004262,751
S01004307,1060
S01004285,942
S01004286,759
S01004312,705
S01004276,700
S01004268,655
S01004270,537
S01004271,578
S01004272,646
S01004273,712
S01004267,515
S01004242,865
S01004266,536
S01004265,921
S01004256,627
S01004261,861
S01004259,666
S01004263,759
S01004260,563
S01004254,729
S01004274,796
S01004372,974
S01004349,800
S01004350,562
S01004409,656
S01004351,508
S01004352,637
S01004353,921
S01004354,587
S01004408,572
S01004366,620
S01004373,564
S01004396,797
S01004461,603
S01004355,565
S01004357,775
S01004370,733
S01004378,964
S01004358,774
S01004356,982
S01004361,580
S01004360,688
S01004359,515
S01004369,778
S01004365,765
S01004371,761
S01004367,874
S01004379,959
S01004376,931
S01004375,748
S01004381,816
S01004385,830
S01004389,660
S01004392,893
S01004398,852
S01004391,593
S01004404,669
S01004405,758
S01004397,958
S01004401,1099
S01004400,558
S01004410,1010
S01004403,513
S01004402,974
S01004395,530
S01004399,507
S01004394,795
S01004388,947
S01004390,824
S01004393,911
S01004387,968
S01004384,681
S01004383,811
S01004382,687
S01004380,688
S01004386,908
S01004377,737
S01004374,600
S01004368,537
S01004363,1017
S01004362,547
S01004364,787
S01004406,869
S01004407,651
S01004411,628
S01004418,924
S01004417,764
S01004413,815
S01004414,695
S01004412,958
S01004423,829
S01004421,741
S01004435,595
S01004431,714
S01004442,928
S01004455,807
S01004463,791
S01004465,771
S01004467,996
S01004471,616
S01004457,871
S01004458,846
S01004451,907
S01004453,1014
S01004441,832
S01004425,630
S01004416,691
S01004420,756
S01004429,867
S01004430,512
S01004445,769
S01004439,686
S01004444,902
S01004433,968
S01004426,559
S01004422,570
S01004415,626
S01004419,839
S01004427,737
S01004437,926
S01004428,745
S01004443,684
S01004432,947
S01004448,614
S01004456,568
S01004452,691
S01004460,652
S01004462,643
S01004468,796
S01004470,580
S01004447,763
S01004438,684
S01004446,797
S01004436,797
S01004454,925
S01004449,914
S01004434,792
S01004450,886
S01004424,715
S01004440,723
S01004466,897
S01004459,573
S01004464,868
S01004469,694
S01004475,501
S01004480,984
S01004479,650
S01004482,922
S01004484,993
S01004509,712
S01004483,706
S01004481,569
S01004478,635
S01004485,510
S01004500,747
S01004507,763
S01004472,735
S01004473,1018
S01004476,721
S01004477,904
S01004474,1015
S01004510,841
S01004511,868
S01004515,944
S01004512,942
S01004513,502
S01004514,561
S01004516,513
S01004518,691
S01004519,886
S01004517,772
S01004503,730
S01004508,704
S01004520,831
S01004521,787
S01004524,626
S01004522,608
S01004523,869
S01004525,753
S01004498,599
S01004487,1037
S01004505,603
S01004527,558
S01004526,726
S01004506,538
S01004504,721
S01004501,574
S01004497,844
S01004494,889
S01004491,817
S01004488,708
S01004492,976
S01004489,848
S01004490,708
S01004486,938
S01004495,684
S01004496,645
S01004499,690
S01004502,753
S01004493,1042
S01004529,881
S01004530,602
S01004528,791
S01004532,649
S01004533,607
S01004531,737
S01004535,714
S01004542,589
S01004549,845
S01004541,768
S01004543,773
S01004547,860
S01004554,637
S01004550,702
S01004556,674
S01004566,733
S01004567,506
S01004564,567
S01004563,809
S01004565,707
S01004575,719
S01004577,575
S01004587,906
S01004569,700
S01004561,1044
S01004560,626
S01004552,733
S01004544,997
S01004545,748
S01004537,846
S01004534,702
S01004536,742
S01004538,801
S01004539,763
S01004540,869
S01004548,785
S01004546,966
S01004581,1091
S01004555,745
S01004559,1021
S01004553,535
S01004558,959
S01004571,660
S01004573,617
S01004582,588
S01004588,693
S01004580,877
S01004590,833
S01004598,687
S01004602,971
S01004576,618
S01004572,739
S01004562,520
S01004557,501
S01004570,696
S01004568,669
S01004551,944
S01004585,610
S01004591,604
S01004594,617
S01004593,858
S01004599,575
S01004584,726
S01004592,652
S01004611,1251
S01004647,1544
S01004657,759
S01004669,787
S01004664,654
S01004674,854
S01004673,918
S01004654,861
S01004636,668
S01004631,801
S01004628,596
S01004718,972
S01004741,629
S01004753,749
S01004755,705
S01004762,664
S01004720,708
S01004715,807
S01004759,609
S01004752,796
S01004675,907
S01004706,558
S01004625,866
S01004621,997
S01004613,874
S01004615,943
S01004658,949
S01004644,740
S01004650,856
S01004640,796
S01004642,907
S01004651,957
S01004634,1069
S01004624,1048
S01004643,562
S01004649,615
S01004630,952
S01004633,595
S01004660,757
S01004626,650
S01004617,767
S01004622,818
S01004614,826
S01004604,561
S01004607,625
S01004603,906
S01004596,718
S01004583,991
S01004579,656
S01004574,505
S01004578,941
S01004586,1118
S01004589,752
S01004595,938
S01004601,861
S01004608,646
S01004597,567
S01004600,889
S01004605,1025
S01004609,589
S01004612,770
S01004610,752
S01004623,979
S01004618,658
S01004619,841
S01004620,800
S01004606,736
S01004616,889
S01004681,747
S01004671,920
S01004663,561
S01004665,753
S01004666,788
S01004672,671
S01004667,704
S01004659,517
S01004653,653
S01004652,911
S01004641,656
S01004648,975
S01004638,605
S01004645,1072
S01004632,981
S01004635,735
S01004627,586
S01004629,989
S01004637,545
S01004639,713
S01004646,775
S01004656,560
S01004655,941
S01004670,877
S01004661,707
S01004668,883
S01004678,805
S01004704,636
S01004689,998
S01004677,820
S01004693,815
S01004685,539
S01004679,495
S01004682,574
S01004684,750
S01004662,978
S01004676,778
S01004680,866
S01004683,719
S01004690,540
S01004688,723
S01004686,747
S01004687,813
S01004696,872
S01004707,1012
S01004699,813
S01004692,697
S01004694,627
S01004695,793
S01004698,605
S01004700,753
S01004697,881
S01004691,812
S01004702,591
S01004709,745
S01004734,544
S01004815,728
S01004758,960
S01004744,640
S01004737,745
S01004726,564
S01004729,657
S01004736,720
S01004746,795
S01004730,1063
S01004719,726
S01004717,747
S01004711,810
S01004724,938
S01004731,825
S01004735,900
S01004733,818
S01004738,659
S01004748,610
S01004749,667
S01004742,942
S01004745,822
S01004770,606
S01004757,920
S01004774,987
S01004765,982
S01004783,978
S01004784,769
S01004794,705
S01004801,717
S01004808,744
S01004799,612
S01004810,676
S01004816,795
S01004813,903
S01004822,717
S01004825,634
S01004811,638
S01004809,487
S01004792,677
S01004787,1054
S01004791,605
S01004775,900
S01004779,780
S01004772,609
S01004761,552
S01004763,859
S01004727,872
S01004722,705
S01004716,894
S01004721,622
S01004728,637
S01004751,824
S01004750,719
S01004732,622
S01004740,671
S01004723,582
S01004739,750
S01004710,957
S01004713,736
S01004712,570
S01004708,739
S01004703,785
S01004701,572
S01004705,938
S01004714,734
S01004725,619
S01004769,568
S01004788,797
S01004777,619
S01004790,748
S01004785,625
S01004780,532
S01004786,578
S01004768,991
S01004773,797
S01004764,767
S01004760,732
S01004778,727
S01004782,776
S01004767,691
S01004754,683
S01004756,603
S01004771,779
S01004747,785
S01004743,901
S01004766,770
S01004776,801
S01004781,824
S01004793,912
S01004795,971
S01004789,999
S01004798,885
S01004805,676
S01004807,536
S01004814,900
S01004818,843
S01004824,785
S01004828,1000
S01004826,814
S01004817,600
S01004820,1090
S01004803,853
S01004804,926
S01004819,698
S01004812,851
S01004802,891
S01004796,769
S01004797,723
S01004800,730
S01004806,530
S01004846,745
S01004821,984
S01004823,811
S01004829,783
S01004827,697
S01004837,834
S01004830,710
S01004850,820
S01004874,863
S01004831,866
S01004839,914
S01004835,713
S01004856,697
S01004840,698
S01004841,850
S01004832,638
S01004842,561
S01004838,967
S01004833,879
S01004836,718
S01004847,894
S01004834,791
S01004853,738
S01004854,984
S01004843,715
S01004844,933
S01004848,688
S01004845,781
S01004857,929
S01004851,620
S01004852,730
S01004849,576
S01004858,931
S01004855,645
S01004860,501
S01004859,985
S01004861,824
S01004862,691
S01004864,587
S01004865,790
S01004872,863
S01004868,766
S01004877,760
S01004883,787
S01004888,640
S01004884,577
S01004876,1018
S01004863,986
S01004866,954
S01004869,900
S01004870,936
S01004873,791
S01004867,800
S01004871,779
S01004875,775
S01004887,498
S01004882,525
S01004880,718
S01004879,711
S01004881,795
S01004878,746
S01004894,756
S01004893,757
S01004885,616
S01004891,963
S01004886,869
S01004890,752
S01004895,864
S01004901,785
S01004904,1061
S01004906,835
S01004916,783
S01004909,987
S01004899,722
S01004898,1038
S01004905,1072
S01004912,748
S01004908,710
S01004910,870
S01004920,966
S01004919,536
S01004921,721
S01004924,868
S01004927,995
S01004929,705
S01004925,551
S01004915,618
S01004902,767
S01004922,701
S01004926,950
S01004917,566
S01004923,837
S01004911,792
S01004928,634
S01004918,586
S01004914,663
S01004907,734
S01004900,730
S01004903,650
S01004892,771
S01004897,595
S01004889,922
S01004896,958
S01004913,658
S01004937,529
S01004944,521
S01004945,611
S01004933,905
S01004931,900
S01004934,680
S01004936,907
S01004930,642
S01004943,870
S01004932,762
S01004935,725
S01004939,605
S01004942,1008
S01004940,547
S01004941,651
S01004938,771
S01004951,656
S01004956,678
S01004948,584
S01004964,989
S01004963,559
S01004949,566
S01004965,827
S01004966,779
S01004967,652
S01004947,693
S01004946,604
S01004950,509
S01004962,570
S01004957,645
S01004952,926
S01004953,877
S01004958,909
S01004959,642
S01004955,670
S01004954,785
S01004960,582
S01004961,637
S01004971,935
S01004972,749
S01004968,567
S01004969,906
S01004970,749
S01004973,937
S01004974,878
S01004979,915
S01004975,741
S01004982,710
S01004980,1051
S01004978,976
S01004976,756
S01004977,983
S01004981,951
S01004986,646
S01004984,776
S01004983,911
S01004987,517
S01004991,565
S01004999,886
S01004985,718
S01004989,633
S01005003,882
S01004995,931
S01004996,656
S01004994,811
S01004993,727
S01004992,874
S01005025,672
S01005002,790
S01005007,852
S01005067,488
S01005073,811
S01005021,964
S01005020,917
S01005017,721
S01005015,648
S01005013,676
S01005011,570
S01005012,704
S01005016,785
S01005010,594
S01005052,663
S01005082,696
S01005027,702
S01005092,668
S01004997,881
S01005000,569
S01005008,1319
S01004988,539
S01004990,509
S01004998,803
S01005006,573
S01005001,1040
S01005005,954
S01005004,589
S01005018,617
S01005014,833
S01005024,932
S01005022,673
S01005019,1020
S01005029,940
S01005044,907
S01005046,1038
S01005036,549
S01005032,873
S01005030,993
S01005034,832
S01005033,711
S01005028,571
S01005039,1078
S01005042,840
S01005038,898
S01005045,946
S01005051,889
S01005063,544
S01005077,693
S01005050,949
S01005068,702
S01005060,725
S01005057,754
S01005053,893
S01005055,790
S01005054,599
S01005059,540
S01005066,793
S01005058,699
S01005072,602
S01005069,614
S01005076,765
S01005080,507
S01005086,732
S01005081,661
S01005084,621
S01005093,785
S01005078,730
S01005079,685
S01005075,504
S01005071,716
S01005065,860
S01005070,853
S01005049,759
S01005047,916
S01005056,740
S01005031,656
S01005037,965
S01005041,558
S01005040,988
S01005026,628
S01005048,671
S01005043,753
S01005062,495
S01005064,792
S01005061,1075
S01005091,696
S01005090,863
S01005089,817
S01005095,988
S01005087,508
S01005083,935
S01005009,642
S01005023,596
S01005102,973
S01005094,519
S01005096,607
S01005074,769
S01005035,911
S01005099,834
S01005097,753
S01005101,825
S01005113,1043
S01005121,840
S01005111,527
S01005114,939
S01005110,999
S01005117,682
S01005126,559
S01005134,969
S01005135,727
S01005138,1079
S01005133,494
S01005127,633
S01005147,925
S01005137,862
S01005132,699
S01005145,793
S01005141,858
S01005130,651
S01005129,873
S01005120,650
S01005122,773
S01005123,746
S01005124,750
S01005128,834
S01005125,790
S01005119,669
S01005109,912
S01005107,567
S01005106,559
S01005105,878
S01005116,647
S01005108,569
S01005104,1039
S01005088,594
S01005085,568
S01005098,774
S01005100,593
S01005118,762
S01005115,889
S01005139,657
S01005144,1103
S01005143,993
S01005142,636
S01005136,875
S01005131,853
S01005146,719
S01005140,703
S01005112,880
S01005148,662
S01005149,600
S01005151,725
S01005154,605
S01005150,641
S01005153,756
S01005155,746
S01005152,738
S01005190,930
S01005172,1198
S01005203,957
S01005361,903
S01005351,1054
S01005355,842
S01005329,551
S01005228,1299
S01005238,822
S01005230,789
S01005213,943
S01005198,920
S01005166,1040
S01005184,1045
S01005178,935
S01005173,705
S01005164,924
S01005159,940
S01005191,931
S01005207,954
S01005227,912
S01005211,723
S01005218,888
S01005233,600
S01005220,724
S01005236,945
S01005206,932
S01005215,899
S01005209,801
S01005183,938
S01005177,999
S01005189,943
S01005202,905
S01005225,922
S01005256,721
S01005253,555
S01005261,614
S01005247,735
S01005251,935
S01005263,578
S01005272,660
S01005265,557
S01005255,626
S01005243,884
S01005242,898
S01005231,751
S01005235,943
S01005224,780
S01005223,735
S01005216,593
S01005201,873
S01005217,835
S01005196,804
S01005182,802
S01005176,684
S01005174,963
S01005169,619
S01005158,757
S01005162,973
S01005165,765
S01005168,687
S01005180,910
S01005188,990
S01005200,632
S01005204,551
S01005212,655
S01005193,889
S01005161,1087
S01005157,913
S01005156,719
S01005163,581
S01005171,993
S01005160,1023
S01005170,837
S01005167,947
S01005179,979
S01005181,907
S01005192,838
S01005205,883
S01005221,789
S01005210,961
S01005214,830
S01005197,768
S01005208,642
S01005186,747
S01005187,996
S01005175,690
S01005185,533
S01005194,593
S01005195,1007
S01005222,768
S01005219,1021
S01005199,908
S01005226,553
S01005234,1014
S01005240,956
S01005249,808
S01005229,852
S01005232,911
S01005239,921
S01005245,819
S01005254,789
S01005262,1008
S01005246,945
S01005250,795
S01005248,644
S01005257,958
S01005269,711
S01005271,594
S01005258,1035
S01005241,950
S01005237,961
S01005270,1059
S01005244,1039
S01005274,733
S01005287,862
S01005280,762
S01005282,764
S01005288,886
S01005293,848
S01005292,708
S01005268,949
S01005275,543
S01005284,852
S01005289,885
S01005312,693
S01005299,578
S01005304,726
S01005308,529
S01005315,705
S01005322,910
S01005326,961
S01005327,649
S01005324,779
S01005316,900
S01005309,945
S01005310,1010
S01005306,1021
S01005302,1014
S01005305,826
S01005297,703
S01005311,940
S01005313,918
S01005319,691
S01005317,569
S01005321,644
S01005318,567
S01005323,707
S01005325,815
S01005328,706
S01005330,700
S01005331,738
S01005332,553
S01005334,678
S01005337,966
S01005335,549
S01005338,580
S01005345,774
S01005343,970
S01005340,589
S01005344,775
S01005348,892
S01005342,777
S01005341,699
S01005339,763
S01005336,614
S01005333,820
S01005346,840
S01005347,740
S01005349,889
S01005352,912
S01005353,1024
S01005357,745
S01005358,871
S01005360,889
S01005359,930
S01005356,735
S01005354,966
S01005350,766
S01005252,605
S01005259,736
S01005266,860
S01005260,645
S01005264,733
S01005278,840
S01005276,660
S01005281,890
S01005267,929
S01005273,809
S01005277,655
S01005285,696
S01005291,672
S01005300,949
S01005296,890
S01005301,891
S01005307,919
S01005298,1069
S01005314,543
S01005320,677
S01005286,743
S01005290,594
S01005295,602
S01005303,763
S01005294,574
S01005283,813
S01005279,546
S01005476,910
S01005470,688
S01005471,771
S01005468,913
S01005459,845
S01005394,841
S01005442,878
S01005457,945
S01005458,828
S01005455,896
S01005452,966
S01005456,864
S01005454,780
S01005448,952
S01005447,835
S01005451,999
S01005396,660
S01005444,908
S01005439,647
S01005443,917
S01005438,857
S01005435,812
S01005449,913
S01005460,791
S01005404,854
S01005445,928
S01005418,801
S01005446,783
S01005466,864
S01005463,548
S01005437,909
S01005434,655
S01005436,897
S01005441,892
S01005429,698
S01005433,858
S01005431,797
S01005432,790
S01005422,927
S01005424,828
S01005427,782
S01005430,639
S01005428,953
S01005425,903
S01005426,760
S01005414,963
S01005412,927
S01005417,767
S01005421,941
S01005472,817
S01005465,565
S01005467,516
S01005464,579
S01005462,967
S01005461,819
S01005475,792
S01005489,927
S01005473,728
S01005474,860
S01005477,898
S01005478,836
S01005484,557
S01005483,800
S01005491,935
S01005490,600
S01005482,609
S01005485,796
S01005487,786
S01005486,910
S01005488,891
S01005481,646
S01005479,558
S01005480,778
S01005469,835
S01005450,908
S01005453,905
S01005397,591
S01005392,885
S01005411,903
S01005407,943
S01005440,943
S01005410,792
S01005415,821
S01005420,836
S01005416,964
S01005423,978
S01005419,712
S01005413,897
S01005385,778
S01005364,934
S01005393,883
S01005408,555
S01005409,644
S01005406,549
S01005405,537
S01005387,960
S01005388,756
S01005390,846
S01005389,791
S01005391,737
S01005362,772
S01005363,750
S01005365,681
S01005386,608
S01005384,823
S01005380,693
S01005371,991
S01005375,992
S01005378,778
S01005381,682
S01005382,762
S01005369,988
S01005367,909
S01005374,929
S01005372,985
S01005370,870
S01005373,813
S01005366,759
S01005368,747
S01005376,956
S01005379,973
S01005377,900
S01005395,859
S01005383,669
S01005403,935
S01005401,950
S01005399,969
S01005398,974
S01005402,924
S01005400,990
S01005492,948
S01005493,683
S01005494,683
S01005495,658
S01005497,590
S01005509,609
S01005501,801
S01005500,781
S01005499,738
S01005503,594
S01005504,662
S01005502,970
S01005506,879
S01005505,655
S01005507,533
S01005508,765
S01005496,983
S01005498,869
S01005510,610
S01005514,570
S01005513,722
S01005511,577
S01005512,660
S01005518,974
S01005517,920
S01005519,681
S01005520,957
S01005521,806
S01005515,590
S01005516,520
S01005522,628
S01005523,879
S01005524,754
S01005534,658
S01005535,845
S01005537,778
S01005539,908
S01005538,885
S01005540,799
S01005529,861
S01005530,660
S01005527,525
S01005526,718
S01005525,753
S01005528,579
S01005531,576
S01005532,877
S01005533,785
S01005544,728
S01005541,663
S01005542,787
S01005545,851
S01005543,797
S01005536,925
S01005547,697
S01005546,683
S01005548,1003
S01005566,543
S01005561,872
S01005549,980
S01005579,809
S01005591,990
S01005562,927
S01005556,540
S01005555,714
S01005554,726
S01005550,627
S01005552,848
S01005551,902
S01005553,831
S01005569,720
S01005565,596
S01005568,573
S01005563,782
S01005560,662
S01005559,698
S01005557,796
S01005576,796
S01005573,711
S01005570,797
S01005572,827
S01005567,994
S01005564,804
S01005558,747
S01005584,576
S01005581,743
S01005583,610
S01005578,962
S01005575,750
S01005574,836
S01005571,733
S01005589,814
S01005586,715
S01005582,799
S01005585,820
S01005577,864
S01005580,662
S01005606,620
S01005605,977
S01005598,940
S01005594,827
S01005592,559
S01005590,790
S01005588,697
S01005587,1037
S01005593,893
S01005596,539
S01005595,838
S01005603,550
S01005604,559
S01005611,725
S01005600,845
S01005602,729
S01005599,580
S01005597,972
S01005620,530
S01005615,963
S01005613,800
S01005610,581
S01005608,907
S01005607,626
S01005621,725
S01005619,605
S01005612,766
S01005637,996
S01005618,622
S01005616,658
S01005609,777
S01005638,848
S01005630,542
S01005635,862
S01005632,509
S01005624,891
S01005625,887
S01005636,858
S01005634,796
S01005629,781
S01005627,692
S01005626,839
S01005623,830
S01005622,924
S01005640,536
S01005633,735
S01005601,760
S01005614,793
S01005617,875
S01005628,940
S01005631,758
S01005639,768
S01005641,919
S01005648,871
S01005652,717
S01005666,913
S01005668,903
S01005667,778
S01005655,883
S01005650,628
S01005653,900
S01005658,886
S01005659,889
S01005661,639
S01005665,512
S01005664,592
S01005662,621
S01005663,663
S01005660,647
S01005656,613
S01005657,608
S01005654,761
S01005651,760
S01005644,610
S01005645,913
S01005642,818
S01005647,748
S01005646,802
S01005649,920
S01005643,628
S01005669,615
S01005670,683
S01005671,516
S01005677,842
S01005678,848
S01005673,643
S01005682,656
S01005681,879
S01005690,751
S01005692,667
S01005740,732
S01005721,792
S01005739,1000
S01005705,625
S01005730,743
S01005725,638
S01005732,953
S01005802,667
S01005843,579
S01005838,748
S01005850,725
S01005865,747
S01005796,557
S01005785,826
S01005791,507
S01005800,694
S01005806,698
S01005761,733
S01005766,644
S01005767,728
S01005773,860
S01005770,642
S01005778,699
S01005774,719
S01005777,600
S01005743,668
S01005751,817
S01005758,853
S01005756,884
S01005765,873
S01005747,894
S01005750,843
S01005753,731
S01005754,966
S01005734,674
S01005742,810
S01005783,576
S01005707,563
S01005706,772
S01005691,677
S01005713,651
S01005715,795
S01005704,670
S01005708,780
S01005712,566
S01005717,563
S01005695,564
S01005693,887
S01005726,902
S01005699,799
S01005701,732
S01005687,551
S01005702,683
S01005727,572
S01005672,856
S01005674,941
S01005676,876
S01005679,880
S01005675,929
S01005683,881
S01005684,923
S01005686,767
S01005688,812
S01005694,598
S01005696,691
S01005698,578
S01005697,640
S01005703,629
S01005710,581
S01005738,875
S01005779,716
S01005745,978
S01005782,802
S01005788,537
S01005794,972
S01005797,799
S01005768,900
S01005760,636
S01005775,861
S01005776,713
S01005781,868
S01005755,834
S01005762,781
S01005764,611
S01005769,786
S01005771,817
S01005772,774
S01005744,873
S01005748,529
S01005752,810
S01005757,622
S01005759,891
S01005728,828
S01005729,623
S01005735,895
S01005731,575
S01005714,844
S01005736,767
S01005737,787
S01005700,582
S01005709,862
S01005711,867
S01005716,600
S01005718,794
S01005719,556
S01005722,542
S01005720,719
S01005723,754
S01005733,946
S01005724,715
S01005680,730
S01005685,667
S01005689,505
S01005749,857
S01005741,996
S01005746,903
S01005831,953
S01005955,517
S01005805,627
S01005814,711
S01005818,830
S01005819,723
S01005826,984
S01005832,804
S01005842,616
S01005857,708
S01005855,965
S01005876,885
S01005884,830
S01005900,725
S01005899,713
S01005902,903
S01005914,789
S01005926,748
S01005940,633
S01005879,675
S01005880,797
S01005892,738
S01005907,763
S01005908,830
S01005849,845
S01005869,790
S01005874,903
S01005833,719
S01005848,622
S01005854,864
S01005858,789
S01005804,626
S01005867,954
S01005875,740
S01005888,622
S01005878,686
S01005886,789
S01005885,681
S01005890,786
S01005896,658
S01005905,714
S01005906,943
S01005913,944
S01005917,886
S01005928,784
S01005936,883
S01005948,693
S01005954,675
S01005958,593
S01005959,541
S01005960,513
S01005763,790
S01005962,519
S01005963,545
S01005964,744
S01005967,957
S01005970,797
S01005969,750
S01005971,512
S01005974,776
S01005977,781
S01006017,734
S01005980,677
S01005983,987
S01005973,789
S01005972,791
S01005975,760
S01005979,950
S01005946,1012
S01005953,936
S01005956,860
S01005965,808
S01005961,800
S01005921,623
S01005932,710
S01005939,772
S01005938,698
S01005947,806
S01005951,849
S01005891,634
S01005911,995
S01005927,848
S01005944,979
S01005952,937
S01005957,968
S01005966,927
S01005978,745
S01005986,776
S01005976,786
S01005984,689
S01005989,810
S01005985,829
S01005994,943
S01006001,907
S01006013,540
S01006021,901
S01006028,634
S01006032,940
S01006039,833
S01006045,662
S01006056,960
S01005996,761
S01006004,623
S01006036,809
S01006018,852
S01006012,878
S01006019,822
S01006033,700
S01006034,737
S01006040,765
S01005991,885
S01006003,668
S01006005,837
S01006008,780
S01006014,705
S01006025,861
S01005990,965
S01005968,826
S01005998,690
S01005993,797
S01005999,869
S01006009,579
S01006010,907
S01006023,786
S01006029,755
S01006041,895
S01006043,621
S01006031,870
S01006047,754
S01006042,842
S01006048,830
S01006053,867
S01006052,756
S01006038,704
S01006055,616
S01006060,634
S01006059,804
S01006064,759
S01006066,837
S01006044,1008
S01006054,733
S01006057,551
S01006061,668
S01006062,686
S01006065,779
S01006049,775
S01006050,861
S01006058,820
S01006063,614
