GEO_CODE,TotalCars
S01003102,328.0
S01003103,328.0
S01003104,223.0
S01003105,237.0
S01003106,321.0
S01003107,161.0
S01003108,211.0
S01003109,429.0
S01003110,418.0
S01003111,185.0
S01003112,398.0
S01003113,296.0
S01003114,320.0
S01003115,216.0
S01003116,256.0
S01003117,241.0
S01003118,139.0
S01003119,209.0
S01003120,505.0
S01003121,152.0
S01003122,194.0
S01003123,395.0
S01003124,337.0
S01003125,273.0
S01003126,103.0
S01003127,258.0
S01003128,208.0
S01003129,434.0
S01003130,258.0
S01003131,312.0
S01003132,109.0
S01003133,581.0
S01003134,125.0
S01003135,185.0
S01003136,245.0
S01003137,229.0
S01003138,237.0
S01003139,432.0
S01003140,166.0
S01003141,389.0
S01003142,116.0
S01003143,307.0
S01003144,230.0
S01003145,225.0
S01003146,253.0
S01003147,268.0
S01003148,200.0
S01003149,375.0
S01003150,109.0
S01003151,288.0
S01003152,292.0
S01003153,330.0
S01003154,286.0
S01003155,583.0
S01003156,323.0
S01003157,268.0
S01003158,72.0
S01003159,73.0
S01003160,143.0
S01003161,147.0
S01003162,171.0
S01003163,310.0
S01003164,302.0
S01003165,259.0
S01003166,241.0
S01003167,167.0
S01003168,330.0
S01003169,390.0
S01003170,423.0
S01003171,335.0
S01003172,182.0
S01003173,143.0
S01003174,192.0
S01003175,153.0
S01003176,272.0
S01003177,393.0
S01003178,116.0
S01003179,120.0
S01003180,295.0
S01003181,180.0
S01003182,130.0
S01003183,160.0
S01003184,116.0
S01003185,101.0
S01003186,462.0
S01003187,354.0
S01003188,170.0
S01003189,174.0
S01003190,123.0
S01003191,102.0
S01003192,195.0
S01003193,281.0
S01003194,142.0
S01003195,354.0
S01003196,534.0
S01003197,339.0
S01003198,181.0
S01003199,309.0
S01003200,152.0
S01003201,62.0
S01003202,114.0
S01003203,267.0
S01003204,219.0
S01003205,168.0
S01003206,140.0
S01003207,219.0
S01003208,105.0
S01003209,190.0
S01003210,391.0
S01003211,230.0
S01003212,333.0
S01003213,135.0
S01003214,207.0
S01003215,215.0
S01003216,212.0
S01003217,86.0
S01003218,225.0
S01003219,237.0
S01003220,219.0
S01003221,186.0
S01003222,190.0
S01003223,152.0
S01003224,407.0
S01003225,114.0
S01003226,129.0
S01003227,220.0
S01003228,203.0
S01003229,574.0
S01003230,240.0
S01003231,230.0
S01003232,139.0
S01003233,508.0
S01003234,443.0
S01003235,236.0
S01003236,182.0
S01003237,218.0
S01003238,230.0
S01003239,262.0
S01003240,262.0
S01003241,307.0
S01003242,414.0
S01003243,251.0
S01003244,233.0
S01003245,83.0
S01003246,221.0
S01003247,119.0
S01003248,134.0
S01003249,220.0
S01003250,160.0
S01003251,105.0
S01003252,313.0
S01003253,95.0
S01003254,71.0
S01003255,213.0
S01003256,165.0
S01003257,313.0
S01003258,394.0
S01003259,400.0
S01003260,397.0
S01003261,419.0
S01003262,194.0
S01003263,100.0
S01003264,174.0
S01003265,237.0
S01003266,167.0
S01003267,219.0
S01003268,241.0
S01003269,208.0
S01003270,147.0
S01003271,218.0
S01003272,136.0
S01003273,102.0
S01003274,121.0
S01003275,240.0
S01003276,339.0
S01003277,204.0
S01003278,270.0
S01003279,53.0
S01003280,426.0
S01003281,142.0
S01003282,329.0
S01003283,297.0
S01003284,232.0
S01003285,151.0
S01003286,237.0
S01003287,81.0
S01003288,338.0
S01003289,71.0
S01003290,213.0
S01003291,129.0
S01003292,303.0
S01003293,106.0
S01003294,181.0
S01003295,445.0
S01003296,91.0
S01003297,70.0
S01003298,352.0
S01003299,48.0
S01003300,312.0
S01003301,145.0
S01003302,137.0
S01003303,444.0
S01003304,179.0
S01003305,270.0
S01003306,211.0
S01003307,257.0
S01003308,188.0
S01003309,120.0
S01003310,206.0
S01003311,375.0
S01003312,148.0
S01003313,169.0
S01003314,67.0
S01003315,195.0
S01003316,151.0
S01003317,246.0
S01003318,353.0
S01003320,181.0
S01003321,335.0
S01003322,186.0
S01003323,274.0
S01003324,140.0
S01003325,264.0
S01003326,153.0
S01003327,114.0
S01003328,200.0
S01003329,248.0
S01003330,422.0
S01003331,77.0
S01003332,88.0
S01003333,135.0
S01003334,164.0
S01003335,172.0
S01003336,189.0
S01003337,128.0
S01003338,232.0
S01003339,224.0
S01003340,231.0
S01003341,350.0
S01003342,93.0
S01003343,59.0
S01003344,100.0
S01003345,249.0
S01003346,208.0
S01003347,107.0
S01003348,387.0
S01003349,115.0
S01003350,124.0
S01003351,183.0
S01003352,141.0
S01003353,120.0
S01003354,192.0
S01003355,163.0
S01003356,110.0
S01003357,57.0
S01003358,189.0
S01003359,461.0
S01003360,215.0
S01003361,120.0
S01003362,172.0
S01003363,175.0
S01003364,98.0
S01003365,127.0
S01003366,164.0
S01003367,120.0
S01003368,217.0
S01003369,156.0
S01003370,187.0
S01003371,175.0
S01003372,175.0
S01003373,170.0
S01003374,60.0
S01003375,193.0
S01003376,84.0
S01003377,188.0
S01003378,109.0
S01003379,61.0
S01003380,209.0
S01003381,241.0
S01003382,191.0
S01003383,250.0
S01003384,236.0
S01003385,236.0
S01003386,141.0
S01003387,154.0
S01003388,136.0
S01003389,167.0
S01003390,104.0
S01003391,134.0
S01003392,170.0
S01003393,217.0
S01003394,176.0
S01003395,199.0
S01003396,114.0
S01003397,88.0
S01003398,190.0
S01003399,117.0
S01003400,179.0
S01003401,73.0
S01003402,107.0
S01003403,170.0
S01003404,81.0
S01003405,190.0
S01003406,156.0
S01003407,174.0
S01003408,116.0
S01003409,242.0
S01003410,153.0
S01003411,200.0
S01003412,174.0
S01003413,183.0
S01003414,86.0
S01003415,90.0
S01003416,132.0
S01003417,216.0
S01003418,116.0
S01003419,150.0
S01003420,80.0
S01003421,124.0
S01003422,135.0
S01003423,208.0
S01003424,168.0
S01003425,231.0
S01003426,217.0
S01003427,237.0
S01003428,76.0
S01003429,202.0
S01003430,212.0
S01003431,164.0
S01003432,295.0
S01003433,186.0
S01003434,117.0
S01003435,116.0
S01003436,224.0
S01003437,189.0
S01003438,312.0
S01003439,101.0
S01003440,132.0
S01003441,150.0
S01003442,94.0
S01003443,109.0
S01003444,74.0
S01003445,133.0
S01003446,102.0
S01003447,126.0
S01003448,181.0
S01003449,216.0
S01003450,202.0
S01003451,248.0
S01003452,200.0
S01003453,284.0
S01003454,152.0
S01003455,93.0
S01003456,60.0
S01003457,95.0
S01003458,195.0
S01003459,190.0
S01003460,253.0
S01003461,214.0
S01003462,104.0
S01003463,78.0
S01003464,254.0
S01003465,259.0
S01003466,142.0
S01003467,171.0
S01003468,146.0
S01003469,238.0
S01003470,178.0
S01003471,97.0
S01003472,74.0
S01003473,192.0
S01003474,154.0
S01003475,184.0
S01003476,252.0
S01003477,300.0
S01003478,197.0
S01003479,220.0
S01003480,160.0
S01003481,291.0
S01003482,85.0
S01003483,134.0
S01003484,241.0
S01003485,266.0
S01003486,104.0
S01003487,205.0
S01003488,131.0
S01003489,109.0
S01003490,159.0
S01003491,74.0
S01003492,236.0
S01003493,125.0
S01003494,153.0
S01003495,162.0
S01003496,301.0
S01003497,356.0
S01003498,327.0
S01003499,305.0
S01003500,59.0
S01003501,151.0
S01003502,159.0
S01003503,266.0
S01003504,195.0
S01003506,346.0
S01003507,181.0
S01003508,176.0
S01003509,340.0
S01003510,169.0
S01003511,483.0
S01003512,122.0
S01003513,199.0
S01003514,211.0
S01003515,117.0
S01003516,283.0
S01003517,258.0
S01003518,262.0
S01003519,129.0
S01003520,323.0
S01003521,137.0
S01003522,350.0
S01003523,110.0
S01003524,504.0
S01003525,403.0
S01003526,350.0
S01003527,419.0
S01003528,188.0
S01003529,197.0
S01003530,326.0
S01003531,155.0
S01003532,412.0
S01003533,59.0
S01003534,265.0
S01003535,241.0
S01003536,485.0
S01003537,191.0
S01003538,121.0
S01003539,462.0
S01003540,121.0
S01003541,125.0
S01003542,414.0
S01003543,94.0
S01003544,219.0
S01003545,405.0
S01003546,179.0
S01003547,301.0
S01003548,55.0
S01003549,114.0
S01003550,311.0
S01003551,129.0
S01003552,459.0
S01003553,80.0
S01003554,282.0
S01003555,299.0
S01003556,318.0
S01003557,82.0
S01003558,493.0
S01003559,375.0
S01003560,512.0
S01003561,169.0
S01003562,94.0
S01003563,116.0
S01003564,100.0
S01003565,117.0
S01003566,254.0
S01003567,74.0
S01003568,424.0
S01003569,303.0
S01003570,337.0
S01003571,207.0
S01003572,134.0
S01003573,175.0
S01003574,431.0
S01003575,134.0
S01003576,393.0
S01003577,155.0
S01003578,68.0
S01003579,60.0
S01003580,253.0
S01003581,189.0
S01003582,61.0
S01003583,85.0
S01003584,69.0
S01003585,123.0
S01003586,165.0
S01003587,497.0
S01003588,336.0
S01003589,593.0
S01003590,167.0
S01003591,502.0
S01003592,150.0
S01003593,180.0
S01003594,481.0
S01003595,106.0
S01003596,120.0
S01003597,349.0
S01003598,147.0
S01003599,159.0
S01003600,133.0
S01003601,132.0
S01003602,162.0
S01003603,174.0
S01003604,181.0
S01003605,136.0
S01003606,237.0
S01003607,144.0
S01003608,113.0
S01003609,478.0
S01003610,188.0
S01003611,130.0
S01003612,355.0
S01003613,411.0
S01003614,222.0
S01003615,96.0
S01003616,399.0
S01003617,141.0
S01003618,276.0
S01003619,103.0
S01003620,459.0
S01003621,208.0
S01003622,191.0
S01003623,389.0
S01003624,169.0
S01003625,125.0
S01003626,375.0
S01003627,90.0
S01003628,136.0
S01003629,146.0
S01003630,182.0
S01003631,242.0
S01003632,302.0
S01003633,333.0
S01003634,216.0
S01003635,175.0
S01003636,167.0
S01003637,188.0
S01003638,302.0
S01003639,215.0
S01003640,179.0
S01003641,395.0
S01003642,246.0
S01003643,202.0
S01003644,175.0
S01003645,173.0
S01003646,105.0
S01003647,206.0
S01003648,263.0
S01003649,397.0
S01003650,113.0
S01003651,208.0
S01003652,122.0
S01003653,144.0
S01003654,239.0
S01003655,170.0
S01003656,108.0
S01003657,154.0
S01003658,292.0
S01003659,329.0
S01003660,465.0
S01003661,388.0
S01003662,162.0
S01003663,138.0
S01003664,89.0
S01003665,70.0
S01003666,123.0
S01003667,313.0
S01003668,229.0
S01003669,132.0
S01003670,159.0
S01003671,155.0
S01003672,110.0
S01003673,77.0
S01003674,252.0
S01003675,342.0
S01003676,202.0
S01003677,158.0
S01003678,185.0
S01003679,272.0
S01003680,144.0
S01003681,175.0
S01003682,395.0
S01003683,214.0
S01003684,212.0
S01003685,169.0
S01003686,217.0
S01003687,65.0
S01003688,202.0
S01003689,117.0
S01003690,181.0
S01003691,353.0
S01003692,299.0
S01003693,146.0
S01003694,319.0
S01003695,200.0
S01003696,317.0
S01003697,447.0
S01003698,278.0
S01003699,408.0
S01003700,262.0
S01003701,238.0
S01003702,143.0
S01003703,178.0
S01003704,98.0
S01003705,132.0
S01003706,98.0
S01003707,71.0
S01003708,58.0
S01003709,81.0
S01003710,184.0
S01003711,113.0
S01003712,163.0
S01003713,75.0
S01003714,195.0
S01003715,225.0
S01003716,77.0
S01003717,89.0
S01003718,95.0
S01003719,341.0
S01003720,515.0
S01003721,402.0
S01003722,327.0
S01003723,330.0
S01003724,285.0
S01003725,288.0
S01003726,290.0
S01003727,260.0
S01003728,308.0
S01003729,264.0
S01003730,134.0
S01003731,196.0
S01003732,335.0
S01003733,277.0
S01003734,239.0
S01003735,317.0
S01003736,267.0
S01003737,252.0
S01003738,353.0
S01003739,332.0
S01003740,338.0
S01003741,533.0
S01003742,285.0
S01003743,359.0
S01003744,355.0
S01003745,318.0
S01003746,394.0
S01003747,473.0
S01003748,257.0
S01003749,378.0
S01003750,380.0
S01003751,430.0
S01003752,411.0
S01003753,451.0
S01003754,304.0
S01003755,311.0
S01003756,401.0
S01003757,315.0
S01003758,445.0
S01003759,368.0
S01003760,410.0
S01003761,423.0
S01003762,547.0
S01003763,414.0
S01003764,355.0
S01003765,265.0
S01003766,273.0
S01003767,357.0
S01003768,306.0
S01003769,318.0
S01003770,408.0
S01003771,415.0
S01003772,328.0
S01003773,359.0
S01003774,307.0
S01003775,480.0
S01003776,360.0
S01003777,541.0
S01003778,320.0
S01003779,309.0
S01003780,540.0
S01003781,332.0
S01003782,367.0
S01003783,409.0
S01003784,333.0
S01003785,446.0
S01003786,478.0
S01003787,326.0
S01003788,363.0
S01003789,260.0
S01003790,167.0
S01003791,314.0
S01003792,400.0
S01003793,125.0
S01003794,394.0
S01003795,362.0
S01003796,157.0
S01003797,336.0
S01003798,412.0
S01003799,369.0
S01003800,236.0
S01003801,266.0
S01003802,289.0
S01003803,394.0
S01003804,249.0
S01003805,331.0
S01003806,255.0
S01003807,417.0
S01003808,230.0
S01003809,261.0
S01003810,447.0
S01003811,398.0
S01003812,314.0
S01003813,404.0
S01003814,433.0
S01003815,321.0
S01003816,464.0
S01003817,236.0
S01003818,214.0
S01003819,336.0
S01003820,396.0
S01003821,269.0
S01003822,203.0
S01003823,369.0
S01003824,264.0
S01003825,258.0
S01003826,331.0
S01003827,387.0
S01003828,341.0
S01003829,190.0
S01003830,257.0
S01003831,329.0
S01003832,377.0
S01003833,196.0
S01003834,285.0
S01003835,294.0
S01003836,279.0
S01003837,246.0
S01003838,215.0
S01003839,208.0
S01003840,341.0
S01003841,320.0
S01003842,316.0
S01003843,413.0
S01003844,395.0
S01003845,292.0
S01003846,417.0
S01003847,256.0
S01003848,401.0
S01003849,146.0
S01003850,297.0
S01003851,474.0
S01003852,279.0
S01003853,197.0
S01003854,262.0
S01003855,199.0
S01003856,261.0
S01003857,441.0
S01003858,191.0
S01003859,292.0
S01003860,96.0
S01003861,449.0
S01003862,90.0
S01003863,403.0
S01003864,480.0
S01003865,428.0
S01003866,435.0
S01003867,425.0
S01003868,402.0
S01003869,391.0
S01003870,400.0
S01003871,419.0
S01003872,519.0
S01003873,536.0
S01003874,408.0
S01003875,301.0
S01003876,399.0
S01003877,350.0
S01003878,368.0
S01003879,365.0
S01003880,434.0
S01003881,448.0
S01003882,181.0
S01003883,270.0
S01003884,281.0
S01003885,254.0
S01003886,190.0
S01003887,236.0
S01003888,370.0
S01003889,307.0
S01003890,305.0
S01003891,338.0
S01003892,235.0
S01003893,356.0
S01003894,334.0
S01003895,346.0
S01003896,360.0
S01003897,363.0
S01003898,377.0
S01003899,337.0
S01003900,321.0
S01003901,287.0
S01003902,407.0
S01003903,420.0
S01003904,322.0
S01003905,525.0
S01003906,267.0
S01003907,253.0
S01003908,299.0
S01003909,343.0
S01003910,224.0
S01003911,284.0
S01003912,371.0
S01003913,441.0
S01003914,437.0
S01003915,351.0
S01003916,484.0
S01003917,388.0
S01003918,426.0
S01003919,258.0
S01003920,203.0
S01003921,333.0
S01003922,232.0
S01003923,208.0
S01003924,130.0
S01003925,284.0
S01003926,184.0
S01003927,386.0
S01003928,293.0
S01003929,186.0
S01003930,306.0
S01003931,337.0
S01003932,418.0
S01003933,323.0
S01003934,466.0
S01003935,348.0
S01003936,519.0
S01003937,276.0
S01003938,337.0
S01003939,334.0
S01003940,326.0
S01003941,320.0
S01003942,273.0
S01003943,257.0
S01003944,257.0
S01003945,377.0
S01003946,429.0
S01003947,294.0
S01003948,382.0
S01003949,327.0
S01003950,271.0
S01003951,264.0
S01003952,313.0
S01003953,294.0
S01003954,294.0
S01003955,287.0
S01003956,236.0
S01003957,339.0
S01003958,331.0
S01003959,457.0
S01003960,405.0
S01003961,196.0
S01003962,216.0
S01003963,314.0
S01003964,344.0
S01003965,322.0
S01003966,449.0
S01003967,232.0
S01003968,398.0
S01003969,376.0
S01003970,341.0
S01003971,273.0
S01003972,358.0
S01003973,251.0
S01003974,459.0
S01003975,417.0
S01003976,216.0
S01003977,144.0
S01003978,164.0
S01003979,211.0
S01003980,305.0
S01003981,199.0
S01003982,317.0
S01003983,321.0
S01003984,238.0
S01003985,203.0
S01003986,195.0
S01003987,214.0
S01003988,265.0
S01003989,438.0
S01003990,251.0
S01003991,337.0
S01003992,474.0
S01003993,381.0
S01003994,335.0
S01003995,519.0
S01003996,305.0
S01003997,312.0
S01003998,257.0
S01003999,370.0
S01004000,272.0
S01004001,270.0
S01004002,360.0
S01004003,240.0
S01004004,245.0
S01004005,261.0
S01004006,247.0
S01004007,180.0
S01004008,350.0
S01004009,325.0
S01004010,446.0
S01004011,685.0
S01004012,401.0
S01004013,353.0
S01004014,457.0
S01004015,569.0
S01004016,314.0
S01004017,598.0
S01004018,392.0
S01004019,314.0
S01004020,409.0
S01004021,469.0
S01004022,345.0
S01004023,283.0
S01004024,297.0
S01004025,229.0
S01004026,180.0
S01004027,238.0
S01004028,191.0
S01004029,272.0
S01004030,176.0
S01004031,155.0
S01004032,105.0
S01004033,213.0
S01004034,298.0
S01004035,194.0
S01004036,197.0
S01004037,266.0
S01004038,198.0
S01004039,136.0
S01004040,300.0
S01004041,195.0
S01004042,161.0
S01004043,346.0
S01004044,132.0
S01004045,160.0
S01004046,140.0
S01004047,197.0
S01004048,290.0
S01004049,316.0
S01004050,122.0
S01004051,150.0
S01004052,156.0
S01004053,273.0
S01004054,308.0
S01004055,239.0
S01004056,206.0
S01004057,289.0
S01004058,179.0
S01004059,179.0
S01004060,177.0
S01004061,164.0
S01004062,326.0
S01004063,218.0
S01004064,214.0
S01004065,226.0
S01004066,178.0
S01004067,304.0
S01004068,204.0
S01004069,185.0
S01004070,132.0
S01004071,248.0
S01004072,338.0
S01004073,176.0
S01004074,175.0
S01004075,111.0
S01004076,195.0
S01004077,307.0
S01004078,234.0
S01004079,172.0
S01004080,144.0
S01004081,383.0
S01004082,449.0
S01004083,187.0
S01004084,149.0
S01004085,167.0
S01004086,118.0
S01004087,135.0
S01004088,130.0
S01004089,182.0
S01004090,132.0
S01004091,322.0
S01004092,225.0
S01004093,126.0
S01004094,83.0
S01004095,200.0
S01004096,438.0
S01004097,163.0
S01004098,268.0
S01004099,455.0
S01004100,231.0
S01004101,272.0
S01004102,328.0
S01004103,278.0
S01004104,422.0
S01004105,292.0
S01004106,380.0
S01004107,347.0
S01004108,329.0
S01004109,334.0
S01004110,256.0
S01004111,448.0
S01004112,353.0
S01004113,296.0
S01004114,246.0
S01004115,362.0
S01004116,379.0
S01004117,316.0
S01004118,245.0
S01004119,262.0
S01004120,421.0
S01004121,409.0
S01004122,473.0
S01004123,319.0
S01004124,529.0
S01004125,330.0
S01004126,297.0
S01004127,502.0
S01004128,398.0
S01004129,393.0
S01004130,238.0
S01004131,236.0
S01004132,231.0
S01004133,308.0
S01004134,396.0
S01004135,192.0
S01004136,223.0
S01004137,368.0
S01004138,281.0
S01004139,283.0
S01004140,237.0
S01004141,277.0
S01004142,253.0
S01004143,389.0
S01004144,404.0
S01004145,274.0
S01004146,372.0
S01004147,322.0
S01004148,481.0
S01004149,218.0
S01004150,308.0
S01004151,320.0
S01004152,241.0
S01004153,382.0
S01004154,373.0
S01004155,279.0
S01004156,303.0
S01004157,329.0
S01004158,318.0
S01004159,242.0
S01004160,286.0
S01004161,374.0
S01004162,377.0
S01004163,229.0
S01004164,435.0
S01004165,475.0
S01004166,206.0
S01004167,244.0
S01004168,242.0
S01004169,204.0
S01004170,203.0
S01004171,272.0
S01004172,269.0
S01004173,231.0
S01004174,313.0
S01004175,206.0
S01004176,324.0
S01004177,147.0
S01004178,211.0
S01004179,225.0
S01004180,471.0
S01004181,307.0
S01004182,233.0
S01004183,483.0
S01004184,296.0
S01004185,242.0
S01004186,238.0
S01004187,258.0
S01004188,235.0
S01004189,348.0
S01004190,252.0
S01004191,292.0
S01004192,285.0
S01004193,270.0
S01004194,293.0
S01004195,243.0
S01004196,203.0
S01004197,222.0
S01004198,367.0
S01004199,369.0
S01004200,429.0
S01004201,344.0
S01004202,256.0
S01004203,354.0
S01004204,381.0
S01004205,233.0
S01004206,388.0
S01004207,255.0
S01004208,379.0
S01004209,337.0
S01004210,338.0
S01004211,424.0
S01004212,529.0
S01004213,298.0
S01004214,440.0
S01004215,340.0
S01004216,422.0
S01004217,189.0
S01004218,292.0
S01004219,226.0
S01004220,424.0
S01004221,326.0
S01004222,186.0
S01004223,190.0
S01004224,228.0
S01004225,266.0
S01004226,250.0
S01004227,281.0
S01004228,427.0
S01004229,246.0
S01004230,250.0
S01004231,266.0
S01004232,314.0
S01004233,398.0
S01004234,523.0
S01004235,375.0
S01004236,417.0
S01004237,309.0
S01004238,299.0
S01004239,309.0
S01004240,378.0
S01004241,280.0
S01004242,501.0
S01004243,349.0
S01004244,255.0
S01004245,471.0
S01004246,359.0
S01004247,337.0
S01004248,369.0
S01004249,387.0
S01004250,460.0
S01004251,415.0
S01004252,325.0
S01004253,282.0
S01004254,427.0
S01004255,430.0
S01004256,273.0
S01004257,364.0
S01004258,432.0
S01004259,286.0
S01004260,295.0
S01004261,286.0
S01004262,434.0
S01004263,257.0
S01004264,326.0
S01004265,373.0
S01004266,195.0
S01004267,313.0
S01004268,247.0
S01004269,374.0
S01004270,187.0
S01004271,230.0
S01004272,328.0
S01004273,381.0
S01004274,463.0
S01004275,262.0
S01004276,337.0
S01004277,434.0
S01004278,459.0
S01004279,347.0
S01004280,409.0
S01004281,305.0
S01004282,294.0
S01004283,288.0
S01004284,317.0
S01004285,371.0
S01004286,283.0
S01004287,340.0
S01004288,325.0
S01004289,227.0
S01004290,369.0
S01004291,385.0
S01004292,302.0
S01004293,447.0
S01004294,389.0
S01004295,350.0
S01004296,478.0
S01004297,338.0
S01004298,623.0
S01004299,170.0
S01004300,192.0
S01004301,399.0
S01004302,495.0
S01004303,176.0
S01004304,310.0
S01004305,256.0
S01004306,224.0
S01004307,382.0
S01004308,336.0
S01004309,411.0
S01004310,313.0
S01004311,290.0
S01004312,380.0
S01004313,577.0
S01004314,309.0
S01004315,215.0
S01004316,179.0
S01004317,413.0
S01004318,160.0
S01004319,474.0
S01004320,299.0
S01004321,229.0
S01004322,411.0
S01004323,232.0
S01004324,269.0
S01004325,399.0
S01004326,407.0
S01004327,328.0
S01004328,257.0
S01004329,256.0
S01004330,518.0
S01004331,229.0
S01004332,235.0
S01004333,217.0
S01004334,500.0
S01004335,195.0
S01004336,438.0
S01004337,274.0
S01004338,299.0
S01004339,439.0
S01004340,184.0
S01004341,206.0
S01004342,328.0
S01004343,172.0
S01004344,353.0
S01004345,422.0
S01004346,182.0
S01004347,376.0
S01004348,267.0
S01004349,425.0
S01004350,301.0
S01004351,197.0
S01004352,346.0
S01004353,382.0
S01004354,291.0
S01004355,241.0
S01004356,334.0
S01004357,447.0
S01004358,395.0
S01004359,148.0
S01004360,215.0
S01004361,242.0
S01004362,126.0
S01004363,198.0
S01004364,240.0
S01004365,216.0
S01004366,225.0
S01004367,258.0
S01004368,181.0
S01004369,300.0
S01004370,326.0
S01004371,235.0
S01004372,506.0
S01004373,154.0
S01004374,201.0
S01004375,203.0
S01004376,294.0
S01004377,276.0
S01004378,360.0
S01004379,279.0
S01004380,166.0
S01004381,280.0
S01004382,227.0
S01004383,283.0
S01004384,226.0
S01004385,368.0
S01004386,408.0
S01004387,324.0
S01004388,170.0
S01004389,272.0
S01004390,231.0
S01004391,323.0
S01004392,339.0
S01004393,302.0
S01004394,209.0
S01004395,115.0
S01004396,286.0
S01004397,474.0
S01004398,344.0
S01004399,133.0
S01004400,154.0
S01004401,573.0
S01004402,256.0
S01004403,232.0
S01004404,313.0
S01004405,326.0
S01004406,196.0
S01004407,186.0
S01004408,362.0
S01004409,327.0
S01004410,332.0
S01004411,192.0
S01004412,355.0
S01004413,199.0
S01004414,185.0
S01004415,155.0
S01004416,261.0
S01004417,178.0
S01004418,322.0
S01004419,299.0
S01004420,353.0
S01004421,153.0
S01004422,194.0
S01004423,313.0
S01004424,171.0
S01004425,272.0
S01004426,233.0
S01004427,199.0
S01004428,209.0
S01004429,163.0
S01004430,193.0
S01004431,192.0
S01004432,313.0
S01004433,307.0
S01004434,261.0
S01004435,277.0
S01004436,221.0
S01004437,264.0
S01004438,182.0
S01004439,175.0
S01004440,171.0
S01004441,442.0
S01004442,282.0
S01004443,196.0
S01004444,246.0
S01004445,191.0
S01004446,231.0
S01004447,182.0
S01004448,306.0
S01004449,249.0
S01004450,246.0
S01004451,171.0
S01004452,317.0
S01004453,505.0
S01004454,303.0
S01004455,420.0
S01004456,299.0
S01004457,248.0
S01004458,215.0
S01004459,216.0
S01004460,361.0
S01004461,324.0
S01004462,315.0
S01004463,356.0
S01004464,220.0
S01004465,383.0
S01004466,453.0
S01004467,227.0
S01004468,366.0
S01004469,173.0
S01004470,279.0
S01004471,347.0
S01004472,463.0
S01004473,648.0
S01004474,322.0
S01004475,339.0
S01004476,331.0
S01004477,407.0
S01004478,257.0
S01004479,350.0
S01004480,297.0
S01004481,165.0
S01004482,294.0
S01004483,228.0
S01004484,479.0
S01004485,344.0
S01004486,573.0
S01004487,416.0
S01004488,257.0
S01004489,437.0
S01004490,388.0
S01004491,205.0
S01004492,355.0
S01004493,414.0
S01004494,232.0
S01004495,199.0
S01004496,246.0
S01004497,274.0
S01004498,299.0
S01004499,272.0
S01004500,446.0
S01004501,257.0
S01004502,363.0
S01004503,239.0
S01004504,185.0
S01004505,210.0
S01004506,183.0
S01004507,355.0
S01004508,308.0
S01004509,477.0
S01004510,415.0
S01004511,421.0
S01004512,459.0
S01004513,219.0
S01004514,227.0
S01004515,310.0
S01004516,180.0
S01004517,255.0
S01004518,300.0
S01004519,279.0
S01004520,381.0
S01004521,426.0
S01004522,311.0
S01004523,486.0
S01004524,352.0
S01004525,466.0
S01004526,433.0
S01004527,231.0
S01004528,341.0
S01004529,410.0
S01004530,283.0
S01004531,342.0
S01004532,160.0
S01004533,112.0
S01004534,192.0
S01004535,323.0
S01004536,220.0
S01004537,254.0
S01004538,300.0
S01004539,267.0
S01004540,313.0
S01004541,267.0
S01004542,279.0
S01004543,278.0
S01004544,356.0
S01004545,268.0
S01004546,267.0
S01004547,283.0
S01004548,267.0
S01004549,262.0
S01004550,168.0
S01004551,440.0
S01004552,162.0
S01004553,230.0
S01004554,266.0
S01004555,302.0
S01004556,182.0
S01004557,244.0
S01004558,354.0
S01004559,447.0
S01004560,140.0
S01004561,236.0
S01004562,194.0
S01004563,355.0
S01004564,313.0
S01004565,397.0
S01004566,315.0
S01004567,167.0
S01004568,270.0
S01004569,114.0
S01004570,360.0
S01004571,295.0
S01004572,293.0
S01004573,229.0
S01004574,265.0
S01004575,282.0
S01004576,316.0
S01004577,272.0
S01004578,563.0
S01004579,141.0
S01004580,254.0
S01004581,415.0
S01004582,311.0
S01004583,239.0
S01004584,219.0
S01004585,196.0
S01004586,587.0
S01004587,208.0
S01004588,273.0
S01004589,413.0
S01004590,232.0
S01004591,201.0
S01004592,217.0
S01004593,360.0
S01004594,161.0
S01004595,506.0
S01004596,193.0
S01004597,301.0
S01004598,233.0
S01004599,294.0
S01004600,233.0
S01004601,251.0
S01004602,535.0
S01004603,248.0
S01004604,189.0
S01004605,218.0
S01004606,193.0
S01004607,208.0
S01004608,203.0
S01004609,146.0
S01004610,167.0
S01004611,405.0
S01004612,194.0
S01004613,421.0
S01004614,352.0
S01004615,356.0
S01004616,316.0
S01004617,147.0
S01004618,122.0
S01004619,170.0
S01004620,230.0
S01004621,432.0
S01004622,333.0
S01004623,353.0
S01004624,279.0
S01004625,265.0
S01004626,156.0
S01004627,307.0
S01004628,125.0
S01004629,527.0
S01004630,412.0
S01004631,257.0
S01004632,241.0
S01004633,276.0
S01004634,479.0
S01004635,188.0
S01004636,201.0
S01004637,178.0
S01004638,151.0
S01004639,200.0
S01004640,245.0
S01004641,267.0
S01004642,285.0
S01004643,108.0
S01004644,290.0
S01004645,234.0
S01004646,206.0
S01004647,464.0
S01004648,271.0
S01004649,204.0
S01004650,266.0
S01004651,257.0
S01004652,372.0
S01004653,206.0
S01004654,388.0
S01004655,296.0
S01004656,117.0
S01004657,358.0
