GEO_CODE,TotalCars
S01001547,287.0
S01001548,403.0
S01001549,431.0
S01001550,426.0
S01001551,499.0
S01001552,429.0
S01001553,532.0
S01001554,583.0
S01001555,310.0
S01001556,461.0
S01001557,649.0
S01001558,393.0
S01001559,226.0
S01001560,253.0
S01001561,328.0
S01001562,244.0
S01001563,314.0
S01001564,238.0
S01001565,284.0
S01001566,295.0
S01001567,482.0
S01001568,389.0
S01001569,273.0
S01001570,251.0
S01001571,213.0
S01001572,244.0
S01001573,390.0
S01001574,288.0
S01001575,306.0
S01001576,230.0
S01001577,316.0
S01001578,311.0
S01001579,247.0
S01001580,237.0
S01001581,349.0
S01001582,206.0
S01001583,150.0
S01001584,276.0
S01001585,276.0
S01001586,245.0
S01001587,255.0
S01001588,252.0
S01001589,261.0
S01001590,285.0
S01001591,207.0
S01001592,222.0
S01001593,303.0
S01001594,297.0
S01001595,189.0
S01001596,342.0
S01001597,281.0
S01001598,331.0
S01001599,360.0
S01001600,336.0
S01001601,533.0
S01001602,347.0
S01001603,382.0
S01001604,202.0
S01001605,296.0
S01001606,198.0
S01001607,477.0
S01001608,444.0
S01001609,374.0
S01001610,277.0
S01001611,543.0
S01001612,474.0
S01001613,224.0
S01001614,239.0
S01001615,317.0
S01001616,336.0
S01001617,230.0
S01001618,528.0
S01001619,278.0
S01001620,298.0
S01001621,265.0
S01001622,310.0
S01001623,345.0
S01001624,424.0
S01001625,208.0
S01001626,367.0
S01001627,260.0
S01001628,172.0
S01001629,277.0
S01001630,189.0
S01001631,354.0
S01001632,323.0
S01001633,625.0
S01001634,414.0
S01001635,339.0
S01001636,295.0
S01001637,406.0
S01001638,417.0
S01001639,307.0
S01001640,461.0
S01001641,276.0
S01001642,480.0
S01001643,388.0
S01001644,322.0
S01001645,363.0
S01001646,401.0
S01001647,311.0
S01001648,285.0
S01001649,256.0
S01001650,311.0
S01001651,387.0
S01001652,556.0
S01001653,230.0
S01001654,335.0
S01001655,343.0
S01001656,466.0
S01001657,327.0
S01001658,454.0
S01001659,386.0
S01001660,448.0
S01001661,372.0
S01001662,289.0
S01001663,439.0
S01001664,284.0
S01001665,381.0
S01001666,325.0
S01001667,395.0
S01001668,462.0
S01001669,303.0
S01001670,383.0
S01001671,322.0
S01001672,270.0
S01001673,390.0
S01001674,314.0
S01001675,420.0
S01001676,553.0
S01001677,529.0
S01001678,459.0
S01001679,449.0
S01001680,423.0
S01001681,417.0
S01001682,321.0
S01001683,473.0
S01001684,442.0
S01001685,299.0
S01001686,534.0
S01001687,581.0
S01001688,473.0
S01001689,466.0
S01001690,239.0
S01001691,558.0
S01001692,254.0
S01001693,427.0
S01001694,327.0
S01001695,485.0
S01001696,436.0
S01001697,409.0
S01001698,248.0
S01001699,365.0
S01001700,608.0
S01001701,386.0
S01001702,508.0
S01001703,398.0
S01001704,683.0
S01001705,333.0
S01001706,436.0
S01001707,298.0
S01001708,515.0
S01001709,338.0
S01001710,376.0
S01001711,405.0
S01001712,226.0
S01001713,432.0
S01001714,375.0
S01001715,492.0
S01001716,278.0
S01001717,445.0
S01001718,236.0
S01001719,392.0
S01001720,365.0
S01001721,400.0
S01001722,340.0
S01001723,534.0
S01001724,212.0
S01001725,267.0
S01001726,336.0
S01001727,448.0
S01001728,323.0
S01001729,427.0
S01001730,316.0
S01001731,333.0
S01001732,309.0
S01001733,279.0
S01001734,282.0
S01001735,248.0
S01001736,659.0
S01001737,265.0
S01001738,332.0
S01001739,265.0
S01001740,366.0
S01001741,209.0
S01001742,169.0
S01001743,250.0
S01001744,280.0
S01001745,402.0
S01001746,516.0
S01001747,277.0
S01001748,347.0
S01001749,273.0
S01001750,326.0
S01001751,334.0
S01001752,534.0
S01001753,194.0
S01001754,450.0
S01001755,451.0
S01001756,347.0
S01001757,391.0
S01001758,363.0
S01001759,194.0
S01001760,234.0
S01001761,208.0
S01001762,433.0
S01001763,402.0
S01001764,246.0
S01001765,356.0
S01001766,304.0
S01001767,293.0
S01001768,325.0
S01001769,356.0
S01001770,161.0
S01001771,396.0
S01001772,232.0
S01001773,332.0
S01001774,316.0
S01001775,364.0
S01001776,229.0
S01001777,420.0
S01001778,260.0
S01001779,285.0
S01001780,350.0
S01001781,327.0
S01001782,428.0
S01001783,105.0
S01001784,252.0
S01001785,319.0
S01001786,241.0
S01001787,357.0
S01001788,419.0
S01001789,256.0
S01001790,423.0
S01001791,417.0
S01001792,325.0
S01001793,423.0
S01001794,477.0
S01001795,350.0
S01001796,530.0
S01001797,276.0
S01001798,577.0
S01001799,219.0
S01001800,501.0
S01001801,575.0
S01001802,428.0
S01001803,548.0
S01001804,527.0
S01001805,328.0
S01001806,346.0
S01001807,414.0
S01001808,249.0
S01001809,115.0
S01001810,456.0
S01001811,413.0
S01001812,333.0
S01001813,383.0
S01001814,355.0
S01001815,461.0
S01001816,655.0
S01001817,203.0
S01001818,440.0
S01001819,611.0
S01001820,197.0
S01001821,145.0
S01001822,498.0
S01001823,163.0
S01001824,280.0
S01001825,449.0
S01001826,172.0
S01001827,303.0
S01001828,384.0
S01001829,312.0
S01001830,438.0
S01001831,256.0
S01001832,191.0
S01001833,555.0
S01001834,204.0
S01001835,326.0
S01001836,345.0
S01001837,487.0
S01001838,203.0
S01001839,229.0
S01001840,397.0
S01001841,251.0
S01001842,400.0
S01001843,160.0
S01001844,571.0
S01001845,422.0
S01001846,445.0
S01001847,228.0
S01001848,185.0
S01001849,375.0
S01001850,283.0
S01001851,386.0
S01001852,408.0
S01001853,414.0
S01001854,324.0
S01001855,405.0
S01001856,152.0
S01001857,277.0
S01001858,394.0
S01001859,270.0
S01001860,450.0
S01001861,210.0
S01001862,481.0
S01001863,451.0
S01001864,224.0
S01001865,101.0
S01001866,430.0
S01001867,151.0
S01001868,383.0
S01001869,411.0
S01001870,163.0
S01001871,297.0
S01001872,295.0
S01001873,398.0
S01001874,114.0
S01001875,492.0
S01001876,283.0
S01001877,206.0
S01001878,643.0
S01001879,90.0
S01001880,133.0
S01001881,360.0
S01001882,332.0
S01001883,327.0
S01001884,232.0
S01001885,598.0
S01001886,95.0
S01001887,401.0
S01001888,497.0
S01001889,229.0
S01001890,306.0
S01001891,169.0
S01001892,166.0
S01001893,190.0
S01001894,131.0
S01001895,228.0
S01001896,380.0
S01001897,148.0
S01001898,127.0
S01001899,296.0
S01001900,309.0
S01001901,422.0
S01001902,481.0
S01001903,154.0
S01001904,190.0
S01001905,396.0
S01001906,204.0
S01001907,223.0
S01001908,405.0
S01001909,145.0
S01001910,247.0
S01001911,338.0
S01001912,260.0
S01001913,408.0
S01001914,319.0
S01001915,427.0
S01001916,345.0
S01001917,332.0
S01001918,374.0
S01001919,325.0
S01001920,237.0
S01001921,180.0
S01001922,464.0
S01001923,171.0
S01001924,313.0
S01001925,398.0
S01001926,181.0
S01001927,447.0
S01001928,339.0
S01001929,390.0
S01001930,310.0
S01001931,144.0
S01001932,305.0
S01001933,446.0
S01001934,229.0
S01001935,117.0
S01001936,421.0
S01001937,351.0
S01001938,231.0
S01001939,194.0
S01001940,305.0
S01001941,421.0
S01001942,192.0
S01001943,179.0
S01001944,336.0
S01001945,356.0
S01001946,123.0
S01001947,439.0
S01001948,135.0
S01001949,167.0
S01001950,277.0
S01001951,209.0
S01001952,312.0
S01001953,328.0
S01001954,214.0
S01001955,215.0
S01001956,186.0
S01001957,164.0
S01001958,214.0
S01001959,260.0
S01001960,378.0
S01001961,413.0
S01001962,313.0
S01001963,251.0
S01001964,374.0
S01001965,218.0
S01001966,124.0
S01001967,245.0
S01001968,351.0
S01001969,190.0
S01001970,337.0
S01001971,152.0
S01001972,278.0
S01001973,252.0
S01001974,340.0
S01001975,343.0
S01001976,224.0
S01001977,188.0
S01001978,179.0
S01001979,306.0
S01001980,271.0
S01001981,320.0
S01001982,98.0
S01001983,279.0
S01001984,137.0
S01001985,267.0
S01001986,294.0
S01001987,261.0
S01001988,332.0
S01001989,385.0
S01001990,394.0
S01001991,288.0
S01001992,325.0
S01001993,335.0
S01001994,311.0
S01001995,308.0
S01001996,299.0
S01001997,237.0
S01001998,288.0
S01001999,216.0
S01002000,269.0
S01002001,239.0
S01002002,236.0
S01002003,365.0
S01002004,295.0
S01002005,216.0
S01002006,399.0
S01002007,332.0
S01002008,356.0
S01002009,293.0
S01002010,185.0
S01002011,487.0
S01002012,240.0
S01002013,258.0
S01002014,267.0
S01002015,409.0
S01002016,228.0
S01002017,199.0
S01002018,334.0
S01002019,248.0
S01002020,116.0
S01002021,255.0
S01002022,394.0
S01002023,259.0
S01002024,243.0
S01002025,274.0
S01002026,325.0
S01002027,240.0
S01002028,199.0
S01002029,213.0
S01002030,239.0
S01002031,195.0
S01002032,256.0
S01002033,205.0
S01002034,255.0
S01002035,322.0
S01002036,226.0
S01002037,172.0
S01002038,210.0
S01002039,301.0
S01002040,170.0
S01002041,278.0
S01002042,364.0
S01002043,304.0
S01002044,123.0
S01002045,352.0
S01002046,166.0
S01002047,179.0
S01002048,185.0
S01002049,284.0
S01002050,334.0
S01002051,198.0
S01002052,215.0
S01002053,182.0
S01002054,275.0
S01002055,450.0
S01002056,338.0
S01002057,391.0
S01002058,152.0
S01002059,151.0
S01002060,138.0
S01002061,147.0
S01002062,192.0
S01002063,222.0
S01002064,301.0
S01002065,222.0
S01002066,103.0
S01002067,332.0
S01002068,217.0
S01002069,267.0
S01002070,197.0
S01002071,168.0
S01002072,485.0
S01002073,128.0
S01002074,322.0
S01002075,330.0
S01002076,157.0
S01002077,451.0
S01002078,524.0
S01002079,195.0
S01002080,511.0
S01002081,176.0
S01002082,443.0
S01002083,141.0
S01002084,176.0
S01002085,177.0
S01002086,105.0
S01002087,195.0
S01002088,375.0
S01002089,496.0
S01002090,496.0
S01002091,176.0
S01002092,440.0
S01002093,135.0
S01002094,277.0
S01002095,319.0
S01002096,438.0
S01002097,411.0
S01002098,274.0
S01002099,325.0
S01002100,273.0
S01002101,162.0
S01002102,189.0
S01002103,347.0
S01002104,190.0
S01002105,572.0
S01002106,144.0
S01002107,240.0
S01002108,175.0
S01002109,209.0
S01002110,402.0
S01002111,528.0
S01002112,452.0
S01002113,410.0
S01002114,375.0
S01002115,456.0
S01002116,264.0
S01002117,142.0
S01002118,154.0
S01002119,160.0
S01002120,383.0
S01002121,229.0
S01002122,549.0
S01002123,524.0
S01002124,354.0
S01002125,423.0
S01002126,276.0
S01002127,275.0
S01002128,269.0
S01002129,167.0
S01002130,269.0
S01002131,154.0
S01002132,281.0
S01002133,512.0
S01002134,293.0
S01002135,514.0
S01002136,339.0
S01002137,341.0
S01002138,202.0
S01002139,271.0
S01002140,204.0
S01002141,233.0
S01002142,477.0
S01002143,294.0
S01002144,453.0
S01002145,550.0
S01002146,348.0
S01002147,272.0
S01002148,489.0
S01002149,288.0
S01002150,240.0
S01002151,349.0
S01002152,410.0
S01002153,247.0
S01002154,212.0
S01002155,190.0
S01002156,316.0
S01002157,421.0
S01002158,469.0
S01002159,290.0
S01002160,198.0
S01002161,229.0
S01002162,424.0
S01002163,339.0
S01002164,316.0
S01002165,443.0
S01002166,378.0
S01002167,205.0
S01002168,394.0
S01002169,318.0
S01002170,250.0
S01002171,242.0
S01002172,354.0
S01002173,451.0
S01002174,320.0
S01002175,348.0
S01002176,440.0
S01002177,352.0
S01002178,382.0
S01002179,350.0
S01002180,201.0
S01002181,283.0
S01002182,328.0
S01002183,236.0
S01002184,423.0
S01002185,190.0
S01002186,261.0
S01002187,380.0
S01002188,360.0
S01002189,236.0
S01002190,259.0
S01002191,197.0
S01002192,273.0
S01002193,451.0
S01002194,245.0
S01002195,380.0
S01002196,314.0
S01002197,214.0
S01002198,225.0
S01002199,283.0
S01002200,482.0
S01002201,407.0
S01002202,255.0
S01002203,171.0
S01002204,153.0
S01002205,333.0
S01002206,180.0
S01002207,428.0
S01002208,229.0
S01002209,289.0
S01002210,277.0
S01002211,127.0
S01002212,262.0
S01002213,373.0
S01002214,320.0
S01002215,432.0
S01002216,220.0
S01002217,241.0
S01002218,209.0
S01002219,377.0
S01002220,499.0
S01002221,196.0
S01002222,467.0
S01002223,337.0
S01002224,472.0
S01002225,255.0
S01002226,414.0
S01002227,202.0
S01002228,505.0
S01002229,421.0
S01002230,334.0
S01002231,347.0
S01002232,195.0
S01002233,233.0
S01002234,232.0
S01002235,381.0
S01002236,256.0
S01002237,415.0
S01002238,123.0
S01002239,177.0
S01002240,208.0
S01002241,193.0
S01002242,406.0
S01002243,214.0
S01002244,224.0
S01002245,394.0
S01002246,257.0
S01002247,184.0
S01002248,500.0
S01002249,187.0
S01002250,358.0
S01002251,462.0
S01002252,330.0
S01002253,280.0
S01002254,245.0
S01002255,319.0
S01002256,466.0
S01002257,240.0
S01002258,154.0
S01002259,202.0
S01002260,570.0
S01002261,410.0
S01002262,372.0
S01002263,527.0
S01002264,314.0
S01002265,158.0
S01002266,188.0
S01002267,217.0
S01002268,356.0
S01002269,392.0
S01002270,241.0
S01002271,371.0
S01002272,235.0
S01002273,224.0
S01002274,237.0
S01002275,199.0
S01002276,503.0
S01002277,212.0
S01002278,181.0
S01002279,169.0
S01002280,334.0
S01002281,93.0
S01002282,110.0
S01002283,293.0
S01002284,315.0
S01002285,153.0
S01002286,313.0
S01002287,331.0
S01002288,324.0
S01002289,176.0
S01002290,198.0
S01002291,101.0
S01002292,243.0
S01002293,302.0
S01002294,289.0
S01002295,432.0
S01002296,70.0
S01002297,315.0
S01002298,291.0
S01002299,391.0
S01002300,407.0
S01002301,295.0
S01002302,177.0
S01002303,232.0
S01002304,349.0
S01002305,212.0
S01002306,183.0
S01002307,328.0
S01002308,438.0
S01002309,167.0
S01002310,186.0
S01002311,360.0
S01002312,126.0
S01002313,341.0
S01002314,370.0
S01002315,251.0
S01002316,408.0
S01002317,358.0
S01002318,216.0
S01002319,226.0
S01002320,309.0
S01002321,104.0
S01002322,282.0
S01002323,271.0
S01002324,149.0
S01002325,169.0
S01002326,258.0
S01002327,382.0
S01002328,365.0
S01002329,318.0
S01002330,321.0
S01002331,264.0
S01002332,480.0
S01002333,441.0
S01002334,459.0
S01002335,529.0
S01002336,502.0
S01002337,521.0
S01002338,140.0
S01002339,229.0
S01002340,276.0
S01002341,213.0
S01002342,242.0
S01002343,362.0
S01002344,238.0
S01002345,304.0
S01002346,448.0
S01002347,379.0
S01002348,433.0
S01002349,400.0
S01002350,498.0
S01002351,328.0
S01002352,396.0
S01002353,327.0
S01002354,382.0
S01002355,289.0
S01002356,297.0
S01002357,247.0
S01002358,294.0
S01002359,314.0
S01002360,219.0
S01002361,240.0
S01002362,293.0
S01002363,396.0
S01002364,231.0
S01002365,238.0
S01002366,266.0
S01002367,379.0
S01002368,397.0
S01002369,227.0
S01002370,275.0
S01002371,295.0
S01002372,331.0
S01002373,275.0
S01002374,283.0
S01002375,379.0
S01002376,419.0
S01002377,348.0
S01002378,358.0
S01002379,368.0
S01002380,313.0
S01002381,336.0
S01002382,209.0
S01002383,310.0
S01002384,228.0
S01002385,300.0
S01002386,514.0
S01002387,332.0
S01002388,437.0
S01002389,481.0
S01002390,389.0
S01002391,572.0
S01002392,555.0
S01002393,298.0
S01002394,341.0
S01002395,423.0
S01002396,362.0
S01002397,479.0
S01002398,499.0
S01002399,344.0
S01002400,529.0
S01002401,584.0
S01002402,308.0
S01002403,267.0
S01002404,500.0
S01002405,432.0
S01002406,269.0
S01002407,296.0
S01002408,318.0
S01002409,399.0
S01002410,310.0
S01002411,341.0
S01002412,587.0
S01002413,347.0
S01002414,162.0
S01002415,270.0
S01002416,329.0
S01002417,370.0
S01002418,354.0
S01002419,306.0
S01002420,216.0
S01002421,523.0
S01002422,321.0
S01002423,275.0
S01002424,357.0
S01002425,407.0
S01002426,254.0
S01002427,383.0
S01002428,221.0
S01002429,191.0
S01002430,245.0
S01002431,309.0
S01002432,458.0
S01002433,183.0
S01002434,351.0
S01002435,333.0
S01002436,263.0
S01002437,229.0
S01002438,236.0
S01002439,309.0
S01002440,331.0
S01002441,357.0
S01002442,235.0
S01002443,266.0
S01002444,154.0
S01002445,241.0
S01002446,464.0
S01002447,225.0
S01002448,168.0
S01002449,291.0
S01002450,269.0
S01002451,476.0
S01002452,193.0
S01002453,411.0
S01002454,370.0
S01002455,291.0
S01002456,287.0
S01002457,302.0
S01002458,262.0
S01002459,225.0
S01002460,229.0
S01002461,267.0
S01002462,239.0
S01002463,301.0
S01002464,193.0
S01002465,397.0
S01002466,355.0
S01002467,218.0
S01002468,198.0
S01002469,254.0
S01002470,345.0
S01002471,220.0
S01002472,165.0
S01002473,306.0
S01002474,231.0
S01002475,231.0
S01002476,408.0
S01002477,338.0
S01002478,450.0
S01002479,202.0
S01002480,187.0
S01002481,358.0
S01002482,257.0
S01002483,194.0
S01002484,274.0
S01002485,486.0
S01002486,159.0
S01002487,191.0
S01002488,183.0
S01002489,152.0
S01002490,213.0
S01002491,166.0
S01002492,324.0
S01002493,431.0
S01002494,412.0
S01002495,198.0
S01002496,260.0
S01002497,313.0
S01002498,435.0
S01002499,307.0
S01002500,198.0
S01002501,280.0
S01002502,264.0
S01002503,294.0
S01002504,423.0
S01002505,254.0
S01002506,339.0
S01002507,232.0
S01002508,481.0
S01002509,433.0
S01002510,512.0
S01002511,243.0
S01002512,209.0
S01002513,414.0
S01002514,217.0
S01002515,211.0
S01002516,409.0
S01002517,237.0
S01002518,360.0
S01002519,233.0
S01002520,154.0
S01002521,248.0
S01002522,372.0
S01002523,430.0
S01002524,338.0
S01002525,244.0
S01002526,314.0
S01002527,433.0
S01002528,456.0
S01002529,241.0
S01002530,269.0
S01002531,417.0
S01002532,272.0
S01002533,245.0
S01002534,355.0
S01002535,228.0
S01002536,145.0
S01002537,180.0
S01002538,531.0
S01002539,276.0
S01002540,152.0
S01002541,461.0
S01002542,309.0
S01002543,159.0
S01002544,338.0
S01002545,251.0
S01002546,307.0
S01002547,358.0
S01002548,447.0
S01002549,329.0
S01002550,294.0
S01002551,229.0
S01002552,220.0
S01002553,335.0
S01002554,347.0
S01002555,372.0
S01002556,266.0
S01002557,364.0
S01002558,197.0
S01002559,393.0
S01002560,213.0
S01002561,292.0
S01002562,256.0
S01002563,486.0
S01002564,357.0
S01002565,497.0
S01002566,444.0
S01002567,348.0
S01002568,437.0
S01002569,509.0
S01002570,276.0
S01002571,272.0
S01002572,342.0
S01002573,276.0
S01002574,307.0
S01002575,300.0
S01002576,440.0
S01002577,248.0
S01002578,496.0
S01002579,503.0
S01002580,226.0
S01002581,406.0
S01002582,241.0
S01002583,277.0
S01002584,306.0
S01002585,402.0
S01002586,273.0
S01002587,375.0
S01002588,409.0
S01002589,483.0
S01002590,450.0
S01002591,208.0
S01002592,364.0
S01002593,270.0
S01002594,354.0
S01002595,298.0
S01002596,423.0
S01002597,163.0
S01002598,406.0
S01002599,199.0
S01002600,442.0
S01002601,220.0
S01002602,224.0
S01002603,253.0
S01002604,550.0
S01002605,204.0
S01002606,220.0
S01002607,343.0
S01002608,289.0
S01002609,289.0
S01002610,382.0
S01002611,355.0
S01002612,488.0
S01002613,527.0
S01002614,467.0
S01002615,315.0
S01002616,356.0
S01002617,333.0
S01002618,216.0
S01002619,356.0
S01002620,327.0
S01002621,349.0
S01002622,527.0
S01002623,376.0
S01002624,401.0
S01002625,538.0
S01002626,243.0
S01002627,595.0
S01002628,433.0
S01002629,413.0
S01002630,280.0
S01002631,451.0
S01002632,261.0
S01002633,425.0
S01002634,425.0
S01002635,309.0
S01002636,243.0
S01002637,285.0
S01002638,238.0
S01002639,549.0
S01002640,386.0
S01002641,487.0
S01002642,200.0
S01002643,204.0
S01002644,333.0
S01002645,216.0
S01002646,290.0
S01002647,237.0
S01002648,445.0
S01002649,239.0
S01002650,419.0
S01002651,233.0
S01002652,358.0
S01002653,269.0
S01002654,268.0
S01002655,209.0
S01002656,270.0
S01002657,406.0
S01002658,451.0
S01002659,549.0
S01002660,292.0
S01002661,407.0
S01002662,323.0
S01002663,368.0
S01002664,518.0
S01002665,345.0
S01002666,472.0
S01002667,220.0
S01002668,306.0
S01002669,425.0
S01002670,357.0
S01002671,441.0
S01002672,207.0
S01002673,210.0
S01002674,371.0
S01002675,519.0
S01002676,365.0
S01002677,331.0
S01002678,504.0
S01002679,329.0
S01002680,419.0
S01002681,333.0
S01002682,196.0
S01002683,404.0
S01002684,293.0
S01002685,270.0
S01002686,494.0
S01002687,407.0
S01002688,391.0
S01002689,416.0
S01002690,316.0
S01002691,558.0
S01002692,420.0
S01002693,276.0
S01002694,248.0
S01002695,389.0
S01002696,322.0
S01002697,534.0
S01002698,333.0
S01002699,175.0
S01002700,242.0
S01002701,568.0
S01002702,187.0
S01002703,419.0
S01002704,295.0
S01002705,267.0
S01002706,298.0
S01002707,273.0
S01002708,297.0
S01002709,201.0
S01002710,330.0
S01002711,295.0
S01002712,301.0
S01002713,253.0
S01002714,310.0
S01002715,298.0
S01002716,411.0
S01002717,359.0
S01002718,260.0
S01002719,276.0
S01002720,502.0
S01002721,253.0
S01002722,333.0
S01002723,261.0
S01002724,325.0
S01002725,392.0
S01002726,363.0
S01002727,576.0
S01002728,365.0
S01002729,551.0
S01002730,328.0
S01002731,328.0
S01002732,265.0
S01002733,273.0
S01002734,352.0
S01002735,429.0
S01002736,324.0
S01002737,360.0
S01002738,285.0
S01002739,470.0
S01002740,287.0
S01002741,374.0
S01002742,302.0
S01002743,176.0
S01002744,306.0
S01002745,182.0
S01002746,372.0
S01002747,202.0
S01002748,229.0
S01002749,213.0
S01002750,299.0
S01002751,298.0
S01002752,206.0
S01002753,477.0
S01002754,311.0
S01002755,179.0
S01002756,315.0
S01002757,250.0
S01002758,214.0
S01002759,239.0
S01002760,204.0
S01002761,264.0
S01002762,212.0
S01002763,277.0
S01002764,174.0
S01002765,203.0
S01002766,279.0
S01002767,441.0
S01002768,321.0
S01002769,280.0
S01002770,238.0
S01002771,211.0
S01002772,603.0
S01002773,327.0
S01002774,252.0
S01002775,219.0
S01002776,245.0
S01002777,364.0
S01002778,259.0
S01002779,156.0
S01002780,244.0
S01002781,335.0
S01002782,277.0
S01002783,330.0
S01002784,195.0
S01002785,265.0
S01002786,371.0
S01002787,312.0
S01002788,415.0
S01002789,412.0
S01002790,283.0
S01002791,177.0
S01002792,464.0
S01002793,246.0
S01002794,316.0
S01002795,362.0
S01002796,296.0
S01002797,458.0
S01002798,203.0
S01002799,212.0
S01002800,465.0
S01002801,306.0
S01002802,383.0
S01002803,361.0
S01002804,225.0
S01002805,321.0
S01002806,249.0
S01002807,223.0
S01002808,263.0
S01002809,310.0
S01002810,458.0
S01002811,443.0
S01002812,312.0
S01002813,242.0
S01002814,361.0
S01002815,214.0
S01002816,206.0
S01002817,204.0
S01002818,260.0
S01002819,220.0
S01002820,265.0
S01002821,406.0
S01002822,265.0
S01002823,260.0
S01002824,331.0
S01002825,394.0
S01002826,191.0
S01002827,269.0
S01002828,276.0
S01002829,296.0
S01002830,243.0
S01002831,390.0
S01002832,347.0
S01002833,655.0
S01002834,320.0
S01002835,307.0
S01002836,227.0
S01002837,198.0
S01002838,201.0
S01002839,177.0
S01002840,307.0
S01002841,358.0
S01002842,184.0
S01002843,205.0
S01002844,346.0
S01002845,288.0
S01002846,465.0
S01002847,388.0
S01002848,315.0
S01002849,427.0
S01002850,349.0
S01002851,406.0
S01002852,317.0
S01002853,150.0
S01002854,289.0
S01002855,181.0
S01002856,262.0
S01002857,280.0
S01002858,260.0
S01002859,258.0
S01002860,379.0
S01002861,425.0
S01002862,240.0
S01002863,258.0
S01002864,189.0
S01002865,341.0
S01002866,310.0
S01002867,290.0
S01002868,216.0
S01002869,191.0
S01002870,421.0
S01002871,300.0
S01002872,211.0
S01002873,291.0
S01002874,329.0
S01002875,233.0
S01002876,200.0
S01002877,306.0
S01002878,260.0
S01002879,337.0
S01002880,287.0
S01002881,355.0
S01002882,272.0
S01002883,406.0
S01002884,315.0
S01002885,396.0
S01002886,265.0
S01002887,231.0
S01002888,354.0
S01002889,303.0
S01002890,246.0
S01002891,326.0
S01002892,249.0
S01002893,251.0
S01002894,387.0
S01002895,211.0
S01002896,307.0
S01002897,231.0
S01002898,486.0
S01002899,321.0
S01002900,249.0
S01002901,304.0
S01002902,387.0
S01002903,295.0
S01002904,324.0
S01002905,396.0
S01002906,358.0
S01002907,259.0
S01002908,501.0
S01002909,387.0
S01002910,258.0
S01002911,330.0
S01002912,604.0
S01002913,483.0
S01002914,207.0
S01002915,417.0
S01002916,289.0
S01002917,366.0
S01002918,487.0
S01002919,292.0
S01002920,280.0
S01002921,395.0
S01002922,288.0
S01002923,342.0
S01002924,389.0
S01002925,479.0
S01002926,306.0
S01002927,332.0
S01002928,344.0
S01002929,308.0
S01002930,360.0
S01002931,308.0
S01002932,440.0
S01002933,419.0
S01002934,402.0
S01002935,405.0
S01002936,447.0
S01002937,302.0
S01002938,309.0
S01002939,325.0
S01002940,284.0
S01002941,641.0
S01002942,315.0
S01002943,326.0
S01002944,522.0
S01002945,401.0
S01002946,461.0
S01002947,332.0
S01002948,449.0
S01002949,315.0
S01002950,456.0
S01002951,464.0
S01002952,386.0
S01002953,492.0
S01002954,513.0
S01002955,585.0
S01002956,393.0
S01002957,561.0
S01002958,388.0
S01002959,595.0
S01002960,432.0
S01002961,407.0
S01002962,280.0
S01002963,360.0
S01002964,481.0
S01002965,517.0
S01002966,321.0
S01002967,513.0
S01002968,439.0
S01002969,562.0
S01002970,297.0
S01002971,553.0
S01002972,354.0
S01002973,432.0
S01002974,359.0
S01002975,282.0
S01002976,264.0
S01002977,329.0
S01002978,563.0
S01002979,321.0
S01002980,271.0
S01002981,457.0
S01002982,377.0
S01002983,264.0
S01002984,368.0
S01002985,327.0
S01002986,247.0
S01002987,229.0
S01002988,464.0
S01002989,293.0
S01002990,204.0
S01002991,485.0
S01002992,275.0
S01002993,442.0
S01002994,292.0
S01002995,151.0
S01002996,320.0
S01002997,214.0
S01002998,393.0
S01002999,237.0
S01003000,382.0
S01003001,302.0
S01003002,354.0
S01003003,383.0
S01003004,249.0
S01003005,379.0
S01003006,429.0
S01003007,328.0
S01003008,194.0
S01003009,218.0
S01003010,368.0
S01003011,301.0
S01003012,650.0
S01003013,384.0
S01003014,405.0
S01003015,427.0
S01003016,352.0
S01003017,317.0
S01003018,424.0
S01003019,285.0
S01003020,234.0
S01003021,317.0
S01003022,430.0
S01003023,410.0
S01003024,300.0
S01003025,422.0
S01003026,239.0
S01003027,548.0
S01003028,129.0
S01003029,135.0
S01003030,133.0
S01003032,96.0
S01003033,91.0
S01003034,410.0
S01003035,155.0
S01003036,131.0
S01003037,323.0
S01003038,411.0
S01003039,174.0
S01003040,189.0
S01003041,349.0
S01003042,80.0
S01003043,49.0
S01003044,122.0
S01003045,115.0
S01003046,178.0
S01003047,136.0
S01003048,118.0
S01003049,86.0
S01003050,331.0
S01003051,243.0
S01003052,101.0
S01003053,306.0
S01003054,269.0
S01003055,160.0
S01003056,132.0
S01003057,220.0
S01003058,149.0
S01003059,360.0
S01003060,111.0
S01003061,363.0
S01003062,311.0
S01003063,264.0
S01003064,175.0
S01003065,359.0
S01003066,399.0
S01003067,264.0
S01003068,429.0
S01003069,190.0
S01003070,236.0
S01003071,360.0
S01003072,223.0
S01003073,274.0
S01003074,455.0
S01003075,229.0
S01003076,148.0
S01003077,229.0
S01003078,263.0
S01003079,378.0
S01003080,277.0
S01003081,424.0
S01003082,112.0
S01003083,253.0
S01003084,163.0
S01003085,457.0
S01003086,316.0
S01003087,195.0
S01003088,137.0
S01003089,317.0
S01003090,257.0
S01003091,221.0
S01003092,218.0
S01003093,213.0
S01003094,355.0
S01003095,492.0
S01003096,338.0
S01003097,102.0
S01003098,296.0
S01003099,109.0
S01003100,230.0
S01003101,114.0
